"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Communications","EO","35","35","29130","29140"
"In post","2023","Asian","Communications","Communications","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","SEO/HEO","80","80","40700","40850"
"In post","2023","Asian","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","AA/AO","210","180","24100","25610"
"In post","2023","Asian","Counter Fraud","Counter Fraud","EO","435","415","30070","28130"
"In post","2023","Asian","Counter Fraud","Counter Fraud","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","SEO/HEO","180","180","37910","39080"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","EO","55","55","30960","32400"
"In post","2023","Asian","Counter Fraud","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","SEO/HEO","50","50","38700","39450"
"In post","2023","Asian","Counter Fraud","Operational Delivery","AA/AO","45","40","23850","22520"
"In post","2023","Asian","Counter Fraud","Operational Delivery","EO","120","110","29780","28130"
"In post","2023","Asian","Counter Fraud","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","SEO/HEO","80","80","38080","35000"
"In post","2023","Asian","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","EO","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","EO","55","50","30060","28130"
"In post","2023","Asian","Counter Fraud","Tax","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","SEO/HEO","100","95","38710","39450"
"In post","2023","Asian","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","EO","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","AA/AO","530","475","23800","22520"
"In post","2023","Asian","Debt","Operational Delivery","EO","65","60","29890","28130"
"In post","2023","Asian","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Other","AA/AO","360","300","22220","21690"
"In post","2023","Asian","Debt","Other","EO","45","40","29380","28120"
"In post","2023","Asian","Debt","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Debt","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","AA/AO","60","55","22880","22520"
"In post","2023","Asian","Debt","Tax","EO","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","AA/AO","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","EO","270","260","29170","28120"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","G6/G7","500","500","60080","58260"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","830","820","39200","39150"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","AA/AO","10","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","30","25","[c]","[c]"
