"Status","Year","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","White","15","15","[c]","[c]"
"Leaver CS","2023","16-19","Asian","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","100","[c]","21080","21780"
"Leaver CS","2023","16-19","White","50","[c]","21190","21690"
"Leaver CS","2023","20-29","Asian","1000","[c]","28430","27570"
"Leaver CS","2023","20-29","Black","490","[c]","29850","28620"
"Leaver CS","2023","20-29","Mixed","390","[c]","29670","27960"
"Leaver CS","2023","20-29","Other ethnicity","125","[c]","29200","27500"
"Leaver CS","2023","20-29","Undeclared","205","[c]","29700","27570"
"Leaver CS","2023","20-29","Unknown","3510","[c]","27620","25480"
"Leaver CS","2023","20-29","White","5720","[c]","29010","27570"
"Leaver CS","2023","30-39","Asian","715","[c]","36740","32520"
"Leaver CS","2023","30-39","Black","530","[c]","34600","32520"
"Leaver CS","2023","30-39","Mixed","295","[c]","38420","35200"
"Leaver CS","2023","30-39","Other ethnicity","75","[c]","39190","33450"
"Leaver CS","2023","30-39","Undeclared","250","[c]","37470","33990"
"Leaver CS","2023","30-39","Unknown","2280","[c]","36050","31650"
"Leaver CS","2023","30-39","White","5050","[c]","37070","33000"
"Leaver CS","2023","40-49","Asian","460","[c]","39570","32520"
"Leaver CS","2023","40-49","Black","345","[c]","37250","32520"
"Leaver CS","2023","40-49","Mixed","140","[c]","40910","33780"
"Leaver CS","2023","40-49","Other ethnicity","55","[c]","43030","35060"
"Leaver CS","2023","40-49","Undeclared","215","[c]","38570","32830"
"Leaver CS","2023","40-49","Unknown","1345","[c]","40880","32930"
"Leaver CS","2023","40-49","White","3955","[c]","39450","31920"
"Leaver CS","2023","50-59","Asian","265","[c]","36720","30130"
"Leaver CS","2023","50-59","Black","265","[c]","35220","30560"
"Leaver CS","2023","50-59","Mixed","85","[c]","36000","29290"
"Leaver CS","2023","50-59","Other ethnicity","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","375","[c]","37990","31770"
"Leaver CS","2023","50-59","Unknown","1340","[c]","37090","28120"
"Leaver CS","2023","50-59","White","5805","[c]","37080","29290"
"Leaver CS","2023","60-64","Asian","130","[c]","34200","30200"
"Leaver CS","2023","60-64","Black","125","[c]","35910","31060"
"Leaver CS","2023","60-64","Mixed","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","315","[c]","35560","31880"
"Leaver CS","2023","60-64","Unknown","665","[c]","36140","29870"
"Leaver CS","2023","60-64","White","4505","[c]","36380","28550"
"Leaver CS","2023","65+","Asian","170","[c]","30930","27690"
"Leaver CS","2023","65+","Black","100","[c]","29170","27190"
"Leaver CS","2023","65+","Mixed","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","235","[c]","31150","27870"
"Leaver CS","2023","65+","Unknown","425","[c]","33910","26960"
"Leaver CS","2023","65+","White","3655","[c]","31030","27450"
"Leaver CS","2023","Unknown","Asian","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","50","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","525","[c]","31700","31060"
"Leaver Dept.","2023","20-29","Black","155","[c]","32310","32000"
"Leaver Dept.","2023","20-29","Mixed","205","[c]","33400","31820"
"Leaver Dept.","2023","20-29","Other ethnicity","35","[c]","31250","31260"
"Leaver Dept.","2023","20-29","Undeclared","90","[c]","32480","31060"
"Leaver Dept.","2023","20-29","Unknown","1525","[c]","32740","32000"
"Leaver Dept.","2023","20-29","White","2650","[c]","32600","31060"
"Leaver Dept.","2023","30-39","Asian","445","[c]","37010","32910"
"Leaver Dept.","2023","30-39","Black","200","[c]","34330","32520"
"Leaver Dept.","2023","30-39","Mixed","170","[c]","41110","37730"
"Leaver Dept.","2023","30-39","Other ethnicity","40","[c]","39480","36530"
"Leaver Dept.","2023","30-39","Undeclared","155","[c]","40090","36730"
"Leaver Dept.","2023","30-39","Unknown","995","[c]","39930","35670"
"Leaver Dept.","2023","30-39","White","2795","[c]","39630","36050"
"Leaver Dept.","2023","40-49","Asian","290","[c]","39990","33810"
"Leaver Dept.","2023","40-49","Black","160","[c]","35300","32520"
"Leaver Dept.","2023","40-49","Mixed","60","[c]","43850","42260"
"Leaver Dept.","2023","40-49","Other ethnicity","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","100","[c]","37670","33260"
"Leaver Dept.","2023","40-49","Unknown","480","[c]","43670","37540"
"Leaver Dept.","2023","40-49","White","1940","[c]","41600","36050"
"Leaver Dept.","2023","50-59","Asian","105","[c]","41180","34260"
"Leaver Dept.","2023","50-59","Black","85","[c]","35700","31660"
"Leaver Dept.","2023","50-59","Mixed","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","85","[c]","36720","31640"
"Leaver Dept.","2023","50-59","Unknown","295","[c]","42240","34640"
"Leaver Dept.","2023","50-59","White","1375","[c]","40160","32520"
"Leaver Dept.","2023","60-64","Asian","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Black","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Mixed","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","White","155","[c]","34290","28120"
"Leaver Dept.","2023","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","White","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Asian","75","[c]","22960","22520"
"New entrant CS","2023","16-19","Black","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","530","[c]","22800","22400"
"New entrant CS","2023","16-19","White","535","[c]","23620","22520"
"New entrant CS","2023","20-29","Asian","1820","[c]","26980","25610"
"New entrant CS","2023","20-29","Black","625","[c]","28530","27650"
"New entrant CS","2023","20-29","Mixed","640","[c]","27680","26920"
"New entrant CS","2023","20-29","Other ethnicity","165","[c]","28740","28120"
"New entrant CS","2023","20-29","Undeclared","215","[c]","29410","27920"
"New entrant CS","2023","20-29","Unknown","8835","[c]","26530","25710"
"New entrant CS","2023","20-29","White","10710","[c]","27510","26400"
"New entrant CS","2023","30-39","Asian","985","[c]","32510","28120"
"New entrant CS","2023","30-39","Black","540","[c]","32030","29380"
"New entrant CS","2023","30-39","Mixed","300","[c]","32510","28880"
"New entrant CS","2023","30-39","Other ethnicity","75","[c]","33880","30540"
"New entrant CS","2023","30-39","Undeclared","185","[c]","34380","29530"
"New entrant CS","2023","30-39","Unknown","5240","[c]","29810","25880"
"New entrant CS","2023","30-39","White","6565","[c]","32260","28880"
"New entrant CS","2023","40-49","Asian","650","[c]","34530","28880"
"New entrant CS","2023","40-49","Black","390","[c]","32720","28880"
"New entrant CS","2023","40-49","Mixed","165","[c]","35260","28880"
"New entrant CS","2023","40-49","Other ethnicity","45","[c]","32370","28140"
"New entrant CS","2023","40-49","Undeclared","115","[c]","38340","31400"
"New entrant CS","2023","40-49","Unknown","3185","[c]","31260","26400"
"New entrant CS","2023","40-49","White","4715","[c]","34870","29100"
"New entrant CS","2023","50-59","Asian","240","[c]","33270","27640"
"New entrant CS","2023","50-59","Black","205","[c]","32340","28400"
"New entrant CS","2023","50-59","Mixed","90","[c]","35740","28620"
"New entrant CS","2023","50-59","Other ethnicity","30","[c]","36670","27760"
"New entrant CS","2023","50-59","Undeclared","115","[c]","33840","28000"
"New entrant CS","2023","50-59","Unknown","2745","[c]","30420","25750"
"New entrant CS","2023","50-59","White","3915","[c]","33720","27650"
"New entrant CS","2023","60-64","Asian","30","[c]","35920","26200"
"New entrant CS","2023","60-64","Black","45","[c]","34210","28120"
"New entrant CS","2023","60-64","Mixed","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","30","[c]","33130","24630"
"New entrant CS","2023","60-64","Unknown","615","[c]","28520","24010"
"New entrant CS","2023","60-64","White","795","[c]","31240","25540"
"New entrant CS","2023","65+","Asian","15","[c]","[c]","[c]"
"New entrant CS","2023","65+","Black","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","175","[c]","31780","25480"
"New entrant CS","2023","65+","White","210","[c]","31820","23230"
"New entrant CS","2023","Unknown","Asian","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","45","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","50","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
