"Status","Year","Organisation","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Accountant in Bankruptcy","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Female","Heterosexual / straight","115","100","26170","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Female","Unknown","40","40","25400","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Male","Heterosexual / straight","65","65","26000","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Male","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Male","Unknown","35","35","25450","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","Heterosexual / straight","260","235","36140","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","Undeclared","40","35","36250","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","Unknown","30","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Heterosexual / straight","180","165","37860","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Undeclared","35","35","38230","36110"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA/AO","Female","Heterosexual / straight","440","400","22860","22150"
"In post","2023","Animal and Plant Health Agency","AA/AO","Female","LGBO","35","35","23250","22150"
"In post","2023","Animal and Plant Health Agency","AA/AO","Female","Undeclared","55","50","22970","22150"
"In post","2023","Animal and Plant Health Agency","AA/AO","Female","Unknown","80","75","22920","22150"
"In post","2023","Animal and Plant Health Agency","AA/AO","Male","Heterosexual / straight","220","215","23110","22150"
"In post","2023","Animal and Plant Health Agency","AA/AO","Male","LGBO","40","40","23010","22150"
"In post","2023","Animal and Plant Health Agency","AA/AO","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA/AO","Male","Unknown","50","50","23110","22150"
"In post","2023","Animal and Plant Health Agency","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","EO","Female","Heterosexual / straight","390","370","27130","25920"
"In post","2023","Animal and Plant Health Agency","EO","Female","LGBO","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","EO","Female","Undeclared","45","40","27530","26180"
"In post","2023","Animal and Plant Health Agency","EO","Female","Unknown","30","25","27140","26850"
"In post","2023","Animal and Plant Health Agency","EO","Male","Heterosexual / straight","230","225","27450","25920"
"In post","2023","Animal and Plant Health Agency","EO","Male","LGBO","35","35","26920","25920"
"In post","2023","Animal and Plant Health Agency","EO","Male","Undeclared","50","45","27410","26460"
"In post","2023","Animal and Plant Health Agency","EO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6/G7","Female","Heterosexual / straight","110","105","54190","54330"
"In post","2023","Animal and Plant Health Agency","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6/G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6/G7","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6/G7","Male","Heterosexual / straight","90","90","54990","54330"
"In post","2023","Animal and Plant Health Agency","G6/G7","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6/G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Female","Heterosexual / straight","460","435","35180","34220"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Female","Undeclared","75","70","36800","37300"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Female","Unknown","40","35","37250","37300"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Male","Heterosexual / straight","305","300","35820","37300"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Male","Undeclared","60","60","37030","37300"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Male","Unknown","40","40","36840","37300"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Building Digital UK","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","G6/G7","Female","Heterosexual / straight","45","40","56530","53550"
"In post","2023","Building Digital UK","G6/G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Building Digital UK","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","G6/G7","Male","Heterosexual / straight","40","40","56910","53430"
"In post","2023","Building Digital UK","G6/G7","Male","LGBO","5","5","[c]","[c]"
