"Status","Year","Ethnicity","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Digital, Data & Technology","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Female","Undeclared","50","50","44210","42580"
"In post","2023","Asian","Digital, Data & Technology","Female","Unknown","55","55","41340","38510"
"In post","2023","Asian","Digital, Data & Technology","Male","Heterosexual / straight","1015","1010","44690","41780"
"In post","2023","Asian","Digital, Data & Technology","Male","LGBO","40","40","43840","41480"
"In post","2023","Asian","Digital, Data & Technology","Male","Undeclared","50","45","41870","41370"
"In post","2023","Asian","Digital, Data & Technology","Male","Unknown","75","75","42120","35630"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Female","Heterosexual / straight","480","460","41190","38500"
"In post","2023","Asian","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Female","Undeclared","40","35","35560","34170"
"In post","2023","Asian","Finance","Female","Unknown","55","50","34840","34170"
"In post","2023","Asian","Finance","Male","Heterosexual / straight","530","525","41930","38470"
"In post","2023","Asian","Finance","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Male","Unknown","45","45","37850","34170"
"In post","2023","Asian","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Female","Heterosexual / straight","30","30","25920","22150"
"In post","2023","Asian","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Female","Heterosexual / straight","485","460","38940","36170"
"In post","2023","Asian","Human Resources","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Human Resources","Male","Heterosexual / straight","215","215","36900","34170"
"In post","2023","Asian","Human Resources","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Female","Heterosexual / straight","50","50","45230","43290"
"In post","2023","Asian","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Male","Heterosexual / straight","40","40","50210","44590"
"In post","2023","Asian","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Female","Heterosexual / straight","820","770","44160","45230"
"In post","2023","Asian","Legal","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Legal","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Legal","Female","Unknown","110","90","42820","38760"
"In post","2023","Asian","Legal","Male","Heterosexual / straight","365","355","45060","45230"
"In post","2023","Asian","Legal","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Legal","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Legal","Male","Unknown","45","40","45180","52020"
"In post","2023","Asian","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Female","Heterosexual / straight","10780","9760","32640","29660"
"In post","2023","Asian","No function","Female","LGBO","220","200","33080","28580"
"In post","2023","Asian","No function","Female","Undeclared","830","720","30790","28120"
"In post","2023","Asian","No function","Female","Unknown","1100","915","31190","28120"
"In post","2023","Asian","No function","Male","Heterosexual / straight","8545","8270","32870","29680"
"In post","2023","Asian","No function","Male","LGBO","235","230","35310","30840"
"In post","2023","Asian","No function","Male","Undeclared","470","445","32390","28130"
"In post","2023","Asian","No function","Male","Unknown","720","680","32810","28120"
"In post","2023","Asian","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Female","Heterosexual / straight","645","620","44790","41190"
"In post","2023","Asian","Project Delivery","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Female","Undeclared","30","30","44340","41780"
"In post","2023","Asian","Project Delivery","Female","Unknown","90","85","43860","41770"
"In post","2023","Asian","Project Delivery","Male","Heterosexual / straight","565","560","44790","41200"
"In post","2023","Asian","Project Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Project Delivery","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","Project Delivery","Male","Unknown","70","65","47540","41840"
"In post","2023","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Female","Heterosexual / straight","160","150","36050","32970"
"In post","2023","Asian","Property","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Property","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Property","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Property","Male","Heterosexual / straight","175","170","39720","34990"
"In post","2023","Asian","Property","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Property","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Property","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Female","Heterosexual / straight","120","115","37020","34340"
"In post","2023","Asian","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Security","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Security","Male","Heterosexual / straight","215","215","33900","30200"
"In post","2023","Asian","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Security","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Female","Heterosexual / straight","340","320","38580","34730"
"In post","2023","Asian","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Asian","Unknown","Female","Unknown","75","70","32270","30130"
"In post","2023","Asian","Unknown","Male","Heterosexual / straight","240","235","40660","38470"
"In post","2023","Asian","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Male","Unknown","40","40","35700","30130"
"In post","2023","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Female","Heterosexual / straight","115","115","39250","36240"
"In post","2023","Black","Analysis","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Male","Heterosexual / straight","100","100","40710","38500"
"In post","2023","Black","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Female","Heterosexual / straight","105","105","41220","38440"
"In post","2023","Black","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Commercial","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Commercial","Male","Heterosexual / straight","65","65","46530","41950"
"In post","2023","Black","Commercial","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Female","Heterosexual / straight","60","60","40910","37640"
"In post","2023","Black","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Communications","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Communications","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Black","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Female","Heterosexual / straight","355","335","32640","32520"
"In post","2023","Black","Counter Fraud","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Counter Fraud","Female","Undeclared","30","25","30300","28920"
"In post","2023","Black","Counter Fraud","Female","Unknown","60","55","32960","32520"
"In post","2023","Black","Counter Fraud","Male","Heterosexual / straight","200","200","32690","32520"
"In post","2023","Black","Counter Fraud","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Counter Fraud","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Counter Fraud","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Female","Heterosexual / straight","135","120","25350","22520"
"In post","2023","Black","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Black","Debt","Female","Unknown","35","30","27750","26920"
"In post","2023","Black","Debt","Male","Heterosexual / straight","75","75","25120","22520"
"In post","2023","Black","Debt","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Female","Heterosexual / straight","345","345","40820","38660"
"In post","2023","Black","Digital, Data & Technology","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Male","Heterosexual / straight","430","430","42320","40220"
"In post","2023","Black","Digital, Data & Technology","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Male","Unknown","35","35","38260","37420"
"In post","2023","Black","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Female","Heterosexual / straight","250","245","41000","39150"
"In post","2023","Black","Finance","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Finance","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Black","Finance","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Finance","Male","Heterosexual / straight","175","175","42610","40350"
"In post","2023","Black","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Finance","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Black","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Female","Heterosexual / straight","300","295","40460","37090"
"In post","2023","Black","Human Resources","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","Human Resources","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Human Resources","Male","Heterosexual / straight","85","85","37390","34240"
"In post","2023","Black","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Black","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Female","Heterosexual / straight","430","415","41070","34610"
"In post","2023","Black","Legal","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Black","Legal","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Black","Legal","Female","Unknown","55","50","44300","35800"
"In post","2023","Black","Legal","Male","Heterosexual / straight","155","155","43680","39790"
"In post","2023","Black","Legal","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Black","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Female","Heterosexual / straight","6525","6150","32860","30930"
"In post","2023","Black","No function","Female","LGBO","145","140","32200","29660"
"In post","2023","Black","No function","Female","Undeclared","395","365","32110","30370"
"In post","2023","Black","No function","Female","Unknown","505","450","31810","31280"
"In post","2023","Black","No function","Male","Heterosexual / straight","3755","3675","33490","31450"
"In post","2023","Black","No function","Male","LGBO","100","100","35900","32520"
"In post","2023","Black","No function","Male","Undeclared","155","150","32020","31190"
"In post","2023","Black","No function","Male","Unknown","300","285","34080","32520"
"In post","2023","Black","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Female","Heterosexual / straight","400","395","44190","41200"
"In post","2023","Black","Project Delivery","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Black","Project Delivery","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Black","Project Delivery","Female","Unknown","40","40","44070","39650"
"In post","2023","Black","Project Delivery","Male","Heterosexual / straight","220","220","43880","40890"
"In post","2023","Black","Project Delivery","Male","LGBO","10","10","[c]","[c]"
