"Status","Year","Disability","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","Heterosexual / straight","40","35","27750","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","Heterosexual / straight","75","75","32380","29120"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","Heterosexual / straight","45","40","26470","24920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","Heterosexual / straight","30","30","28960","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Heterosexual / straight","35","35","30440","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Heterosexual / straight","30","30","28730","26880"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","Heterosexual / straight","295","290","49730","43540"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","LGBO","75","75","49740","44050"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","Undeclared","50","45","51220","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Heterosexual / straight","60","55","27810","24860"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Heterosexual / straight","30","30","45470","40050"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Heterosexual / straight","40","40","42220","38260"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","90","85","36030","34320"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","London","Heterosexual / straight","45","45","32440","32960"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","London","Unknown","145","145","30170","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Yorkshire and The Humber","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","LGBO","5","5","[c]","[c]"
