"Status","Year","Organisation","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","125","120","44180","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Unknown","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","Heterosexual / straight","95","90","31600","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","Heterosexual / straight","105","95","33490","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","25","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","Heterosexual / straight","75","65","33920","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","Heterosexual / straight","40","35","35250","33440"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","Heterosexual / straight","60","55","33000","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Heterosexual / straight","50","45","33990","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Heterosexual / straight","50","40","35710","33150"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Heterosexual / straight","70","65","33040","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","115","115","33260","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Unknown","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","60","60","36700","32720"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","Heterosexual / straight","40","35","32480","27380"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Heterosexual / straight","245","230","28130","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","LGBO","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Undeclared","35","30","28800","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Heterosexual / straight","115","110","32570","28090"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Undeclared","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Heterosexual / straight","565","545","33760","30120"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","LGBO","50","50","29570","29080"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Undeclared","95","90","37690","33830"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","85","80","32650","29080"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Heterosexual / straight","345","330","29520","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","LGBO","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Undeclared","55","55","30520","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","55","50","29860","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Heterosexual / straight","245","230","29980","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","LGBO","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Undeclared","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Unknown","45","40","27170","22150"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Heterosexual / straight","225","210","30350","26170"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Undeclared","35","35","31850","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","30","30","30650","26850"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Heterosexual / straight","215","210","29720","25920"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","LGBO","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Undeclared","40","35","32970","30320"
"In post","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","30","30","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Attorney General's Departments","London","Unknown","30","30","58870","56290"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","105","105","50250","53030"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","London","Unknown","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","North West (England)","Heterosexual / straight","35","35","43150","39430"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Heterosexual / straight","45","40","51970","50690"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","London","Heterosexual / straight","2310","2260","53880","56430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","London","LGBO","280","280","50480","56430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","London","Undeclared","290","285","53730","56430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","London","Unknown","680","670","55180","56430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Heterosexual / straight","290","265","29670","24860"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Heterosexual / straight","215","210","44120","38460"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Unknown","45","40","42300","38460"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Heterosexual / straight","300","290","38710","33020"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","LGBO","40","40","33960","32640"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Unknown","35","35","34120","33020"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Heterosexual / straight","85","80","38530","34960"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Heterosexual / straight","110","105","46600","50430"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Undeclared","20","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Heterosexual / straight","75","75","43090","38050"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","60","60","39970","28210"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Wales","Heterosexual / straight","35","30","44630","46170"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Wales","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Wales","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Heterosexual / straight","50","50","62420","56590"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","480","455","37140","34320"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","LGBO","50","50","34270","30220"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","Undeclared","50","50","37020","34320"
"In post","2023","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","Unknown","115","105","31300","27270"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","London","Heterosexual / straight","285","285","32590","32960"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","London","LGBO","45","45","32030","32960"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","London","Undeclared","35","35","32480","32960"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","London","Unknown","825","825","30000","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North East (England)","Unknown","30","30","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","North West (England)","Unknown","80","80","29850","28840"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Scotland","Unknown","30","30","29880","28840"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South East (England)","Unknown","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","South West (England)","Unknown","35","35","30060","30130"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Wales","Unknown","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","West Midlands (England)","Unknown","35","35","29770","28840"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Cabinet Office","Yorkshire and The Humber","Unknown","65","65","30090","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","195","185","36500","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","LGBO","20","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","Undeclared","25","25","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","Unknown","230","220","36700","35360"
