"Status","Year","Age","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Female","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Male","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","16-19","Department for Transport","Female","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Transport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Female","Unknown","20","15","[c]","[c]"
"In post","2023","16-19","Department for Transport","Male","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","16-19","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Male","Unknown","20","15","[c]","[c]"
"In post","2023","16-19","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Female","Heterosexual / straight","30","30","23230","21690"
"In post","2023","16-19","Department for Work and Pensions","Female","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Female","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Male","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Female","Heterosexual / straight","40","40","22990","22520"
"In post","2023","16-19","HM Revenue and Customs","Female","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Female","Unknown","35","35","22930","22520"
"In post","2023","16-19","HM Revenue and Customs","Male","Heterosexual / straight","55","50","23560","22520"
"In post","2023","16-19","HM Revenue and Customs","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Male","Unknown","45","45","23520","22520"
"In post","2023","16-19","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Home Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Female","Unknown","65","60","23710","22400"
"In post","2023","16-19","Home Office","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Home Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Male","Unknown","50","45","23830","22400"
"In post","2023","16-19","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Female","Unknown","35","35","20770","19620"
"In post","2023","16-19","Ministry of Defence","Male","Heterosexual / straight","80","80","20680","19460"
"In post","2023","16-19","Ministry of Defence","Male","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Male","Unknown","85","85","19350","18280"
"In post","2023","16-19","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Female","Heterosexual / straight","105","105","25220","23640"
"In post","2023","16-19","Ministry of Justice","Female","LGBO","15","15","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Female","Unknown","75","70","25230","23230"
"In post","2023","16-19","Ministry of Justice","Male","Heterosexual / straight","80","80","26240","28880"
"In post","2023","16-19","Ministry of Justice","Male","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Male","Unknown","55","50","26040","23430"
"In post","2023","16-19","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Female","Unknown","30","25","[c]","[c]"
"In post","2023","16-19","Scottish Government","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","16-19","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Male","Unknown","25","25","[c]","[c]"
"In post","2023","16-19","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
