"Status","Year","Age","Disability","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Debt","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Legal","Heterosexual / straight","35","35","21270","20980"
"In post","2023","16-19","Declared non-disabled","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Heterosexual / straight","350","340","24100","23230"
"In post","2023","16-19","Declared non-disabled","No function","LGBO","40","35","24550","22880"
"In post","2023","16-19","Declared non-disabled","No function","Undeclared","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Unknown","15","10","[c]","[c]"
"In post","2023","16-19","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Heterosexual / straight","60","55","22420","22400"
"In post","2023","16-19","Unknown","No function","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Unknown","405","380","23280","22500"
"In post","2023","16-19","Unknown","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Unknown","30","30","22780","22520"
"In post","2023","16-19","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","65","65","21250","22180"
"In post","2023","20-29","Declared disabled","Analysis","Heterosexual / straight","170","165","36570","35410"
"In post","2023","20-29","Declared disabled","Analysis","LGBO","80","80","36750","34670"
"In post","2023","20-29","Declared disabled","Analysis","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Heterosexual / straight","50","50","35420","32500"
"In post","2023","20-29","Declared disabled","Commercial","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Unknown","30","30","35440","30130"
"In post","2023","20-29","Declared disabled","Communications","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Counter Fraud","Heterosexual / straight","110","105","31030","28120"
"In post","2023","20-29","Declared disabled","Counter Fraud","LGBO","35","35","29820","28120"
"In post","2023","20-29","Declared disabled","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Debt","Heterosexual / straight","75","70","22960","22520"
"In post","2023","20-29","Declared disabled","Debt","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Digital, Data & Technology","Heterosexual / straight","180","180","35190","33990"
"In post","2023","20-29","Declared disabled","Digital, Data & Technology","LGBO","70","70","33370","32960"
"In post","2023","20-29","Declared disabled","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Digital, Data & Technology","Unknown","35","35","31750","30130"
"In post","2023","20-29","Declared disabled","Finance","Heterosexual / straight","65","65","32150","28120"
"In post","2023","20-29","Declared disabled","Finance","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Grants Management","Heterosexual / straight","40","40","23210","22150"
"In post","2023","20-29","Declared disabled","Grants Management","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Grants Management","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Human Resources","Heterosexual / straight","120","120","33950","31180"
"In post","2023","20-29","Declared disabled","Human Resources","LGBO","40","40","35340","33450"
"In post","2023","20-29","Declared disabled","Human Resources","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Legal","Heterosexual / straight","100","100","30130","26900"
"In post","2023","20-29","Declared disabled","Legal","LGBO","30","30","31620","27980"
"In post","2023","20-29","Declared disabled","Legal","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","No function","Heterosexual / straight","2640","2585","30030","28120"
"In post","2023","20-29","Declared disabled","No function","LGBO","970","955","30160","28120"
"In post","2023","20-29","Declared disabled","No function","Undeclared","265","255","29830","28120"
"In post","2023","20-29","Declared disabled","No function","Unknown","150","150","31120","28880"
"In post","2023","20-29","Declared disabled","Project Delivery","Heterosexual / straight","195","190","34230","32960"
"In post","2023","20-29","Declared disabled","Project Delivery","LGBO","60","60","34830","32750"
"In post","2023","20-29","Declared disabled","Project Delivery","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Project Delivery","Unknown","65","60","30960","30130"
"In post","2023","20-29","Declared disabled","Property","Heterosexual / straight","45","40","33350","27080"
"In post","2023","20-29","Declared disabled","Property","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Security","Heterosexual / straight","55","55","32180","30700"
"In post","2023","20-29","Declared disabled","Security","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Security","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Security","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Heterosexual / straight","260","255","32700","30650"
"In post","2023","20-29","Declared disabled","Unknown","LGBO","130","125","31480","30440"
"In post","2023","20-29","Declared disabled","Unknown","Undeclared","35","35","32710","31780"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","110","110","29910","30130"
"In post","2023","20-29","Declared non-disabled","Analysis","Heterosexual / straight","1585","1580","39200","37680"
"In post","2023","20-29","Declared non-disabled","Analysis","LGBO","225","225","38460","35410"
"In post","2023","20-29","Declared non-disabled","Analysis","Undeclared","95","95","38300","36120"
"In post","2023","20-29","Declared non-disabled","Analysis","Unknown","85","85","31420","30350"
"In post","2023","20-29","Declared non-disabled","Commercial","Heterosexual / straight","525","525","36050","33990"
"In post","2023","20-29","Declared non-disabled","Commercial","LGBO","45","45","37150","35400"
"In post","2023","20-29","Declared non-disabled","Commercial","Undeclared","30","30","36660","34750"
"In post","2023","20-29","Declared non-disabled","Commercial","Unknown","45","45","50410","56000"
"In post","2023","20-29","Declared non-disabled","Communications","Heterosexual / straight","325","325","36120","34700"
"In post","2023","20-29","Declared non-disabled","Communications","LGBO","45","40","36870","34410"
"In post","2023","20-29","Declared non-disabled","Communications","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Communications","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Counter Fraud","Heterosexual / straight","1145","1140","30380","28120"
"In post","2023","20-29","Declared non-disabled","Counter Fraud","LGBO","90","90","30280","28120"
"In post","2023","20-29","Declared non-disabled","Counter Fraud","Undeclared","55","50","31670","28130"
"In post","2023","20-29","Declared non-disabled","Counter Fraud","Unknown","30","30","32150","30060"
"In post","2023","20-29","Declared non-disabled","Debt","Heterosexual / straight","815","785","23460","22520"
"In post","2023","20-29","Declared non-disabled","Debt","LGBO","95","95","23710","22520"
"In post","2023","20-29","Declared non-disabled","Debt","Undeclared","40","40","23090","22520"
"In post","2023","20-29","Declared non-disabled","Debt","Unknown","35","35","23380","22520"
"In post","2023","20-29","Declared non-disabled","Digital, Data & Technology","Heterosexual / straight","1725","1710","35790","34300"
"In post","2023","20-29","Declared non-disabled","Digital, Data & Technology","LGBO","175","175","35620","34400"
"In post","2023","20-29","Declared non-disabled","Digital, Data & Technology","Undeclared","160","160","34100","32030"
"In post","2023","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","60","60","35240","33830"
"In post","2023","20-29","Declared non-disabled","Finance","Heterosexual / straight","810","805","33930","32500"
"In post","2023","20-29","Declared non-disabled","Finance","LGBO","60","60","35950","34170"
"In post","2023","20-29","Declared non-disabled","Finance","Undeclared","45","45","32740","31620"
"In post","2023","20-29","Declared non-disabled","Finance","Unknown","30","30","31830","28960"
"In post","2023","20-29","Declared non-disabled","Grants Management","Heterosexual / straight","185","180","24560","22150"
"In post","2023","20-29","Declared non-disabled","Grants Management","LGBO","30","30","22980","22150"
"In post","2023","20-29","Declared non-disabled","Grants Management","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Human Resources","Heterosexual / straight","790","785","33430","31270"
"In post","2023","20-29","Declared non-disabled","Human Resources","LGBO","75","75","36670","33670"
"In post","2023","20-29","Declared non-disabled","Human Resources","Undeclared","40","40","33280","30330"
"In post","2023","20-29","Declared non-disabled","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Internal Audit","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Legal","Heterosexual / straight","1035","1025","33490","28200"
