"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Intelligence Analysis","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","SEO/HEO","55","50","38270","36310"
"In post","2023","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","EO","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","SEO/HEO","75","70","41330","42180"
"In post","2023","Asian","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","International Trade","EO","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","G6/G7","50","50","59390","56320"
"In post","2023","Asian","International Trade","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","International Trade","SEO/HEO","95","95","39130","39810"
"In post","2023","Asian","Knowledge and Information Management","AA/AO","20","15","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","EO","30","30","29170","29400"
"In post","2023","Asian","Knowledge and Information Management","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Knowledge and Information Management","SEO/HEO","70","70","37580","35480"
"In post","2023","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Legal","EO","125","120","29730","28410"
"In post","2023","Asian","Legal","G6/G7","665","625","58720","55290"
"In post","2023","Asian","Legal","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","Legal","SEO/HEO","265","250","40000","39790"
"In post","2023","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicine","AA/AO","30","30","25640","24680"
"In post","2023","Asian","Medicine","EO","10","5","[c]","[c]"
"In post","2023","Asian","Medicine","G6/G7","55","50","77430","79390"
"In post","2023","Asian","Medicine","SCS level","55","50","115740","117370"
"In post","2023","Asian","Medicine","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Delivery","AA/AO","7225","6380","23730","22520"
"In post","2023","Asian","Operational Delivery","EO","7230","6660","29350","28120"
"In post","2023","Asian","Operational Delivery","G6/G7","390","385","60140","57970"
"In post","2023","Asian","Operational Delivery","SCS level","30","30","[c]","[c]"
"In post","2023","Asian","Operational Delivery","SEO/HEO","2765","2660","38040","36310"
"In post","2023","Asian","Operational Delivery","Unknown","950","880","29490","27190"
"In post","2023","Asian","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Operational Research","SEO/HEO","45","45","38970","39410"
"In post","2023","Asian","Other","AA/AO","480","415","22380","21690"
"In post","2023","Asian","Other","EO","235","225","29480","29750"
"In post","2023","Asian","Other","G6/G7","70","70","62830","59290"
"In post","2023","Asian","Other","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Other","SEO/HEO","230","220","38190","36620"
"In post","2023","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Policy","AA/AO","50","45","25190","25480"
"In post","2023","Asian","Policy","EO","230","225","29330","29560"
"In post","2023","Asian","Policy","G6/G7","835","820","59190","56890"
"In post","2023","Asian","Policy","SCS level","85","85","84340","78320"
"In post","2023","Asian","Policy","SEO/HEO","1220","1200","38500","38470"
"In post","2023","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","AA/AO","25","25","[c]","[c]"
"In post","2023","Asian","Project Delivery","EO","140","135","29220","28540"
"In post","2023","Asian","Project Delivery","G6/G7","320","315","60570","59290"
"In post","2023","Asian","Project Delivery","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","SEO/HEO","690","675","38670","38680"
"In post","2023","Asian","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Property","AA/AO","50","45","23300","22520"
"In post","2023","Asian","Property","EO","85","80","29570","29660"
"In post","2023","Asian","Property","G6/G7","40","40","60290","58180"
"In post","2023","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","SEO/HEO","130","130","39390","38560"
"In post","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","EO","10","10","[c]","[c]"
"In post","2023","Asian","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","SEO/HEO","35","30","39200","36740"
"In post","2023","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","AA/AO","40","35","24570","25150"
"In post","2023","Asian","Science and Engineering","EO","65","60","28170","27960"
"In post","2023","Asian","Science and Engineering","G6/G7","105","100","58200","56450"
"In post","2023","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","SEO/HEO","355","345","38390","39350"
"In post","2023","Asian","Science and Engineering","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Security","AA/AO","160","155","26200","23500"
"In post","2023","Asian","Security","EO","60","55","30760","29980"
"In post","2023","Asian","Security","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","SEO/HEO","110","110","39640","38680"
"In post","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","SEO/HEO","45","40","37650","39000"
"In post","2023","Asian","Statistics","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Statistics","EO","25","25","[c]","[c]"
"In post","2023","Asian","Statistics","G6/G7","60","60","59780","58020"
"In post","2023","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","SEO/HEO","145","140","39090","39320"
"In post","2023","Asian","Tax","AA/AO","230","210","22850","22520"
"In post","2023","Asian","Tax","EO","535","505","29180","28130"
"In post","2023","Asian","Tax","G6/G7","185","180","61820","57970"
"In post","2023","Asian","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tax","SEO/HEO","885","860","38070","35000"
"In post","2023","Asian","Unknown","AA/AO","185","175","23840","22520"
"In post","2023","Asian","Unknown","EO","315","300","29280","28820"
"In post","2023","Asian","Unknown","G6/G7","270","265","60940","59180"
"In post","2023","Asian","Unknown","SCS level","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","SEO/HEO","715","700","37420","35650"
"In post","2023","Asian","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","Commercial","EO","35","35","29140","29080"
"In post","2023","Black","Commercial","G6/G7","50","50","65990","65500"
"In post","2023","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","SEO/HEO","130","130","40030","39510"
"In post","2023","Black","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","EO","15","15","[c]","[c]"
"In post","2023","Black","Communications","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","SEO/HEO","60","60","38230","38330"
"In post","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","AA/AO","115","100","24770","25610"
"In post","2023","Black","Counter Fraud","EO","250","235","31370","32520"
"In post","2023","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","SEO/HEO","95","90","38230","39150"
"In post","2023","Black","Digital, Data and Technology","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","EO","125","125","28820","28130"
"In post","2023","Black","Digital, Data and Technology","G6/G7","180","180","58610","57120"
"In post","2023","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","SEO/HEO","465","460","39040","39130"
"In post","2023","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Economics","EO","5","5","[c]","[c]"
"In post","2023","Black","Economics","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Economics","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","AA/AO","35","35","24950","25120"
"In post","2023","Black","Finance","EO","65","65","29890","29910"
"In post","2023","Black","Finance","G6/G7","75","75","59630","58350"
"In post","2023","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","SEO/HEO","235","230","40250","39790"
"In post","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","AA/AO","25","25","[c]","[c]"
"In post","2023","Black","Human Resources","EO","75","75","29610","29660"
"In post","2023","Black","Human Resources","G6/G7","70","65","58720","57970"
"In post","2023","Black","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","SEO/HEO","200","195","38720","38110"
"In post","2023","Black","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","EO","30","30","31190","31310"
"In post","2023","Black","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","International Trade","EO","10","10","[c]","[c]"
"In post","2023","Black","International Trade","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","International Trade","SEO/HEO","45","45","38360","39700"
"In post","2023","Black","Knowledge and Information Management","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","EO","30","25","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","SEO/HEO","30","30","38310","37770"
"In post","2023","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Legal","EO","85","85","30590","30230"
"In post","2023","Black","Legal","G6/G7","275","265","59380","57740"
"In post","2023","Black","Legal","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Legal","SEO/HEO","125","120","40630","40800"
"In post","2023","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","G6/G7","20","15","[c]","[c]"
"In post","2023","Black","Medicine","SCS level","15","15","[c]","[c]"
"In post","2023","Black","Medicine","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","AA/AO","3620","3355","26180","25480"
"In post","2023","Black","Operational Delivery","EO","3570","3370","30530","30540"
"In post","2023","Black","Operational Delivery","G6/G7","160","160","59590","56270"
"In post","2023","Black","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Operational Delivery","SEO/HEO","1230","1200","38830","37130"
"In post","2023","Black","Operational Delivery","Unknown","1300","1250","31990","29300"
"In post","2023","Black","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Other","AA/AO","110","100","22770","21690"
"In post","2023","Black","Other","EO","115","110","30030","29890"
"In post","2023","Black","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","SEO/HEO","100","100","38410","37310"
"In post","2023","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","AA/AO","50","45","25480","25340"
"In post","2023","Black","Policy","EO","195","190","30040","29890"
"In post","2023","Black","Policy","G6/G7","315","315","58170","55720"
"In post","2023","Black","Policy","SCS level","30","30","[c]","[c]"
"In post","2023","Black","Policy","SEO/HEO","630","625","38600","38590"
"In post","2023","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","Project Delivery","EO","75","70","29800","29890"
"In post","2023","Black","Project Delivery","G6/G7","175","175","60150","59290"
"In post","2023","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","SEO/HEO","410","405","38900","39150"
"In post","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","Property","EO","35","35","30090","30490"
"In post","2023","Black","Property","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","SEO/HEO","80","80","40490","39100"
"In post","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","EO","5","5","[c]","[c]"
"In post","2023","Black","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","Science and Engineering","EO","35","30","27920","27690"
"In post","2023","Black","Science and Engineering","G6/G7","35","35","57410","55350"
"In post","2023","Black","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","SEO/HEO","125","120","38930","40310"
"In post","2023","Black","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Security","AA/AO","70","70","26320","24380"
"In post","2023","Black","Security","EO","20","20","[c]","[c]"
"In post","2023","Black","Security","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","SEO/HEO","50","50","40740","41380"
"In post","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","EO","15","15","[c]","[c]"
"In post","2023","Black","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","SEO/HEO","45","45","39580","39610"
"In post","2023","Black","Tax","AA/AO","70","65","22910","22520"
"In post","2023","Black","Tax","EO","185","180","30060","28130"
"In post","2023","Black","Tax","G6/G7","30","30","[c]","[c]"
"In post","2023","Black","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tax","SEO/HEO","265","265","39340","39790"
"In post","2023","Black","Unknown","AA/AO","65","60","23910","22520"
"In post","2023","Black","Unknown","EO","155","155","29510","29100"
"In post","2023","Black","Unknown","G6/G7","105","105","61000","59030"
"In post","2023","Black","Unknown","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Unknown","SEO/HEO","295","290","38560","39110"
"In post","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","AA/AO","10","5","[c]","[c]"
"In post","2023","Mixed","Commercial","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Commercial","G6/G7","40","40","68470","67200"
"In post","2023","Mixed","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","SEO/HEO","70","70","37710","37140"
"In post","2023","Mixed","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Communications","G6/G7","35","35","61500","60020"
"In post","2023","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","SEO/HEO","55","55","39120","39430"
"In post","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","AA/AO","35","30","24310","25610"
"In post","2023","Mixed","Counter Fraud","EO","105","100","29710","28120"
"In post","2023","Mixed","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","SEO/HEO","45","45","37900","37520"
"In post","2023","Mixed","Digital, Data and Technology","AA/AO","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","EO","50","50","28630","28120"
"In post","2023","Mixed","Digital, Data and Technology","G6/G7","130","130","58500","56430"
"In post","2023","Mixed","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","SEO/HEO","185","180","38300","38000"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Economics","G6/G7","30","30","58080","56760"
