"Status","Year","Disability","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","145","125","27490","28120"
"In post","2023","Declared disabled","South West (England)","Dorset and Somerset","Dorset","295","275","31660","30410"
"In post","2023","Declared disabled","South West (England)","Dorset and Somerset","Somerset CC","310","285","32550","28120"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","1530","1455","38940","35000"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","855","795","34980","30320"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","185","170","30190","28120"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","85","80","29990","28120"
"In post","2023","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","1025","980","39020","38070"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","120","110","34170","28120"
"In post","2023","Declared disabled","Wales","East Wales","Cardiff and Vale of Glamorgan","1175","1085","34770","30440"
"In post","2023","Declared disabled","Wales","East Wales","Flintshire and Wrexham","285","265","29420","28120"
"In post","2023","Declared disabled","Wales","East Wales","Monmouthshire and Newport","515","480","34490","31560"
"In post","2023","Declared disabled","Wales","East Wales","Powys","55","50","30890","27470"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","120","105","28420","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Central Valleys","460","425","29110","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Conwy and Denbighshire","85","85","31240","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Gwent Valleys","135","120","28580","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Gwynedd","115","110","27570","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Isle of Anglesey","30","30","27630","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","South West Wales","225","200","30700","28120"
"In post","2023","Declared disabled","Wales","West Wales and The Valleys","Swansea","1030","880","26680","22500"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","45","40","31190","28120"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","180","160","29830","28120"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","315","290","30180","28120"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Shropshire","160","150","31390","28480"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","540","500","32990","29730"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","225","205","27890","25790"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","310","285","34370","28130"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Birmingham","1655","1515","31880","28120"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Coventry","300","275","35050","31200"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Dudley","225","200","26680","27450"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Sandwell","70","65","29620","28120"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Solihull","115","110","31110","28120"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Walsall","75","65","27100","28120"
"In post","2023","Declared disabled","West Midlands (England)","West Midlands","Wolverhampton","230","205","27820","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","210","200","31020","28480"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","290","250","28360","28080"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","135","120","27860","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","205","185","32100","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire","York","400","380","33710","30320"
"In post","2023","Declared disabled","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","485","420","28750","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","South Yorkshire","Sheffield","985","895","34540","31200"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","Bradford","370","320","27320","24570"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","225","205","29660","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","Leeds","1485","1385","35090","31290"
"In post","2023","Declared disabled","Yorkshire and The Humber","West Yorkshire","Wakefield","210","190","32130","28880"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","775","690","28640","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","260","230","29990","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","705","660","33220","28880"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","5695","5350","35030","31660"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","700","660","35200","30940"
"In post","2023","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","890","815","36280","31510"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","1675","1525","29220","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","1320","1230","31930","28880"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","390","350","28010","27800"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","725","665","30800","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Lincolnshire","Lincolnshire CC","2020","1900","31080","28120"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Bedford","590","555","32310","30880"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","300","290","32930","30120"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","1810","1690","37350","32520"
"In post","2023","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","Luton","375","330","28890","27650"
"In post","2023","Declared non-disabled","East of England","East Anglia","Breckland and South Norfolk","395","370","32770","29890"
"In post","2023","Declared non-disabled","East of England","East Anglia","Cambridgeshire CC","2105","2015","35740","33340"
"In post","2023","Declared non-disabled","East of England","East Anglia","North and West Norfolk","680","630","30820","28880"
"In post","2023","Declared non-disabled","East of England","East Anglia","Norwich and East Norfolk","1435","1310","31100","28120"
"In post","2023","Declared non-disabled","East of England","East Anglia","Peterborough","1105","990","30840","28080"
"In post","2023","Declared non-disabled","East of England","East Anglia","Suffolk CC","2840","2655","31640","28480"
"In post","2023","Declared non-disabled","East of England","Essex","Essex Haven Gateway","620","580","32850","31280"
"In post","2023","Declared non-disabled","East of England","Essex","Essex Thames Gateway","655","590","29780","30810"
"In post","2023","Declared non-disabled","East of England","Essex","Heart of Essex","810","765","34560","31270"
"In post","2023","Declared non-disabled","East of England","Essex","Southend-on-Sea","240","215","31390","31280"
"In post","2023","Declared non-disabled","East of England","Essex","Thurrock","230","220","29210","27650"
"In post","2023","Declared non-disabled","East of England","Essex","West Essex","420","380","32630","31280"
"In post","2023","Declared non-disabled","London","Inner London - East","Hackney and Newham","4345","4115","43450","39450"
"In post","2023","Declared non-disabled","London","Inner London - East","Haringey and Islington","940","885","34240","32520"
"In post","2023","Declared non-disabled","London","Inner London - East","Lambeth","995","950","42290","38130"
"In post","2023","Declared non-disabled","London","Inner London - East","Lewisham and Southwark","740","700","35630","32520"
"In post","2023","Declared non-disabled","London","Inner London - East","Tower Hamlets","4130","4000","52500","50090"
"In post","2023","Declared non-disabled","London","Inner London - West","Camden and City of London","1090","1040","39650","30620"
"In post","2023","Declared non-disabled","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","580","555","34990","33800"
"In post","2023","Declared non-disabled","London","Inner London - West","Wandsworth","530","500","34310","33800"
"In post","2023","Declared non-disabled","London","Inner London - West","Westminster","33715","32735","51690","52020"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","Barking & Dagenham and Havering","460","420","33270","32520"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","Bexley and Greenwich","1095","1040","34900","33050"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","Enfield","220","200","33880","32520"
"In post","2023","Declared non-disabled","London","Outer London - East and North East","Redbridge and Waltham Forest","1105","995","30980","30930"
"In post","2023","Declared non-disabled","London","Outer London - South","Bromley","430","390","32990","32520"
"In post","2023","Declared non-disabled","London","Outer London - South","Croydon","6865","6510","42000","37140"
"In post","2023","Declared non-disabled","London","Outer London - South","Merton, Kingston upon Thames and Sutton","425","395","34560","32520"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","Barnet","990","940","40350","33330"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","Brent","380","345","33210","32520"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","Ealing","305","285","34150","32520"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","Harrow and Hillingdon","2305","2090","33300","30930"
"In post","2023","Declared non-disabled","London","Outer London - West and North West","Hounslow and Richmond upon Thames","1815","1720","35360","33730"
"In post","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","Northumberland","320","290","31520","28120"
"In post","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","Sunderland","2575","2200","27560","22520"
"In post","2023","Declared non-disabled","North East (England)","Northumberland, and Tyne and Wear","Tyneside","12490","11555","33540","28130"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","Darlington","1080","1035","39510","37590"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","Durham","3785","3430","30190","28120"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","940","880","30530","28880"
"In post","2023","Declared non-disabled","North East (England)","Tees Valley and Durham","South Teesside","1050","945","28200","28120"
"In post","2023","Declared non-disabled","North West (England)","Cheshire","Cheshire East","845","795","33660","29050"
"In post","2023","Declared non-disabled","North West (England)","Cheshire","Cheshire West and Chester","365","340","30140","28120"
"In post","2023","Declared non-disabled","North West (England)","Cheshire","Warrington","1245","1160","35360","32540"
"In post","2023","Declared non-disabled","North West (England)","Cumbria","East Cumbria","745","690","30060","25920"
"In post","2023","Declared non-disabled","North West (England)","Cumbria","West Cumbria","820","755","31310","28120"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","Greater Manchester North East","705","660","30650","28120"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","Greater Manchester North West","1520","1385","27450","28120"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","Greater Manchester South East","725","660","27540","25300"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","Greater Manchester South West","6040","5745","35930","34400"
"In post","2023","Declared non-disabled","North West (England)","Greater Manchester","Manchester","4980","4760","37330","32920"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","Blackburn with Darwen","275","250","29580","28120"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","Blackpool","4050","3730","32030","28120"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","Chorley and West Lancashire","995","925","32850","30440"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","East Lancashire","300","275","29770","28120"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","Lancaster and Wyre","690","635","31810","28120"
"In post","2023","Declared non-disabled","North West (England)","Lancashire","Mid Lancashire","3745","3390","30540","28120"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","East Merseyside","770","690","30200","28120"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","Liverpool","8825","8260","32150","28120"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","Sefton","2965","2740","32920","28120"
"In post","2023","Declared non-disabled","North West (England)","Merseyside","Wirral","1510","1325","28440","28080"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","120","115","27240","22970"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Ards and North Down","130","125","28190","22500"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Belfast","1915","1805","32840","28130"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Causeway Coast and Glens","50","50","24590","22130"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Derry City and Strabane","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Fermanagh and Omagh","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","295","280","30460","26300"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Mid and East Antrim","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","Northern Ireland","Newry, Mourne and Down","45","45","24230","22130"
"In post","2023","Declared non-disabled","Overseas","Overseas","Overseas","1950","1945","51790","48980"
"In post","2023","Declared non-disabled","Scotland","Eastern Scotland","Angus and Dundee City","1270","1195","30060","28120"
"In post","2023","Declared non-disabled","Scotland","Eastern Scotland","City of Edinburgh","7495","7175","42910","38330"
"In post","2023","Declared non-disabled","Scotland","Eastern Scotland","Clackmannanshire and Fife","580","540","33180","28120"
