"Status","Year","Disability","Ethnicity","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Black","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","London","Heterosexual / straight","375","360","41820","36180"
"In post","2023","Declared disabled","Mixed","London","LGBO","90","85","43590","39100"
"In post","2023","Declared disabled","Mixed","London","Undeclared","50","50","36490","32540"
"In post","2023","Declared disabled","Mixed","London","Unknown","30","30","36220","30130"
"In post","2023","Declared disabled","Mixed","Outside London","Heterosexual / straight","725","665","32250","28120"
"In post","2023","Declared disabled","Mixed","Outside London","LGBO","175","170","31950","28130"
"In post","2023","Declared disabled","Mixed","Outside London","Undeclared","110","100","32010","28120"
"In post","2023","Declared disabled","Mixed","Outside London","Unknown","55","45","32320","28840"
"In post","2023","Declared disabled","Mixed","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","London","Heterosexual / straight","125","120","41700","36620"
"In post","2023","Declared disabled","Other ethnicity","London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outside London","Heterosexual / straight","135","125","31950","29530"
"In post","2023","Declared disabled","Other ethnicity","Outside London","LGBO","45","40","35040","30880"
"In post","2023","Declared disabled","Other ethnicity","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","London","Heterosexual / straight","120","115","39450","33800"
"In post","2023","Declared disabled","Undeclared","London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","London","Undeclared","260","250","41290","34460"
"In post","2023","Declared disabled","Undeclared","London","Unknown","55","50","38240","32520"
"In post","2023","Declared disabled","Undeclared","Outside London","Heterosexual / straight","305","280","30400","28120"
"In post","2023","Declared disabled","Undeclared","Outside London","LGBO","80","75","31210","28120"
"In post","2023","Declared disabled","Undeclared","Outside London","Undeclared","1165","1065","32290","28120"
"In post","2023","Declared disabled","Undeclared","Outside London","Unknown","295","270","36980","34300"
"In post","2023","Declared disabled","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","London","Heterosexual / straight","55","55","39900","36450"
"In post","2023","Declared disabled","Unknown","London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","London","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","London","Unknown","190","185","42170","36180"
"In post","2023","Declared disabled","Unknown","Outside London","Heterosexual / straight","240","215","32850","28910"
"In post","2023","Declared disabled","Unknown","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outside London","Undeclared","85","75","36220","32920"
"In post","2023","Declared disabled","Unknown","Outside London","Unknown","785","710","32470","28490"
"In post","2023","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","London","Heterosexual / straight","4405","4205","47010","42060"
"In post","2023","Declared disabled","White","London","LGBO","930","910","45720","41410"
"In post","2023","Declared disabled","White","London","Undeclared","505","480","45110","39820"
"In post","2023","Declared disabled","White","London","Unknown","305","290","40390","32520"
"In post","2023","Declared disabled","White","Outside London","Heterosexual / straight","33740","30680","32130","28120"
"In post","2023","Declared disabled","White","Outside London","LGBO","4070","3900","31900","28130"
"In post","2023","Declared disabled","White","Outside London","Undeclared","3240","2890","30900","28120"
"In post","2023","Declared disabled","White","Outside London","Unknown","1735","1510","30540","28120"
"In post","2023","Declared disabled","White","Overseas","Heterosexual / straight","105","105","49610","46860"
"In post","2023","Declared disabled","White","Overseas","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Heterosexual / straight","70","65","34520","28120"
"In post","2023","Declared disabled","White","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","London","Heterosexual / straight","9635","9170","40230","35620"
"In post","2023","Declared non-disabled","Asian","London","LGBO","235","225","42470","39450"
"In post","2023","Declared non-disabled","Asian","London","Undeclared","605","560","36760","32520"
"In post","2023","Declared non-disabled","Asian","London","Unknown","650","575","37920","32520"
"In post","2023","Declared non-disabled","Asian","Outside London","Heterosexual / straight","13320","12480","31250","28120"
"In post","2023","Declared non-disabled","Asian","Outside London","LGBO","255","235","29620","27650"
"In post","2023","Declared non-disabled","Asian","Outside London","Undeclared","695","625","29260","26880"
"In post","2023","Declared non-disabled","Asian","Outside London","Unknown","1060","915","29430","28120"
"In post","2023","Declared non-disabled","Asian","Overseas","Heterosexual / straight","90","90","45980","38130"
"In post","2023","Declared non-disabled","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Heterosexual / straight","45","45","32470","28120"
"In post","2023","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","London","Heterosexual / straight","6620","6420","37390","33530"
"In post","2023","Declared non-disabled","Black","London","LGBO","125","125","39090","34600"
"In post","2023","Declared non-disabled","Black","London","Undeclared","320","300","36230","32520"
"In post","2023","Declared non-disabled","Black","London","Unknown","480","440","35040","32520"
"In post","2023","Declared non-disabled","Black","Outside London","Heterosexual / straight","4750","4565","31530","28130"
"In post","2023","Declared non-disabled","Black","Outside London","LGBO","85","85","29240","28130"
"In post","2023","Declared non-disabled","Black","Outside London","Undeclared","160","150","29920","28120"
"In post","2023","Declared non-disabled","Black","Outside London","Unknown","230","205","30280","28120"
"In post","2023","Declared non-disabled","Black","Overseas","Heterosexual / straight","35","35","43670","35390"
"In post","2023","Declared non-disabled","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","London","Heterosexual / straight","2030","1960","43990","39450"
"In post","2023","Declared non-disabled","Mixed","London","LGBO","180","180","45260","41360"
"In post","2023","Declared non-disabled","Mixed","London","Undeclared","145","140","44520","40260"
"In post","2023","Declared non-disabled","Mixed","London","Unknown","85","85","47460","40280"
"In post","2023","Declared non-disabled","Mixed","Outside London","Heterosexual / straight","3345","3170","33460","29050"
"In post","2023","Declared non-disabled","Mixed","Outside London","LGBO","330","320","32520","28880"
"In post","2023","Declared non-disabled","Mixed","Outside London","Undeclared","220","200","33210","28120"
"In post","2023","Declared non-disabled","Mixed","Outside London","Unknown","160","145","33130","28120"
"In post","2023","Declared non-disabled","Mixed","Overseas","Heterosexual / straight","70","70","46240","40330"
"In post","2023","Declared non-disabled","Mixed","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","London","Heterosexual / straight","725","695","42490","37450"
"In post","2023","Declared non-disabled","Other ethnicity","London","LGBO","50","50","45090","40830"
"In post","2023","Declared non-disabled","Other ethnicity","London","Undeclared","85","80","47100","42130"
"In post","2023","Declared non-disabled","Other ethnicity","London","Unknown","40","35","38560","32520"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","Heterosexual / straight","745","710","33080","28880"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","LGBO","60","55","34680","31510"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","Undeclared","65","60","35410","32940"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","Unknown","55","50","31740","28120"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","London","Heterosexual / straight","615","590","41210","35620"
"In post","2023","Declared non-disabled","Undeclared","London","LGBO","30","30","49550","41360"
"In post","2023","Declared non-disabled","Undeclared","London","Undeclared","930","880","45500","41550"
"In post","2023","Declared non-disabled","Undeclared","London","Unknown","355","320","39070","32520"
"In post","2023","Declared non-disabled","Undeclared","Outside London","Heterosexual / straight","1325","1235","32110","28130"
"In post","2023","Declared non-disabled","Undeclared","Outside London","LGBO","85","80","31950","31270"
"In post","2023","Declared non-disabled","Undeclared","Outside London","Undeclared","3225","2995","34640","30610"
"In post","2023","Declared non-disabled","Undeclared","Outside London","Unknown","1165","985","29980","28120"
"In post","2023","Declared non-disabled","Undeclared","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","Unknown","30","30","48350","45380"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","London","Heterosexual / straight","355","335","45100","39310"
"In post","2023","Declared non-disabled","Unknown","London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","London","Undeclared","65","60","49360","48160"
"In post","2023","Declared non-disabled","Unknown","London","Unknown","815","770","43040","37210"
"In post","2023","Declared non-disabled","Unknown","Outside London","Heterosexual / straight","1550","1425","34350","30550"
"In post","2023","Declared non-disabled","Unknown","Outside London","LGBO","50","45","35690","30700"
"In post","2023","Declared non-disabled","Unknown","Outside London","Undeclared","480","440","37170","35730"
"In post","2023","Declared non-disabled","Unknown","Outside London","Unknown","3705","3325","31920","28120"
"In post","2023","Declared non-disabled","Unknown","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","White","London","Heterosexual / straight","31450","30235","50970","46470"
"In post","2023","Declared non-disabled","White","London","LGBO","2890","2850","50190","45750"
"In post","2023","Declared non-disabled","White","London","Undeclared","2330","2215","48080","43650"
"In post","2023","Declared non-disabled","White","London","Unknown","1575","1470","48420","43210"
"In post","2023","Declared non-disabled","White","Outside London","Heterosexual / straight","185375","173140","34760","30810"
"In post","2023","Declared non-disabled","White","Outside London","LGBO","10225","9945","33540","29890"
"In post","2023","Declared non-disabled","White","Outside London","Undeclared","12145","11020","33140","28120"
"In post","2023","Declared non-disabled","White","Outside London","Unknown","13340","11585","32630","28120"
"In post","2023","Declared non-disabled","White","Overseas","Heterosexual / straight","1345","1340","52540","49060"
"In post","2023","Declared non-disabled","White","Overseas","LGBO","90","90","52210","53970"
"In post","2023","Declared non-disabled","White","Overseas","Undeclared","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","White","Overseas","Unknown","115","115","52200","52400"
"In post","2023","Declared non-disabled","White","Unknown","Heterosexual / straight","390","370","36500","30340"
"In post","2023","Declared non-disabled","White","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","White","Unknown","Undeclared","30","30","34150","28120"
"In post","2023","Declared non-disabled","White","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","London","Heterosexual / straight","510","490","41830","36920"
"In post","2023","Undeclared","Asian","London","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","London","Undeclared","115","100","41080","35530"
"In post","2023","Undeclared","Asian","London","Unknown","85","80","47890","39150"
"In post","2023","Undeclared","Asian","Outside London","Heterosexual / straight","625","580","32370","28120"
"In post","2023","Undeclared","Asian","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","Asian","Outside London","Undeclared","100","90","31680","28120"
"In post","2023","Undeclared","Asian","Outside London","Unknown","65","55","34810","28120"
"In post","2023","Undeclared","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","London","Heterosexual / straight","335","320","37610","34820"
"In post","2023","Undeclared","Black","London","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","London","Undeclared","65","60","36530","33050"
"In post","2023","Undeclared","Black","London","Unknown","100","90","36120","33570"
"In post","2023","Undeclared","Black","Outside London","Heterosexual / straight","210","195","34130","29210"
"In post","2023","Undeclared","Black","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","Outside London","Undeclared","35","35","32360","32500"
"In post","2023","Undeclared","Black","Outside London","Unknown","40","40","44940","32920"
"In post","2023","Undeclared","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","London","Heterosexual / straight","115","110","46400","41120"
"In post","2023","Undeclared","Mixed","London","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Mixed","London","Undeclared","35","30","41200","39450"
"In post","2023","Undeclared","Mixed","London","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Mixed","Outside London","Heterosexual / straight","175","170","33780","29890"
"In post","2023","Undeclared","Mixed","Outside London","LGBO","35","35","34370","29590"
"In post","2023","Undeclared","Mixed","Outside London","Undeclared","55","50","32890","29390"
"In post","2023","Undeclared","Mixed","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Mixed","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","London","Heterosexual / straight","30","30","39400","33860"
"In post","2023","Undeclared","Other ethnicity","London","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","London","Undeclared","75","75","48460","49620"
"In post","2023","Undeclared","Other ethnicity","London","Unknown","15","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Outside London","Heterosexual / straight","45","45","34340","28960"
"In post","2023","Undeclared","Other ethnicity","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Outside London","Undeclared","35","35","40040","34050"
"In post","2023","Undeclared","Other ethnicity","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","London","Heterosexual / straight","120","115","38870","33810"
"In post","2023","Undeclared","Undeclared","London","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Undeclared","London","Undeclared","1270","1230","47370","43210"
"In post","2023","Undeclared","Undeclared","London","Unknown","175","165","51350","45250"
"In post","2023","Undeclared","Undeclared","Outside London","Heterosexual / straight","265","250","33300","28530"
"In post","2023","Undeclared","Undeclared","Outside London","LGBO","60","55","33220","31280"
"In post","2023","Undeclared","Undeclared","Outside London","Undeclared","4795","4515","35980","33580"
"In post","2023","Undeclared","Undeclared","Outside London","Unknown","310","290","37730","34300"
"In post","2023","Undeclared","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Overseas","Unknown","40","40","53410","55070"
"In post","2023","Undeclared","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Undeclared","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","Heterosexual / straight","30","30","43190","39500"
"In post","2023","Undeclared","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","Undeclared","75","70","42410","39270"
"In post","2023","Undeclared","Unknown","London","Unknown","280","270","47820","41870"
"In post","2023","Undeclared","Unknown","Outside London","Heterosexual / straight","120","110","34410","32060"
"In post","2023","Undeclared","Unknown","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","Outside London","Undeclared","330","300","33980","31910"
"In post","2023","Undeclared","Unknown","Outside London","Unknown","515","475","36260","32920"
"In post","2023","Undeclared","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","White","London","Heterosexual / straight","1375","1320","48910","45070"
"In post","2023","Undeclared","White","London","LGBO","210","205","46430","43650"
