"Status","Year","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Male","5","5","[c]","[c]"
"In post","2023","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Policy","Female","1475","1435","46000","41980"
"In post","2023","Asian","Policy","Male","945","935","46360","41780"
"In post","2023","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Female","660","640","43350","39790"
"In post","2023","Asian","Project Delivery","Male","540","540","44410","41200"
"In post","2023","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Female","135","125","35530","32590"
"In post","2023","Asian","Property","Male","175","170","38600","34300"
"In post","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Psychology","Female","45","40","36590","32420"
"In post","2023","Asian","Psychology","Male","5","5","[c]","[c]"
"In post","2023","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Science and Engineering","Female","285","275","40390","39350"
"In post","2023","Asian","Science and Engineering","Male","300","295","39840","39380"
"In post","2023","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Female","125","115","37050","34340"
"In post","2023","Asian","Security","Male","235","235","32220","29890"
"In post","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Research","Female","50","50","44500","40850"
"In post","2023","Asian","Social Research","Male","15","15","[c]","[c]"
"In post","2023","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Statistics","Female","110","105","44160","41240"
"In post","2023","Asian","Statistics","Male","130","130","42320","40910"
"In post","2023","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tax","Female","780","725","35300","34700"
"In post","2023","Asian","Tax","Male","1055","1030","36460","34700"
"In post","2023","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Female","840","805","39380","34700"
"In post","2023","Asian","Unknown","Male","685","680","39030","34700"
"In post","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Female","140","140","41570","38470"
"In post","2023","Black","Commercial","Male","105","100","47050","42210"
"In post","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Female","70","70","40930","38450"
"In post","2023","Black","Communications","Male","30","30","[c]","[c]"
"In post","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Female","300","275","31020","32520"
"In post","2023","Black","Counter Fraud","Male","160","160","31780","32520"
"In post","2023","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data and Technology","Female","320","315","41990","39790"
"In post","2023","Black","Digital, Data and Technology","Male","470","465","41970","39730"
"In post","2023","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Economics","Female","35","35","42600","39110"
"In post","2023","Black","Economics","Male","25","25","[c]","[c]"
"In post","2023","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Female","240","235","40480","38470"
"In post","2023","Black","Finance","Male","170","170","42560","40310"
"In post","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Female","305","295","41270","38110"
"In post","2023","Black","Human Resources","Male","80","80","38260","33830"
"In post","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","Female","30","30","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","Male","10","10","[c]","[c]"
"In post","2023","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","Female","30","25","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Internal Audit","Female","10","10","[c]","[c]"
"In post","2023","Black","Internal Audit","Male","15","15","[c]","[c]"
"In post","2023","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","International Trade","Female","55","50","44510","41550"
"In post","2023","Black","International Trade","Male","25","25","[c]","[c]"
"In post","2023","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","Female","50","50","33220","32520"
"In post","2023","Black","Knowledge and Information Management","Male","25","25","[c]","[c]"
"In post","2023","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Female","365","355","49430","52020"
"In post","2023","Black","Legal","Male","135","135","51660","52480"
"In post","2023","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicine","Female","35","35","60500","49980"
"In post","2023","Black","Medicine","Male","20","20","[c]","[c]"
"In post","2023","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Delivery","Female","6325","5875","30420","29300"
"In post","2023","Black","Operational Delivery","Male","3565","3465","31200","30040"
"In post","2023","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Operational Research","Female","10","10","[c]","[c]"
"In post","2023","Black","Operational Research","Male","10","10","[c]","[c]"
"In post","2023","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Other","Female","245","235","31650","30330"
"In post","2023","Black","Other","Male","90","90","30260","29120"
"In post","2023","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","Female","5","5","[c]","[c]"
"In post","2023","Black","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Policy","Female","825","815","42750","39150"
"In post","2023","Black","Policy","Male","390","390","43260","40800"
"In post","2023","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Female","440","435","43400","40390"
"In post","2023","Black","Project Delivery","Male","235","235","43300","40140"
"In post","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Female","85","80","37440","35410"
"In post","2023","Black","Property","Male","65","65","39510","37110"
"In post","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Psychology","Female","20","20","[c]","[c]"
"In post","2023","Black","Psychology","Male","5","5","[c]","[c]"
"In post","2023","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Science and Engineering","Female","110","105","38950","35940"
"In post","2023","Black","Science and Engineering","Male","110","110","40500","40310"
"In post","2023","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Female","50","50","38160","37540"
"In post","2023","Black","Security","Male","100","100","33780","27500"
"In post","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Research","Female","25","25","[c]","[c]"
"In post","2023","Black","Social Research","Male","10","10","[c]","[c]"
"In post","2023","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Statistics","Female","40","40","38260","35150"
"In post","2023","Black","Statistics","Male","40","35","42300","39610"
"In post","2023","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tax","Female","305","295","34840","34700"
"In post","2023","Black","Tax","Male","245","245","36180","34700"
"In post","2023","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Female","420","410","39080","35000"
"In post","2023","Black","Unknown","Male","215","215","40350","35210"
"In post","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Commercial","Female","95","90","45710","38860"
"In post","2023","Mixed","Commercial","Male","55","55","48280","40980"
"In post","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Female","75","70","45290","40710"
"In post","2023","Mixed","Communications","Male","40","40","44570","39630"
"In post","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Female","110","100","30310","28120"
"In post","2023","Mixed","Counter Fraud","Male","80","80","34070","32520"
"In post","2023","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Female","140","135","45190","42140"
"In post","2023","Mixed","Digital, Data and Technology","Male","245","245","43550","41200"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Female","30","30","45290","45300"
"In post","2023","Mixed","Economics","Male","40","40","48960","50530"
"In post","2023","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Female","115","110","41780","39140"
"In post","2023","Mixed","Finance","Male","85","85","43810","41800"
"In post","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Female","190","185","41110","37790"
"In post","2023","Mixed","Human Resources","Male","75","75","42340","39300"
"In post","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Female","25","25","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Female","35","35","44030","41550"
"In post","2023","Mixed","International Trade","Male","30","25","[c]","[c]"
"In post","2023","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Female","200","185","53960","54100"
"In post","2023","Mixed","Legal","Male","110","105","55050","54100"
"In post","2023","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Female","30","25","[c]","[c]"
"In post","2023","Mixed","Medicine","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","Female","2930","2685","29940","28120"
"In post","2023","Mixed","Operational Delivery","Male","1815","1755","31660","28880"
"In post","2023","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","Female","15","10","[c]","[c]"
"In post","2023","Mixed","Operational Research","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Other","Female","140","125","32230","28120"
"In post","2023","Mixed","Other","Male","75","75","35600","30120"
"In post","2023","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Female","630","615","46850","43370"
"In post","2023","Mixed","Policy","Male","475","470","48780","46360"
"In post","2023","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Female","225","215","43430","40550"
"In post","2023","Mixed","Project Delivery","Male","140","140","45870","42140"
"In post","2023","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Female","45","45","35280","32070"
"In post","2023","Mixed","Property","Male","50","45","36060","34300"
"In post","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Female","30","30","38640","31310"
"In post","2023","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Female","85","85","40440","39770"
"In post","2023","Mixed","Science and Engineering","Male","140","140","40230","39890"
"In post","2023","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Female","35","35","40280","37900"
"In post","2023","Mixed","Security","Male","70","65","38870","35450"
"In post","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Female","30","30","45850","44040"
"In post","2023","Mixed","Social Research","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Female","35","35","44410","40400"
"In post","2023","Mixed","Statistics","Male","40","40","43420","39300"
"In post","2023","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Female","130","125","36240","34700"
"In post","2023","Mixed","Tax","Male","130","125","39510","35000"
"In post","2023","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Female","320","305","41270","35240"
"In post","2023","Mixed","Unknown","Male","190","190","43730","38330"
"In post","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Female","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Female","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Female","35","30","29900","30530"
"In post","2023","Other ethnicity","Counter Fraud","Male","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","Female","50","50","43200","41870"
"In post","2023","Other ethnicity","Digital, Data and Technology","Male","80","80","44540","39820"
"In post","2023","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Female","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Female","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Male","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Female","45","45","34990","32140"
"In post","2023","Other ethnicity","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","Male","5","5","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Female","75","65","53540","52610"
"In post","2023","Other ethnicity","Legal","Male","35","35","56690","56450"
"In post","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Delivery","Female","710","650","31050","28880"
"In post","2023","Other ethnicity","Operational Delivery","Male","595","575","32210","29890"
"In post","2023","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Other","Female","40","35","35260","30090"
"In post","2023","Other ethnicity","Other","Male","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Policy","Female","195","190","47980","43750"
"In post","2023","Other ethnicity","Policy","Male","205","200","48610","51160"
"In post","2023","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Female","50","45","48190","41390"
"In post","2023","Other ethnicity","Project Delivery","Male","45","45","54860","53230"
"In post","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Property","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Psychology","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Science and Engineering","Female","30","30","39340","35850"
"In post","2023","Other ethnicity","Science and Engineering","Male","45","45","45680","41000"
"In post","2023","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Security","Male","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Social Research","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Statistics","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Tax","Female","40","40","37410","34700"
"In post","2023","Other ethnicity","Tax","Male","40","40","40040","35000"
"In post","2023","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Female","80","80","40620","35650"
"In post","2023","Other ethnicity","Unknown","Male","45","45","43080","41790"
"In post","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Veterinarian","Female","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Veterinarian","Male","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Female","115","110","44940","41240"
"In post","2023","Undeclared","Commercial","Male","180","175","51500","45260"
"In post","2023","Undeclared","Communications","Female","55","50","41060","40010"
"In post","2023","Undeclared","Communications","Male","70","65","43930","41080"
"In post","2023","Undeclared","Corporate Finance","Female","5","5","[c]","[c]"
