"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","45","[c]","38130","37300"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","55","[c]","35090","34760"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","AA/AO","235","[c]","22030","21690"
"Leaver Dept.","2023","Declared disabled","No function","EO","295","[c]","28430","28120"
"Leaver Dept.","2023","Declared disabled","No function","G6/G7","115","[c]","58410","55760"
"Leaver Dept.","2023","Declared disabled","No function","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","SEO/HEO","250","[c]","36500","35620"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","G6/G7","70","[c]","59520","58030"
"Leaver Dept.","2023","Declared non-disabled","Analysis","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","SEO/HEO","195","[c]","37620","36990"
"Leaver Dept.","2023","Declared non-disabled","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","G6/G7","35","[c]","53390","54000"
"Leaver Dept.","2023","Declared non-disabled","Commercial","SEO/HEO","90","[c]","38890","39600"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","G6/G7","40","[c]","59470","57250"
"Leaver Dept.","2023","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","SEO/HEO","110","[c]","37410","35740"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","EO","120","[c]","29130","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","SEO/HEO","45","[c]","36430","34170"
"Leaver Dept.","2023","Declared non-disabled","Debt","AA/AO","100","[c]","21610","21690"
"Leaver Dept.","2023","Declared non-disabled","Debt","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","EO","70","[c]","27430","27170"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","G6/G7","120","[c]","57520","56080"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","SEO/HEO","200","[c]","37500","37590"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","EO","45","[c]","28050","28120"
"Leaver Dept.","2023","Declared non-disabled","Finance","G6/G7","75","[c]","61080","58810"
"Leaver Dept.","2023","Declared non-disabled","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","SEO/HEO","115","[c]","37870","37680"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","AA/AO","30","[c]","21800","22150"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","AA/AO","70","[c]","21900","21720"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","EO","100","[c]","27520","27570"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","G6/G7","90","[c]","58010","56490"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","SEO/HEO","235","[c]","36200","35070"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","EO","40","[c]","27810","27760"
"Leaver Dept.","2023","Declared non-disabled","Legal","G6/G7","65","[c]","60500","61400"
"Leaver Dept.","2023","Declared non-disabled","Legal","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","AA/AO","1270","[c]","21990","21690"
"Leaver Dept.","2023","Declared non-disabled","No function","EO","1695","[c]","28250","28120"
"Leaver Dept.","2023","Declared non-disabled","No function","G6/G7","800","[c]","58240","56340"
"Leaver Dept.","2023","Declared non-disabled","No function","SCS level","140","[c]","89160","81190"
"Leaver Dept.","2023","Declared non-disabled","No function","SEO/HEO","1610","[c]","37000","35760"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","EO","40","[c]","27600","27500"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","G6/G7","70","[c]","56990","54700"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","SEO/HEO","155","[c]","37720","37590"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","SEO/HEO","60","[c]","37040","35480"
"Leaver Dept.","2023","Declared non-disabled","Security","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","SEO/HEO","65","[c]","36710","35650"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","50","[c]","28580","28120"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6/G7","55","[c]","59510","58370"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SEO/HEO","165","[c]","38200","37710"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","AA/AO","110","[c]","21920","21780"
"Leaver Dept.","2023","Undeclared","No function","EO","115","[c]","27860","28120"
"Leaver Dept.","2023","Undeclared","No function","G6/G7","70","[c]","57240","54760"
"Leaver Dept.","2023","Undeclared","No function","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","SEO/HEO","145","[c]","36300","35120"
"Leaver Dept.","2023","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","SEO/HEO","155","[c]","34630","33630"
"Leaver Dept.","2023","Unknown","Commercial","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","SEO/HEO","55","[c]","36190","36910"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","SEO/HEO","70","[c]","36820","34550"
"Leaver Dept.","2023","Unknown","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","AA/AO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","G6/G7","45","[c]","58270","56300"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","SEO/HEO","145","[c]","36120","36180"
"Leaver Dept.","2023","Unknown","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","SEO/HEO","95","[c]","34460","33250"
"Leaver Dept.","2023","Unknown","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","SEO/HEO","60","[c]","35390","32810"
"Leaver Dept.","2023","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","G6/G7","35","[c]","58520","54400"
"Leaver Dept.","2023","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","AA/AO","465","[c]","22750","22400"
"Leaver Dept.","2023","Unknown","No function","EO","445","[c]","28270","27680"
"Leaver Dept.","2023","Unknown","No function","G6/G7","325","[c]","58520","56430"
"Leaver Dept.","2023","Unknown","No function","SCS level","45","[c]","88290","75850"
"Leaver Dept.","2023","Unknown","No function","SEO/HEO","720","[c]","37000","36180"
"Leaver Dept.","2023","Unknown","No function","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","SEO/HEO","125","[c]","34150","33250"
"Leaver Dept.","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","EO","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6/G7","230","[c]","61260","56910"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SEO/HEO","565","[c]","32920","32000"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","SEO/HEO","85","[c]","33950","32980"
"New entrant CS","2023","Declared disabled","Commercial","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","AA/AO","30","[c]","23340","21690"
"New entrant CS","2023","Declared disabled","Counter Fraud","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
