"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Finance","Department for Transport","AA/AO","10","10","[c]","[c]"
"In post","2023","50-59","Finance","Department for Transport","EO","15","10","27510","27260"
"In post","2023","50-59","Finance","Department for Transport","G6/G7","40","40","62860","62030"
"In post","2023","50-59","Finance","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Department for Transport","SEO/HEO","55","50","40280","41500"
"In post","2023","50-59","Finance","Department for Work and Pensions","AA/AO","80","65","21640","21690"
"In post","2023","50-59","Finance","Department for Work and Pensions","EO","75","70","28820","28120"
"In post","2023","50-59","Finance","Department for Work and Pensions","G6/G7","190","185","58990","55200"
"In post","2023","50-59","Finance","Department for Work and Pensions","SCS level","10","10","96950","90910"
"In post","2023","50-59","Finance","Department for Work and Pensions","SEO/HEO","420","400","37910","38470"
"In post","2023","50-59","Finance","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Department of Health and Social Care","EO","15","15","26630","26840"
"In post","2023","50-59","Finance","Department of Health and Social Care","G6/G7","45","45","58970","54760"
"In post","2023","50-59","Finance","Department of Health and Social Care","SCS level","10","10","94420","82370"
"In post","2023","50-59","Finance","Department of Health and Social Care","SEO/HEO","30","30","38410","38400"
"In post","2023","50-59","Finance","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Food Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Finance","Foreign, Commonwealth and Development Office","AA/AO","25","25","25960","25700"
"In post","2023","50-59","Finance","Foreign, Commonwealth and Development Office","EO","35","30","28980","28090"
"In post","2023","50-59","Finance","Foreign, Commonwealth and Development Office","G6/G7","35","35","64350","63840"
"In post","2023","50-59","Finance","Foreign, Commonwealth and Development Office","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","35","35","40240","39660"
"In post","2023","50-59","Finance","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","HM Land Registry","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Finance","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","HM Revenue and Customs","AA/AO","400","320","22740","22520"
"In post","2023","50-59","Finance","HM Revenue and Customs","EO","170","155","29350","28130"
"In post","2023","50-59","Finance","HM Revenue and Customs","G6/G7","160","160","63450","63990"
"In post","2023","50-59","Finance","HM Revenue and Customs","SCS level","15","15","93540","81430"
"In post","2023","50-59","Finance","HM Revenue and Customs","SEO/HEO","330","320","39700","39790"
"In post","2023","50-59","Finance","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","HM Treasury","G6/G7","10","10","72170","60940"
"In post","2023","50-59","Finance","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Finance","Home Office","EO","5","5","[c]","[c]"
"In post","2023","50-59","Finance","Home Office","G6/G7","40","40","64010","60300"
"In post","2023","50-59","Finance","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Home Office","SEO/HEO","35","35","40640","39190"
"In post","2023","50-59","Finance","Ministry of Defence","AA/AO","55","50","22630","22220"
"In post","2023","50-59","Finance","Ministry of Defence","EO","170","165","28280","27470"
"In post","2023","50-59","Finance","Ministry of Defence","G6/G7","135","135","61330","59180"
"In post","2023","50-59","Finance","Ministry of Defence","SCS level","25","25","99020","88100"
"In post","2023","50-59","Finance","Ministry of Defence","SEO/HEO","305","295","41220","41800"
"In post","2023","50-59","Finance","Ministry of Defence","Unknown","15","15","68260","57430"
"In post","2023","50-59","Finance","Ministry of Justice","AA/AO","10","10","22700","21780"
"In post","2023","50-59","Finance","Ministry of Justice","EO","30","30","27650","27170"
"In post","2023","50-59","Finance","Ministry of Justice","G6/G7","70","70","61740","60850"
"In post","2023","50-59","Finance","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Finance","Ministry of Justice","SEO/HEO","110","105","40170","41510"
"In post","2023","50-59","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","National Crime Agency","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Finance","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","National Crime Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Scottish Government","AA/AO","15","15","26820","28490"
"In post","2023","50-59","Finance","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Scottish Government","G6/G7","10","10","65500","63860"
"In post","2023","50-59","Finance","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Scottish Government","SEO/HEO","20","15","43570","44370"
"In post","2023","50-59","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","UK Export Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Finance","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","300","275","22150","22150"
"In post","2023","50-59","Grants Management","Department for Environment, Food and Rural Affairs","EO","165","155","26310","26390"
"In post","2023","50-59","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","35","35","53800","50530"
"In post","2023","50-59","Grants Management","Department for Environment, Food and Rural Affairs","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","135","130","33620","32090"
"In post","2023","50-59","Grants Management","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Grants Management","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Grants Management","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Grants Management","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Attorney General's Departments","EO","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","Attorney General's Departments","G6/G7","30","30","60130","56950"
"In post","2023","50-59","Human Resources","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Attorney General's Departments","SEO/HEO","35","35","36570","35030"
"In post","2023","50-59","Human Resources","Cabinet Office","AA/AO","20","20","22050","21720"
"In post","2023","50-59","Human Resources","Cabinet Office","EO","25","25","27650","27100"
"In post","2023","50-59","Human Resources","Cabinet Office","G6/G7","75","75","58560","56430"
"In post","2023","50-59","Human Resources","Cabinet Office","SCS level","15","15","88630","81470"
"In post","2023","50-59","Human Resources","Cabinet Office","SEO/HEO","85","80","38480","38460"
"In post","2023","50-59","Human Resources","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","EO","10","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","40","40","58660","58710"
"In post","2023","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","50","45","38000","37420"
"In post","2023","50-59","Human Resources","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Education","G6/G7","15","15","57920","55370"
"In post","2023","50-59","Human Resources","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Education","SEO/HEO","15","15","34760","33320"
"In post","2023","50-59","Human Resources","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Environment, Food and Rural Affairs","EO","10","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","55","55","54340","53380"
"In post","2023","50-59","Human Resources","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","25","25","36360","37710"
"In post","2023","50-59","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for International Trade","G6/G7","10","10","59150","57140"
"In post","2023","50-59","Human Resources","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Levelling Up, Housing and Communities","G6/G7","10","10","64710","65730"
"In post","2023","50-59","Human Resources","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Levelling Up, Housing and Communities","SEO/HEO","15","10","37080","37060"
"In post","2023","50-59","Human Resources","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Transport","EO","20","20","28940","27450"
"In post","2023","50-59","Human Resources","Department for Transport","G6/G7","30","30","58800","56120"
"In post","2023","50-59","Human Resources","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Transport","SEO/HEO","60","60","37180","37070"
"In post","2023","50-59","Human Resources","Department for Work and Pensions","AA/AO","15","15","22490","21690"
"In post","2023","50-59","Human Resources","Department for Work and Pensions","EO","270","255","28790","28120"
"In post","2023","50-59","Human Resources","Department for Work and Pensions","G6/G7","115","115","56530","52610"
"In post","2023","50-59","Human Resources","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Work and Pensions","SEO/HEO","215","210","37260","38470"
"In post","2023","50-59","Human Resources","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Department of Health and Social Care","EO","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","Department of Health and Social Care","G6/G7","25","25","57350","54840"
"In post","2023","50-59","Human Resources","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Department of Health and Social Care","SEO/HEO","15","15","36360","36940"
"In post","2023","50-59","Human Resources","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Foreign, Commonwealth and Development Office","EO","10","10","31460","32840"
"In post","2023","50-59","Human Resources","Foreign, Commonwealth and Development Office","G6/G7","45","45","63570","61070"
"In post","2023","50-59","Human Resources","Foreign, Commonwealth and Development Office","SCS level","15","15","95880","84530"
"In post","2023","50-59","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","40","35","41130","40620"
"In post","2023","50-59","Human Resources","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","HM Land Registry","EO","10","5","[c]","[c]"
"In post","2023","50-59","Human Resources","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","HM Land Registry","SEO/HEO","15","10","42230","41680"
"In post","2023","50-59","Human Resources","HM Revenue and Customs","AA/AO","35","30","23060","22520"
"In post","2023","50-59","Human Resources","HM Revenue and Customs","EO","80","75","29100","28130"
"In post","2023","50-59","Human Resources","HM Revenue and Customs","G6/G7","145","140","63410","58890"
"In post","2023","50-59","Human Resources","HM Revenue and Customs","SCS level","15","15","89300","83050"
"In post","2023","50-59","Human Resources","HM Revenue and Customs","SEO/HEO","230","220","39000","39450"
"In post","2023","50-59","Human Resources","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","HM Treasury","EO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","HM Treasury","G6/G7","15","15","60760","54440"
"In post","2023","50-59","Human Resources","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Home Office","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Home Office","EO","20","20","29320","30000"
"In post","2023","50-59","Human Resources","Home Office","G6/G7","55","55","61270","59510"
"In post","2023","50-59","Human Resources","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Home Office","SEO/HEO","75","70","39560","39000"
"In post","2023","50-59","Human Resources","Ministry of Defence","AA/AO","200","190","22300","22220"
"In post","2023","50-59","Human Resources","Ministry of Defence","EO","605","600","29090","27740"
"In post","2023","50-59","Human Resources","Ministry of Defence","G6/G7","150","150","60880","59530"
"In post","2023","50-59","Human Resources","Ministry of Defence","SCS level","15","15","86160","84400"
"In post","2023","50-59","Human Resources","Ministry of Defence","SEO/HEO","635","625","40160","36920"
"In post","2023","50-59","Human Resources","Ministry of Defence","Unknown","15","10","46810","51560"
"In post","2023","50-59","Human Resources","Ministry of Justice","AA/AO","15","15","22840","21780"
"In post","2023","50-59","Human Resources","Ministry of Justice","EO","25","20","28100","27170"
"In post","2023","50-59","Human Resources","Ministry of Justice","G6/G7","100","100","62090","59590"
"In post","2023","50-59","Human Resources","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","Ministry of Justice","SEO/HEO","235","230","38340","37680"
"In post","2023","50-59","Human Resources","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","National Crime Agency","G6/G7","10","10","65610","61240"
"In post","2023","50-59","Human Resources","National Crime Agency","SEO/HEO","40","35","43550","42240"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","G6/G7","10","10","60580","60040"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Government","AA/AO","10","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Government","EO","15","15","37260","37060"
"In post","2023","50-59","Human Resources","Scottish Government","G6/G7","15","15","63020","57260"
"In post","2023","50-59","Human Resources","Scottish Government","SEO/HEO","40","40","43650","42590"
"In post","2023","50-59","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Statistics Authority","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Statistics Authority","EO","10","10","25600","25100"
"In post","2023","50-59","Human Resources","UK Statistics Authority","G6/G7","10","10","55590","53960"
"In post","2023","50-59","Human Resources","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Statistics Authority","SEO/HEO","20","20","35300","36030"
"In post","2023","50-59","Human Resources","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","10","10","40630","40300"
"In post","2023","50-59","Internal Audit","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs","SEO/HEO","15","15","44060","44630"
"In post","2023","50-59","Internal Audit","HM Treasury","G6/G7","65","65","60210","59310"
"In post","2023","50-59","Internal Audit","HM Treasury","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Treasury","SEO/HEO","60","55","42960","43070"
"In post","2023","50-59","Internal Audit","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Defence","EO","10","10","28550","27470"
"In post","2023","50-59","Internal Audit","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Defence","SEO/HEO","30","30","40400","41000"
"In post","2023","50-59","Internal Audit","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Justice","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Justice","SEO/HEO","20","20","52380","53200"
"In post","2023","50-59","Internal Audit","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Attorney General's Departments","AA/AO","360","330","23430","22870"
"In post","2023","50-59","Legal","Attorney General's Departments","EO","475","440","29230","28850"
"In post","2023","50-59","Legal","Attorney General's Departments","G6/G7","1405","1310","62030","60800"
"In post","2023","50-59","Legal","Attorney General's Departments","SCS level","160","155","92130","86290"
"In post","2023","50-59","Legal","Attorney General's Departments","SEO/HEO","270","265","36070","35000"
"In post","2023","50-59","Legal","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Cabinet Office","SCS level","15","15","103880","96260"
"In post","2023","50-59","Legal","Charity Commission","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Competition and Markets Authority","G6/G7","10","10","77050","81250"
"In post","2023","50-59","Legal","Competition and Markets Authority","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","20","20","61750","59370"
"In post","2023","50-59","Legal","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Education","G6/G7","20","15","61420","60940"
"In post","2023","50-59","Legal","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Transport","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Work and Pensions","EO","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Department for Work and Pensions","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Department for Work and Pensions","SEO/HEO","10","10","36340","34570"
"In post","2023","50-59","Legal","Department of Health and Social Care","G6/G7","15","15","61570","64320"
"In post","2023","50-59","Legal","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Department of Health and Social Care","SEO/HEO","15","15","39860","41480"
"In post","2023","50-59","Legal","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
