"Status","Year","Age","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Debt","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Property","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Debt","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Operational Delivery","10","10","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Property","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Debt","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","Property","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Debt","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","Operational Delivery","20","15","[c]","[c]"
"In post","2023","16-19","Unknown","Debt","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Finance","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Human Resources","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Operational Delivery","345","320","23700","22520"
"In post","2023","16-19","Unknown","No function","Operational Research","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Other","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Science and Engineering","35","35","18790","18280"
"In post","2023","16-19","Unknown","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Project Delivery","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Science and Engineering","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Other","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Property","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Other","30","30","19620","17650"
"In post","2023","16-19","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","White","Analysis","Economics","20","20","[c]","[c]"
"In post","2023","16-19","White","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Analysis","Science and Engineering","10","10","[c]","[c]"
"In post","2023","16-19","White","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Debt","Operational Delivery","15","15","[c]","[c]"
"In post","2023","16-19","White","Debt","Other","5","5","[c]","[c]"
"In post","2023","16-19","White","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
