"Status","Year","Function_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SEO/HEO","Female","Heterosexual / straight","1735","1645","37880","38130"
"In post","2023","Analysis","SEO/HEO","Female","LGBO","245","245","36490","35410"
"In post","2023","Analysis","SEO/HEO","Female","Undeclared","160","155","37300","37680"
"In post","2023","Analysis","SEO/HEO","Female","Unknown","475","465","36460","36710"
"In post","2023","Analysis","SEO/HEO","Male","Heterosexual / straight","1785","1765","37730","37850"
"In post","2023","Analysis","SEO/HEO","Male","LGBO","200","195","37150","37380"
"In post","2023","Analysis","SEO/HEO","Male","Undeclared","200","195","38470","37940"
"In post","2023","Analysis","SEO/HEO","Male","Unknown","650","645","36800","37300"
"In post","2023","Analysis","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA/AO","Female","Heterosexual / straight","120","110","23530","22500"
"In post","2023","Commercial","AA/AO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","AA/AO","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Commercial","AA/AO","Female","Unknown","55","50","24370","22720"
"In post","2023","Commercial","AA/AO","Male","Heterosexual / straight","85","80","23260","22490"
"In post","2023","Commercial","AA/AO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","AA/AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","AA/AO","Male","Unknown","55","55","24390","22920"
"In post","2023","Commercial","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","EO","Female","Heterosexual / straight","320","295","27660","27140"
"In post","2023","Commercial","EO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Commercial","EO","Female","Undeclared","30","30","27450","27400"
"In post","2023","Commercial","EO","Female","Unknown","75","70","28540","27690"
"In post","2023","Commercial","EO","Male","Heterosexual / straight","200","200","27720","27140"
"In post","2023","Commercial","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Commercial","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Commercial","EO","Male","Unknown","55","55","27300","27080"
"In post","2023","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G6/G7","Female","Heterosexual / straight","800","775","62080","59440"
"In post","2023","Commercial","G6/G7","Female","LGBO","40","35","62590","59200"
"In post","2023","Commercial","G6/G7","Female","Undeclared","100","95","59770","57920"
"In post","2023","Commercial","G6/G7","Female","Unknown","190","185","63320","62000"
"In post","2023","Commercial","G6/G7","Male","Heterosexual / straight","855","845","64500","65060"
"In post","2023","Commercial","G6/G7","Male","LGBO","50","50","60530","56430"
"In post","2023","Commercial","G6/G7","Male","Undeclared","90","90","63950","62490"
"In post","2023","Commercial","G6/G7","Male","Unknown","260","255","65090","65500"
"In post","2023","Commercial","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Heterosexual / straight","95","90","106150","99870"
"In post","2023","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Heterosexual / straight","140","135","119400","117800"
"In post","2023","Commercial","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","SCS level","Male","Unknown","30","30","120730","115640"
"In post","2023","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SEO/HEO","Female","Heterosexual / straight","1400","1335","37910","37680"
"In post","2023","Commercial","SEO/HEO","Female","LGBO","55","55","37100","37640"
"In post","2023","Commercial","SEO/HEO","Female","Undeclared","155","145","39080","40620"
"In post","2023","Commercial","SEO/HEO","Female","Unknown","275","270","37120","37590"
"In post","2023","Commercial","SEO/HEO","Male","Heterosexual / straight","1035","1025","38890","39010"
"In post","2023","Commercial","SEO/HEO","Male","LGBO","70","70","38050","37590"
"In post","2023","Commercial","SEO/HEO","Male","Undeclared","120","115","38950","39720"
"In post","2023","Commercial","SEO/HEO","Male","Unknown","230","230","37130","36610"
"In post","2023","Commercial","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Heterosexual / straight","70","65","40640","42620"
"In post","2023","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Heterosexual / straight","60","60","46340","43400"
"In post","2023","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA/AO","Female","Heterosexual / straight","70","65","23010","22500"
"In post","2023","Communications","AA/AO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","AA/AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","AA/AO","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Communications","AA/AO","Male","Heterosexual / straight","45","45","23670","22500"
"In post","2023","Communications","AA/AO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Communications","AA/AO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Communications","AA/AO","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Communications","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","EO","Female","Heterosexual / straight","210","195","28660","28200"
"In post","2023","Communications","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","EO","Female","Undeclared","30","30","28820","28680"
"In post","2023","Communications","EO","Female","Unknown","50","45","29310","29080"
"In post","2023","Communications","EO","Male","Heterosexual / straight","140","135","28690","28370"
"In post","2023","Communications","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","EO","Male","Undeclared","25","20","[c]","[c]"
"In post","2023","Communications","EO","Male","Unknown","40","40","29240","28310"
"In post","2023","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G6/G7","Female","Heterosexual / straight","470","450","59680","57970"
"In post","2023","Communications","G6/G7","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Communications","G6/G7","Female","Undeclared","35","35","61160","59590"
"In post","2023","Communications","G6/G7","Female","Unknown","135","130","59330","56430"
"In post","2023","Communications","G6/G7","Male","Heterosexual / straight","250","245","60280","57970"
"In post","2023","Communications","G6/G7","Male","LGBO","45","45","60890","60470"
"In post","2023","Communications","G6/G7","Male","Undeclared","40","40","59930","56440"
"In post","2023","Communications","G6/G7","Male","Unknown","80","80","59860","57130"
"In post","2023","Communications","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Heterosexual / straight","50","50","87900","82060"
"In post","2023","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Heterosexual / straight","45","45","94740","85820"
"In post","2023","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SEO/HEO","Female","Heterosexual / straight","910","860","38840","38770"
"In post","2023","Communications","SEO/HEO","Female","LGBO","65","65","39950","40410"
"In post","2023","Communications","SEO/HEO","Female","Undeclared","100","100","38860","39220"
"In post","2023","Communications","SEO/HEO","Female","Unknown","275","265","39360","39460"
"In post","2023","Communications","SEO/HEO","Male","Heterosexual / straight","515","510","39600","39720"
"In post","2023","Communications","SEO/HEO","Male","LGBO","80","80","39510","40570"
"In post","2023","Communications","SEO/HEO","Male","Undeclared","65","65","38810","38250"
"In post","2023","Communications","SEO/HEO","Male","Unknown","210","210","38980","39250"
"In post","2023","Communications","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA/AO","Female","Heterosexual / straight","925","775","23180","22520"
"In post","2023","Counter Fraud","AA/AO","Female","LGBO","55","45","23250","22520"
"In post","2023","Counter Fraud","AA/AO","Female","Undeclared","165","130","23090","22520"
"In post","2023","Counter Fraud","AA/AO","Female","Unknown","300","235","23300","22520"
"In post","2023","Counter Fraud","AA/AO","Male","Heterosexual / straight","530","505","23170","22520"
"In post","2023","Counter Fraud","AA/AO","Male","LGBO","40","40","23110","22520"
"In post","2023","Counter Fraud","AA/AO","Male","Undeclared","85","80","23170","22520"
"In post","2023","Counter Fraud","AA/AO","Male","Unknown","175","165","23060","22520"
"In post","2023","Counter Fraud","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","EO","Female","Heterosexual / straight","2850","2575","29100","28120"
"In post","2023","Counter Fraud","EO","Female","LGBO","150","140","28890","28120"
"In post","2023","Counter Fraud","EO","Female","Undeclared","300","260","29080","28120"
"In post","2023","Counter Fraud","EO","Female","Unknown","920","815","29320","28130"
"In post","2023","Counter Fraud","EO","Male","Heterosexual / straight","2025","1935","29110","28120"
"In post","2023","Counter Fraud","EO","Male","LGBO","155","150","29250","28120"
"In post","2023","Counter Fraud","EO","Male","Undeclared","280","260","29230","28130"
"In post","2023","Counter Fraud","EO","Male","Unknown","760","725","29310","28130"
"In post","2023","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Female","Heterosexual / straight","350","330","61540","57970"
"In post","2023","Counter Fraud","G6/G7","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Female","Undeclared","50","50","61400","57970"
"In post","2023","Counter Fraud","G6/G7","Female","Unknown","55","50","60420","57970"
"In post","2023","Counter Fraud","G6/G7","Male","Heterosexual / straight","560","540","62770","59290"
"In post","2023","Counter Fraud","G6/G7","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Male","Undeclared","100","95","63660","59290"
"In post","2023","Counter Fraud","G6/G7","Male","Unknown","120","115","61130","57970"
"In post","2023","Counter Fraud","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SEO/HEO","Female","Heterosexual / straight","2040","1910","37570","35000"
"In post","2023","Counter Fraud","SEO/HEO","Female","LGBO","115","115","37280","35000"
"In post","2023","Counter Fraud","SEO/HEO","Female","Undeclared","210","195","38080","36650"
"In post","2023","Counter Fraud","SEO/HEO","Female","Unknown","585","555","37760","35020"
"In post","2023","Counter Fraud","SEO/HEO","Male","Heterosexual / straight","2025","1965","38040","35820"
"In post","2023","Counter Fraud","SEO/HEO","Male","LGBO","125","125","37160","35000"
"In post","2023","Counter Fraud","SEO/HEO","Male","Undeclared","310","300","38400","36990"
"In post","2023","Counter Fraud","SEO/HEO","Male","Unknown","675","650","38430","36990"
"In post","2023","Counter Fraud","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","AA/AO","Female","Heterosexual / straight","2190","1850","22490","22520"
"In post","2023","Debt","AA/AO","Female","LGBO","120","110","22560","22520"
"In post","2023","Debt","AA/AO","Female","Undeclared","235","195","22710","22520"
"In post","2023","Debt","AA/AO","Female","Unknown","1070","925","22850","22520"
"In post","2023","Debt","AA/AO","Male","Heterosexual / straight","1255","1195","22480","22520"
"In post","2023","Debt","AA/AO","Male","LGBO","150","145","22300","22520"
"In post","2023","Debt","AA/AO","Male","Undeclared","145","135","22210","22520"
"In post","2023","Debt","AA/AO","Male","Unknown","770","740","22850","22520"
"In post","2023","Debt","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","EO","Female","Heterosexual / straight","525","460","28650","28120"
"In post","2023","Debt","EO","Female","LGBO","30","30","[c]","[c]"
"In post","2023","Debt","EO","Female","Undeclared","50","45","29360","28130"
"In post","2023","Debt","EO","Female","Unknown","185","165","29140","28130"
"In post","2023","Debt","EO","Male","Heterosexual / straight","340","325","28790","28130"
"In post","2023","Debt","EO","Male","LGBO","50","50","28440","28120"
"In post","2023","Debt","EO","Male","Undeclared","40","40","29270","28130"
"In post","2023","Debt","EO","Male","Unknown","150","145","28960","28130"
"In post","2023","Debt","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","G6/G7","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Debt","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Debt","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Debt","G6/G7","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Debt","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Debt","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Debt","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SEO/HEO","Female","Heterosexual / straight","185","165","36770","35000"
"In post","2023","Debt","SEO/HEO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Debt","SEO/HEO","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Debt","SEO/HEO","Female","Unknown","40","40","36360","34850"
"In post","2023","Debt","SEO/HEO","Male","Heterosexual / straight","115","110","37290","35000"
"In post","2023","Debt","SEO/HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Debt","SEO/HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Debt","SEO/HEO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Debt","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","AA/AO","Female","Heterosexual / straight","265","245","22860","22220"
"In post","2023","Digital, Data & Technology","AA/AO","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","AA/AO","Female","Undeclared","40","35","22120","22220"
"In post","2023","Digital, Data & Technology","AA/AO","Female","Unknown","55","50","23070","22520"
"In post","2023","Digital, Data & Technology","AA/AO","Male","Heterosexual / straight","345","345","22840","22220"
"In post","2023","Digital, Data & Technology","AA/AO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","AA/AO","Male","Undeclared","45","45","22620","22220"
"In post","2023","Digital, Data & Technology","AA/AO","Male","Unknown","85","85","22940","22520"
"In post","2023","Digital, Data & Technology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","EO","Female","Heterosexual / straight","1045","965","28260","28120"
"In post","2023","Digital, Data & Technology","EO","Female","LGBO","85","85","27960","27470"
"In post","2023","Digital, Data & Technology","EO","Female","Undeclared","120","115","28630","28120"
"In post","2023","Digital, Data & Technology","EO","Female","Unknown","285","260","28310","28120"
"In post","2023","Digital, Data & Technology","EO","Male","Heterosexual / straight","1515","1470","28610","28120"
"In post","2023","Digital, Data & Technology","EO","Male","LGBO","100","95","27860","27890"
"In post","2023","Digital, Data & Technology","EO","Male","Undeclared","255","250","28760","28120"
"In post","2023","Digital, Data & Technology","EO","Male","Unknown","585","575","28810","28120"
"In post","2023","Digital, Data & Technology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","G6/G7","Female","Heterosexual / straight","1880","1815","57840","56430"
"In post","2023","Digital, Data & Technology","G6/G7","Female","LGBO","155","150","57590","56430"
"In post","2023","Digital, Data & Technology","G6/G7","Female","Undeclared","235","225","59170","56870"
"In post","2023","Digital, Data & Technology","G6/G7","Female","Unknown","430","415","58730","56870"
"In post","2023","Digital, Data & Technology","G6/G7","Male","Heterosexual / straight","3400","3360","59740","57970"
"In post","2023","Digital, Data & Technology","G6/G7","Male","LGBO","215","215","59120","57970"
"In post","2023","Digital, Data & Technology","G6/G7","Male","Undeclared","480","475","59790","58010"
"In post","2023","Digital, Data & Technology","G6/G7","Male","Unknown","900","890","60280","58960"
"In post","2023","Digital, Data & Technology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","SCS level","Female","Heterosexual / straight","95","95","90660","83030"
"In post","2023","Digital, Data & Technology","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","SCS level","Male","Heterosexual / straight","185","185","98260","92260"
"In post","2023","Digital, Data & Technology","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","SCS level","Male","Unknown","55","55","103390","98430"
"In post","2023","Digital, Data & Technology","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","SEO/HEO","Female","Heterosexual / straight","3450","3295","38030","37950"
"In post","2023","Digital, Data & Technology","SEO/HEO","Female","LGBO","265","260","37120","36890"
"In post","2023","Digital, Data & Technology","SEO/HEO","Female","Undeclared","450","430","38330","38470"
"In post","2023","Digital, Data & Technology","SEO/HEO","Female","Unknown","845","820","37750","37300"
"In post","2023","Digital, Data & Technology","SEO/HEO","Male","Heterosexual / straight","5335","5250","39160","38640"
"In post","2023","Digital, Data & Technology","SEO/HEO","Male","LGBO","345","340","37740","37680"
"In post","2023","Digital, Data & Technology","SEO/HEO","Male","Undeclared","845","825","39490","39460"
