"Status","Year","Age","Disability","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","White","Female","10","10","[c]","[c]"
"In post","2023","16-19","Undeclared","White","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","Male","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Female","270","255","23390","22520"
"In post","2023","16-19","Unknown","Unknown","Male","310","300","22670","22500"
"In post","2023","16-19","Unknown","White","Female","50","50","23530","22640"
"In post","2023","16-19","Unknown","White","Male","85","80","21950","22220"
"In post","2023","16-19","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","Female","280","275","30890","28840"
"In post","2023","20-29","Declared disabled","Asian","Male","180","180","31270","29280"
"In post","2023","20-29","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Female","180","175","31490","31810"
"In post","2023","20-29","Declared disabled","Black","Male","45","45","31990","30810"
"In post","2023","20-29","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","Female","205","200","30720","30130"
"In post","2023","20-29","Declared disabled","Mixed","Male","110","110","32690","30480"
"In post","2023","20-29","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Female","30","30","32460","32520"
"In post","2023","20-29","Declared disabled","Other ethnicity","Male","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Female","35","35","31420","30320"
"In post","2023","20-29","Declared disabled","Undeclared","Male","70","65","31850","30530"
"In post","2023","20-29","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Female","95","95","30480","28880"
"In post","2023","20-29","Declared disabled","Unknown","Male","65","65","32340","29810"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","White","Female","3265","3185","31080","28880"
"In post","2023","20-29","Declared disabled","White","Male","1975","1960","30870","28840"
"In post","2023","20-29","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Asian","Female","2845","2765","30570","28120"
"In post","2023","20-29","Declared non-disabled","Asian","Male","2430","2395","30430","28120"
"In post","2023","20-29","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Black","Female","1105","1085","32020","31310"
"In post","2023","20-29","Declared non-disabled","Black","Male","505","505","31310","30190"
"In post","2023","20-29","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Mixed","Female","1015","995","32100","30320"
"In post","2023","20-29","Declared non-disabled","Mixed","Male","650","645","33140","30990"
"In post","2023","20-29","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","Female","210","205","32250","29660"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","Male","155","150","34450","32540"
"In post","2023","20-29","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Undeclared","Female","200","195","31720","29660"
"In post","2023","20-29","Declared non-disabled","Undeclared","Male","290","290","33270","31370"
"In post","2023","20-29","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Female","340","325","29330","28120"
"In post","2023","20-29","Declared non-disabled","Unknown","Male","300","300","30470","28360"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","White","Female","20480","20090","31190","28880"
"In post","2023","20-29","Declared non-disabled","White","Male","15485","15420","32170","30320"
"In post","2023","20-29","Declared non-disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Asian","Female","130","125","31370","28580"
"In post","2023","20-29","Undeclared","Asian","Male","115","115","32420","30520"
"In post","2023","20-29","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","Female","50","45","32570","32520"
"In post","2023","20-29","Undeclared","Black","Male","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Mixed","Female","50","50","33570","31120"
"In post","2023","20-29","Undeclared","Mixed","Male","35","35","32330","31200"
"In post","2023","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","Female","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Other ethnicity","Male","35","35","36850","33440"
"In post","2023","20-29","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Undeclared","Female","120","115","32160","29900"
"In post","2023","20-29","Undeclared","Undeclared","Male","270","270","34000","33330"
"In post","2023","20-29","Undeclared","Unknown","Female","60","60","36640","34270"
"In post","2023","20-29","Undeclared","Unknown","Male","55","55","37570","35590"
"In post","2023","20-29","Undeclared","White","Female","785","770","31690","29450"
"In post","2023","20-29","Undeclared","White","Male","605","600","31720","28880"
"In post","2023","20-29","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Asian","Female","620","610","32740","30330"
"In post","2023","20-29","Unknown","Asian","Male","470","465","31640","30130"
"In post","2023","20-29","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Black","Female","230","230","32080","30130"
"In post","2023","20-29","Unknown","Black","Male","90","90","32550","30330"
"In post","2023","20-29","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Mixed","Female","250","250","32160","30130"
"In post","2023","20-29","Unknown","Mixed","Male","155","155","33060","31800"
"In post","2023","20-29","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Other ethnicity","Female","55","55","33710","32960"
"In post","2023","20-29","Unknown","Other ethnicity","Male","40","40","37240","33830"
"In post","2023","20-29","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Undeclared","Female","85","85","35630","34030"
"In post","2023","20-29","Unknown","Undeclared","Male","130","130","35860","33500"
"In post","2023","20-29","Unknown","Unknown","Female","10990","10745","29910","27890"
"In post","2023","20-29","Unknown","Unknown","Male","10090","10010","30380","28130"
"In post","2023","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","White","Female","3975","3940","32620","30330"
"In post","2023","20-29","Unknown","White","Male","3020","3005","31980","30130"
"In post","2023","20-29","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Asian","Female","370","340","34220","30450"
"In post","2023","30-39","Declared disabled","Asian","Male","325","315","36100","33520"
"In post","2023","30-39","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Black","Female","260","240","36540","32520"
"In post","2023","30-39","Declared disabled","Black","Male","80","80","34390","32520"
"In post","2023","30-39","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Mixed","Female","230","215","35800","32390"
"In post","2023","30-39","Declared disabled","Mixed","Male","135","135","36480","32110"
"In post","2023","30-39","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Other ethnicity","Female","35","35","43860","41530"
"In post","2023","30-39","Declared disabled","Other ethnicity","Male","30","30","38020","34440"
"In post","2023","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Undeclared","Female","105","100","35870","32520"
"In post","2023","30-39","Declared disabled","Undeclared","Male","175","170","37040","34170"
"In post","2023","30-39","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","Unknown","Female","150","140","33200","29890"
"In post","2023","30-39","Declared disabled","Unknown","Male","135","135","35640","33760"
"In post","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared disabled","White","Female","4910","4555","34620","31280"
"In post","2023","30-39","Declared disabled","White","Male","3410","3365","35630","32160"
"In post","2023","30-39","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Asian","Female","3910","3570","35240","32020"
"In post","2023","30-39","Declared non-disabled","Asian","Male","3660","3605","35990","32520"
"In post","2023","30-39","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Black","Female","1710","1625","34790","32520"
"In post","2023","30-39","Declared non-disabled","Black","Male","1040","1035","34960","32520"
"In post","2023","30-39","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Mixed","Female","1150","1075","38370","34300"
"In post","2023","30-39","Declared non-disabled","Mixed","Male","835","825","39700","35620"
"In post","2023","30-39","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","Female","295","280","39160","34730"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","Male","195","195","39810","35360"
"In post","2023","30-39","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Undeclared","Female","500","450","34960","30950"
"In post","2023","30-39","Declared non-disabled","Undeclared","Male","825","815","38280","34310"
"In post","2023","30-39","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","Unknown","Female","855","745","33370","28480"
"In post","2023","30-39","Declared non-disabled","Unknown","Male","745","735","35520","32520"
"In post","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Declared non-disabled","White","Female","30885","28470","36800","33000"
"In post","2023","30-39","Declared non-disabled","White","Male","25400","25215","38440","34670"
"In post","2023","30-39","Declared non-disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Asian","Female","195","185","37430","32520"
"In post","2023","30-39","Undeclared","Asian","Male","210","205","35780","32420"
"In post","2023","30-39","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Black","Female","80","75","35470","32520"
"In post","2023","30-39","Undeclared","Black","Male","40","40","38880","35420"
"In post","2023","30-39","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Mixed","Female","75","75","38170","33480"
"In post","2023","30-39","Undeclared","Mixed","Male","55","55","35150","32760"
"In post","2023","30-39","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","Female","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Other ethnicity","Male","35","35","45150","44930"
"In post","2023","30-39","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Undeclared","Female","390","365","38620","34700"
"In post","2023","30-39","Undeclared","Undeclared","Male","855","845","39430","35030"
"In post","2023","30-39","Undeclared","Unknown","Female","135","125","39700","34850"
"In post","2023","30-39","Undeclared","Unknown","Male","130","125","40110","35760"
"In post","2023","30-39","Undeclared","White","Female","1640","1510","36070","32360"
"In post","2023","30-39","Undeclared","White","Male","1275","1260","36710","33870"
"In post","2023","30-39","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Asian","Female","545","515","38220","35000"
"In post","2023","30-39","Unknown","Asian","Male","475","470","39090","34700"
"In post","2023","30-39","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Black","Female","230","220","37400","34710"
"In post","2023","30-39","Unknown","Black","Male","125","125","36720","34080"
"In post","2023","30-39","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Mixed","Female","165","155","41030","38640"
"In post","2023","30-39","Unknown","Mixed","Male","135","135","42330","38360"
"In post","2023","30-39","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other ethnicity","Female","65","60","41740","38640"
"In post","2023","30-39","Unknown","Other ethnicity","Male","30","30","42330","40970"
"In post","2023","30-39","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Undeclared","Female","175","160","39010","37060"
"In post","2023","30-39","Unknown","Undeclared","Male","310","305","41690","38490"
"In post","2023","30-39","Unknown","Unknown","Female","9425","8795","34730","30000"
"In post","2023","30-39","Unknown","Unknown","Male","9780","9670","35740","32060"
"In post","2023","30-39","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","White","Female","3920","3690","38970","36040"
"In post","2023","30-39","Unknown","White","Male","3455","3435","39430","37590"
"In post","2023","30-39","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Asian","Female","625","545","34220","30340"
"In post","2023","40-49","Declared disabled","Asian","Male","450","435","33930","30460"
"In post","2023","40-49","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Black","Female","300","280","34650","32520"
"In post","2023","40-49","Declared disabled","Black","Male","145","145","35650","32520"
"In post","2023","40-49","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Mixed","Female","255","235","36280","31910"
"In post","2023","40-49","Declared disabled","Mixed","Male","125","120","38760","32520"
"In post","2023","40-49","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Other ethnicity","Female","50","45","36970","34720"
"In post","2023","40-49","Declared disabled","Other ethnicity","Male","40","40","41900","35050"
"In post","2023","40-49","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Undeclared","Female","225","205","33450","30330"
"In post","2023","40-49","Declared disabled","Undeclared","Male","310","305","36610","34170"
"In post","2023","40-49","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Unknown","Female","140","130","34660","31230"
"In post","2023","40-49","Declared disabled","Unknown","Male","115","110","37470","33990"
"In post","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","White","Female","6850","6170","35080","29570"
"In post","2023","40-49","Declared disabled","White","Male","4030","3945","37240","32520"
"In post","2023","40-49","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Asian","Female","4085","3615","36550","32260"
"In post","2023","40-49","Declared non-disabled","Asian","Male","3110","3025","37880","32920"
"In post","2023","40-49","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Black","Female","1730","1630","35720","32520"
"In post","2023","40-49","Declared non-disabled","Black","Male","1245","1235","36280","32970"
"In post","2023","40-49","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Mixed","Female","855","790","40970","35410"
"In post","2023","40-49","Declared non-disabled","Mixed","Male","580","570","42160","37360"
"In post","2023","40-49","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Female","240","220","39790","35000"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Male","205","200","42060","35710"
"In post","2023","40-49","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Undeclared","Female","810","720","36390","31280"
"In post","2023","40-49","Declared non-disabled","Undeclared","Male","935","920","38370","34170"
"In post","2023","40-49","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Unknown","Female","1025","885","35120","29840"
"In post","2023","40-49","Declared non-disabled","Unknown","Male","820","805","38740","34280"
"In post","2023","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","White","Female","35015","31670","38610","33990"
"In post","2023","40-49","Declared non-disabled","White","Male","26695","26435","41870","36590"
"In post","2023","40-49","Declared non-disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Asian","Female","255","225","38930","32520"
"In post","2023","40-49","Undeclared","Asian","Male","195","190","38550","34510"
"In post","2023","40-49","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Black","Female","115","105","37980","34990"
"In post","2023","40-49","Undeclared","Black","Male","55","55","41350","33800"
"In post","2023","40-49","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Mixed","Female","55","50","44160","36660"
"In post","2023","40-49","Undeclared","Mixed","Male","50","50","41390","39150"
"In post","2023","40-49","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Other ethnicity","Female","25","25","[c]","[c]"
"In post","2023","40-49","Undeclared","Other ethnicity","Male","25","25","[c]","[c]"
"In post","2023","40-49","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Undeclared","Female","600","550","39240","35190"
"In post","2023","40-49","Undeclared","Undeclared","Male","1140","1125","41150","36540"
"In post","2023","40-49","Undeclared","Unknown","Female","180","170","38800","34850"
"In post","2023","40-49","Undeclared","Unknown","Male","185","180","40670","37420"
"In post","2023","40-49","Undeclared","White","Female","2105","1920","36930","32920"
"In post","2023","40-49","Undeclared","White","Male","1765","1745","38790","34800"
"In post","2023","40-49","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Asian","Female","440","410","41420","37520"
"In post","2023","40-49","Unknown","Asian","Male","390","380","40580","36280"
"In post","2023","40-49","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Black","Female","190","180","40710","38330"
"In post","2023","40-49","Unknown","Black","Male","135","130","38210","35010"
"In post","2023","40-49","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Mixed","Female","100","90","43590","41790"
"In post","2023","40-49","Unknown","Mixed","Male","70","70","50430","53140"
"In post","2023","40-49","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Other ethnicity","Female","35","30","46010","41040"
"In post","2023","40-49","Unknown","Other ethnicity","Male","30","30","54400","54590"
"In post","2023","40-49","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Undeclared","Female","185","175","44060","39450"
"In post","2023","40-49","Unknown","Undeclared","Male","315","310","46350","41990"
"In post","2023","40-49","Unknown","Unknown","Female","6295","5780","36340","29730"
"In post","2023","40-49","Unknown","Unknown","Male","5680","5590","38730","33940"
"In post","2023","40-49","Unknown","White","Female","3520","3235","41220","37300"
"In post","2023","40-49","Unknown","White","Male","3225","3195","43050","40400"
"In post","2023","40-49","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Asian","Female","600","530","33750","30590"
"In post","2023","50-59","Declared disabled","Asian","Male","375","360","34690","30900"
"In post","2023","50-59","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Black","Female","635","595","34680","32390"
"In post","2023","50-59","Declared disabled","Black","Male","220","210","35570","32520"
"In post","2023","50-59","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Mixed","Female","235","220","36830","32490"
"In post","2023","50-59","Declared disabled","Mixed","Male","155","150","38120","32920"
"In post","2023","50-59","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Other ethnicity","Female","75","70","36300","32520"
"In post","2023","50-59","Declared disabled","Other ethnicity","Male","70","65","35890","33050"
"In post","2023","50-59","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Undeclared","Female","460","415","31680","28870"
"In post","2023","50-59","Declared disabled","Undeclared","Male","505","480","37310","33160"
"In post","2023","50-59","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Unknown","Female","265","245","34930","29750"
"In post","2023","50-59","Declared disabled","Unknown","Male","210","200","38530","36990"
"In post","2023","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","White","Female","10635","9600","32870","28120"
"In post","2023","50-59","Declared disabled","White","Male","6535","6300","35900","31670"
"In post","2023","50-59","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Asian","Female","2750","2520","34940","30930"
"In post","2023","50-59","Declared non-disabled","Asian","Male","1905","1855","37240","32520"
"In post","2023","50-59","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared non-disabled","Black","Female","2450","2350","35570","32520"
