"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","SEO/HEO","Unknown","40","40","33460","32020"
"In post","2023","Declared disabled","Commercial","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","EO","Heterosexual / straight","45","45","28930","28300"
"In post","2023","Declared disabled","Communications","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","G6/G7","Heterosexual / straight","55","50","59060","57970"
"In post","2023","Declared disabled","Communications","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","SEO/HEO","Heterosexual / straight","135","130","38960","38290"
"In post","2023","Declared disabled","Communications","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Communications","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","AA/AO","Heterosexual / straight","270","230","23110","22520"
"In post","2023","Declared disabled","Counter Fraud","AA/AO","LGBO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","AA/AO","Undeclared","55","45","22830","21690"
"In post","2023","Declared disabled","Counter Fraud","AA/AO","Unknown","35","30","22940","22520"
"In post","2023","Declared disabled","Counter Fraud","EO","Heterosexual / straight","745","670","29090","28120"
"In post","2023","Declared disabled","Counter Fraud","EO","LGBO","85","80","29030","28120"
"In post","2023","Declared disabled","Counter Fraud","EO","Undeclared","115","100","28850","28120"
"In post","2023","Declared disabled","Counter Fraud","EO","Unknown","75","65","29510","28130"
"In post","2023","Declared disabled","Counter Fraud","G6/G7","Heterosexual / straight","95","90","61400","57970"
"In post","2023","Declared disabled","Counter Fraud","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SEO/HEO","Heterosexual / straight","500","470","37460","35000"
"In post","2023","Declared disabled","Counter Fraud","SEO/HEO","LGBO","65","60","36590","35000"
"In post","2023","Declared disabled","Counter Fraud","SEO/HEO","Undeclared","55","50","36820","35000"
"In post","2023","Declared disabled","Counter Fraud","SEO/HEO","Unknown","55","50","38500","36990"
"In post","2023","Declared disabled","Debt","AA/AO","Heterosexual / straight","520","445","22350","21690"
"In post","2023","Declared disabled","Debt","AA/AO","LGBO","55","55","22100","22520"
"In post","2023","Declared disabled","Debt","AA/AO","Undeclared","65","55","22150","21690"
"In post","2023","Declared disabled","Debt","AA/AO","Unknown","60","50","22800","22520"
"In post","2023","Declared disabled","Debt","EO","Heterosexual / straight","130","115","28670","28120"
"In post","2023","Declared disabled","Debt","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Debt","EO","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Debt","EO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SEO/HEO","Heterosexual / straight","45","40","36920","35000"
"In post","2023","Declared disabled","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AA/AO","Heterosexual / straight","85","80","22900","22220"
"In post","2023","Declared disabled","Digital, Data & Technology","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","EO","Heterosexual / straight","370","350","28510","28120"
"In post","2023","Declared disabled","Digital, Data & Technology","EO","LGBO","50","50","28020","27890"
"In post","2023","Declared disabled","Digital, Data & Technology","EO","Undeclared","55","50","28590","28120"
"In post","2023","Declared disabled","Digital, Data & Technology","EO","Unknown","30","30","28460","28120"
"In post","2023","Declared disabled","Digital, Data & Technology","G6/G7","Heterosexual / straight","475","465","58890","56870"
"In post","2023","Declared disabled","Digital, Data & Technology","G6/G7","LGBO","70","70","58290","56430"
"In post","2023","Declared disabled","Digital, Data & Technology","G6/G7","Undeclared","80","75","59440","58950"
"In post","2023","Declared disabled","Digital, Data & Technology","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","900","865","38140","37760"
"In post","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","LGBO","155","150","37340","37590"
"In post","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Undeclared","150","140","37990","37760"
"In post","2023","Declared disabled","Digital, Data & Technology","SEO/HEO","Unknown","80","80","35960","34850"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA/AO","Heterosexual / straight","175","145","22770","22520"
"In post","2023","Declared disabled","Finance","AA/AO","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","EO","Heterosexual / straight","150","145","28420","27990"
"In post","2023","Declared disabled","Finance","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6/G7","Heterosexual / straight","195","190","59380","58040"
"In post","2023","Declared disabled","Finance","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SEO/HEO","Heterosexual / straight","450","420","38440","38070"
"In post","2023","Declared disabled","Finance","SEO/HEO","LGBO","50","50","36130","34400"
"In post","2023","Declared disabled","Finance","SEO/HEO","Undeclared","40","40","38600","37330"
"In post","2023","Declared disabled","Finance","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","AA/AO","Heterosexual / straight","195","175","22140","22150"
"In post","2023","Declared disabled","Grants Management","AA/AO","LGBO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","EO","Heterosexual / straight","60","55","26120","25920"
"In post","2023","Declared disabled","Grants Management","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","EO","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SEO/HEO","Heterosexual / straight","50","45","34080","32250"
"In post","2023","Declared disabled","Grants Management","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA/AO","Heterosexual / straight","140","125","22620","22220"
"In post","2023","Declared disabled","Human Resources","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","EO","Heterosexual / straight","370","345","28620","28120"
"In post","2023","Declared disabled","Human Resources","EO","LGBO","45","45","27450","28090"
"In post","2023","Declared disabled","Human Resources","EO","Undeclared","60","55","29250","28130"
"In post","2023","Declared disabled","Human Resources","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G6/G7","Heterosexual / straight","315","305","58490","56730"
"In post","2023","Declared disabled","Human Resources","G6/G7","LGBO","40","40","56640","55500"
"In post","2023","Declared disabled","Human Resources","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SCS level","Heterosexual / straight","40","35","87640","81670"
"In post","2023","Declared disabled","Human Resources","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SEO/HEO","Heterosexual / straight","730","695","37860","37680"
"In post","2023","Declared disabled","Human Resources","SEO/HEO","LGBO","105","105","37260","35860"
"In post","2023","Declared disabled","Human Resources","SEO/HEO","Undeclared","65","65","37740","37590"
"In post","2023","Declared disabled","Human Resources","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO/HEO","Heterosexual / straight","40","40","40810","38460"
"In post","2023","Declared disabled","Internal Audit","SEO/HEO","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA/AO","Heterosexual / straight","190","175","23310","22870"
"In post","2023","Declared disabled","Legal","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Legal","EO","Heterosexual / straight","200","180","28760","28850"
"In post","2023","Declared disabled","Legal","EO","LGBO","30","30","28480","28200"
"In post","2023","Declared disabled","Legal","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Legal","EO","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Legal","G6/G7","Heterosexual / straight","460","425","60360","58090"
"In post","2023","Declared disabled","Legal","G6/G7","LGBO","55","55","60220","56450"
"In post","2023","Declared disabled","Legal","G6/G7","Undeclared","50","50","63980","64140"
"In post","2023","Declared disabled","Legal","G6/G7","Unknown","55","45","59980","58820"
"In post","2023","Declared disabled","Legal","SCS level","Heterosexual / straight","30","30","89520","84910"
"In post","2023","Declared disabled","Legal","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","SEO/HEO","Heterosexual / straight","145","135","37820","37680"
"In post","2023","Declared disabled","Legal","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Legal","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Legal","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","No function","AA/AO","Heterosexual / straight","9990","8700","23530","22220"
"In post","2023","Declared disabled","No function","AA/AO","LGBO","1075","1015","24260","22400"
"In post","2023","Declared disabled","No function","AA/AO","Undeclared","1475","1260","23230","21780"
"In post","2023","Declared disabled","No function","AA/AO","Unknown","985","820","23210","22400"
"In post","2023","Declared disabled","No function","EO","Heterosexual / straight","9800","8775","28860","28120"
"In post","2023","Declared disabled","No function","EO","LGBO","1050","1000","28640","28120"
"In post","2023","Declared disabled","No function","EO","Undeclared","1345","1190","28840","28120"
"In post","2023","Declared disabled","No function","EO","Unknown","835","725","29870","28120"
"In post","2023","Declared disabled","No function","G6/G7","Heterosexual / straight","1870","1810","60020","57970"
"In post","2023","Declared disabled","No function","G6/G7","LGBO","300","295","58580","56080"
"In post","2023","Declared disabled","No function","G6/G7","Undeclared","225","215","60970","57980"
"In post","2023","Declared disabled","No function","G6/G7","Unknown","100","95","61870","60040"
"In post","2023","Declared disabled","No function","SCS level","Heterosexual / straight","210","200","93600","83560"
"In post","2023","Declared disabled","No function","SCS level","LGBO","30","30","82360","78470"
"In post","2023","Declared disabled","No function","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","No function","SEO/HEO","Heterosexual / straight","5800","5520","38150","36780"
"In post","2023","Declared disabled","No function","SEO/HEO","LGBO","795","780","37600","35940"
"In post","2023","Declared disabled","No function","SEO/HEO","Undeclared","760","720","38190","36990"
"In post","2023","Declared disabled","No function","SEO/HEO","Unknown","315","300","38850","38470"
"In post","2023","Declared disabled","No function","Unknown","Heterosexual / straight","3270","3030","31130","29050"
"In post","2023","Declared disabled","No function","Unknown","LGBO","430","415","29900","27640"
"In post","2023","Declared disabled","No function","Unknown","Undeclared","290","270","32880","30870"
"In post","2023","Declared disabled","No function","Unknown","Unknown","40","40","32430","29520"
"In post","2023","Declared disabled","Project Delivery","AA/AO","Heterosexual / straight","45","40","23110","22520"
"In post","2023","Declared disabled","Project Delivery","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","EO","Heterosexual / straight","165","150","28530","28120"
"In post","2023","Declared disabled","Project Delivery","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","G6/G7","Heterosexual / straight","505","490","59210","57900"
"In post","2023","Declared disabled","Project Delivery","G6/G7","LGBO","60","60","59220","57970"
"In post","2023","Declared disabled","Project Delivery","G6/G7","Undeclared","50","50","58690","56180"
"In post","2023","Declared disabled","Project Delivery","G6/G7","Unknown","40","40","58850","55850"
"In post","2023","Declared disabled","Project Delivery","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SEO/HEO","Heterosexual / straight","885","840","37780","37680"
"In post","2023","Declared disabled","Project Delivery","SEO/HEO","LGBO","120","115","37290","37540"
"In post","2023","Declared disabled","Project Delivery","SEO/HEO","Undeclared","95","90","38380","38470"
"In post","2023","Declared disabled","Project Delivery","SEO/HEO","Unknown","115","110","35470","34670"
"In post","2023","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","150","145","41750","39500"
"In post","2023","Declared disabled","Project Delivery","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","AA/AO","Heterosexual / straight","100","95","22210","22520"
"In post","2023","Declared disabled","Property","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Property","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Property","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Property","EO","Heterosexual / straight","105","100","27750","27450"
"In post","2023","Declared disabled","Property","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared disabled","Property","EO","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Property","G6/G7","Heterosexual / straight","100","100","58470","57460"
"In post","2023","Declared disabled","Property","G6/G7","LGBO","15","15","[c]","[c]"
