"Status","Year","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Staffordshire CC","15","15","35580","33830"
"In post","2023","Analysis","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Suffolk CC","350","335","36500","33420"
"In post","2023","Analysis","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tower Hamlets","780","760","51190","46250"
"In post","2023","Analysis","Tyneside","180","175","42060","38470"
"In post","2023","Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Cumbria","5","5","[c]","[c]"
"In post","2023","Analysis","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (South West)","5","5","[c]","[c]"
"In post","2023","Analysis","Westminster","3050","2980","48990","45560"
"In post","2023","Analysis","Wiltshire","520","505","43330","39890"
"In post","2023","Analysis","Wirral","5","5","[c]","[c]"
"In post","2023","Analysis","Wolverhampton","20","20","36460","31290"
"In post","2023","Analysis","Worcestershire CC","5","5","[c]","[c]"
"In post","2023","Analysis","York","25","25","43790","40560"
"In post","2023","Commercial","Aberdeen City and Aberdeenshire","10","10","[c]","[c]"
"In post","2023","Commercial","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barnet","15","15","46110","40880"
"In post","2023","Commercial","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","1245","1195","43250","42620"
"In post","2023","Commercial","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire","15","15","41870","39240"
"In post","2023","Commercial","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Birmingham","105","105","55970","46780"
"In post","2023","Commercial","Blackpool","45","40","55340","56000"
"In post","2023","Commercial","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2023","Commercial","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bristol, City of","85","80","49600","40720"
"In post","2023","Commercial","Buckinghamshire","65","65","41140","43000"
"In post","2023","Commercial","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cambridgeshire CC","60","55","39360","36470"
"In post","2023","Commercial","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cardiff and Vale of Glamorgan","35","35","45180","39690"
"In post","2023","Commercial","Central Bedfordshire","10","10","[c]","[c]"
"In post","2023","Commercial","Central Hampshire","200","190","42620","39890"
"In post","2023","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","City of Edinburgh","60","60","41920","38170"
"In post","2023","Commercial","Clackmannanshire and Fife","15","10","35610","32800"
"In post","2023","Commercial","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Coventry","45","45","51510","51360"
"In post","2023","Commercial","Croydon","85","85","51730","44650"
"In post","2023","Commercial","Darlington","50","50","45480","40230"
"In post","2023","Commercial","Devon CC","170","160","44610","45150"
"In post","2023","Commercial","Dorset","10","10","[c]","[c]"
"In post","2023","Commercial","Durham","15","15","42290","43490"
"In post","2023","Commercial","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","15","10","34720","31920"
"In post","2023","Commercial","East Kent","5","5","[c]","[c]"
"In post","2023","Commercial","East Merseyside","20","20","43850","38120"
"In post","2023","Commercial","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2023","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Falkirk","5","5","[c]","[c]"
"In post","2023","Commercial","Flintshire and Wrexham","25","25","33040","31410"
"In post","2023","Commercial","Glasgow City","185","180","42280","36540"
"In post","2023","Commercial","Gloucestershire CC","10","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester South West","175","170","44720","41780"
"In post","2023","Commercial","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hackney and Newham","15","10","57070","59710"
"In post","2023","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2023","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hertfordshire CC","15","15","50400","41540"
"In post","2023","Commercial","Hounslow and Richmond upon Thames","40","40","32700","24810"
"In post","2023","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","5","5","[c]","[c]"
"In post","2023","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lambeth","10","10","[c]","[c]"
"In post","2023","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leeds","265","260","49330","41090"
"In post","2023","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire CC","15","15","37880","34300"
"In post","2023","Commercial","Lisburn and Castlereagh","10","10","31690","28800"
"In post","2023","Commercial","Liverpool","255","250","43960","40450"
"In post","2023","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Manchester","185","185","51650","51360"
"In post","2023","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Mid Lancashire","5","5","[c]","[c]"
"In post","2023","Commercial","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Milton Keynes","70","70","46960","41890"
"In post","2023","Commercial","Monmouthshire and Newport","115","115","40360","37760"
"In post","2023","Commercial","North Hampshire","5","5","[c]","[c]"
"In post","2023","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire CC","25","25","46980","41800"
"In post","2023","Commercial","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Norwich and East Norfolk","115","105","47230","40620"
"In post","2023","Commercial","Nottingham","50","50","49350","42360"
"In post","2023","Commercial","Overseas","30","30","67720","60030"
"In post","2023","Commercial","Oxfordshire CC","35","30","40880","34300"
"In post","2023","Commercial","Perth and Kinross, and Stirling","15","10","35270","28490"
"In post","2023","Commercial","Peterborough","25","20","54040","40970"
"In post","2023","Commercial","Plymouth","30","25","41710","41810"
"In post","2023","Commercial","Portsmouth","65","60","40350","35800"
"In post","2023","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Sefton","30","30","37770","32800"
"In post","2023","Commercial","Sheffield","135","130","48520","41880"
"In post","2023","Commercial","Shropshire","5","5","[c]","[c]"
"In post","2023","Commercial","Solihull","15","15","66280","65500"
"In post","2023","Commercial","Somerset CC","40","40","39350","35820"
"In post","2023","Commercial","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Hampshire","20","20","49250","43000"
"In post","2023","Commercial","South Lanarkshire","65","65","50440","49230"
"In post","2023","Commercial","South Nottinghamshire","25","20","33850","30320"
"In post","2023","Commercial","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West Wales","5","5","[c]","[c]"
"In post","2023","Commercial","South and West Derbyshire","35","35","43340","40600"
"In post","2023","Commercial","Southampton","20","20","40770","40370"
"In post","2023","Commercial","Staffordshire CC","125","120","33340","27170"
"In post","2023","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Suffolk CC","20","20","44410","45230"
"In post","2023","Commercial","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Swansea","210","190","34660","31660"
"In post","2023","Commercial","Swindon","5","5","[c]","[c]"
"In post","2023","Commercial","Telford and Wrekin","50","50","50280","42510"
"In post","2023","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tower Hamlets","200","195","47890","43650"
"In post","2023","Commercial","Tyneside","70","65","47250","39580"
"In post","2023","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Wakefield","10","10","[c]","[c]"
"In post","2023","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Warrington","25","25","42650","38640"
"In post","2023","Commercial","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Cumbria","15","15","42200","42620"
"In post","2023","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Lothian","10","10","37510","42590"
"In post","2023","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Surrey","30","30","48260","40490"
"In post","2023","Commercial","West Sussex (North East)","20","20","33060","28660"
"In post","2023","Commercial","West Sussex (South West)","5","5","[c]","[c]"
"In post","2023","Commercial","Westminster","1430","1410","61380","56200"
"In post","2023","Commercial","Wiltshire","250","240","43150","35800"
"In post","2023","Commercial","Wirral","5","5","[c]","[c]"
"In post","2023","Commercial","Wolverhampton","10","10","[c]","[c]"
"In post","2023","Commercial","Worcestershire CC","20","20","38100","37300"
"In post","2023","Commercial","York","80","80","48030","50350"
"In post","2023","Communications","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Barnet","10","10","[c]","[c]"
"In post","2023","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","41620","38890"
"In post","2023","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Belfast","20","20","41160","38670"
"In post","2023","Communications","Berkshire","30","30","35310","30800"
"In post","2023","Communications","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Birmingham","35","35","43870","41390"
"In post","2023","Communications","Blackpool","10","10","40990","39100"
"In post","2023","Communications","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Bristol, City of","85","80","40220","37300"
"In post","2023","Communications","Buckinghamshire","40","40","37990","35990"
"In post","2023","Communications","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cardiff and Vale of Glamorgan","90","85","39210","37680"
"In post","2023","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Central Hampshire","60","55","34300","33990"
"In post","2023","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Cheshire East","5","5","[c]","[c]"
"In post","2023","Communications","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","City of Edinburgh","45","45","44330","39590"
"In post","2023","Communications","Cornwall and Isles of Scilly","10","10","24330","22220"
"In post","2023","Communications","Coventry","35","30","43170","43070"
"In post","2023","Communications","Croydon","30","30","45170","42050"
"In post","2023","Communications","Darlington","35","35","31010","30510"
"In post","2023","Communications","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Devon CC","45","40","34900","32730"
"In post","2023","Communications","Dorset","20","20","29460","29570"
"In post","2023","Communications","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Durham","10","10","38030","34330"
"In post","2023","Communications","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Cumbria","15","10","35790","32240"
"In post","2023","Communications","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","5","[c]","[c]"
"In post","2023","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","Communications","Glasgow City","40","35","36900","33170"
"In post","2023","Communications","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Greater Manchester South West","25","25","47530","42680"
"In post","2023","Communications","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hackney and Newham","25","25","50850","45560"
"In post","2023","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Hertfordshire CC","20","20","41450","44250"
"In post","2023","Communications","Hounslow and Richmond upon Thames","20","20","36630","35000"
"In post","2023","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lambeth","20","20","48310","50980"
"In post","2023","Communications","Lancaster and Wyre","15","15","35050","33990"
"In post","2023","Communications","Leeds","65","60","44920","43700"
"In post","2023","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Lincolnshire CC","20","15","33240","34300"
"In post","2023","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Liverpool","20","20","45040","41020"
"In post","2023","Communications","Manchester","85","80","37000","33950"
"In post","2023","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Mid Lancashire","10","10","41530","37710"
"In post","2023","Communications","Milton Keynes","10","10","36810","31140"
"In post","2023","Communications","Monmouthshire and Newport","85","85","39460","37760"
"In post","2023","Communications","North Hampshire","10","10","37350","34300"
"In post","2023","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland","5","5","[c]","[c]"
"In post","2023","Communications","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Communications","Nottingham","85","85","42000","41740"
"In post","2023","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Oxfordshire CC","20","20","31270","29570"
"In post","2023","Communications","Peterborough","10","10","35180","31700"
"In post","2023","Communications","Plymouth","10","10","31930","33050"
"In post","2023","Communications","Portsmouth","45","45","36340","34300"
"In post","2023","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Sefton","60","55","39710","36630"
"In post","2023","Communications","Sheffield","90","80","41250","39730"
"In post","2023","Communications","Shropshire","15","10","28840","27470"
"In post","2023","Communications","Somerset CC","25","20","40150","34690"
"In post","2023","Communications","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Hampshire","30","30","36090","31060"
"In post","2023","Communications","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Communications","South Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Communications","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West Wales","[c]","[c]","[c]","[c]"
