"Status","Year","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Heterosexual / straight","50","40","35710","33150"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Heterosexual / straight","70","65","33040","30320"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heterosexual / straight","115","115","33260","30320"
"In post","2023","Animal and Plant Health Agency","East of England","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Unknown","15","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Heterosexual / straight","60","60","36700","32720"
"In post","2023","Animal and Plant Health Agency","London","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Heterosexual / straight","40","35","32480","27380"
"In post","2023","Animal and Plant Health Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Heterosexual / straight","245","230","28130","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","LGBO","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Undeclared","35","30","28800","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Heterosexual / straight","115","110","32570","28090"
"In post","2023","Animal and Plant Health Agency","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Undeclared","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Heterosexual / straight","565","545","33760","30120"
"In post","2023","Animal and Plant Health Agency","South East (England)","LGBO","50","50","29570","29080"
"In post","2023","Animal and Plant Health Agency","South East (England)","Undeclared","95","90","37690","33830"
"In post","2023","Animal and Plant Health Agency","South East (England)","Unknown","85","80","32650","29080"
"In post","2023","Animal and Plant Health Agency","South West (England)","Heterosexual / straight","345","330","29520","25920"
"In post","2023","Animal and Plant Health Agency","South West (England)","LGBO","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Undeclared","55","55","30520","25920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Unknown","55","50","29860","25920"
"In post","2023","Animal and Plant Health Agency","Wales","Heterosexual / straight","245","230","29980","25920"
"In post","2023","Animal and Plant Health Agency","Wales","LGBO","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Undeclared","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","Unknown","45","40","27170","22150"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Heterosexual / straight","225","210","30350","26170"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Undeclared","35","35","31850","30320"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Unknown","30","30","30650","26850"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Heterosexual / straight","215","210","29720","25920"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","LGBO","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Undeclared","40","35","32970","30320"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","30","30","[c]","[c]"
"In post","2023","Attorney General's Office","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Attorney General's Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","Unknown","30","30","58870","56290"
"In post","2023","Building Digital UK","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","Heterosexual / straight","105","105","50250","53030"
"In post","2023","Building Digital UK","London","LGBO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Building Digital UK","London","Unknown","20","20","[c]","[c]"
"In post","2023","Building Digital UK","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Building Digital UK","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","Heterosexual / straight","35","35","43150","39430"
"In post","2023","Building Digital UK","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Heterosexual / straight","45","40","51970","50690"
"In post","2023","Cabinet Office (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Heterosexual / straight","2310","2260","53880","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","LGBO","280","280","50480","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Undeclared","290","285","53730","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Unknown","680","670","55180","56430"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Heterosexual / straight","290","265","29670","24860"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Heterosexual / straight","215","210","44120","38460"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Unknown","45","40","42300","38460"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Heterosexual / straight","300","290","38710","33020"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","LGBO","40","40","33960","32640"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Unknown","35","35","34120","33020"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Heterosexual / straight","85","80","38530","34960"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Heterosexual / straight","110","105","46600","50430"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Undeclared","20","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","75","75","43090","38050"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","60","60","39970","28210"
"In post","2023","Cabinet Office (excl. agencies)","Wales","Heterosexual / straight","35","30","44630","46170"
"In post","2023","Cabinet Office (excl. agencies)","Wales","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Wales","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Heterosexual / straight","50","50","62420","56590"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","480","455","37140","34320"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","LGBO","50","50","34270","30220"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Undeclared","50","50","37020","34320"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Unknown","115","105","31300","27270"
"In post","2023","Central Civil Service Fast Stream","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Heterosexual / straight","285","285","32590","32960"
"In post","2023","Central Civil Service Fast Stream","London","LGBO","45","45","32030","32960"
"In post","2023","Central Civil Service Fast Stream","London","Undeclared","35","35","32480","32960"
"In post","2023","Central Civil Service Fast Stream","London","Unknown","825","825","30000","30130"
"In post","2023","Central Civil Service Fast Stream","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North East (England)","Unknown","30","30","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Unknown","80","80","29850","28840"
"In post","2023","Central Civil Service Fast Stream","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Scotland","Unknown","30","30","29880","28840"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Unknown","20","20","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Unknown","35","35","30060","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Wales","Unknown","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","Unknown","35","35","29770","28840"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","Unknown","65","65","30090","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","Heterosexual / straight","195","185","36500","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","LGBO","20","20","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","Undeclared","25","25","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","Unknown","230","220","36700","35360"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Heterosexual / straight","70","70","36330","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Unknown","90","85","33650","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Heterosexual / straight","45","45","45590","38800"
"In post","2023","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","Unknown","30","30","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","Heterosexual / straight","210","200","34590","30170"
"In post","2023","Charity Commission","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","Unknown","135","130","33070","30170"
"In post","2023","Charity Commission","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","Unknown","15","10","[c]","[c]"
"In post","2023","Charity Commission","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2023","Companies House","Scotland","Heterosexual / straight","35","35","28140","25610"
"In post","2023","Companies House","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Companies House","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wales","Heterosexual / straight","795","745","33240","28070"
"In post","2023","Companies House","Wales","LGBO","35","35","30560","25610"
"In post","2023","Companies House","Wales","Undeclared","95","90","33770","28070"
"In post","2023","Companies House","Wales","Unknown","175","155","29510","23240"
"In post","2023","Companies House","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Heterosexual / straight","635","615","62760","58060"
"In post","2023","Competition and Markets Authority","London","LGBO","60","60","61550","58970"
"In post","2023","Competition and Markets Authority","London","Undeclared","75","70","65940","60600"
"In post","2023","Competition and Markets Authority","London","Unknown","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
