"Status","Year","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Planning Inspectors","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Female","1080","[c]","44030","40050"
"Leaver CS","2023","Policy","Male","955","[c]","47740","43660"
"Leaver CS","2023","Project Delivery","Female","550","[c]","42510","39460"
"Leaver CS","2023","Project Delivery","Male","645","[c]","44980","41080"
"Leaver CS","2023","Property","Female","190","[c]","32950","30290"
"Leaver CS","2023","Property","Male","330","[c]","38370","34300"
"Leaver CS","2023","Psychology","Female","120","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Female","565","[c]","36770","33710"
"Leaver CS","2023","Science and Engineering","Male","890","[c]","37230","33990"
"Leaver CS","2023","Security","Female","150","[c]","31030","28090"
"Leaver CS","2023","Security","Male","675","[c]","32730","27500"
"Leaver CS","2023","Social Research","Female","65","[c]","35530","34580"
"Leaver CS","2023","Social Research","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Female","95","[c]","32250","28000"
"Leaver CS","2023","Statistics","Male","120","[c]","33570","29660"
"Leaver CS","2023","Tax","Female","500","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Male","550","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","2005","[c]","42180","35700"
"Leaver CS","2023","Unknown","Male","1790","[c]","46190","38630"
"Leaver CS","2023","Veterinarian","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Female","130","[c]","37910","38940"
"Leaver Dept.","2023","Commercial","Male","115","[c]","38400","37920"
"Leaver Dept.","2023","Communications","Female","160","[c]","39130","34610"
"Leaver Dept.","2023","Communications","Male","95","[c]","40880","37900"
"Leaver Dept.","2023","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Female","100","[c]","30060","28120"
"Leaver Dept.","2023","Counter Fraud","Male","90","[c]","31780","28120"
"Leaver Dept.","2023","Digital, Data and Technology","Female","285","[c]","41370","38310"
"Leaver Dept.","2023","Digital, Data and Technology","Male","370","[c]","42190","38070"
"Leaver Dept.","2023","Economics","Female","55","[c]","42740","38020"
"Leaver Dept.","2023","Economics","Male","110","[c]","47780","39170"
"Leaver Dept.","2023","Finance","Female","220","[c]","43110","37620"
"Leaver Dept.","2023","Finance","Male","205","[c]","44720","37350"
"Leaver Dept.","2023","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Female","410","[c]","37420","32790"
"Leaver Dept.","2023","Human Resources","Male","135","[c]","37650","36180"
"Leaver Dept.","2023","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Female","50","[c]","40190","35010"
"Leaver Dept.","2023","International Trade","Male","45","[c]","41330","38320"
"Leaver Dept.","2023","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Female","145","[c]","53630","52020"
"Leaver Dept.","2023","Legal","Male","100","[c]","56540","54140"
"Leaver Dept.","2023","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Female","3360","[c]","29240","27570"
"Leaver Dept.","2023","Operational Delivery","Male","2375","[c]","30880","28120"
"Leaver Dept.","2023","Operational Research","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Female","205","[c]","35570","29890"
"Leaver Dept.","2023","Other","Male","140","[c]","34820","31220"
"Leaver Dept.","2023","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Female","1280","[c]","44540","40050"
"Leaver Dept.","2023","Policy","Male","955","[c]","45910","40830"
"Leaver Dept.","2023","Project Delivery","Female","325","[c]","41020","37300"
"Leaver Dept.","2023","Project Delivery","Male","255","[c]","40510","38040"
"Leaver Dept.","2023","Property","Female","45","[c]","36780","36440"
"Leaver Dept.","2023","Property","Male","70","[c]","39430","36050"
"Leaver Dept.","2023","Psychology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","Female","65","[c]","36790","34280"
"Leaver Dept.","2023","Science and Engineering","Male","65","[c]","40230","38070"
"Leaver Dept.","2023","Security","Female","40","[c]","35640","35760"
"Leaver Dept.","2023","Security","Male","75","[c]","31770","27500"
"Leaver Dept.","2023","Social Research","Female","70","[c]","42020","41880"
"Leaver Dept.","2023","Social Research","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","Female","100","[c]","37000","33250"
"Leaver Dept.","2023","Statistics","Male","85","[c]","39530","34250"
"Leaver Dept.","2023","Tax","Female","135","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","Male","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Female","1430","[c]","41830","35650"
"Leaver Dept.","2023","Unknown","Male","1090","[c]","43980","36790"
"Leaver Dept.","2023","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Female","370","[c]","36790","32500"
"New entrant CS","2023","Commercial","Male","300","[c]","39390","33500"
"New entrant CS","2023","Communications","Female","355","[c]","37110","35410"
"New entrant CS","2023","Communications","Male","195","[c]","38120","35410"
"New entrant CS","2023","Corporate Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Female","285","[c]","27650","26620"
"New entrant CS","2023","Counter Fraud","Male","250","[c]","28350","27650"
"New entrant CS","2023","Digital, Data and Technology","Female","990","[c]","39060","37300"
"New entrant CS","2023","Digital, Data and Technology","Male","1865","[c]","41310","37600"
"New entrant CS","2023","Economics","Female","140","[c]","33840","32970"
"New entrant CS","2023","Economics","Male","240","[c]","33760","33000"
"New entrant CS","2023","Finance","Female","430","[c]","33710","28840"
"New entrant CS","2023","Finance","Male","350","[c]","34150","30320"
"New entrant CS","2023","Geography","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Geography","Male","30","[c]","28200","27610"
"New entrant CS","2023","Human Resources","Female","780","[c]","32970","28620"
"New entrant CS","2023","Human Resources","Male","420","[c]","32210","29660"
"New entrant CS","2023","Inspector of Education and Training","Female","230","[c]","57970","52750"
"New entrant CS","2023","Inspector of Education and Training","Male","85","[c]","66490","72470"
"New entrant CS","2023","Intelligence Analysis","Female","70","[c]","28670","27890"
"New entrant CS","2023","Intelligence Analysis","Male","90","[c]","30990","29450"
"New entrant CS","2023","Internal Audit","Female","30","[c]","42440","39200"
"New entrant CS","2023","Internal Audit","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","Female","235","[c]","39610","39400"
"New entrant CS","2023","International Trade","Male","260","[c]","42410","41550"
"New entrant CS","2023","Knowledge and Information Management","Female","120","[c]","31320","28080"
"New entrant CS","2023","Knowledge and Information Management","Male","80","[c]","31240","31070"
"New entrant CS","2023","Legal","Female","565","[c]","44120","45230"
"New entrant CS","2023","Legal","Male","280","[c]","45550","49050"
"New entrant CS","2023","Medicine","Female","250","[c]","48590","40590"
"New entrant CS","2023","Medicine","Male","85","[c]","64600","45770"
"New entrant CS","2023","Operational Delivery","Female","18305","[c]","25250","23640"
"New entrant CS","2023","Operational Delivery","Male","14210","[c]","26610","25750"
"New entrant CS","2023","Operational Research","Female","95","[c]","29300","24850"
"New entrant CS","2023","Operational Research","Male","120","[c]","30770","28360"
"New entrant CS","2023","Other","Female","875","[c]","26940","22400"
"New entrant CS","2023","Other","Male","850","[c]","27410","22220"
"New entrant CS","2023","Planning","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","Female","45","[c]","45680","43740"
"New entrant CS","2023","Planning Inspectors","Male","40","[c]","51920","43740"
"New entrant CS","2023","Policy","Female","1240","[c]","36920","33830"
"New entrant CS","2023","Policy","Male","895","[c]","38530","34410"
"New entrant CS","2023","Project Delivery","Female","770","[c]","35940","33830"
"New entrant CS","2023","Project Delivery","Male","675","[c]","39970","36000"
"New entrant CS","2023","Property","Female","280","[c]","31840","27940"
"New entrant CS","2023","Property","Male","400","[c]","34210","31610"
"New entrant CS","2023","Psychology","Female","145","[c]","30910","28480"
"New entrant CS","2023","Psychology","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Science and Engineering","Female","525","[c]","31990","28840"
"New entrant CS","2023","Science and Engineering","Male","1005","[c]","33960","31430"
"New entrant CS","2023","Security","Female","185","[c]","29520","27500"
"New entrant CS","2023","Security","Male","635","[c]","30710","27500"
"New entrant CS","2023","Social Research","Female","160","[c]","35550","34400"
"New entrant CS","2023","Social Research","Male","65","[c]","35180","32560"
"New entrant CS","2023","Statistics","Female","170","[c]","31350","29190"
"New entrant CS","2023","Statistics","Male","205","[c]","32100","30670"
"New entrant CS","2023","Tax","Female","125","[c]","34920","34400"
"New entrant CS","2023","Tax","Male","115","[c]","35390","34400"
"New entrant CS","2023","Unknown","Female","2910","[c]","31780","29100"
"New entrant CS","2023","Unknown","Male","2200","[c]","33110","29100"
"New entrant CS","2023","Veterinarian","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","Male","15","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
