"Status","Year","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","SEO/HEO","55","55","35810","35000"
"In post","2023","Attorney General's Departments","Wales","AA/AO","85","75","22950","22870"
"In post","2023","Attorney General's Departments","Wales","EO","75","70","27760","27150"
"In post","2023","Attorney General's Departments","Wales","G6/G7","195","180","55700","55290"
"In post","2023","Attorney General's Departments","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","SEO/HEO","75","75","36220","38350"
"In post","2023","Attorney General's Departments","West Midlands (England)","AA/AO","135","125","22830","22870"
"In post","2023","Attorney General's Departments","West Midlands (England)","EO","125","125","27740","26930"
"In post","2023","Attorney General's Departments","West Midlands (England)","G6/G7","285","265","56330","55290"
"In post","2023","Attorney General's Departments","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","SEO/HEO","85","80","35650","35000"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","AA/AO","175","155","22690","22870"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","EO","210","195","27740","27190"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","G6/G7","455","425","57130","56450"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","SCS level","15","15","88170","86300"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","195","185","36290","35000"
"In post","2023","Cabinet Office","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","G6/G7","40","40","62780","57650"
"In post","2023","Cabinet Office","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","SEO/HEO","40","40","34180","32960"
"In post","2023","Cabinet Office","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","EO","20","15","26710","26410"
"In post","2023","Cabinet Office","East of England","G6/G7","90","85","60910","58130"
"In post","2023","Cabinet Office","East of England","SCS level","15","10","103300","106720"
"In post","2023","Cabinet Office","East of England","SEO/HEO","125","120","36740","38400"
"In post","2023","Cabinet Office","London","AA/AO","100","100","25330","25280"
"In post","2023","Cabinet Office","London","EO","355","345","28810","28370"
"In post","2023","Cabinet Office","London","G6/G7","2280","2240","62040","59050"
"In post","2023","Cabinet Office","London","SCS level","525","515","103100","95070"
"In post","2023","Cabinet Office","London","SEO/HEO","2320","2300","34910","34020"
"In post","2023","Cabinet Office","North East (England)","AA/AO","125","110","21720","21720"
"In post","2023","Cabinet Office","North East (England)","EO","80","75","25350","24860"
"In post","2023","Cabinet Office","North East (England)","G6/G7","55","55","61330","56000"
"In post","2023","Cabinet Office","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","SEO/HEO","150","150","33750","33020"
"In post","2023","Cabinet Office","North West (England)","AA/AO","20","15","21620","21830"
"In post","2023","Cabinet Office","North West (England)","EO","80","80","26070","26410"
"In post","2023","Cabinet Office","North West (England)","G6/G7","415","410","59950","56000"
"In post","2023","Cabinet Office","North West (England)","SCS level","35","35","96690","93380"
"In post","2023","Cabinet Office","North West (England)","SEO/HEO","505","495","35300","33980"
"In post","2023","Cabinet Office","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","AA/AO","50","50","21700","21720"
"In post","2023","Cabinet Office","Scotland","EO","60","55","25160","24610"
"In post","2023","Cabinet Office","Scotland","G6/G7","135","130","61270","61710"
"In post","2023","Cabinet Office","Scotland","SCS level","20","20","89900","86700"
"In post","2023","Cabinet Office","Scotland","SEO/HEO","235","230","33950","33020"
"In post","2023","Cabinet Office","South East (England)","AA/AO","25","25","22100","21830"
"In post","2023","Cabinet Office","South East (England)","EO","10","10","27920","28370"
"In post","2023","Cabinet Office","South East (England)","G6/G7","75","75","68720","66530"
"In post","2023","Cabinet Office","South East (England)","SCS level","15","15","112450","112720"
"In post","2023","Cabinet Office","South East (England)","SEO/HEO","100","95","34940","34320"
"In post","2023","Cabinet Office","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","EO","10","10","26050","26300"
"In post","2023","Cabinet Office","South West (England)","G6/G7","180","175","61370","56430"
"In post","2023","Cabinet Office","South West (England)","SCS level","35","35","111600","108020"
"In post","2023","Cabinet Office","South West (England)","SEO/HEO","120","120","34470","34320"
"In post","2023","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","EO","50","50","25130","24610"
"In post","2023","Cabinet Office","Unknown","G6/G7","50","50","58430","56430"
"In post","2023","Cabinet Office","Unknown","SCS level","10","10","105150","86840"
"In post","2023","Cabinet Office","Unknown","SEO/HEO","65","60","35370","35240"
"In post","2023","Cabinet Office","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wales","EO","15","15","26040","26410"
"In post","2023","Cabinet Office","Wales","G6/G7","60","60","56160","52990"
"In post","2023","Cabinet Office","Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Wales","SEO/HEO","140","140","34500","32640"
"In post","2023","Cabinet Office","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","EO","20","20","25310","24820"
"In post","2023","Cabinet Office","West Midlands (England)","G6/G7","135","135","62680","63220"
"In post","2023","Cabinet Office","West Midlands (England)","SCS level","35","35","117160","109810"
"In post","2023","Cabinet Office","West Midlands (England)","SEO/HEO","120","120","33800","32960"
"In post","2023","Cabinet Office","Yorkshire and The Humber","AA/AO","100","90","21800","21830"
"In post","2023","Cabinet Office","Yorkshire and The Humber","EO","165","155","25930","25970"
"In post","2023","Cabinet Office","Yorkshire and The Humber","G6/G7","330","320","60150","56140"
"In post","2023","Cabinet Office","Yorkshire and The Humber","SCS level","25","20","101010","91800"
"In post","2023","Cabinet Office","Yorkshire and The Humber","SEO/HEO","410","395","35010","34320"
"In post","2023","Chancellor's other departments","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","London","EO","40","40","30500","30090"
"In post","2023","Chancellor's other departments","London","G6/G7","180","170","78620","74000"
"In post","2023","Chancellor's other departments","London","SCS level","15","15","117210","112710"
"In post","2023","Chancellor's other departments","London","SEO/HEO","110","110","42690","43270"
"In post","2023","Chancellor's other departments","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","G6/G7","10","10","58810","61620"
"In post","2023","Chancellor's other departments","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","North West (England)","SEO/HEO","15","15","42630","43350"
"In post","2023","Chancellor's other departments","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Scotland","G6/G7","15","15","71120","70000"
"In post","2023","Chancellor's other departments","Scotland","SEO/HEO","10","10","41960","42140"
"In post","2023","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","G6/G7","30","30","57390","53180"
"In post","2023","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","SEO/HEO","40","40","34620","32150"
"In post","2023","Charity Commission","North West (England)","AA/AO","20","15","21500","21100"
"In post","2023","Charity Commission","North West (England)","EO","110","105","25600","25300"
"In post","2023","Charity Commission","North West (England)","G6/G7","45","40","56070","52240"
"In post","2023","Charity Commission","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","North West (England)","SEO/HEO","205","200","33590","30170"
"In post","2023","Charity Commission","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","EO","10","5","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","South West (England)","SEO/HEO","20","20","35870","38800"
"In post","2023","Charity Commission","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","AA/AO","25","25","23320","23200"
"In post","2023","Competition and Markets Authority","London","EO","55","55","28820","28760"
"In post","2023","Competition and Markets Authority","London","G6/G7","410","395","67630","66210"
"In post","2023","Competition and Markets Authority","London","SCS level","115","110","110610","102320"
"In post","2023","Competition and Markets Authority","London","SEO/HEO","190","185","38250","35920"
"In post","2023","Competition and Markets Authority","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","G6/G7","10","10","66510","70180"
"In post","2023","Competition and Markets Authority","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","G6/G7","35","35","66150","62740"
"In post","2023","Competition and Markets Authority","Scotland","SCS level","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Scotland","SEO/HEO","25","25","37530","34370"
"In post","2023","Competition and Markets Authority","Wales","G6/G7","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","AA/AO","30","25","21300","20790"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","55","50","25610","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G6/G7","15","15","56020","54540"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","130","125","36110","34910"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","AA/AO","30","25","22100","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","EO","15","15","25920","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","G6/G7","10","10","53040","52300"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","SEO/HEO","85","80","36380","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","AA/AO","130","120","25510","25810"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","EO","330","320","29530","28740"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","G6/G7","2655","2590","60250","58120"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","SCS level","330","315","85720","78220"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","2290","2255","40100","41060"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","AA/AO","20","20","21920","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","EO","65","60","25600","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","G6/G7","45","45","56990","53230"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","165","155","35520","34400"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","AA/AO","70","60","22110","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","EO","105","100","25530","25240"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","G6/G7","180","180","55920","53330"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","SCS level","15","15","92810","79800"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","465","450","36360","35560"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","AA/AO","10","10","23120","23240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","10","10","25870","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","20","20","35230","34580"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","25","25","36000","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","AA/AO","60","60","22190","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","EO","85","80","26000","25500"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","G6/G7","65","65","55960","51300"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","270","255","40590","35730"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","AA/AO","40","35","22180","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","EO","20","20","28000","26940"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","G6/G7","35","30","55210","54100"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","South East (England)","SEO/HEO","145","140","36980","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","AA/AO","170","165","20610","20660"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","EO","230","220","26020","26630"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","G6/G7","680","650","52040","48760"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","SCS level","15","15","102530","93140"
"In post","2023","Department for Business, Energy and Industrial Strategy","South West (England)","SEO/HEO","1125","1070","37360","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","AA/AO","635","565","22670","23100"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","EO","770","720","27150","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","G6/G7","550","525","60970","61980"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","SCS level","30","30","78610","75330"
"In post","2023","Department for Business, Energy and Industrial Strategy","Wales","SEO/HEO","1110","1065","39420","40680"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AA/AO","150","140","21910","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","110","105","26300","25500"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6/G7","165","160","54860","51150"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SCS level","10","10","88280","81350"
"In post","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO/HEO","410","400","36670","36770"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AA/AO","30","25","22040","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","EO","35","35","25720","25160"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","G6/G7","20","15","60800","57760"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SEO/HEO","120","110","37450","35190"
"In post","2023","Department for Digital, Culture, Media and Sport","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","London","EO","135","135","28420","27780"
"In post","2023","Department for Digital, Culture, Media and Sport","London","G6/G7","820","805","57790","55760"
"In post","2023","Department for Digital, Culture, Media and Sport","London","SCS level","110","105","87300","79000"
"In post","2023","Department for Digital, Culture, Media and Sport","London","SEO/HEO","570","560","37390","35620"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","G6/G7","10","10","52950","53030"
"In post","2023","Department for Digital, Culture, Media and Sport","North East (England)","SEO/HEO","15","15","34070","32640"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","EO","15","15","25190","24780"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","G6/G7","65","60","54310","53030"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","North West (England)","SEO/HEO","75","75","34300","33830"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Northern Ireland","SEO/HEO","10","10","34030","33130"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Scotland","SEO/HEO","10","10","35090","35620"
"In post","2023","Department for Digital, Culture, Media and Sport","South West (England)","G6/G7","15","15","53760","54130"
"In post","2023","Department for Digital, Culture, Media and Sport","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","G6/G7","10","10","52500","51900"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Education","East Midlands (England)","EO","45","40","26740","25900"
"In post","2023","Department for Education","East Midlands (England)","G6/G7","145","140","55370","52150"
"In post","2023","Department for Education","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Department for Education","East Midlands (England)","SEO/HEO","190","180","36190","37590"
"In post","2023","Department for Education","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East of England","G6/G7","60","60","58580","56040"
"In post","2023","Department for Education","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","East of England","SEO/HEO","30","30","36840","37590"
"In post","2023","Department for Education","London","AA/AO","25","25","25040","25120"
"In post","2023","Department for Education","London","EO","185","185","30310","30560"
"In post","2023","Department for Education","London","G6/G7","1125","1075","60470","56040"
"In post","2023","Department for Education","London","SCS level","180","170","86310","77470"
"In post","2023","Department for Education","London","SEO/HEO","885","855","40230","41440"
"In post","2023","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","North East (England)","AA/AO","30","25","21960","22020"
"In post","2023","Department for Education","North East (England)","EO","115","110","26520","26940"
"In post","2023","Department for Education","North East (England)","G6/G7","260","255","54750","51880"
"In post","2023","Department for Education","North East (England)","SCS level","15","15","80870","76510"
"In post","2023","Department for Education","North East (England)","SEO/HEO","515","495","35880","37590"
"In post","2023","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","North West (England)","AA/AO","15","15","22040","22020"
"In post","2023","Department for Education","North West (England)","EO","115","110","26520","25900"
"In post","2023","Department for Education","North West (England)","G6/G7","440","430","55110","51860"
"In post","2023","Department for Education","North West (England)","SCS level","20","20","81650","76510"
"In post","2023","Department for Education","North West (England)","SEO/HEO","645","630","35360","37590"
"In post","2023","Department for Education","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Education","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Education","South East (England)","G6/G7","45","45","63550","64000"
"In post","2023","Department for Education","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Education","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","South West (England)","EO","15","15","27890","25900"
"In post","2023","Department for Education","South West (England)","G6/G7","170","165","56670","51910"
"In post","2023","Department for Education","South West (England)","SCS level","10","10","90500","77900"
"In post","2023","Department for Education","South West (England)","SEO/HEO","175","170","36490","37590"
"In post","2023","Department for Education","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","West Midlands (England)","AA/AO","15","15","21900","22020"
"In post","2023","Department for Education","West Midlands (England)","EO","145","140","26560","26940"
"In post","2023","Department for Education","West Midlands (England)","G6/G7","470","460","55630","51990"
"In post","2023","Department for Education","West Midlands (England)","SCS level","25","25","83070","76510"
"In post","2023","Department for Education","West Midlands (England)","SEO/HEO","645","630","35570","37590"
"In post","2023","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Yorkshire and The Humber","AA/AO","10","10","[c]","[c]"
"In post","2023","Department for Education","Yorkshire and The Humber","EO","160","150","26560","26940"
"In post","2023","Department for Education","Yorkshire and The Humber","G6/G7","565","540","55730","52150"
"In post","2023","Department for Education","Yorkshire and The Humber","SCS level","40","35","82410","76510"
"In post","2023","Department for Education","Yorkshire and The Humber","SEO/HEO","910","865","36010","37590"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","AA/AO","50","50","22110","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","EO","70","70","25950","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","G6/G7","60","60","52880","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","SEO/HEO","135","135","34320","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","AA/AO","60","55","22030","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","EO","170","160","26390","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","G6/G7","185","175","52480","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","SEO/HEO","470","450","34510","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","London","AA/AO","60","55","25360","25340"
"In post","2023","Department for Environment, Food and Rural Affairs","London","EO","265","255","29310","29080"
"In post","2023","Department for Environment, Food and Rural Affairs","London","G6/G7","970","940","57720","54950"
