"Status","Year","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Darlington","205","195","37180","31560"
"In post","2023","Declared disabled","Derby","195","175","26890","25830"
"In post","2023","Declared disabled","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon CC","790","710","31590","28120"
"In post","2023","Declared disabled","Dorset","295","275","31660","30410"
"In post","2023","Declared disabled","Dudley","225","200","26680","27450"
"In post","2023","Declared disabled","Dumfries and Galloway","35","30","31200","28300"
"In post","2023","Declared disabled","Durham","670","595","29100","28080"
"In post","2023","Declared disabled","Ealing","85","80","34380","32520"
"In post","2023","Declared disabled","East Ayrshire and North Ayrshire mainland","115","100","27910","28120"
"In post","2023","Declared disabled","East Cumbria","160","145","30060","26550"
"In post","2023","Declared disabled","East Derbyshire","90","80","27730","28120"
"In post","2023","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","150","140","32250","29450"
"In post","2023","Declared disabled","East Kent","530","485","30570","27650"
"In post","2023","Declared disabled","East Lancashire","100","90","28880","28120"
"In post","2023","Declared disabled","East Lothian and Midlothian","30","30","28990","28120"
"In post","2023","Declared disabled","East Merseyside","210","185","28530","28120"
"In post","2023","Declared disabled","East Riding of Yorkshire","210","200","31020","28480"
"In post","2023","Declared disabled","East Surrey","125","115","34120","32840"
"In post","2023","Declared disabled","East Sussex CC","345","300","26970","28120"
"In post","2023","Declared disabled","Enfield","55","50","34370","32520"
"In post","2023","Declared disabled","Essex Haven Gateway","125","110","31600","31280"
"In post","2023","Declared disabled","Essex Thames Gateway","180","160","29420","31280"
"In post","2023","Declared disabled","Falkirk","220","190","28770","28120"
"In post","2023","Declared disabled","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Flintshire and Wrexham","285","265","29420","28120"
"In post","2023","Declared disabled","Glasgow City","1775","1615","31630","28120"
"In post","2023","Declared disabled","Gloucestershire CC","185","170","30190","28120"
"In post","2023","Declared disabled","Greater Manchester North East","185","165","29760","28120"
"In post","2023","Declared disabled","Greater Manchester North West","375","330","27120","25700"
"In post","2023","Declared disabled","Greater Manchester South East","185","170","26680","26370"
"In post","2023","Declared disabled","Greater Manchester South West","1010","940","34170","29730"
"In post","2023","Declared disabled","Gwent Valleys","135","120","28580","28120"
"In post","2023","Declared disabled","Gwynedd","115","110","27570","28120"
"In post","2023","Declared disabled","Hackney and Newham","740","690","41670","38710"
"In post","2023","Declared disabled","Haringey and Islington","240","230","34200","32520"
"In post","2023","Declared disabled","Harrow and Hillingdon","345","310","32760","31230"
"In post","2023","Declared disabled","Hartlepool and Stockton-on-Tees","215","195","30470","28120"
"In post","2023","Declared disabled","Heart of Essex","145","135","33420","30320"
"In post","2023","Declared disabled","Herefordshire, County of","45","40","31190","28120"
"In post","2023","Declared disabled","Hertfordshire CC","360","330","34970","31560"
"In post","2023","Declared disabled","Hounslow and Richmond upon Thames","290","270","34810","32520"
"In post","2023","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","125","105","30450","28120"
"In post","2023","Declared disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","125","115","30500","28120"
"In post","2023","Declared disabled","Isle of Anglesey","30","30","27630","28120"
"In post","2023","Declared disabled","Isle of Wight","145","130","29210","28120"
"In post","2023","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","95","85","33290","32520"
"In post","2023","Declared disabled","Kent Thames Gateway","205","190","31630","31280"
"In post","2023","Declared disabled","Kingston upon Hull, City of","290","250","28360","28080"
"In post","2023","Declared disabled","Lambeth","225","215","38630","33800"
"In post","2023","Declared disabled","Lancaster and Wyre","150","135","29540","27470"
"In post","2023","Declared disabled","Leeds","1485","1385","35090","31290"
"In post","2023","Declared disabled","Leicester","345","315","27190","25830"
"In post","2023","Declared disabled","Leicestershire CC and Rutland","245","220","30260","28120"
"In post","2023","Declared disabled","Lewisham and Southwark","185","175","34180","32520"
"In post","2023","Declared disabled","Lincolnshire CC","480","440","29890","28120"
"In post","2023","Declared disabled","Lisburn and Castlereagh","40","40","29580","27550"
"In post","2023","Declared disabled","Liverpool","1475","1340","31620","28120"
"In post","2023","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","25","25","[c]","[c]"
"In post","2023","Declared disabled","Luton","90","80","28880","28120"
"In post","2023","Declared disabled","Manchester","975","920","35880","32110"
"In post","2023","Declared disabled","Medway","180","170","32200","31280"
"In post","2023","Declared disabled","Merton, Kingston upon Thames and Sutton","80","75","33290","32520"
"In post","2023","Declared disabled","Mid Kent","160","150","32440","31280"
"In post","2023","Declared disabled","Mid Lancashire","910","805","28330","27770"
"In post","2023","Declared disabled","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Milton Keynes","235","220","32880","29050"
"In post","2023","Declared disabled","Monmouthshire and Newport","515","480","34490","31560"
"In post","2023","Declared disabled","Na h-Eileanan Siar","15","10","[c]","[c]"
"In post","2023","Declared disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North Hampshire","130","120","31110","28120"
"In post","2023","Declared disabled","North Lanarkshire","210","185","27810","28120"
"In post","2023","Declared disabled","North Northamptonshire","120","105","27330","28120"
"In post","2023","Declared disabled","North Nottinghamshire","180","165","30320","28120"
"In post","2023","Declared disabled","North Yorkshire CC","205","185","32100","28120"
"In post","2023","Declared disabled","North and North East Lincolnshire","135","120","27860","28120"
"In post","2023","Declared disabled","North and West Norfolk","140","130","30340","29470"
"In post","2023","Declared disabled","Northumberland","75","65","29630","28120"
"In post","2023","Declared disabled","Norwich and East Norfolk","310","275","29850","28120"
"In post","2023","Declared disabled","Nottingham","1205","1115","32370","28130"
"In post","2023","Declared disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","185","185","49120","44760"
"In post","2023","Declared disabled","Oxfordshire CC","305","290","34460","31920"
"In post","2023","Declared disabled","Perth and Kinross, and Stirling","140","130","33430","31940"
"In post","2023","Declared disabled","Peterborough","240","215","29630","27400"
"In post","2023","Declared disabled","Plymouth","380","345","30730","28120"
"In post","2023","Declared disabled","Portsmouth","455","415","31440","28120"
"In post","2023","Declared disabled","Powys","55","50","30890","27470"
"In post","2023","Declared disabled","Redbridge and Waltham Forest","265","240","30420","30560"
"In post","2023","Declared disabled","Sandwell","70","65","29620","28120"
"In post","2023","Declared disabled","Scottish Borders","40","35","32500","27930"
"In post","2023","Declared disabled","Sefton","565","515","30440","28120"
"In post","2023","Declared disabled","Sheffield","985","895","34540","31200"
"In post","2023","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Shropshire","160","150","31390","28480"
"In post","2023","Declared disabled","Solihull","115","110","31110","28120"
"In post","2023","Declared disabled","Somerset CC","310","285","32550","28120"
"In post","2023","Declared disabled","South Ayrshire","35","30","29090","28120"
"In post","2023","Declared disabled","South Hampshire","505","435","32120","28200"
"In post","2023","Declared disabled","South Lanarkshire","270","235","30310","28120"
"In post","2023","Declared disabled","South Nottinghamshire","135","125","32870","30320"
"In post","2023","Declared disabled","South Teesside","335","290","27010","28120"
"In post","2023","Declared disabled","South West Wales","225","200","30700","28120"
"In post","2023","Declared disabled","South and West Derbyshire","170","150","34070","29150"
"In post","2023","Declared disabled","Southampton","155","140","30730","28120"
"In post","2023","Declared disabled","Southend-on-Sea","90","80","31150","31280"
"In post","2023","Declared disabled","Staffordshire CC","540","500","32990","29730"
"In post","2023","Declared disabled","Stoke-on-Trent","225","205","27890","25790"
"In post","2023","Declared disabled","Suffolk CC","495","450","30120","28120"
"In post","2023","Declared disabled","Sunderland","565","475","26930","24110"
"In post","2023","Declared disabled","Swansea","1030","880","26680","22500"
"In post","2023","Declared disabled","Swindon","85","80","29990","28120"
"In post","2023","Declared disabled","Telford and Wrekin","310","285","34370","28130"
"In post","2023","Declared disabled","Thurrock","45","40","29320","31280"
"In post","2023","Declared disabled","Torbay","65","55","27650","28120"
"In post","2023","Declared disabled","Tower Hamlets","595","575","46710","41910"
"In post","2023","Declared disabled","Tyneside","2245","2015","30390","28120"
"In post","2023","Declared disabled","Unknown","120","110","34170","28120"
"In post","2023","Declared disabled","Wakefield","210","190","32130","28880"
"In post","2023","Declared disabled","Walsall","75","65","27100","28120"
"In post","2023","Declared disabled","Wandsworth","115","105","33700","32520"
"In post","2023","Declared disabled","Warrington","270","245","33390","31760"
"In post","2023","Declared disabled","Warwickshire CC","180","160","29830","28120"
"In post","2023","Declared disabled","West Cumbria","200","180","28900","25920"
"In post","2023","Declared disabled","West Essex","65","60","31350","31280"
"In post","2023","Declared disabled","West Kent","25","25","[c]","[c]"
"In post","2023","Declared disabled","West Lothian","60","55","34410","28120"
"In post","2023","Declared disabled","West Northamptonshire","170","155","28560","28120"
"In post","2023","Declared disabled","West Surrey","300","280","34790","31280"
"In post","2023","Declared disabled","West Sussex (North East)","90","80","31500","28270"
"In post","2023","Declared disabled","West Sussex (South West)","190","170","32420","28130"
"In post","2023","Declared disabled","Westminster","5385","5225","48120","43650"
"In post","2023","Declared disabled","Wiltshire","1025","980","39020","38070"
"In post","2023","Declared disabled","Wirral","465","395","26530","23390"
"In post","2023","Declared disabled","Wolverhampton","230","205","27820","28120"
"In post","2023","Declared disabled","Worcestershire CC","315","290","30180","28120"
"In post","2023","Declared disabled","York","400","380","33710","30320"
"In post","2023","Declared non-disabled","Aberdeen City and Aberdeenshire","1065","990","40690","33390"
"In post","2023","Declared non-disabled","Angus and Dundee City","1270","1195","30060","28120"
"In post","2023","Declared non-disabled","Antrim and Newtownabbey","120","115","27240","22970"
"In post","2023","Declared non-disabled","Ards and North Down","130","125","28190","22500"
"In post","2023","Declared non-disabled","Armagh City, Banbridge and Craigavon","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Barking & Dagenham and Havering","460","420","33270","32520"
"In post","2023","Declared non-disabled","Barnet","990","940","40350","33330"
"In post","2023","Declared non-disabled","Barnsley, Doncaster and Rotherham","2100","1880","29830","28120"
"In post","2023","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","9290","8885","41260","38790"
"In post","2023","Declared non-disabled","Bedford","590","555","32310","30880"
"In post","2023","Declared non-disabled","Belfast","1915","1805","32840","28130"
"In post","2023","Declared non-disabled","Berkshire","1620","1530","36590","32540"
"In post","2023","Declared non-disabled","Bexley and Greenwich","1095","1040","34900","33050"
"In post","2023","Declared non-disabled","Birmingham","8475","7950","33660","28130"
"In post","2023","Declared non-disabled","Blackburn with Darwen","275","250","29580","28120"
"In post","2023","Declared non-disabled","Blackpool","4050","3730","32030","28120"
"In post","2023","Declared non-disabled","Bournemouth, Christchurch and Poole","515","470","30060","28120"
"In post","2023","Declared non-disabled","Bradford","1780","1590","27660","26140"
"In post","2023","Declared non-disabled","Breckland and South Norfolk","395","370","32770","29890"
"In post","2023","Declared non-disabled","Brent","380","345","33210","32520"
"In post","2023","Declared non-disabled","Bridgend and Neath Port Talbot","520","470","28860","28120"
"In post","2023","Declared non-disabled","Brighton and Hove","430","390","35320","29050"
"In post","2023","Declared non-disabled","Bristol, City of","4465","4185","37710","34230"
"In post","2023","Declared non-disabled","Bromley","430","390","32990","32520"
"In post","2023","Declared non-disabled","Buckinghamshire","1110","1050","35280","32380"
"In post","2023","Declared non-disabled","Caithness and Sutherland, and Ross and Cromarty","155","145","31900","29560"
"In post","2023","Declared non-disabled","Calderdale and Kirklees","735","655","30230","28120"
"In post","2023","Declared non-disabled","Cambridgeshire CC","2105","2015","35740","33340"
"In post","2023","Declared non-disabled","Camden and City of London","1090","1040","39650","30620"
"In post","2023","Declared non-disabled","Cardiff and Vale of Glamorgan","8475","8010","38150","34520"
"In post","2023","Declared non-disabled","Causeway Coast and Glens","50","50","24590","22130"
"In post","2023","Declared non-disabled","Central Bedfordshire","300","290","32930","30120"
"In post","2023","Declared non-disabled","Central Hampshire","2735","2630","39800","36920"
"In post","2023","Declared non-disabled","Central Valleys","2375","2205","32720","28120"
"In post","2023","Declared non-disabled","Cheshire East","845","795","33660","29050"
"In post","2023","Declared non-disabled","Cheshire West and Chester","365","340","30140","28120"
"In post","2023","Declared non-disabled","Chorley and West Lancashire","995","925","32850","30440"
"In post","2023","Declared non-disabled","City of Edinburgh","7495","7175","42910","38330"
"In post","2023","Declared non-disabled","Clackmannanshire and Fife","580","540","33180","28120"
"In post","2023","Declared non-disabled","Conwy and Denbighshire","555","520","38090","34520"
"In post","2023","Declared non-disabled","Cornwall and Isles of Scilly","1170","1070","29120","28120"
"In post","2023","Declared non-disabled","Coventry","1710","1610","39620","37590"
"In post","2023","Declared non-disabled","Croydon","6865","6510","42000","37140"
"In post","2023","Declared non-disabled","Darlington","1080","1035","39510","37590"
"In post","2023","Declared non-disabled","Derby","775","690","28640","28120"
"In post","2023","Declared non-disabled","Derry City and Strabane","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Devon CC","4295","3965","35210","32730"
"In post","2023","Declared non-disabled","Dorset","1440","1345","31790","29890"
"In post","2023","Declared non-disabled","Dudley","910","790","26780","27490"
"In post","2023","Declared non-disabled","Dumfries and Galloway","340","315","32200","29560"
"In post","2023","Declared non-disabled","Durham","3785","3430","30190","28120"
"In post","2023","Declared non-disabled","Ealing","305","285","34150","32520"
"In post","2023","Declared non-disabled","East Ayrshire and North Ayrshire mainland","755","690","29030","28120"
"In post","2023","Declared non-disabled","East Cumbria","745","690","30060","25920"
"In post","2023","Declared non-disabled","East Derbyshire","260","230","29990","28120"
"In post","2023","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","1220","1165","33510","28560"
"In post","2023","Declared non-disabled","East Kent","2995","2770","30390","27650"
"In post","2023","Declared non-disabled","East Lancashire","300","275","29770","28120"
"In post","2023","Declared non-disabled","East Lothian and Midlothian","90","80","32350","28120"
"In post","2023","Declared non-disabled","East Merseyside","770","690","30200","28120"
"In post","2023","Declared non-disabled","East Riding of Yorkshire","1390","1300","31690","29570"
"In post","2023","Declared non-disabled","East Surrey","670","635","36460","35490"
"In post","2023","Declared non-disabled","East Sussex CC","1380","1245","29680","28120"
"In post","2023","Declared non-disabled","Enfield","220","200","33880","32520"
"In post","2023","Declared non-disabled","Essex Haven Gateway","620","580","32850","31280"
"In post","2023","Declared non-disabled","Essex Thames Gateway","655","590","29780","30810"
"In post","2023","Declared non-disabled","Falkirk","925","800","28390","28120"
"In post","2023","Declared non-disabled","Fermanagh and Omagh","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Flintshire and Wrexham","1565","1485","30410","28480"
"In post","2023","Declared non-disabled","Glasgow City","9390","8795","35270","29730"
"In post","2023","Declared non-disabled","Gloucestershire CC","905","820","33070","28120"
"In post","2023","Declared non-disabled","Greater Manchester North East","705","660","30650","28120"
"In post","2023","Declared non-disabled","Greater Manchester North West","1520","1385","27450","28120"
"In post","2023","Declared non-disabled","Greater Manchester South East","725","660","27540","25300"
"In post","2023","Declared non-disabled","Greater Manchester South West","6040","5745","35930","34400"
"In post","2023","Declared non-disabled","Gwent Valleys","530","490","34600","28120"
"In post","2023","Declared non-disabled","Gwynedd","610","560","28270","25920"
"In post","2023","Declared non-disabled","Hackney and Newham","4345","4115","43450","39450"
"In post","2023","Declared non-disabled","Haringey and Islington","940","885","34240","32520"
"In post","2023","Declared non-disabled","Harrow and Hillingdon","2305","2090","33300","30930"
"In post","2023","Declared non-disabled","Hartlepool and Stockton-on-Tees","940","880","30530","28880"
"In post","2023","Declared non-disabled","Heart of Essex","810","765","34560","31270"
"In post","2023","Declared non-disabled","Herefordshire, County of","285","275","30710","28090"
"In post","2023","Declared non-disabled","Hertfordshire CC","1810","1690","37350","32520"
"In post","2023","Declared non-disabled","Hounslow and Richmond upon Thames","1815","1720","35360","33730"
"In post","2023","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","600","540","31600","28120"
"In post","2023","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","790","745","32020","28120"
"In post","2023","Declared non-disabled","Isle of Anglesey","165","150","30880","28120"
"In post","2023","Declared non-disabled","Isle of Wight","575","535","29590","28480"
"In post","2023","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","580","555","34990","33800"
"In post","2023","Declared non-disabled","Kent Thames Gateway","940","885","32550","31890"
"In post","2023","Declared non-disabled","Kingston upon Hull, City of","1500","1355","30340","28120"
"In post","2023","Declared non-disabled","Lambeth","995","950","42290","38130"
"In post","2023","Declared non-disabled","Lancaster and Wyre","690","635","31810","28120"
"In post","2023","Declared non-disabled","Leeds","8670","8170","37430","34170"
"In post","2023","Declared non-disabled","Leicester","1675","1525","29220","28120"
"In post","2023","Declared non-disabled","Leicestershire CC and Rutland","1320","1230","31930","28880"
"In post","2023","Declared non-disabled","Lewisham and Southwark","740","700","35630","32520"
"In post","2023","Declared non-disabled","Lincolnshire CC","2020","1900","31080","28120"
"In post","2023","Declared non-disabled","Lisburn and Castlereagh","295","280","30460","26300"
"In post","2023","Declared non-disabled","Liverpool","8825","8260","32150","28120"
"In post","2023","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","235","220","31600","29560"
"In post","2023","Declared non-disabled","Luton","375","330","28890","27650"
"In post","2023","Declared non-disabled","Manchester","4980","4760","37330","32920"
"In post","2023","Declared non-disabled","Medway","910","860","33050","31280"
"In post","2023","Declared non-disabled","Merton, Kingston upon Thames and Sutton","425","395","34560","32520"
"In post","2023","Declared non-disabled","Mid Kent","645","610","32380","31280"
"In post","2023","Declared non-disabled","Mid Lancashire","3745","3390","30540","28120"
"In post","2023","Declared non-disabled","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mid and East Antrim","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Milton Keynes","1465","1400","36530","32390"
"In post","2023","Declared non-disabled","Monmouthshire and Newport","3600","3350","38090","32900"
"In post","2023","Declared non-disabled","Na h-Eileanan Siar","130","120","28220","27260"
"In post","2023","Declared non-disabled","Newry, Mourne and Down","45","45","24230","22130"
"In post","2023","Declared non-disabled","North Hampshire","680","640","36120","30260"
"In post","2023","Declared non-disabled","North Lanarkshire","1020","920","29060","28120"
"In post","2023","Declared non-disabled","North Northamptonshire","390","350","28010","27800"
"In post","2023","Declared non-disabled","North Nottinghamshire","705","660","33220","28880"
"In post","2023","Declared non-disabled","North Yorkshire CC","1320","1255","32920","28120"
"In post","2023","Declared non-disabled","North and North East Lincolnshire","625","560","28250","28120"
"In post","2023","Declared non-disabled","North and West Norfolk","680","630","30820","28880"
"In post","2023","Declared non-disabled","Northumberland","320","290","31520","28120"
"In post","2023","Declared non-disabled","Norwich and East Norfolk","1435","1310","31100","28120"
"In post","2023","Declared non-disabled","Nottingham","5695","5350","35030","31660"
"In post","2023","Declared non-disabled","Orkney Islands","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","1950","1945","51790","48980"
"In post","2023","Declared non-disabled","Oxfordshire CC","1605","1515","34150","31920"
"In post","2023","Declared non-disabled","Perth and Kinross, and Stirling","480","445","33560","30440"
"In post","2023","Declared non-disabled","Peterborough","1105","990","30840","28080"
"In post","2023","Declared non-disabled","Plymouth","2015","1860","34340","30810"
"In post","2023","Declared non-disabled","Portsmouth","2335","2195","34760","32160"
"In post","2023","Declared non-disabled","Powys","435","410","32760","28120"
"In post","2023","Declared non-disabled","Redbridge and Waltham Forest","1105","995","30980","30930"
"In post","2023","Declared non-disabled","Sandwell","310","285","29110","28120"
"In post","2023","Declared non-disabled","Scottish Borders","265","245","34290","30440"
"In post","2023","Declared non-disabled","Sefton","2965","2740","32920","28120"
"In post","2023","Declared non-disabled","Sheffield","5040","4640","36510","32160"
"In post","2023","Declared non-disabled","Shetland Islands","35","35","30280","29450"
"In post","2023","Declared non-disabled","Shropshire","830","790","31610","30440"
"In post","2023","Declared non-disabled","Solihull","700","635","31670","28120"
"In post","2023","Declared non-disabled","Somerset CC","1645","1535","33850","30310"
"In post","2023","Declared non-disabled","South Ayrshire","155","145","30780","28120"
"In post","2023","Declared non-disabled","South Hampshire","2290","2010","32860","28600"
"In post","2023","Declared non-disabled","South Lanarkshire","1775","1600","31800","28120"
"In post","2023","Declared non-disabled","South Nottinghamshire","700","660","35200","30940"
"In post","2023","Declared non-disabled","South Teesside","1050","945","28200","28120"
"In post","2023","Declared non-disabled","South West Wales","1185","1100","33540","29050"
"In post","2023","Declared non-disabled","South and West Derbyshire","890","815","36280","31510"
"In post","2023","Declared non-disabled","Southampton","815","765","35530","31350"
"In post","2023","Declared non-disabled","Southend-on-Sea","240","215","31390","31280"
"In post","2023","Declared non-disabled","Staffordshire CC","2970","2805","33760","30940"
"In post","2023","Declared non-disabled","Stoke-on-Trent","765","695","28690","25830"
"In post","2023","Declared non-disabled","Suffolk CC","2840","2655","31640","28480"
"In post","2023","Declared non-disabled","Sunderland","2575","2200","27560","22520"
"In post","2023","Declared non-disabled","Swansea","6420","5790","29540","26780"
"In post","2023","Declared non-disabled","Swindon","310","290","34080","28560"
"In post","2023","Declared non-disabled","Telford and Wrekin","1530","1435","38050","34850"
"In post","2023","Declared non-disabled","Thurrock","230","220","29210","27650"
"In post","2023","Declared non-disabled","Torbay","265","220","28350","28120"
"In post","2023","Declared non-disabled","Tower Hamlets","4130","4000","52500","50090"
"In post","2023","Declared non-disabled","Tyneside","12490","11555","33540","28130"
"In post","2023","Declared non-disabled","Unknown","590","560","35920","28880"
"In post","2023","Declared non-disabled","Wakefield","1190","1095","32750","30440"
"In post","2023","Declared non-disabled","Walsall","235","210","29430","28120"
"In post","2023","Declared non-disabled","Wandsworth","530","500","34310","33800"
"In post","2023","Declared non-disabled","Warrington","1245","1160","35360","32540"
"In post","2023","Declared non-disabled","Warwickshire CC","890","820","30030","28120"
"In post","2023","Declared non-disabled","West Cumbria","820","755","31310","28120"
"In post","2023","Declared non-disabled","West Essex","420","380","32630","31280"
"In post","2023","Declared non-disabled","West Kent","115","110","37870","32520"
"In post","2023","Declared non-disabled","West Lothian","295","275","36090","29450"
"In post","2023","Declared non-disabled","West Northamptonshire","725","665","30800","28120"
"In post","2023","Declared non-disabled","West Surrey","1625","1530","35420","31890"
"In post","2023","Declared non-disabled","West Sussex (North East)","830","740","32150","28530"
"In post","2023","Declared non-disabled","West Sussex (South West)","935","855","34670","29730"
"In post","2023","Declared non-disabled","Westminster","33715","32735","51690","52020"
"In post","2023","Declared non-disabled","Wiltshire","4645","4455","39530","37300"
"In post","2023","Declared non-disabled","Wirral","1510","1325","28440","28080"
"In post","2023","Declared non-disabled","Wolverhampton","985","875","28310","28120"
"In post","2023","Declared non-disabled","Worcestershire CC","1540","1445","31800","28880"
"In post","2023","Declared non-disabled","York","1815","1725","36480","33020"
"In post","2023","Undeclared","Aberdeen City and Aberdeenshire","50","50","45480","32950"
"In post","2023","Undeclared","Angus and Dundee City","75","70","27010","25710"
"In post","2023","Undeclared","Antrim and Newtownabbey","20","15","[c]","[c]"
"In post","2023","Undeclared","Ards and North Down","20","20","[c]","[c]"
"In post","2023","Undeclared","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Barking & Dagenham and Havering","25","25","[c]","[c]"
"In post","2023","Undeclared","Barnet","360","340","50460","44950"
"In post","2023","Undeclared","Barnsley, Doncaster and Rotherham","225","205","32670","31780"
"In post","2023","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","815","785","42420","41200"
"In post","2023","Undeclared","Bedford","60","55","33530","31270"
"In post","2023","Undeclared","Belfast","125","115","33620","34400"
"In post","2023","Undeclared","Berkshire","185","180","37380","34320"
"In post","2023","Undeclared","Bexley and Greenwich","175","165","35080","35300"
"In post","2023","Undeclared","Birmingham","720","680","35100","29050"
"In post","2023","Undeclared","Blackburn with Darwen","20","20","[c]","[c]"
"In post","2023","Undeclared","Blackpool","265","245","32190","28120"
"In post","2023","Undeclared","Bournemouth, Christchurch and Poole","30","30","31150","28120"
"In post","2023","Undeclared","Bradford","130","110","26060","22520"
"In post","2023","Undeclared","Breckland and South Norfolk","40","35","33130","31510"
"In post","2023","Undeclared","Brent","35","35","35890","32520"
"In post","2023","Undeclared","Bridgend and Neath Port Talbot","20","20","[c]","[c]"
"In post","2023","Undeclared","Brighton and Hove","40","35","36390","28830"
"In post","2023","Undeclared","Bristol, City of","450","420","38980","34970"
