"Status","Year","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Outside London","16670","16015","43340","41200"
"In post","2023","Project Delivery","Overseas","145","145","57760","56100"
"In post","2023","Project Delivery","Unknown","15","15","48980","50160"
"In post","2023","Property","London","1365","1315","44910","40180"
"In post","2023","Property","Outside London","7435","7100","35910","33830"
"In post","2023","Property","Overseas","65","65","48250","44680"
"In post","2023","Property","Unknown","45","45","47750","44860"
"In post","2023","Security","London","1735","1705","44550","40690"
"In post","2023","Security","Outside London","8085","7870","32590","28410"
"In post","2023","Security","Overseas","150","150","42370","39400"
"In post","2023","Security","Unknown","70","65","29510","24610"
"In post","2023","Unknown","London","1920","1875","42990","36620"
"In post","2023","Unknown","Outside London","27130","25940","41910","38330"
"In post","2023","Unknown","Overseas","65","65","60270","60080"
"In post","2023","Unknown","Unknown","1715","1715","41920","39880"
"Leaver CS","2023","Analysis","London","365","[c]","40260","33710"
"Leaver CS","2023","Analysis","Outside London","505","[c]","34570","31270"
"Leaver CS","2023","Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","230","[c]","59660","56000"
"Leaver CS","2023","Commercial","Outside London","405","[c]","44440","39540"
"Leaver CS","2023","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","300","[c]","45480","41450"
"Leaver CS","2023","Communications","Outside London","140","[c]","36360","33300"
"Leaver CS","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","225","[c]","38240","33100"
"Leaver CS","2023","Counter Fraud","Outside London","680","[c]","27560","27570"
"Leaver CS","2023","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","45","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","790","[c]","22560","21690"
"Leaver CS","2023","Debt","Unknown","15","[c]","24310","25110"
"Leaver CS","2023","Digital, Data & Technology","London","655","[c]","49750","48170"
"Leaver CS","2023","Digital, Data & Technology","Outside London","1540","[c]","40880","38470"
"Leaver CS","2023","Digital, Data & Technology","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","235","[c]","47880","43650"
"Leaver CS","2023","Finance","Outside London","620","[c]","38810","34300"
"Leaver CS","2023","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Outside London","200","[c]","23840","22150"
"Leaver CS","2023","Human Resources","London","280","[c]","47890","43370"
"Leaver CS","2023","Human Resources","Outside London","1160","[c]","31600","27760"
"Leaver CS","2023","Human Resources","Overseas","55","[c]","50410","48580"
"Leaver CS","2023","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","25","[c]","58400","51290"
"Leaver CS","2023","Internal Audit","Outside London","45","[c]","41220","39200"
"Leaver CS","2023","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","440","[c]","50340","52020"
"Leaver CS","2023","Legal","Outside London","450","[c]","41340","38760"
"Leaver CS","2023","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","London","6280","[c]","40330","33570"
"Leaver CS","2023","No function","Outside London","24320","[c]","28890","26410"
"Leaver CS","2023","No function","Overseas","35","[c]","52900","49800"
"Leaver CS","2023","No function","Unknown","100","[c]","28530","27570"
"Leaver CS","2023","Project Delivery","London","320","[c]","48580","42290"
"Leaver CS","2023","Project Delivery","Outside London","1050","[c]","41850","39550"
"Leaver CS","2023","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","120","[c]","43890","42910"
"Leaver CS","2023","Property","Outside London","560","[c]","33560","30020"
"Leaver CS","2023","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","105","[c]","38160","35650"
"Leaver CS","2023","Security","Outside London","815","[c]","31760","27500"
"Leaver CS","2023","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","910","[c]","45070","38790"
"Leaver CS","2023","Unknown","Outside London","1695","[c]","38840","33520"
"Leaver CS","2023","Unknown","Overseas","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","255","[c]","36600","33690"
"Leaver Dept.","2023","Analysis","London","345","[c]","42780","37250"
"Leaver Dept.","2023","Analysis","Outside London","210","[c]","38180","36910"
"Leaver Dept.","2023","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","85","[c]","42140","40380"
"Leaver Dept.","2023","Commercial","Outside London","200","[c]","38390","38940"
"Leaver Dept.","2023","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","225","[c]","42150","38610"
"Leaver Dept.","2023","Communications","Outside London","75","[c]","34250","31660"
"Leaver Dept.","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","100","[c]","35600","32520"
"Leaver Dept.","2023","Counter Fraud","Outside London","230","[c]","29090","28120"
"Leaver Dept.","2023","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Outside London","180","[c]","23340","21690"
"Leaver Dept.","2023","Digital, Data & Technology","London","240","[c]","47370","43650"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","500","[c]","38940","37410"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","195","[c]","48540","40140"
"Leaver Dept.","2023","Finance","Outside London","255","[c]","40530","35310"
"Leaver Dept.","2023","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","10","[c]","33260","32630"
"Leaver Dept.","2023","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","55","[c]","24360","22150"
"Leaver Dept.","2023","Human Resources","London","250","[c]","43350","37820"
"Leaver Dept.","2023","Human Resources","Outside London","505","[c]","34230","31980"
"Leaver Dept.","2023","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","15","[c]","43960","42520"
"Leaver Dept.","2023","Legal","London","175","[c]","48610","51250"
"Leaver Dept.","2023","Legal","Outside London","110","[c]","38370","30530"
"Leaver Dept.","2023","No function","London","3750","[c]","44520","40050"
"Leaver Dept.","2023","No function","Outside London","5220","[c]","29500","27570"
"Leaver Dept.","2023","No function","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","45","[c]","34260","31670"
"Leaver Dept.","2023","Project Delivery","London","225","[c]","41260","35620"
"Leaver Dept.","2023","Project Delivery","Outside London","310","[c]","39570","37590"
"Leaver Dept.","2023","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","35","[c]","49330","41780"
"Leaver Dept.","2023","Property","Outside London","170","[c]","33890","31460"
"Leaver Dept.","2023","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","85","[c]","39160","35620"
"Leaver Dept.","2023","Security","Outside London","130","[c]","30820","27500"
"Leaver Dept.","2023","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","795","[c]","37280","32000"
"Leaver Dept.","2023","Unknown","Outside London","455","[c]","38990","34170"
"Leaver Dept.","2023","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","55","[c]","35830","33040"
"New entrant CS","2023","Analysis","London","625","[c]","35470","34480"
"New entrant CS","2023","Analysis","Outside London","850","[c]","32140","31270"
"New entrant CS","2023","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","160","[c]","42600","35010"
"New entrant CS","2023","Commercial","Outside London","585","[c]","38200","32500"
"New entrant CS","2023","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","300","[c]","40370","37620"
"New entrant CS","2023","Communications","Outside London","265","[c]","35400","32800"
"New entrant CS","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","125","[c]","32860","32260"
"New entrant CS","2023","Counter Fraud","Outside London","530","[c]","27760","27650"
"New entrant CS","2023","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Debt","London","145","[c]","26890","26920"
"New entrant CS","2023","Debt","Outside London","1525","[c]","22350","22520"
"New entrant CS","2023","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","705","[c]","44610","40000"
"New entrant CS","2023","Digital, Data & Technology","Outside London","2485","[c]","37950","34400"
"New entrant CS","2023","Digital, Data & Technology","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","195","[c]","39930","36630"
"New entrant CS","2023","Finance","Outside London","645","[c]","31540","27140"
"New entrant CS","2023","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Outside London","405","[c]","22810","22150"
"New entrant CS","2023","Human Resources","London","195","[c]","36580","31290"
"New entrant CS","2023","Human Resources","Outside London","945","[c]","32120","28000"
"New entrant CS","2023","Human Resources","Overseas","20","[c]","45280","45690"
"New entrant CS","2023","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","20","[c]","45050","43160"
"New entrant CS","2023","Internal Audit","Outside London","35","[c]","44130","39200"
"New entrant CS","2023","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","London","595","[c]","39120","32300"
"New entrant CS","2023","Legal","Outside London","950","[c]","32590","26900"
"New entrant CS","2023","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","London","5695","[c]","34170","29750"
"New entrant CS","2023","No function","Outside London","30135","[c]","26740","23640"
"New entrant CS","2023","No function","Overseas","30","[c]","47550","46170"
"New entrant CS","2023","No function","Unknown","150","[c]","28500","25750"
"New entrant CS","2023","Project Delivery","London","410","[c]","40700","35010"
"New entrant CS","2023","Project Delivery","Outside London","1390","[c]","36230","33830"
"New entrant CS","2023","Property","London","115","[c]","38960","35720"
"New entrant CS","2023","Property","Outside London","795","[c]","31240","26020"
"New entrant CS","2023","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","85","[c]","37980","34850"
"New entrant CS","2023","Security","Outside London","865","[c]","29200","27500"
"New entrant CS","2023","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","20","[c]","24200","24330"
"New entrant CS","2023","Unknown","London","370","[c]","31810","28840"
"New entrant CS","2023","Unknown","Outside London","4175","[c]","31960","29100"
"New entrant CS","2023","Unknown","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","155","[c]","22870","17660"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
