"Status","Year","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","HM Land Registry","Male","30","30","[c]","[c]"
"In post","2023","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Female","1265","1210","35870","34370"
"In post","2023","Black","HM Revenue and Customs","Male","860","850","35770","34400"
"In post","2023","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Female","30","30","41480","38710"
"In post","2023","Black","HM Treasury","Male","20","20","[c]","[c]"
"In post","2023","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Female","1200","1115","34330","30330"
"In post","2023","Black","Home Office","Male","630","610","34360","30200"
"In post","2023","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Female","375","370","35790","33830"
"In post","2023","Black","Ministry of Defence","Male","380","375","35960","34000"
"In post","2023","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Female","2655","2520","31890","29660"
"In post","2023","Black","Ministry of Justice","Male","1765","1720","33120","32110"
"In post","2023","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Female","65","65","37950","38640"
"In post","2023","Black","National Crime Agency","Male","40","40","39050","38640"
"In post","2023","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Female","55","55","46750","47750"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Male","20","20","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","Female","55","55","43940","43410"
"In post","2023","Black","Office of Gas and Electricity Markets","Male","60","60","39870","36740"
"In post","2023","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Female","15","15","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Female","15","10","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government","Female","55","50","36360","33520"
"In post","2023","Black","Scottish Government","Male","50","50","40490","37060"
"In post","2023","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","Female","5","5","[c]","[c]"
"In post","2023","Black","The National Archives","Male","5","5","[c]","[c]"
"In post","2023","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","Female","35","35","44350","40000"
"In post","2023","Black","UK Export Finance","Male","15","15","[c]","[c]"
"In post","2023","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","Female","60","55","33490","31060"
"In post","2023","Black","UK Statistics Authority","Male","70","65","34050","31310"
"In post","2023","Black","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","Female","15","15","[c]","[c]"
"In post","2023","Black","Welsh Government","Male","5","5","[c]","[c]"
"In post","2023","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Attorney General's Departments","Female","225","205","44960","45230"
"In post","2023","Mixed","Attorney General's Departments","Male","115","110","47280","51270"
"In post","2023","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Cabinet Office","Female","210","205","43600","35650"
"In post","2023","Mixed","Cabinet Office","Male","140","140","46550","36260"
"In post","2023","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","Female","15","15","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","Male","20","20","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","Female","190","180","43750","41360"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","Male","175","175","45680","42260"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","Female","45","45","47110","47810"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","Male","40","40","48350","52760"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Education","Female","150","145","44100","41720"
"In post","2023","Mixed","Department for Education","Male","75","75","42960","38210"
"In post","2023","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","Female","160","150","36320","33830"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","Male","110","105","39760","37300"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","Female","60","55","45790","41570"
"In post","2023","Mixed","Department for International Trade","Male","50","50","51830","53970"
"In post","2023","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","Female","55","50","43380","40800"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","Male","45","45","47550","40800"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport","Female","120","115","36280","31800"
"In post","2023","Mixed","Department for Transport","Male","135","130","38740","35320"
"In post","2023","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Work and Pensions","Female","1030","925","29580","28120"
"In post","2023","Mixed","Department for Work and Pensions","Male","555","540","30670","28120"
"In post","2023","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care","Female","175","170","43520","41280"
"In post","2023","Mixed","Department of Health and Social Care","Male","80","80","52650","50830"
"In post","2023","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Female","20","20","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Male","20","20","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","Female","155","150","46920","40810"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","Male","125","125","49820","46200"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","Female","45","45","31420","28080"
"In post","2023","Mixed","HM Land Registry","Male","30","30","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Revenue and Customs","Female","550","515","35580","34370"
"In post","2023","Mixed","HM Revenue and Customs","Male","470","460","38480","34700"
"In post","2023","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Treasury","Female","55","55","47190","46200"
"In post","2023","Mixed","HM Treasury","Male","45","45","47360","52450"
"In post","2023","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Home Office","Female","435","405","35580","30200"
"In post","2023","Mixed","Home Office","Male","310","295","35070","30410"
"In post","2023","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Ministry of Defence","Female","325","305","38010","33990"
"In post","2023","Mixed","Ministry of Defence","Male","380","375","38740","34300"
"In post","2023","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Ministry of Justice","Female","1335","1255","32560","29890"
"In post","2023","Mixed","Ministry of Justice","Male","780","760","33980","32060"
"In post","2023","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Crime Agency","Female","60","60","39780","38640"
"In post","2023","Mixed","National Crime Agency","Male","50","50","42230","41910"
"In post","2023","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Female","20","15","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Female","35","35","43350","42580"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government","Female","100","95","42430","38330"
"In post","2023","Mixed","Scottish Government","Male","75","75","41760","37060"
"In post","2023","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Female","15","10","[c]","[c]"
"In post","2023","Mixed","The National Archives","Male","10","10","[c]","[c]"
"In post","2023","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Female","10","10","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Female","65","60","34010","31560"
"In post","2023","Mixed","UK Statistics Authority","Male","45","45","37230","33000"
"In post","2023","Mixed","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government","Female","40","35","44350","41700"
"In post","2023","Mixed","Welsh Government","Male","30","30","40880","32460"
"In post","2023","Mixed","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Departments","Female","65","60","43550","40800"
"In post","2023","Other ethnicity","Attorney General's Departments","Male","40","40","46750","44290"
"In post","2023","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office","Female","55","55","42850","38040"
"In post","2023","Other ethnicity","Cabinet Office","Male","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Chancellor's other departments","Male","5","5","[c]","[c]"
