"Status","Year","Age","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Human Resources","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Female","40","40","21370","20980"
"In post","2023","16-19","Legal","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Female","55","50","21090","22500"
"In post","2023","16-19","No function","Department for Transport","Male","35","30","21740","19000"
"In post","2023","16-19","No function","Department for Work and Pensions","Female","30","25","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Male","15","15","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Female","50","50","22890","22520"
"In post","2023","16-19","No function","HM Revenue and Customs","Male","50","50","23340","22520"
"In post","2023","16-19","No function","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Female","70","65","23590","22400"
"In post","2023","16-19","No function","Home Office","Male","60","55","23870","22400"
"In post","2023","16-19","No function","Ministry of Defence","Female","25","25","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Male","95","95","19190","18780"
"In post","2023","16-19","No function","Ministry of Justice","Female","200","195","25140","23230"
"In post","2023","16-19","No function","Ministry of Justice","Male","145","140","26210","27790"
"In post","2023","16-19","No function","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","16-19","No function","Scottish Government","Male","10","10","[c]","[c]"
"In post","2023","16-19","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","UK Statistics Authority","Male","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Ministry of Defence","Female","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","Ministry of Defence","Male","20","20","[c]","[c]"
"In post","2023","16-19","Project Delivery","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Foreign, Commonwealth and Development Office","Male","15","15","[c]","[c]"
"In post","2023","16-19","Property","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","HM Revenue and Customs","Male","20","20","[c]","[c]"
"In post","2023","16-19","Property","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Cabinet Office","Male","5","5","[c]","[c]"
"In post","2023","16-19","Security","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Ministry of Defence","Male","30","30","19570","17660"
"In post","2023","16-19","Unknown","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","Female","30","25","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","Male","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Welsh Government","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Welsh Government","Male","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Cabinet Office","Female","50","50","31120","30130"
"In post","2023","20-29","Analysis","Cabinet Office","Male","60","60","31700","30130"
"In post","2023","20-29","Analysis","Chancellor's other departments","Female","15","15","[c]","[c]"
"In post","2023","20-29","Analysis","Chancellor's other departments","Male","35","35","40640","37690"
"In post","2023","20-29","Analysis","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Competition and Markets Authority","Male","25","25","[c]","[c]"
"In post","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Female","65","65","35960","34670"
"In post","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Male","90","90","35930","34670"
"In post","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport","Female","30","30","44080","39620"
"In post","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport","Male","40","40","44690","39620"
"In post","2023","20-29","Analysis","Department for Education","Female","110","110","41880","43250"
"In post","2023","20-29","Analysis","Department for Education","Male","75","75","41280","40720"
"In post","2023","20-29","Analysis","Department for Environment, Food and Rural Affairs","Female","45","45","26960","25970"
"In post","2023","20-29","Analysis","Department for Environment, Food and Rural Affairs","Male","35","30","27650","26400"
"In post","2023","20-29","Analysis","Department for International Trade","Female","55","55","39120","35010"
"In post","2023","20-29","Analysis","Department for International Trade","Male","75","75","43900","41550"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities","Female","45","45","38780","34310"
"In post","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities","Male","70","70","43490","43200"
"In post","2023","20-29","Analysis","Department for Transport","Female","65","65","42480","39430"
"In post","2023","20-29","Analysis","Department for Transport","Male","105","100","41510","36070"
"In post","2023","20-29","Analysis","Department for Work and Pensions","Female","110","110","38090","38470"
"In post","2023","20-29","Analysis","Department for Work and Pensions","Male","110","110","37260","37380"
"In post","2023","20-29","Analysis","Department of Health and Social Care","Female","45","45","35720","34190"
"In post","2023","20-29","Analysis","Department of Health and Social Care","Male","35","35","38470","34190"
"In post","2023","20-29","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Food Standards Agency","Female","15","15","[c]","[c]"
"In post","2023","20-29","Analysis","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Foreign, Commonwealth and Development Office","Female","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","HM Revenue and Customs","Female","135","130","41320","39450"
"In post","2023","20-29","Analysis","HM Revenue and Customs","Male","190","190","41240","39450"
"In post","2023","20-29","Analysis","HM Treasury","Female","55","55","37050","33970"
"In post","2023","20-29","Analysis","HM Treasury","Male","75","75","37040","35530"
"In post","2023","20-29","Analysis","Home Office","Female","135","135","40240","38300"
"In post","2023","20-29","Analysis","Home Office","Male","135","135","40670","37180"
"In post","2023","20-29","Analysis","Ministry of Defence","Female","145","145","34810","33830"
"In post","2023","20-29","Analysis","Ministry of Defence","Male","290","290","34810","32230"
"In post","2023","20-29","Analysis","Ministry of Justice","Female","140","140","40170","36520"
"In post","2023","20-29","Analysis","Ministry of Justice","Male","125","125","39780","35410"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Female","25","25","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Male","20","20","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","Female","15","15","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","Male","25","25","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Statistics Authority","Female","395","390","34750","31560"
"In post","2023","20-29","Analysis","UK Statistics Authority","Male","280","280","33310","31560"
"In post","2023","20-29","Analysis","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","Male","15","15","[c]","[c]"
"In post","2023","20-29","Analysis","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office","Female","155","150","42530","33020"
"In post","2023","20-29","Commercial","Cabinet Office","Male","110","110","42280","32960"
"In post","2023","20-29","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport","Female","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport","Male","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education","Female","30","30","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education","Male","25","25","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","Female","15","15","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","Male","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","Female","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","Male","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","Female","30","30","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport","Male","40","40","38500","35400"
"In post","2023","20-29","Commercial","Department for Work and Pensions","Female","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Female","25","25","[c]","[c]"
"In post","2023","20-29","Commercial","Department of Health and Social Care","Male","10","10","[c]","[c]"
