"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","60","60","40230","36560"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Finance","Outside London","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Human Resources","Outside London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Internal Audit","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Operational Delivery","Outside London","445","430","36640","32950"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Policy","Outside London","140","135","40380","39820"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Property","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Communications","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Finance","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Legal","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Medicine","London","35","35","71310","69480"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","50","45","48400","41900"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Operational Research","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Other","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Other","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Policy","London","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","75","70","59810","67160"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","65","60","53860","53970"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Commercial","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Communications","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Digital, Data and Technology","Outside London","300","290","39680","36190"
"In post","2023","Declared non-disabled","Met Office","Finance","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Human Resources","Outside London","65","60","37360","35930"
"In post","2023","Declared non-disabled","Met Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Knowledge and Information Management","Outside London","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Legal","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Operational Delivery","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Operational Delivery","Outside London","405","390","36040","37420"
"In post","2023","Declared non-disabled","Met Office","Operational Delivery","Overseas","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Other","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Other","Outside London","255","240","35010","37420"
"In post","2023","Declared non-disabled","Met Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Policy","Outside London","80","80","65100","62610"
"In post","2023","Declared non-disabled","Met Office","Project Delivery","Outside London","95","95","43240","45150"
"In post","2023","Declared non-disabled","Met Office","Property","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Met Office","Science and Engineering","Outside London","675","635","40970","39750"
"In post","2023","Declared non-disabled","Met Office","Security","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Commercial","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Commercial","Outside London","595","570","37900","35800"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Commercial","Overseas","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Communications","London","55","55","50030","48750"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Communications","Outside London","270","255","33360","32960"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","65","65","46790","40330"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","1055","1035","37220","34300"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Finance","London","140","140","51440","46470"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Finance","Outside London","1060","1020","39580","34640"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Finance","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Human Resources","London","160","150","49960","46470"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Human Resources","Outside London","2155","2090","33270","32010"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Human Resources","Overseas","30","30","55780","47130"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","280","270","42220","39900"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","200","195","35410","34300"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Internal Audit","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","60","60","37300","34470"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","80","75","36840","33080"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","365","355","29950","27470"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Overseas","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Legal","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Medicine","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Medicine","Outside London","840","735","49880","40590"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Medicine","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Delivery","London","320","310","36220","31580"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","4640","4410","27880","22970"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","60","60","48670","43300"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","London","45","45","25290","22970"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","Outside London","1580","1555","24930","21600"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","Overseas","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","London","525","510","53400","46470"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","Outside London","260","255","38110","34300"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","Overseas","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","London","165","160","55500","48390"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","1600","1560","44520","41200"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Property","London","35","35","36490","35500"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Property","Outside London","1200","1170","34700","34300"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Property","Overseas","35","35","46860","44680"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Science and Engineering","London","65","65","53820","49790"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","885","865","36510","33990"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","London","205","200","38180","34800"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","Outside London","3295","3220","31030","27470"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Statistics","London","80","80","50930","47040"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Statistics","Outside London","120","120","39640","36990"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Commercial","London","70","65","43170","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Commercial","Outside London","115","115","33180","31270"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Communications","London","85","85","49920","44520"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Communications","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","350","340","54450","55720"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","365","355","46060","47100"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Economics","London","30","30","52190","55720"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Economics","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Finance","London","170","165","49210","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Finance","Outside London","200","195","41880","40580"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Human Resources","London","185","180","48760","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Human Resources","Outside London","505","480","37990","33710"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","45","45","25350","21780"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Legal","London","45","40","60590","60340"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Delivery","London","575","555","42970","36810"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","210","205","34710","31270"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Research","London","50","50","54780","55720"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Other","London","55","55","41740","39000"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Other","Outside London","45","45","36480","34450"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Policy","London","475","465","49480","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Policy","Outside London","55","55","43560","37730"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Project Delivery","London","115","115","48290","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","120","115","41860","37680"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Property","London","90","90","52050","55720"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Property","Outside London","170","170","42230","41510"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Security","London","35","35","51560","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Security","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Social Research","London","60","60","53950","55720"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Social Research","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Statistics","London","80","80","51090","44760"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Statistics","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","London","40","40","45650","37410"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","Outside London","30","30","36700","31270"
"In post","2023","Declared non-disabled","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Commercial","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Digital, Data and Technology","Outside London","60","55","45040","46370"
"In post","2023","Declared non-disabled","National Crime Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Human Resources","London","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Human Resources","Outside London","45","45","41520","40210"
"In post","2023","Declared non-disabled","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Legal","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","London","330","325","49780","48210"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","Outside London","840","810","42990","41910"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","Overseas","65","65","48340","47380"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","Unknown","40","40","47400","47380"
"In post","2023","Declared non-disabled","National Crime Agency","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Project Delivery","Outside London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Property","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Property","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Security","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Security","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Infrastructure Commission","Policy","London","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","National Records of Scotland","Unknown","Outside London","190","175","40800","38330"
"In post","2023","Declared non-disabled","National Savings and Investments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Communications","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Finance","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Operational Delivery","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Operational Research","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Other","London","40","40","62480","52270"
"In post","2023","Declared non-disabled","National Savings and Investments","Other","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Project Delivery","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Savings and Investments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Operational Delivery","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Other","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Policy","London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Policy","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Budget Responsibility","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Budget Responsibility","Economics","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Budget Responsibility","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","10","10","[c]","[c]"
