"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","AO","Heterosexual / straight","270","230","23110","22520"
"In post","2023","Declared disabled","Counter Fraud","AO","LGBO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","AO","Undeclared","55","45","22830","21690"
"In post","2023","Declared disabled","Counter Fraud","AO","Unknown","35","30","22960","22520"
"In post","2023","Declared disabled","Counter Fraud","EO","Heterosexual / straight","745","670","29090","28120"
"In post","2023","Declared disabled","Counter Fraud","EO","LGBO","85","80","29030","28120"
"In post","2023","Declared disabled","Counter Fraud","EO","Undeclared","115","100","28850","28120"
"In post","2023","Declared disabled","Counter Fraud","EO","Unknown","75","65","29510","28130"
"In post","2023","Declared disabled","Counter Fraud","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G7","Heterosexual / straight","75","70","58210","57970"
"In post","2023","Declared disabled","Counter Fraud","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","HEO","Heterosexual / straight","380","355","35690","34970"
"In post","2023","Declared disabled","Counter Fraud","HEO","LGBO","50","50","35520","34700"
"In post","2023","Declared disabled","Counter Fraud","HEO","Undeclared","45","40","35660","35000"
"In post","2023","Declared disabled","Counter Fraud","HEO","Unknown","35","30","36070","35000"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SEO","Heterosexual / straight","120","115","42950","42510"
"In post","2023","Declared disabled","Counter Fraud","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","SEO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Debt","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","AO","Heterosexual / straight","520","445","22350","21690"
"In post","2023","Declared disabled","Debt","AO","LGBO","55","55","22100","22520"
"In post","2023","Declared disabled","Debt","AO","Undeclared","60","50","22170","21690"
"In post","2023","Declared disabled","Debt","AO","Unknown","60","50","22800","22520"
"In post","2023","Declared disabled","Debt","EO","Heterosexual / straight","130","115","28670","28120"
"In post","2023","Declared disabled","Debt","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Debt","EO","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Debt","EO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Debt","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","HEO","Heterosexual / straight","30","30","35340","34700"
"In post","2023","Declared disabled","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AO","Heterosexual / straight","75","75","23090","22220"
"In post","2023","Declared disabled","Digital, Data & Technology","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","EO","Heterosexual / straight","370","350","28510","28120"
"In post","2023","Declared disabled","Digital, Data & Technology","EO","LGBO","50","50","28020","27890"
"In post","2023","Declared disabled","Digital, Data & Technology","EO","Undeclared","55","50","28590","28120"
"In post","2023","Declared disabled","Digital, Data & Technology","EO","Unknown","30","30","28460","28120"
"In post","2023","Declared disabled","Digital, Data & Technology","G6","Heterosexual / straight","115","115","69850","69940"
"In post","2023","Declared disabled","Digital, Data & Technology","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","G6","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","G7","Heterosexual / straight","360","350","55380","55020"
"In post","2023","Declared disabled","Digital, Data & Technology","G7","LGBO","60","55","55850","55720"
"In post","2023","Declared disabled","Digital, Data & Technology","G7","Undeclared","60","60","56680","56430"
"In post","2023","Declared disabled","Digital, Data & Technology","G7","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HEO","Heterosexual / straight","475","450","34710","34170"
"In post","2023","Declared disabled","Digital, Data & Technology","HEO","LGBO","80","75","33920","34170"
"In post","2023","Declared disabled","Digital, Data & Technology","HEO","Undeclared","75","70","34460","34300"
"In post","2023","Declared disabled","Digital, Data & Technology","HEO","Unknown","55","55","32960","32060"
"In post","2023","Declared disabled","Digital, Data & Technology","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","SEO","Heterosexual / straight","425","415","41930","41780"
"In post","2023","Declared disabled","Digital, Data & Technology","SEO","LGBO","75","70","40900","41070"
"In post","2023","Declared disabled","Digital, Data & Technology","SEO","Undeclared","75","70","41660","41480"
"In post","2023","Declared disabled","Digital, Data & Technology","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AO","Heterosexual / straight","170","140","22790","22520"
"In post","2023","Declared disabled","Finance","AO","LGBO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","AO","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","AO","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","EO","Heterosexual / straight","150","145","28420","27990"
"In post","2023","Declared disabled","Finance","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6","Heterosexual / straight","55","50","68430","67700"
"In post","2023","Declared disabled","Finance","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","G7","Heterosexual / straight","145","135","56020","55780"
"In post","2023","Declared disabled","Finance","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","HEO","Heterosexual / straight","215","205","34920","34300"
"In post","2023","Declared disabled","Finance","HEO","LGBO","40","40","34620","34170"
"In post","2023","Declared disabled","Finance","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","SEO","Heterosexual / straight","235","220","41710","41510"
"In post","2023","Declared disabled","Finance","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","AO","Heterosexual / straight","195","175","22140","22150"
"In post","2023","Declared disabled","Grants Management","AO","LGBO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","AO","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","EO","Heterosexual / straight","60","55","26120","25920"
"In post","2023","Declared disabled","Grants Management","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","EO","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","HEO","Heterosexual / straight","30","30","31470","31110"
"In post","2023","Declared disabled","Grants Management","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AO","Heterosexual / straight","135","120","22710","22220"
"In post","2023","Declared disabled","Human Resources","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","EO","Heterosexual / straight","370","345","28620","28120"
"In post","2023","Declared disabled","Human Resources","EO","LGBO","45","45","27450","28090"
"In post","2023","Declared disabled","Human Resources","EO","Undeclared","60","55","29250","28130"
"In post","2023","Declared disabled","Human Resources","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G6","Heterosexual / straight","90","85","67790","67010"
"In post","2023","Declared disabled","Human Resources","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G7","Heterosexual / straight","225","220","54890","54680"
"In post","2023","Declared disabled","Human Resources","G7","LGBO","35","35","54390","55150"
"In post","2023","Declared disabled","Human Resources","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","HEO","Heterosexual / straight","410","390","34600","34300"
"In post","2023","Declared disabled","Human Resources","HEO","LGBO","70","70","34520","34640"
"In post","2023","Declared disabled","Human Resources","HEO","Undeclared","45","40","35840","34400"
"In post","2023","Declared disabled","Human Resources","HEO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SCS level","Heterosexual / straight","40","35","87640","81670"
"In post","2023","Declared disabled","Human Resources","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SEO","Heterosexual / straight","315","300","42090","41510"
"In post","2023","Declared disabled","Human Resources","SEO","LGBO","40","35","42220","42140"
"In post","2023","Declared disabled","Human Resources","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
