"Status","Year","Disability","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","SCS level","Female","2425","2310","89110","81750"
"In post","2023","Declared non-disabled","SCS level","Male","2675","2630","93210","85200"
"In post","2023","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","SEO/HEO","Female","49570","46910","38190","37590"
"In post","2023","Declared non-disabled","SEO/HEO","Male","44485","43500","39090","38470"
"In post","2023","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Female","10720","9965","31100","29050"
"In post","2023","Declared non-disabled","Unknown","Male","4365","4210","35100","31510"
"In post","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","AA/AO","Female","3775","3220","24080","22520"
"In post","2023","Undeclared","AA/AO","Male","4185","3875","26690","24070"
"In post","2023","Undeclared","EO","Female","3090","2785","29040","28120"
"In post","2023","Undeclared","EO","Male","3375","3215","30490","28480"
"In post","2023","Undeclared","G6/G7","Female","1740","1665","60260","57970"
"In post","2023","Undeclared","G6/G7","Male","2220","2175","61850","59290"
"In post","2023","Undeclared","SCS level","Female","175","165","96150","85310"
"In post","2023","Undeclared","SCS level","Male","205","200","98750","88210"
"In post","2023","Undeclared","SEO/HEO","Female","3730","3535","38430","37690"
"In post","2023","Undeclared","SEO/HEO","Male","4425","4300","39700","39110"
"In post","2023","Undeclared","Unknown","Female","645","595","31830","29050"
"In post","2023","Undeclared","Unknown","Male","355","335","36190","33340"
"In post","2023","Unknown","AA/AO","Female","16200","14575","23680","22520"
"In post","2023","Unknown","AA/AO","Male","14760","14285","24990","22520"
"In post","2023","Unknown","EO","Female","12620","11965","29110","28130"
"In post","2023","Unknown","EO","Male","12480","12155","29800","28130"
"In post","2023","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","7115","6795","60060","57640"
"In post","2023","Unknown","G6/G7","Male","7335","7210","60720","58300"
"In post","2023","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","645","620","92140","84000"
"In post","2023","Unknown","SCS level","Male","690","675","98390","90000"
"In post","2023","Unknown","SEO/HEO","Female","14670","14135","38040","37590"
"In post","2023","Unknown","SEO/HEO","Male","15015","14765","38710","38120"
"In post","2023","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","2640","2415","28250","26840"
"In post","2023","Unknown","Unknown","Male","2695","2605","37560","34830"
"Leaver CS","2023","Declared disabled","AA/AO","Female","1150","[c]","22100","21690"
"Leaver CS","2023","Declared disabled","AA/AO","Male","760","[c]","22750","21690"
"Leaver CS","2023","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","EO","Female","835","[c]","28350","28120"
"Leaver CS","2023","Declared disabled","EO","Male","555","[c]","28890","28120"
"Leaver CS","2023","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","G6/G7","Female","205","[c]","60650","58250"
"Leaver CS","2023","Declared disabled","G6/G7","Male","190","[c]","60950","58380"
"Leaver CS","2023","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","SEO/HEO","Female","515","[c]","37190","36020"
"Leaver CS","2023","Declared disabled","SEO/HEO","Male","420","[c]","38480","37350"
"Leaver CS","2023","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Female","250","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Male","100","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","AA/AO","Female","5345","[c]","22080","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Male","4140","[c]","22880","21690"
"Leaver CS","2023","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","EO","Female","3635","[c]","28260","28120"
"Leaver CS","2023","Declared non-disabled","EO","Male","2635","[c]","28590","28060"
"Leaver CS","2023","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","G6/G7","Female","1390","[c]","59800","56500"
"Leaver CS","2023","Declared non-disabled","G6/G7","Male","1605","[c]","61530","59590"
"Leaver CS","2023","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SCS level","Female","205","[c]","95340","89630"
"Leaver CS","2023","Declared non-disabled","SCS level","Male","235","[c]","102810","93000"
"Leaver CS","2023","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Female","2915","[c]","37850","37420"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Male","3010","[c]","38950","38340"
"Leaver CS","2023","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Female","830","[c]","37110","32550"
"Leaver CS","2023","Declared non-disabled","Unknown","Male","350","[c]","44100","38790"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","Female","455","[c]","21940","21690"
"Leaver CS","2023","Undeclared","AA/AO","Male","515","[c]","23790","21780"
"Leaver CS","2023","Undeclared","EO","Female","225","[c]","28200","27960"
"Leaver CS","2023","Undeclared","EO","Male","270","[c]","28790","28120"
"Leaver CS","2023","Undeclared","G6/G7","Female","95","[c]","59750","57430"
"Leaver CS","2023","Undeclared","G6/G7","Male","155","[c]","61950","58240"
"Leaver CS","2023","Undeclared","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","Female","230","[c]","37780","37420"
"Leaver CS","2023","Undeclared","SEO/HEO","Male","320","[c]","39230","38470"
"Leaver CS","2023","Undeclared","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Female","2540","[c]","22590","22180"
"Leaver CS","2023","Unknown","AA/AO","Male","2355","[c]","23390","22400"
"Leaver CS","2023","Unknown","EO","Female","1070","[c]","28610","28120"
"Leaver CS","2023","Unknown","EO","Male","1220","[c]","29010","27730"
"Leaver CS","2023","Unknown","G6/G7","Female","725","[c]","60360","58000"
"Leaver CS","2023","Unknown","G6/G7","Male","825","[c]","60590","57800"
"Leaver CS","2023","Unknown","SCS level","Female","85","[c]","97760","92920"
"Leaver CS","2023","Unknown","SCS level","Male","110","[c]","106250","96620"
"Leaver CS","2023","Unknown","SEO/HEO","Female","1295","[c]","37390","37230"
"Leaver CS","2023","Unknown","SEO/HEO","Male","1375","[c]","38170","38330"
"Leaver CS","2023","Unknown","Unknown","Female","395","[c]","30410","29530"
"Leaver CS","2023","Unknown","Unknown","Male","360","[c]","37320","34250"
"Leaver Dept.","2023","Declared disabled","AA/AO","Female","175","[c]","22020","21690"
"Leaver Dept.","2023","Declared disabled","AA/AO","Male","120","[c]","22370","21690"
"Leaver Dept.","2023","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","EO","Female","250","[c]","28420","28120"
"Leaver Dept.","2023","Declared disabled","EO","Male","145","[c]","28050","28120"
"Leaver Dept.","2023","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","G6/G7","Female","130","[c]","57630","55150"
"Leaver Dept.","2023","Declared disabled","G6/G7","Male","85","[c]","58100","55820"
"Leaver Dept.","2023","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Female","325","[c]","36550","35630"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Male","195","[c]","36600","35990"
"Leaver Dept.","2023","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Female","975","[c]","22050","21690"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Male","670","[c]","22290","21690"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","EO","Female","1320","[c]","28100","28120"
"Leaver Dept.","2023","Declared non-disabled","EO","Male","970","[c]","28180","28120"
"Leaver Dept.","2023","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Female","810","[c]","58230","56430"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Male","655","[c]","58550","56430"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Female","115","[c]","84710","79940"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Male","120","[c]","95950","86600"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Female","1765","[c]","36980","35800"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Male","1330","[c]","37500","36580"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Female","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Female","75","[c]","22010","21780"
"Leaver Dept.","2023","Undeclared","AA/AO","Male","65","[c]","22200","21780"
"Leaver Dept.","2023","Undeclared","EO","Female","90","[c]","27630","28120"
"Leaver Dept.","2023","Undeclared","EO","Male","65","[c]","28530","28120"
"Leaver Dept.","2023","Undeclared","G6/G7","Female","55","[c]","56970","54970"
"Leaver Dept.","2023","Undeclared","G6/G7","Male","75","[c]","57250","54740"
"Leaver Dept.","2023","Undeclared","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Female","130","[c]","36290","35920"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Male","130","[c]","37100","36340"
"Leaver Dept.","2023","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Female","350","[c]","22790","22220"
"Leaver Dept.","2023","Unknown","AA/AO","Male","280","[c]","23240","22400"
"Leaver Dept.","2023","Unknown","EO","Female","405","[c]","28130","27680"
"Leaver Dept.","2023","Unknown","EO","Male","320","[c]","27960","27570"
"Leaver Dept.","2023","Unknown","G6/G7","Female","390","[c]","58390","56310"
"Leaver Dept.","2023","Unknown","G6/G7","Male","400","[c]","58200","56430"
"Leaver Dept.","2023","Unknown","SCS level","Female","55","[c]","89010","77410"
"Leaver Dept.","2023","Unknown","SCS level","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Female","1175","[c]","35320","33830"
"Leaver Dept.","2023","Unknown","SEO/HEO","Male","890","[c]","35580","34170"
"Leaver Dept.","2023","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","AA/AO","Female","850","[c]","23150","22220"
"New entrant CS","2023","Declared disabled","AA/AO","Male","695","[c]","23400","22400"
"New entrant CS","2023","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","EO","Female","400","[c]","27570","28120"
"New entrant CS","2023","Declared disabled","EO","Male","290","[c]","27490","27650"
"New entrant CS","2023","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Female","110","[c]","55810","54590"
"New entrant CS","2023","Declared disabled","G6/G7","Male","105","[c]","57810","55000"
"New entrant CS","2023","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SEO/HEO","Female","505","[c]","35010","34170"
"New entrant CS","2023","Declared disabled","SEO/HEO","Male","355","[c]","35770","34400"
"New entrant CS","2023","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Female","355","[c]","23230","23640"
"New entrant CS","2023","Declared disabled","Unknown","Male","120","[c]","24290","23640"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","AA/AO","Female","5735","[c]","23730","22520"
"New entrant CS","2023","Declared non-disabled","AA/AO","Male","4840","[c]","24990","23190"
"New entrant CS","2023","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","EO","Female","1890","[c]","27670","27890"
"New entrant CS","2023","Declared non-disabled","EO","Male","1445","[c]","27690","27650"
"New entrant CS","2023","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","G6/G7","Female","910","[c]","58220","55000"
"New entrant CS","2023","Declared non-disabled","G6/G7","Male","990","[c]","59550","56010"
"New entrant CS","2023","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Female","55","[c]","100100","91000"
"New entrant CS","2023","Declared non-disabled","SCS level","Male","55","[c]","104240","98000"
"New entrant CS","2023","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Female","2605","[c]","37160","35700"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Male","2325","[c]","37300","35650"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Female","1800","[c]","23340","23640"
"New entrant CS","2023","Declared non-disabled","Unknown","Male","625","[c]","24970","23640"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","Female","255","[c]","23230","22500"
"New entrant CS","2023","Undeclared","AA/AO","Male","235","[c]","24110","22520"
"New entrant CS","2023","Undeclared","EO","Female","100","[c]","27630","27760"
"New entrant CS","2023","Undeclared","EO","Male","90","[c]","27830","27760"
"New entrant CS","2023","Undeclared","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Male","50","[c]","58000","55790"
"New entrant CS","2023","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Female","145","[c]","35930","35190"
"New entrant CS","2023","Undeclared","SEO/HEO","Male","145","[c]","37120","35710"
"New entrant CS","2023","Undeclared","Unknown","Female","95","[c]","23290","23640"
"New entrant CS","2023","Undeclared","Unknown","Male","40","[c]","23530","23640"
"New entrant CS","2023","Unknown","AA/AO","Female","7150","[c]","23360","22400"
"New entrant CS","2023","Unknown","AA/AO","Male","6190","[c]","24150","22520"
"New entrant CS","2023","Unknown","EO","Female","3320","[c]","27710","27080"
"New entrant CS","2023","Unknown","EO","Male","3300","[c]","27840","26910"
"New entrant CS","2023","Unknown","G6/G7","Female","665","[c]","58740","54870"
"New entrant CS","2023","Unknown","G6/G7","Male","760","[c]","58580","55370"
"New entrant CS","2023","Unknown","SCS level","Female","75","[c]","102990","95000"
"New entrant CS","2023","Unknown","SCS level","Male","100","[c]","104760","98000"
"New entrant CS","2023","Unknown","SEO/HEO","Female","2750","[c]","35930","35010"
"New entrant CS","2023","Unknown","SEO/HEO","Male","2745","[c]","36480","35320"
"New entrant CS","2023","Unknown","Unknown","Female","935","[c]","23100","23640"
"New entrant CS","2023","Unknown","Unknown","Male","530","[c]","25220","23640"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
