"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Black","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Mixed","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA","Unknown","110","100","21920","22180"
"In post","2023","16-19","Unknown","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AO","Unknown","355","345","23200","22500"
"In post","2023","16-19","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","Unknown","55","55","26700","25790"
"In post","2023","16-19","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","60","55","20180","18870"
"In post","2023","16-19","White","AA","Heterosexual / straight","115","110","21230","23230"
"In post","2023","16-19","White","AA","LGBO","15","15","[c]","[c]"
"In post","2023","16-19","White","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","AA","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","White","AO","Heterosexual / straight","365","355","23650","22520"
"In post","2023","16-19","White","AO","LGBO","45","45","23940","22520"
"In post","2023","16-19","White","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","16-19","White","AO","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","White","EO","Heterosexual / straight","70","70","27010","26990"
"In post","2023","16-19","White","EO","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","White","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","16-19","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Heterosexual / straight","35","35","21190","19460"
"In post","2023","16-19","White","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","AA","Heterosexual / straight","70","60","22840","23230"
"In post","2023","20-29","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","AO","Heterosexual / straight","1840","1765","23440","22520"
"In post","2023","20-29","Asian","AO","LGBO","40","40","24250","22520"
"In post","2023","20-29","Asian","AO","Undeclared","55","55","22970","22520"
"In post","2023","20-29","Asian","AO","Unknown","80","75","23030","22520"
"In post","2023","20-29","Asian","EO","Heterosexual / straight","2025","1995","28920","28120"
"In post","2023","20-29","Asian","EO","LGBO","45","45","28910","28120"
"In post","2023","20-29","Asian","EO","Undeclared","50","45","28620","28120"
"In post","2023","20-29","Asian","EO","Unknown","90","90","28660","28120"
"In post","2023","20-29","Asian","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Asian","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","G7","Heterosexual / straight","275","275","55820","55120"
"In post","2023","20-29","Asian","G7","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Asian","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Asian","G7","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Asian","HEO","Heterosexual / straight","1285","1280","34770","34670"
"In post","2023","20-29","Asian","HEO","LGBO","60","60","34720","34700"
"In post","2023","20-29","Asian","HEO","Undeclared","50","50","34670","34510"
"In post","2023","20-29","Asian","HEO","Unknown","190","190","32190","30130"
"In post","2023","20-29","Asian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","SEO","Heterosexual / straight","520","520","41850","41780"
"In post","2023","20-29","Asian","SEO","LGBO","30","30","41760","41360"
"In post","2023","20-29","Asian","SEO","Undeclared","30","30","[c]","[c]"
"In post","2023","20-29","Asian","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Heterosexual / straight","220","220","25490","23640"
"In post","2023","20-29","Asian","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","AA","Heterosexual / straight","40","35","24970","23520"
"In post","2023","20-29","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","AO","Heterosexual / straight","485","475","26170","25600"
"In post","2023","20-29","Black","AO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Black","AO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Black","AO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Black","EO","Heterosexual / straight","655","650","29990","29660"
"In post","2023","20-29","Black","EO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Black","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Black","EO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Black","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","G7","Heterosexual / straight","80","80","56110","55120"
"In post","2023","20-29","Black","G7","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Black","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","HEO","Heterosexual / straight","395","395","35010","34700"
"In post","2023","20-29","Black","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Black","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Black","HEO","Unknown","50","50","32900","31060"
"In post","2023","20-29","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","SEO","Heterosexual / straight","150","150","41960","41440"
"In post","2023","20-29","Black","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Black","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Black","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Heterosexual / straight","155","150","27700","27640"
"In post","2023","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","AA","Heterosexual / straight","40","40","22630","23230"
"In post","2023","20-29","Mixed","AA","LGBO","15","10","[c]","[c]"
"In post","2023","20-29","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","AO","Heterosexual / straight","450","435","25510","23200"
"In post","2023","20-29","Mixed","AO","LGBO","75","70","25640","24070"
"In post","2023","20-29","Mixed","AO","Undeclared","35","35","24760","22520"
"In post","2023","20-29","Mixed","AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","EO","Heterosexual / straight","435","425","29040","28120"
"In post","2023","20-29","Mixed","EO","LGBO","75","75","28650","28120"
"In post","2023","20-29","Mixed","EO","Undeclared","45","45","29130","28120"
"In post","2023","20-29","Mixed","EO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","G7","Heterosexual / straight","130","130","55720","55120"
"In post","2023","20-29","Mixed","G7","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","HEO","Heterosexual / straight","445","445","34290","34170"
"In post","2023","20-29","Mixed","HEO","LGBO","70","70","33940","34180"
"In post","2023","20-29","Mixed","HEO","Undeclared","35","35","35510","34350"
"In post","2023","20-29","Mixed","HEO","Unknown","100","100","31390","30130"
"In post","2023","20-29","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","SEO","Heterosexual / straight","200","200","41790","41440"
"In post","2023","20-29","Mixed","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Heterosexual / straight","145","140","26270","24570"
"In post","2023","20-29","Mixed","Unknown","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AO","Heterosexual / straight","90","90","25700","24490"
"In post","2023","20-29","Other ethnicity","AO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","EO","Heterosexual / straight","120","120","29260","28510"
"In post","2023","20-29","Other ethnicity","EO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G7","Heterosexual / straight","35","35","56320","55120"
"In post","2023","20-29","Other ethnicity","G7","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","HEO","Heterosexual / straight","95","95","35100","35000"
"In post","2023","20-29","Other ethnicity","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","HEO","Undeclared","30","30","[c]","[c]"
"In post","2023","20-29","Other ethnicity","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SEO","Heterosexual / straight","35","35","41520","41870"
"In post","2023","20-29","Other ethnicity","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","AA","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","AO","Heterosexual / straight","80","75","25410","24800"
"In post","2023","20-29","Undeclared","AO","LGBO","15","10","[c]","[c]"
"In post","2023","20-29","Undeclared","AO","Undeclared","195","190","25460","22520"
"In post","2023","20-29","Undeclared","AO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","EO","Heterosexual / straight","70","70","29380","28850"
"In post","2023","20-29","Undeclared","EO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","EO","Undeclared","170","165","29540","28120"
"In post","2023","20-29","Undeclared","EO","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","G7","Undeclared","65","65","56310","55780"
"In post","2023","20-29","Undeclared","G7","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","HEO","Heterosexual / straight","45","45","34460","34670"
"In post","2023","20-29","Undeclared","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","HEO","Undeclared","170","170","34170","33990"
"In post","2023","20-29","Undeclared","HEO","Unknown","60","60","34170","33540"
"In post","2023","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","SEO","Undeclared","110","110","41190","41320"
"In post","2023","20-29","Undeclared","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Undeclared","35","35","28050","26840"
"In post","2023","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","AA","Unknown","1115","1080","22560","23000"
"In post","2023","20-29","Unknown","AO","Heterosexual / straight","170","165","25960","24160"
"In post","2023","20-29","Unknown","AO","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","AO","Undeclared","35","35","26820","25340"
"In post","2023","20-29","Unknown","AO","Unknown","7235","7045","24710","22520"
"In post","2023","20-29","Unknown","EO","Heterosexual / straight","135","130","28870","28120"
"In post","2023","20-29","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","EO","Undeclared","110","110","27960","28770"
"In post","2023","20-29","Unknown","EO","Unknown","5340","5290","28200","27890"
"In post","2023","20-29","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Unknown","G6","Unknown","75","75","68660","66750"
"In post","2023","20-29","Unknown","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G7","Undeclared","85","85","54550","54690"
"In post","2023","20-29","Unknown","G7","Unknown","855","850","56110","55720"
"In post","2023","20-29","Unknown","HEO","Heterosexual / straight","95","90","33940","33830"
"In post","2023","20-29","Unknown","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","HEO","Undeclared","125","125","33480","34190"
"In post","2023","20-29","Unknown","HEO","Unknown","3440","3425","34540","34700"
"In post","2023","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO","Heterosexual / straight","55","55","41220","41060"
"In post","2023","20-29","Unknown","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","SEO","Undeclared","80","80","41200","41950"
"In post","2023","20-29","Unknown","SEO","Unknown","1565","1560","42170","42140"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
