"Status","Year","Disability","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","940","840","32200","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Female","LGBO","110","105","31550","28130"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Female","Undeclared","130","115","30750","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Female","Unknown","50","40","29230","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","535","505","31100","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Male","LGBO","80","80","31720","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Male","Undeclared","80","75","31820","28560"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Male","Unknown","55","50","29920","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Female","Heterosexual / straight","535","465","30610","28120"
"In post","2023","Declared disabled","Devon","Female","LGBO","60","60","28480","28080"
"In post","2023","Declared disabled","Devon","Female","Undeclared","80","65","30650","28120"
"In post","2023","Declared disabled","Devon","Female","Unknown","30","25","27400","24990"
"In post","2023","Declared disabled","Devon","Male","Heterosexual / straight","405","385","32360","28880"
"In post","2023","Declared disabled","Devon","Male","LGBO","50","45","29710","28120"
"In post","2023","Declared disabled","Devon","Male","Undeclared","60","55","32470","30320"
"In post","2023","Declared disabled","Devon","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Female","Heterosexual / straight","320","290","30350","28120"
"In post","2023","Declared disabled","Dorset and Somerset","Female","LGBO","45","45","30640","28960"
"In post","2023","Declared disabled","Dorset and Somerset","Female","Undeclared","45","40","30650","28120"
"In post","2023","Declared disabled","Dorset and Somerset","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Male","Heterosexual / straight","245","230","32570","30350"
"In post","2023","Declared disabled","Dorset and Somerset","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Male","Undeclared","45","40","31250","28120"
"In post","2023","Declared disabled","Dorset and Somerset","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Female","Heterosexual / straight","750","665","30070","28120"
"In post","2023","Declared disabled","East Anglia","Female","LGBO","70","65","27950","28120"
"In post","2023","Declared disabled","East Anglia","Female","Undeclared","80","70","30320","28120"
"In post","2023","Declared disabled","East Anglia","Female","Unknown","45","35","27250","28120"
"In post","2023","Declared disabled","East Anglia","Male","Heterosexual / straight","570","535","32610","30410"
"In post","2023","Declared disabled","East Anglia","Male","LGBO","45","45","29560","28120"
"In post","2023","Declared disabled","East Anglia","Male","Undeclared","75","70","32560","32560"
"In post","2023","Declared disabled","East Anglia","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","Female","Heterosexual / straight","920","835","33300","28480"
"In post","2023","Declared disabled","East Wales","Female","LGBO","140","130","33770","30710"
"In post","2023","Declared disabled","East Wales","Female","Undeclared","100","95","34220","29810"
"In post","2023","Declared disabled","East Wales","Female","Unknown","60","50","29510","27390"
"In post","2023","Declared disabled","East Wales","Male","Heterosexual / straight","565","540","35170","30620"
"In post","2023","Declared disabled","East Wales","Male","LGBO","105","100","34250","31060"
"In post","2023","Declared disabled","East Wales","Male","Undeclared","90","85","32940","29730"
"In post","2023","Declared disabled","East Wales","Male","Unknown","45","45","34730","31120"
"In post","2023","Declared disabled","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","275","240","28730","28120"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Female","LGBO","30","30","27870","28120"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Female","Undeclared","35","30","27120","28120"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","215","200","30080","28120"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Male","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Eastern Scotland","Female","Heterosexual / straight","925","835","35730","29450"
"In post","2023","Declared disabled","Eastern Scotland","Female","LGBO","180","175","34780","31620"
"In post","2023","Declared disabled","Eastern Scotland","Female","Undeclared","75","70","35070","28130"
"In post","2023","Declared disabled","Eastern Scotland","Female","Unknown","135","125","33670","29150"
"In post","2023","Declared disabled","Eastern Scotland","Male","Heterosexual / straight","585","560","36360","32510"
"In post","2023","Declared disabled","Eastern Scotland","Male","LGBO","125","125","36720","31940"
"In post","2023","Declared disabled","Eastern Scotland","Male","Undeclared","75","75","35070","28130"
"In post","2023","Declared disabled","Eastern Scotland","Male","Unknown","115","105","36290","37060"
"In post","2023","Declared disabled","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex","Female","Heterosexual / straight","350","310","31280","31280"
"In post","2023","Declared disabled","Essex","Female","LGBO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Essex","Female","Undeclared","45","40","29660","29050"
"In post","2023","Declared disabled","Essex","Female","Unknown","35","30","31940","31280"
"In post","2023","Declared disabled","Essex","Male","Heterosexual / straight","145","135","31510","31280"
"In post","2023","Declared disabled","Essex","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Essex","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Essex","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","1455","1335","35350","32240"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","170","165","36070","32500"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","175","160","34870","32000"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","115","105","36270","31920"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","1290","1255","39610","37210"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","125","120","36700","32500"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","205","200","38830","34650"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","150","145","41990","39890"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester","Female","Heterosexual / straight","1235","1120","32550","28120"
"In post","2023","Declared disabled","Greater Manchester","Female","LGBO","150","145","32470","28120"
"In post","2023","Declared disabled","Greater Manchester","Female","Undeclared","125","110","30310","28120"
"In post","2023","Declared disabled","Greater Manchester","Female","Unknown","105","90","30880","28120"
"In post","2023","Declared disabled","Greater Manchester","Male","Heterosexual / straight","735","705","34430","30330"
"In post","2023","Declared disabled","Greater Manchester","Male","LGBO","185","175","33350","29690"
"In post","2023","Declared disabled","Greater Manchester","Male","Undeclared","130","120","33160","28120"
"In post","2023","Declared disabled","Greater Manchester","Male","Unknown","60","60","34310","29930"
"In post","2023","Declared disabled","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Female","Heterosexual / straight","820","725","32460","28120"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Female","LGBO","90","85","31780","30650"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Female","Undeclared","90","80","31490","28120"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Female","Unknown","70","60","31170","28120"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Male","Heterosexual / straight","660","620","35110","32410"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Male","LGBO","65","60","31040","28120"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Male","Undeclared","90","80","33970","33470"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Male","Unknown","95","90","41970","40560"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","290","260","29660","28120"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","135","125","31750","29890"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Female","Heterosexual / straight","95","85","29220","28120"
"In post","2023","Declared disabled","Highlands and Islands","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Male","Heterosexual / straight","55","50","29360","28120"
"In post","2023","Declared disabled","Highlands and Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - East","Female","Heterosexual / straight","890","830","40450","34370"
"In post","2023","Declared disabled","Inner London - East","Female","LGBO","95","95","40300","34980"
"In post","2023","Declared disabled","Inner London - East","Female","Undeclared","145","135","40170","33800"
"In post","2023","Declared disabled","Inner London - East","Female","Unknown","80","75","35530","32520"
"In post","2023","Declared disabled","Inner London - East","Male","Heterosexual / straight","530","510","42450","39250"
"In post","2023","Declared disabled","Inner London - East","Male","LGBO","100","100","46170","42290"
"In post","2023","Declared disabled","Inner London - East","Male","Undeclared","80","80","46000","39790"
"In post","2023","Declared disabled","Inner London - East","Male","Unknown","65","65","39840","34370"
"In post","2023","Declared disabled","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - West","Female","Heterosexual / straight","2425","2305","46960","42890"
"In post","2023","Declared disabled","Inner London - West","Female","LGBO","430","420","46160","41440"
"In post","2023","Declared disabled","Inner London - West","Female","Undeclared","275","260","44750","41100"
"In post","2023","Declared disabled","Inner London - West","Female","Unknown","260","250","40170","32520"
"In post","2023","Declared disabled","Inner London - West","Male","Heterosexual / straight","1630","1605","48990","43650"
"In post","2023","Declared disabled","Inner London - West","Male","LGBO","365","365","48550","43760"
"In post","2023","Declared disabled","Inner London - West","Male","Undeclared","220","215","46950","42000"
"In post","2023","Declared disabled","Inner London - West","Male","Unknown","175","170","46090","39350"
"In post","2023","Declared disabled","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kent","Female","Heterosexual / straight","520","470","30690","30880"
"In post","2023","Declared disabled","Kent","Female","LGBO","45","40","30500","31280"
"In post","2023","Declared disabled","Kent","Female","Undeclared","60","50","31320","28110"
"In post","2023","Declared disabled","Kent","Female","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Kent","Male","Heterosexual / straight","330","315","32240","31280"
"In post","2023","Declared disabled","Kent","Male","LGBO","50","50","31510","31280"
"In post","2023","Declared disabled","Kent","Male","Undeclared","55","55","33440","30630"
"In post","2023","Declared disabled","Kent","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lancashire","Female","Heterosexual / straight","1150","1000","29160","28120"
"In post","2023","Declared disabled","Lancashire","Female","LGBO","100","95","28290","28120"
"In post","2023","Declared disabled","Lancashire","Female","Undeclared","145","125","28610","28120"
"In post","2023","Declared disabled","Lancashire","Female","Unknown","95","75","27770","23390"
"In post","2023","Declared disabled","Lancashire","Male","Heterosexual / straight","610","570","30310","28120"
"In post","2023","Declared disabled","Lancashire","Male","LGBO","80","75","28790","28120"
"In post","2023","Declared disabled","Lancashire","Male","Undeclared","80","75","28580","27450"
"In post","2023","Declared disabled","Lancashire","Male","Unknown","70","60","28670","28120"
"In post","2023","Declared disabled","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lancashire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","460","400","28020","28080"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Female","LGBO","45","45","28050","28120"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","60","55","27960","25830"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","220","205","29060","28120"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","35","30","32060","28120"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Male","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","Female","Heterosexual / straight","215","195","28430","27510"
"In post","2023","Declared disabled","Lincolnshire","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","Female","Undeclared","35","30","27920","28120"
"In post","2023","Declared disabled","Lincolnshire","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","Male","Heterosexual / straight","155","145","31320","28880"
"In post","2023","Declared disabled","Lincolnshire","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","Male","Unknown","5","5","[c]","[c]"
