"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Dorset and Somerset","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G7","15","15","50770","49400"
"In post","2023","Analysis","Dorset and Somerset","HEO","45","45","30680","30350"
"In post","2023","Analysis","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO","30","30","38010","37310"
"In post","2023","Analysis","East Anglia","AO","15","15","21600","22150"
"In post","2023","Analysis","East Anglia","EO","60","55","26060","25920"
"In post","2023","Analysis","East Anglia","G6","20","20","64020","60880"
"In post","2023","Analysis","East Anglia","G7","60","60","50270","49400"
"In post","2023","Analysis","East Anglia","HEO","110","105","30780","30350"
"In post","2023","Analysis","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO","105","100","38030","37310"
"In post","2023","Analysis","East Wales","AO","40","35","21480","21200"
"In post","2023","Analysis","East Wales","EO","110","105","25610","25040"
"In post","2023","Analysis","East Wales","G6","50","45","63710","62380"
"In post","2023","Analysis","East Wales","G7","215","205","52630","51460"
"In post","2023","Analysis","East Wales","HEO","360","350","31840","31560"
"In post","2023","Analysis","East Wales","SCS level","15","15","84180","73940"
"In post","2023","Analysis","East Wales","SEO","360","345","39190","39300"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6","15","10","77080","71780"
"In post","2023","Analysis","Eastern Scotland","G7","10","10","53810","52360"
"In post","2023","Analysis","Eastern Scotland","HEO","20","20","34680","34110"
"In post","2023","Analysis","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO","15","15","44220","44640"
"In post","2023","Analysis","Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","30","30","23690","23340"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","65","65","27260","26940"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","35","35","72500","70550"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","275","260","53790","50490"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","180","175","31250","30650"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","225","215","40550","39890"
"In post","2023","Analysis","Greater Manchester","AO","10","10","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","35","35","26940","26940"
"In post","2023","Analysis","Greater Manchester","G6","20","20","68850","69940"
"In post","2023","Analysis","Greater Manchester","G7","75","75","56200","56870"
"In post","2023","Analysis","Greater Manchester","HEO","160","155","34150","34400"
"In post","2023","Analysis","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SEO","115","110","41800","42140"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AO","5","5","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","55","50","26080","25100"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6","40","40","67550","68070"
"In post","2023","Analysis","Hampshire and Isle of Wight","G7","370","355","52780","51060"
"In post","2023","Analysis","Hampshire and Isle of Wight","HEO","305","295","31380","31560"
"In post","2023","Analysis","Hampshire and Isle of Wight","SCS level","15","10","82430","73330"
"In post","2023","Analysis","Hampshire and Isle of Wight","SEO","325","310","39540","39890"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","AO","15","15","23960","24520"
"In post","2023","Analysis","Inner London - East","EO","100","100","29210","29000"
"In post","2023","Analysis","Inner London - East","G6","120","115","74360","73510"
"In post","2023","Analysis","Inner London - East","G7","265","255","59910","60570"
"In post","2023","Analysis","Inner London - East","HEO","245","240","36700","35600"
"In post","2023","Analysis","Inner London - East","SCS level","40","35","99340","98510"
"In post","2023","Analysis","Inner London - East","SEO","215","210","44740","43650"
"In post","2023","Analysis","Inner London - West","AA","20","20","23500","23500"
"In post","2023","Analysis","Inner London - West","AO","35","35","25430","25610"
"In post","2023","Analysis","Inner London - West","EO","225","225","29920","29890"
"In post","2023","Analysis","Inner London - West","G6","385","360","75960","70750"
"In post","2023","Analysis","Inner London - West","G7","945","920","58310","57030"
"In post","2023","Analysis","Inner London - West","HEO","930","920","36130","35760"
"In post","2023","Analysis","Inner London - West","SCS level","120","115","89120","81300"
"In post","2023","Analysis","Inner London - West","SEO","570","555","44830","44170"
"In post","2023","Analysis","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","EO","20","15","27350","27650"
"In post","2023","Analysis","Merseyside","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Merseyside","G7","50","50","56960","56870"
"In post","2023","Analysis","Merseyside","HEO","60","60","33310","34400"
"In post","2023","Analysis","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","SEO","60","60","41190","41780"
"In post","2023","Analysis","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","G7","10","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","SEO","10","10","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","EO","15","15","27660","28130"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","G6","10","10","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","G7","50","45","54930","53190"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","HEO","55","55","33340","34170"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","SEO","55","50","39550","38470"
"In post","2023","Analysis","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","EO","30","25","30860","30410"
"In post","2023","Analysis","Outer London - South","G6","20","15","75370","76320"
"In post","2023","Analysis","Outer London - South","G7","30","30","62350","61540"
"In post","2023","Analysis","Outer London - South","HEO","45","45","37000","36440"
"In post","2023","Analysis","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","SEO","50","45","45100","45170"
"In post","2023","Analysis","Outer London - West and North West","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","G6","35","30","68030","70570"
"In post","2023","Analysis","South Yorkshire","G7","100","90","54050","53190"
"In post","2023","Analysis","South Yorkshire","HEO","85","80","33310","33950"
"In post","2023","Analysis","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","SEO","120","115","41610","41660"
"In post","2023","Analysis","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southern Scotland","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Southern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Tees Valley and Durham","AO","15","15","21610","21200"
"In post","2023","Analysis","Tees Valley and Durham","EO","20","20","25280","24840"
"In post","2023","Analysis","Tees Valley and Durham","G6","10","10","[c]","[c]"
"In post","2023","Analysis","Tees Valley and Durham","G7","30","25","52500","51550"
"In post","2023","Analysis","Tees Valley and Durham","HEO","60","60","32180","31560"
"In post","2023","Analysis","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tees Valley and Durham","SEO","40","35","41100","42880"
"In post","2023","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","EO","10","10","26430","26000"
"In post","2023","Analysis","West Central Scotland","G6","10","10","67570","67320"
"In post","2023","Analysis","West Central Scotland","G7","20","20","51810","51180"
"In post","2023","Analysis","West Central Scotland","HEO","40","35","33380","33870"
"In post","2023","Analysis","West Central Scotland","SEO","15","15","39210","38960"
"In post","2023","Analysis","West Midlands","AO","5","5","[c]","[c]"
"In post","2023","Analysis","West Midlands","EO","20","20","26570","25860"
"In post","2023","Analysis","West Midlands","G6","10","10","[c]","[c]"
"In post","2023","Analysis","West Midlands","G7","30","25","56320","52140"
"In post","2023","Analysis","West Midlands","HEO","50","50","33970","32800"
"In post","2023","Analysis","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","SEO","40","40","42150","40640"
"In post","2023","Analysis","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Yorkshire","AO","10","10","[c]","[c]"
"In post","2023","Analysis","West Yorkshire","EO","30","25","27150","27280"
"In post","2023","Analysis","West Yorkshire","G6","15","10","68830","69940"
"In post","2023","Analysis","West Yorkshire","G7","70","70","53880","52840"
"In post","2023","Analysis","West Yorkshire","HEO","65","60","32740","31300"
"In post","2023","Analysis","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Yorkshire","SEO","70","65","40180","39430"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","40","40","28220","28540"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G7","30","30","59620","58790"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","HEO","45","45","35150","35190"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","60","60","42890","43200"
"In post","2023","Commercial","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G7","5","5","[c]","[c]"
"In post","2023","Commercial","Cheshire","HEO","10","10","34380","30320"
"In post","2023","Commercial","Cheshire","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","15","15","39930","42620"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AO","10","10","22130","22150"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","15","15","27320","27320"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6","15","15","76020","74320"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G7","25","25","56710","55360"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","HEO","15","15","32010","31370"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO","30","30","41540","41610"
"In post","2023","Commercial","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","EO","10","5","[c]","[c]"
"In post","2023","Commercial","Devon","G6","25","25","62970","60860"
"In post","2023","Commercial","Devon","G7","65","65","48690","47960"
"In post","2023","Commercial","Devon","HEO","30","25","31770","30930"
"In post","2023","Commercial","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SEO","55","50","38860","38250"
"In post","2023","Commercial","Devon","Unknown","10","10","41150","42620"
"In post","2023","Commercial","Dorset and Somerset","AO","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G7","10","10","53660","54990"
"In post","2023","Commercial","Dorset and Somerset","HEO","15","10","33880","34300"
"In post","2023","Commercial","Dorset and Somerset","SEO","15","15","43130","43420"
"In post","2023","Commercial","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","20","15","27100","27430"
"In post","2023","Commercial","East Anglia","G6","20","20","72650","71180"
"In post","2023","Commercial","East Anglia","G7","45","40","57440","56000"
"In post","2023","Commercial","East Anglia","HEO","45","45","33250","33200"
"In post","2023","Commercial","East Anglia","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","SEO","85","80","40640","40620"
"In post","2023","Commercial","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","35","35","27340","27250"
"In post","2023","Commercial","East Wales","G6","5","5","[c]","[c]"
"In post","2023","Commercial","East Wales","G7","30","30","57330","56000"
"In post","2023","Commercial","East Wales","HEO","50","50","32720","32180"
"In post","2023","Commercial","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO","50","50","40300","40450"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA","15","15","23940","22920"
"In post","2023","Commercial","Eastern Scotland","AO","20","20","27900","28490"
"In post","2023","Commercial","Eastern Scotland","EO","15","15","33470","33290"
"In post","2023","Commercial","Eastern Scotland","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","HEO","20","20","38680","39360"
"In post","2023","Commercial","Eastern Scotland","SEO","15","15","46900","48410"
"In post","2023","Commercial","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","130","125","23460","22220"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","125","120","26740","27080"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6","115","110","72490","70710"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G7","260","250","55020","55500"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","365","350","33380","33830"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","45","45","108150","102820"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","430","410","42000","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","125","125","44040","42620"
"In post","2023","Commercial","Greater Manchester","AO","10","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","40","35","27380","27650"
"In post","2023","Commercial","Greater Manchester","G6","40","40","75880","72020"
"In post","2023","Commercial","Greater Manchester","G7","95","95","60290","56360"
"In post","2023","Commercial","Greater Manchester","HEO","70","70","32990","33020"
"In post","2023","Commercial","Greater Manchester","SCS level","10","10","96890","89580"
"In post","2023","Commercial","Greater Manchester","SEO","100","100","40540","40850"
"In post","2023","Commercial","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","AO","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","60","60","26850","27140"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6","20","20","75700","74000"
"In post","2023","Commercial","Hampshire and Isle of Wight","G7","45","45","58710","56000"
"In post","2023","Commercial","Hampshire and Isle of Wight","HEO","75","70","33640","33990"
"In post","2023","Commercial","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO","95","90","41800","42560"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","EO","25","20","29930","29190"
"In post","2023","Commercial","Inner London - East","G6","25","25","75010","70940"
"In post","2023","Commercial","Inner London - East","G7","65","65","58690","56430"
"In post","2023","Commercial","Inner London - East","HEO","60","60","34230","35410"
"In post","2023","Commercial","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","SEO","45","45","45280","43650"
"In post","2023","Commercial","Inner London - West","AO","15","15","25410","25650"
"In post","2023","Commercial","Inner London - West","EO","75","75","30590","31000"
"In post","2023","Commercial","Inner London - West","G6","245","245","75910","72500"
"In post","2023","Commercial","Inner London - West","G7","470","465","61050","57690"
"In post","2023","Commercial","Inner London - West","HEO","210","205","34750","35020"
"In post","2023","Commercial","Inner London - West","SCS level","155","150","122600","118080"
"In post","2023","Commercial","Inner London - West","SEO","260","255","44250","43650"
"In post","2023","Commercial","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Lancashire","G6","15","15","69210","66270"
