"Status","Year","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Mixed","Heterosexual / straight","345","[c]","37990","34170"
"Leaver Dept.","2023","Mixed","LGBO","45","[c]","39490","38110"
"Leaver Dept.","2023","Mixed","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Heterosexual / straight","75","[c]","37740","33790"
"Leaver Dept.","2023","Other ethnicity","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Heterosexual / straight","90","[c]","34890","32520"
"Leaver Dept.","2023","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","290","[c]","38570","35410"
"Leaver Dept.","2023","Undeclared","Unknown","65","[c]","31120","28120"
"Leaver Dept.","2023","Unknown","Heterosexual / straight","170","[c]","35670","30600"
"Leaver Dept.","2023","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","185","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","3010","[c]","37250","32520"
"Leaver Dept.","2023","White","Heterosexual / straight","6625","[c]","38160","33300"
"Leaver Dept.","2023","White","LGBO","815","[c]","36890","33020"
"Leaver Dept.","2023","White","Undeclared","500","[c]","38120","34010"
"Leaver Dept.","2023","White","Unknown","1020","[c]","37830","33060"
"New entrant CS","2023","Asian","Heterosexual / straight","3265","[c]","30010","26760"
"New entrant CS","2023","Asian","LGBO","105","[c]","30940","27600"
"New entrant CS","2023","Asian","Undeclared","145","[c]","30590","27240"
"New entrant CS","2023","Asian","Unknown","310","[c]","31050","28840"
"New entrant CS","2023","Black","Heterosexual / straight","1580","[c]","30930","28170"
"New entrant CS","2023","Black","LGBO","65","[c]","29750","28880"
"New entrant CS","2023","Black","Undeclared","60","[c]","30160","27280"
"New entrant CS","2023","Black","Unknown","125","[c]","33120","28840"
"New entrant CS","2023","Mixed","Heterosexual / straight","905","[c]","30460","27640"
"New entrant CS","2023","Mixed","LGBO","160","[c]","29640","27840"
"New entrant CS","2023","Mixed","Undeclared","75","[c]","29930","27330"
"New entrant CS","2023","Mixed","Unknown","95","[c]","32080","28840"
"New entrant CS","2023","Other ethnicity","Heterosexual / straight","235","[c]","30960","28120"
"New entrant CS","2023","Other ethnicity","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Undeclared","45","[c]","34300","29970"
"New entrant CS","2023","Other ethnicity","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Heterosexual / straight","160","[c]","29960","27640"
"New entrant CS","2023","Undeclared","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","420","[c]","33490","28880"
"New entrant CS","2023","Undeclared","Unknown","70","[c]","41230","28840"
"New entrant CS","2023","Unknown","Heterosexual / straight","465","[c]","31860","27940"
"New entrant CS","2023","Unknown","LGBO","35","[c]","29730","27800"
"New entrant CS","2023","Unknown","Undeclared","220","[c]","34670","31720"
"New entrant CS","2023","Unknown","Unknown","20650","[c]","28400","25750"
"New entrant CS","2023","White","Heterosexual / straight","21770","[c]","30940","27650"
"New entrant CS","2023","White","LGBO","2900","[c]","29570","26780"
"New entrant CS","2023","White","Undeclared","1215","[c]","31300","28120"
"New entrant CS","2023","White","Unknown","1610","[c]","31850","28840"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
