"Status","Year","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Heterosexual / straight","90","85","51230","43500"
"In post","2023","Communications","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","45","45","52000","44980"
"In post","2023","Counter Fraud","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Heterosexual / straight","6325","5860","31640","28120"
"In post","2023","Counter Fraud","Counter Fraud","LGBO","395","385","31450","28120"
"In post","2023","Counter Fraud","Counter Fraud","Undeclared","800","720","31360","28120"
"In post","2023","Counter Fraud","Counter Fraud","Unknown","1810","1640","32250","28130"
"In post","2023","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","Heterosexual / straight","155","150","41490","39450"
"In post","2023","Counter Fraud","Intelligence Analysis","LGBO","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","Undeclared","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","Unknown","40","35","38460","35000"
"In post","2023","Counter Fraud","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Legal","Heterosexual / straight","1215","1160","35390","34700"
"In post","2023","Counter Fraud","Legal","LGBO","65","65","35530","34700"
"In post","2023","Counter Fraud","Legal","Undeclared","185","175","36140","35000"
"In post","2023","Counter Fraud","Legal","Unknown","515","490","34130","32540"
"In post","2023","Counter Fraud","Operational Delivery","Heterosexual / straight","2125","1970","34510","34170"
"In post","2023","Counter Fraud","Operational Delivery","LGBO","115","110","32000","29320"
"In post","2023","Counter Fraud","Operational Delivery","Undeclared","265","235","33200","29730"
"In post","2023","Counter Fraud","Operational Delivery","Unknown","700","650","31080","28130"
"In post","2023","Counter Fraud","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","Heterosexual / straight","180","165","46590","42510"
"In post","2023","Counter Fraud","Other","LGBO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Other","Undeclared","30","30","48010","42590"
"In post","2023","Counter Fraud","Other","Unknown","60","55","39610","35000"
"In post","2023","Counter Fraud","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","Heterosexual / straight","1100","1040","43340","39790"
"In post","2023","Counter Fraud","Tax","LGBO","65","60","44350","35000"
"In post","2023","Counter Fraud","Tax","Undeclared","175","160","47340","42510"
"In post","2023","Counter Fraud","Tax","Unknown","375","355","38310","35000"
"In post","2023","Counter Fraud","Unknown","Heterosexual / straight","150","145","37220","34700"
"In post","2023","Counter Fraud","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","85","85","36290","34400"
"In post","2023","Debt","Operational Delivery","Heterosexual / straight","2415","2195","26180","22520"
"In post","2023","Debt","Operational Delivery","LGBO","200","190","25640","22520"
"In post","2023","Debt","Operational Delivery","Undeclared","265","235","25860","22520"
"In post","2023","Debt","Operational Delivery","Unknown","1535","1400","24660","22520"
"In post","2023","Debt","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Other","Heterosexual / straight","1885","1620","23350","21690"
"In post","2023","Debt","Other","LGBO","125","120","23430","21690"
"In post","2023","Debt","Other","Undeclared","210","180","22940","21690"
"In post","2023","Debt","Other","Unknown","395","335","22970","21690"
"In post","2023","Debt","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Debt","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tax","Heterosexual / straight","295","280","24100","22520"
"In post","2023","Debt","Tax","LGBO","40","40","23880","22520"
"In post","2023","Debt","Tax","Undeclared","15","15","[c]","[c]"
"In post","2023","Debt","Tax","Unknown","300","285","23770","22520"
"In post","2023","Debt","Unknown","Heterosexual / straight","45","45","27990","27650"
"In post","2023","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","14335","13950","44420","41200"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","LGBO","990","975","43500","39290"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Undeclared","1950","1895","43880","41410"
"In post","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","4295","4200","43290","39460"
"In post","2023","Digital, Data & Technology","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","Heterosexual / straight","70","65","38460","34970"
"In post","2023","Digital, Data & Technology","Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Finance","Unknown","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","Heterosexual / straight","55","55","43960","38620"
"In post","2023","Digital, Data & Technology","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","770","745","33060","29570"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","LGBO","45","40","34960","32660"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Undeclared","140","135","35400","32420"
"In post","2023","Digital, Data & Technology","Knowledge and Information Management","Unknown","100","95","32580","29570"
"In post","2023","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","745","715","38870","37590"
"In post","2023","Digital, Data & Technology","Operational Delivery","LGBO","80","80","35590","35000"
"In post","2023","Digital, Data & Technology","Operational Delivery","Undeclared","125","115","36540","37420"
"In post","2023","Digital, Data & Technology","Operational Delivery","Unknown","115","110","38500","35000"
"In post","2023","Digital, Data & Technology","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Other","Heterosexual / straight","200","190","36970","36180"
"In post","2023","Digital, Data & Technology","Other","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Other","Undeclared","35","35","37480","37420"
"In post","2023","Digital, Data & Technology","Other","Unknown","40","40","34000","29890"
"In post","2023","Digital, Data & Technology","Policy","Heterosexual / straight","60","60","55280","57170"
"In post","2023","Digital, Data & Technology","Policy","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Policy","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","Heterosexual / straight","160","160","41470","38940"
"In post","2023","Digital, Data & Technology","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","Undeclared","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","Unknown","80","80","38840","36180"
"In post","2023","Digital, Data & Technology","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","405","380","41570","39750"
"In post","2023","Digital, Data & Technology","Science and Engineering","LGBO","30","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","Undeclared","115","105","41660","39750"
"In post","2023","Digital, Data & Technology","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","Heterosexual / straight","35","35","46410","47210"
"In post","2023","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","Heterosexual / straight","65","65","41840","41780"
"In post","2023","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","Unknown","25","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","615","605","49130","44930"
"In post","2023","Digital, Data & Technology","Unknown","LGBO","45","45","48190","50690"
"In post","2023","Digital, Data & Technology","Unknown","Undeclared","70","65","51730","44930"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","285","280","45850","41780"
"In post","2023","Finance","Commercial","Heterosexual / straight","555","520","38640","38470"
"In post","2023","Finance","Commercial","LGBO","40","40","38920","37380"
"In post","2023","Finance","Commercial","Undeclared","55","50","37260","34970"
