"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Dorset and Somerset","G6/G7","20","20","54270","50970"
"In post","2023","Analysis","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO/HEO","75","70","33510","30820"
"In post","2023","Analysis","East Anglia","AA/AO","15","15","21600","22150"
"In post","2023","Analysis","East Anglia","EO","60","55","26060","25920"
"In post","2023","Analysis","East Anglia","G6/G7","80","75","53400","49400"
"In post","2023","Analysis","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO/HEO","215","205","34270","34000"
"In post","2023","Analysis","East Wales","AA/AO","40","35","21480","21200"
"In post","2023","Analysis","East Wales","EO","110","105","25610","25040"
"In post","2023","Analysis","East Wales","G6/G7","260","250","54660","51460"
"In post","2023","Analysis","East Wales","SCS level","15","15","84180","73940"
"In post","2023","Analysis","East Wales","SEO/HEO","715","695","35510","37680"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6/G7","25","25","66420","66270"
"In post","2023","Analysis","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO/HEO","35","35","38500","37760"
"In post","2023","Analysis","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","30","30","23540","23340"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","65","65","27260","26940"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","310","295","56020","53180"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","405","390","36380","38170"
"In post","2023","Analysis","Greater Manchester","AA/AO","10","10","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","35","35","26940","26940"
"In post","2023","Analysis","Greater Manchester","G6/G7","95","90","58840","57970"
"In post","2023","Analysis","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SEO/HEO","270","270","37350","35000"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA/AO","10","10","21200","21200"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","55","50","26080","25100"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6/G7","410","390","54220","51460"
"In post","2023","Analysis","Hampshire and Isle of Wight","SCS level","15","10","82430","73330"
"In post","2023","Analysis","Hampshire and Isle of Wight","SEO/HEO","625","605","35590","36920"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","AA/AO","15","15","23960","24520"
"In post","2023","Analysis","Inner London - East","EO","100","100","29210","29000"
"In post","2023","Analysis","Inner London - East","G6/G7","390","370","64410","61740"
"In post","2023","Analysis","Inner London - East","SCS level","40","35","99340","98510"
"In post","2023","Analysis","Inner London - East","SEO/HEO","455","450","40460","39790"
"In post","2023","Analysis","Inner London - West","AA/AO","55","55","24740","23500"
"In post","2023","Analysis","Inner London - West","EO","225","225","29920","29890"
"In post","2023","Analysis","Inner London - West","G6/G7","1330","1280","63390","60290"
"In post","2023","Analysis","Inner London - West","SCS level","120","115","89120","81300"
"In post","2023","Analysis","Inner London - West","SEO/HEO","1495","1475","39430","39090"
"In post","2023","Analysis","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Kent","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","EO","20","15","27350","27650"
"In post","2023","Analysis","Merseyside","G6/G7","60","55","58340","57970"
"In post","2023","Analysis","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","SEO/HEO","120","115","37280","37680"
"In post","2023","Analysis","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","G6/G7","10","10","57170","52010"
"In post","2023","Analysis","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire","SEO/HEO","20","20","35210","34580"
"In post","2023","Analysis","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","EO","15","15","27660","28130"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","G6/G7","55","55","56890","53190"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland, and Tyne and Wear","SEO/HEO","110","105","36420","37680"
"In post","2023","Analysis","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Outer London - South","EO","30","25","30860","30410"
"In post","2023","Analysis","Outer London - South","G6/G7","50","45","67040","65230"
"In post","2023","Analysis","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - South","SEO/HEO","95","90","41090","40400"
"In post","2023","Analysis","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire and Staffordshire","SEO/HEO","15","15","36300","34300"
"In post","2023","Analysis","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","G6/G7","130","120","57650","53450"
"In post","2023","Analysis","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Yorkshire","SEO/HEO","205","195","38180","38470"
"In post","2023","Analysis","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southern Scotland","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","G6/G7","10","5","[c]","[c]"
"In post","2023","Analysis","Surrey, East and West Sussex","SEO/HEO","10","10","36930","36340"
"In post","2023","Analysis","Tees Valley and Durham","AA/AO","15","15","21610","21200"
"In post","2023","Analysis","Tees Valley and Durham","EO","20","20","25280","24840"
"In post","2023","Analysis","Tees Valley and Durham","G6/G7","35","35","55710","52150"
"In post","2023","Analysis","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tees Valley and Durham","SEO/HEO","95","95","35670","33630"
"In post","2023","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Central Scotland","EO","10","10","26430","26000"
"In post","2023","Analysis","West Central Scotland","G6/G7","30","30","57590","56200"
"In post","2023","Analysis","West Central Scotland","SEO/HEO","55","50","35030","34170"
"In post","2023","Analysis","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","West Midlands","EO","20","20","26570","25860"
"In post","2023","Analysis","West Midlands","G6/G7","35","35","62960","53970"
"In post","2023","Analysis","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands","SEO/HEO","90","90","37660","37590"
"In post","2023","Analysis","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","West Wales and The Valleys","SEO/HEO","10","10","37430","37760"
"In post","2023","Analysis","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Analysis","West Yorkshire","EO","30","25","27150","27280"
"In post","2023","Analysis","West Yorkshire","G6/G7","85","80","56160","53190"
"In post","2023","Analysis","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Yorkshire","SEO/HEO","135","130","36630","37680"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","10","10","38760","39890"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","40","40","28220","28540"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","35","35","63240","59660"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","105","100","39610","40670"
"In post","2023","Commercial","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO/HEO","20","20","36260","37500"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","15","15","39930","42620"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AA/AO","10","10","22130","22150"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","15","15","27320","27320"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6/G7","40","35","63310","56130"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","50","45","38170","39490"
"In post","2023","Commercial","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","EO","10","5","[c]","[c]"
"In post","2023","Commercial","Devon","G6/G7","95","90","52680","48080"
"In post","2023","Commercial","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SEO/HEO","85","80","36380","37420"
"In post","2023","Commercial","Devon","Unknown","10","10","41150","42620"
"In post","2023","Commercial","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6/G7","15","15","56560","55470"
"In post","2023","Commercial","Dorset and Somerset","SEO/HEO","25","25","38680","35840"
"In post","2023","Commercial","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","20","15","27100","27430"
"In post","2023","Commercial","East Anglia","G6/G7","60","60","62100","62300"
"In post","2023","Commercial","East Anglia","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","SEO/HEO","130","125","37970","39860"
"In post","2023","Commercial","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","35","35","27340","27250"
"In post","2023","Commercial","East Wales","G6/G7","40","40","58900","56000"
"In post","2023","Commercial","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO/HEO","100","100","36430","34680"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA/AO","35","30","26220","28490"
"In post","2023","Commercial","Eastern Scotland","EO","15","15","33470","33290"
"In post","2023","Commercial","Eastern Scotland","G6/G7","15","15","65090","62260"
"In post","2023","Commercial","Eastern Scotland","SEO/HEO","35","35","42340","41790"
"In post","2023","Commercial","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","130","125","23460","22220"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","125","120","26740","27080"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","375","360","60340","56000"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","45","45","108150","102820"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","795","760","38030","37060"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","125","125","44040","42620"
"In post","2023","Commercial","Greater Manchester","AA/AO","10","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","40","35","27380","27650"
"In post","2023","Commercial","Greater Manchester","G6/G7","135","135","65100","65500"
"In post","2023","Commercial","Greater Manchester","SCS level","10","10","96890","89580"
"In post","2023","Commercial","Greater Manchester","SEO/HEO","170","170","37490","37680"
"In post","2023","Commercial","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","60","60","26850","27140"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6/G7","65","65","64290","66240"
"In post","2023","Commercial","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO/HEO","170","165","38220","39820"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","EO","25","20","29930","29190"
"In post","2023","Commercial","Inner London - East","G6/G7","90","85","62960","59660"
"In post","2023","Commercial","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","SEO/HEO","105","105","39130","36810"
"In post","2023","Commercial","Inner London - West","AA/AO","15","15","25410","25650"
"In post","2023","Commercial","Inner London - West","EO","75","75","30590","31000"
"In post","2023","Commercial","Inner London - West","G6/G7","720","710","66160","65760"
"In post","2023","Commercial","Inner London - West","SCS level","155","150","122600","118080"
"In post","2023","Commercial","Inner London - West","SEO/HEO","465","460","40000","41240"
"In post","2023","Commercial","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Lancashire","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Lancashire","G6/G7","35","35","63700","65500"
"In post","2023","Commercial","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","SEO/HEO","15","15","38970","38050"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Merseyside","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","EO","35","30","26690","26410"
"In post","2023","Commercial","Merseyside","G6/G7","70","70","62630","65500"
"In post","2023","Commercial","Merseyside","SCS level","10","10","97610","89220"
"In post","2023","Commercial","Merseyside","SEO/HEO","185","180","36620","38650"
"In post","2023","Commercial","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","EO","10","10","26560","26900"
"In post","2023","Commercial","North Yorkshire","G6/G7","50","45","58860","56000"
"In post","2023","Commercial","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","SEO/HEO","45","40","37140","37510"
"In post","2023","Commercial","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","G6/G7","30","30","63890","65500"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","SEO/HEO","35","35","35370","37300"
"In post","2023","Commercial","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","EO","10","10","30410","29890"
"In post","2023","Commercial","Outer London - South","G6/G7","30","30","69420","67450"
"In post","2023","Commercial","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","SEO/HEO","45","45","42210","43210"
"In post","2023","Commercial","Outer London - West and North West","AA/AO","20","20","23800","23460"
"In post","2023","Commercial","Outer London - West and North West","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","G6/G7","15","15","59330","56070"
"In post","2023","Commercial","Outer London - West and North West","SEO/HEO","15","15","37830","38760"
"In post","2023","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6/G7","10","10","78870","85900"
"In post","2023","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO/HEO","15","15","59390","58690"
"In post","2023","Commercial","Shropshire and Staffordshire","AA/AO","25","25","22210","21780"
"In post","2023","Commercial","Shropshire and Staffordshire","EO","50","45","26710","26350"
"In post","2023","Commercial","Shropshire and Staffordshire","G6/G7","30","30","63900","63990"
"In post","2023","Commercial","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","SEO/HEO","75","75","37800","37330"
"In post","2023","Commercial","South Yorkshire","EO","10","10","26410","25900"
"In post","2023","Commercial","South Yorkshire","G6/G7","55","50","62200","56000"
"In post","2023","Commercial","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","SEO/HEO","65","65","37580","38470"
"In post","2023","Commercial","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","G6/G7","35","35","62120","58980"
"In post","2023","Commercial","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","SEO/HEO","25","25","40070","40810"
"In post","2023","Commercial","Surrey, East and West Sussex","AA/AO","10","10","26530","25680"
"In post","2023","Commercial","Surrey, East and West Sussex","EO","15","10","28560","28710"
"In post","2023","Commercial","Surrey, East and West Sussex","G6/G7","15","15","65730","60550"
"In post","2023","Commercial","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","SEO/HEO","25","25","36540","35810"
"In post","2023","Commercial","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","G6/G7","25","25","61100","56000"
"In post","2023","Commercial","Tees Valley and Durham","SEO/HEO","35","35","37460","39090"
"In post","2023","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","AA/AO","20","20","25820","28490"
"In post","2023","Commercial","West Central Scotland","EO","35","30","27710","27080"
"In post","2023","Commercial","West Central Scotland","G6/G7","40","40","65550","66270"
"In post","2023","Commercial","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","SEO/HEO","100","100","37500","36170"
"In post","2023","Commercial","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","West Midlands","EO","10","10","27400","26410"
"In post","2023","Commercial","West Midlands","G6/G7","75","75","66080","65500"
"In post","2023","Commercial","West Midlands","SCS level","10","10","143690","145260"
"In post","2023","Commercial","West Midlands","SEO/HEO","75","75","36770","37300"
"In post","2023","Commercial","West Wales and The Valleys","AA/AO","45","40","21560","22500"
"In post","2023","Commercial","West Wales and The Valleys","EO","40","35","27190","26960"
"In post","2023","Commercial","West Wales and The Valleys","G6/G7","25","25","57760","53840"
"In post","2023","Commercial","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Wales and The Valleys","SEO/HEO","115","105","36860","37300"
"In post","2023","Commercial","West Yorkshire","EO","15","15","26260","25830"
"In post","2023","Commercial","West Yorkshire","G6/G7","120","115","64460","65500"
"In post","2023","Commercial","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","West Yorkshire","SEO/HEO","135","135","36090","37680"
