"Status","Year","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Heterosexual / straight","235","220","34630","31950"
"In post","2023","Declared disabled","Intelligence Analysis","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Undeclared","35","35","35510","33710"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Heterosexual / straight","65","60","45160","41740"
"In post","2023","Declared disabled","Internal Audit","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Heterosexual / straight","95","95","46910","41550"
"In post","2023","Declared disabled","International Trade","LGBO","30","30","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Heterosexual / straight","255","245","34700","32510"
"In post","2023","Declared disabled","Knowledge and Information Management","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Undeclared","45","40","36350","33660"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Legal","Heterosexual / straight","800","735","51740","52360"
"In post","2023","Declared disabled","Legal","LGBO","95","95","51890","53680"
"In post","2023","Declared disabled","Legal","Undeclared","110","100","51830","50160"
"In post","2023","Declared disabled","Legal","Unknown","80","70","51560","55170"
"In post","2023","Declared disabled","Medicine","Heterosexual / straight","105","95","58790","47670"
"In post","2023","Declared disabled","Medicine","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Heterosexual / straight","27385","24565","29270","28120"
"In post","2023","Declared disabled","Operational Delivery","LGBO","2985","2850","29150","28120"
"In post","2023","Declared disabled","Operational Delivery","Undeclared","3620","3195","28730","28120"
"In post","2023","Declared disabled","Operational Delivery","Unknown","2160","1855","27980","27780"
"In post","2023","Declared disabled","Operational Research","Heterosexual / straight","95","90","42510","40400"
"In post","2023","Declared disabled","Operational Research","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other","Heterosexual / straight","1445","1320","31010","28120"
"In post","2023","Declared disabled","Other","LGBO","145","140","29350","28120"
"In post","2023","Declared disabled","Other","Undeclared","190","165","29590","27120"
"In post","2023","Declared disabled","Other","Unknown","135","120","33330","28490"
"In post","2023","Declared disabled","Planning","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Planning","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Heterosexual / straight","2260","2190","47500","43260"
"In post","2023","Declared disabled","Policy","LGBO","515","505","46320","41780"
"In post","2023","Declared disabled","Policy","Undeclared","265","255","46330","41920"
"In post","2023","Declared disabled","Policy","Unknown","140","135","51210","46180"
"In post","2023","Declared disabled","Project Delivery","Heterosexual / straight","1435","1375","43730","41000"
"In post","2023","Declared disabled","Project Delivery","LGBO","175","170","43600","39630"
"In post","2023","Declared disabled","Project Delivery","Undeclared","165","160","45380","41780"
"In post","2023","Declared disabled","Project Delivery","Unknown","125","125","38020","34250"
"In post","2023","Declared disabled","Property","Heterosexual / straight","470","445","38720","34300"
"In post","2023","Declared disabled","Property","LGBO","45","45","41110","36940"
"In post","2023","Declared disabled","Property","Undeclared","65","60","38470","35270"
"In post","2023","Declared disabled","Property","Unknown","45","45","36520","32970"
"In post","2023","Declared disabled","Psychology","Heterosexual / straight","110","110","36350","31670"
"In post","2023","Declared disabled","Psychology","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Psychology","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","Heterosexual / straight","980","945","39830","39890"
"In post","2023","Declared disabled","Science and Engineering","LGBO","120","120","37210","35810"
"In post","2023","Declared disabled","Science and Engineering","Undeclared","135","130","40230","40340"
"In post","2023","Declared disabled","Science and Engineering","Unknown","165","160","42170","39890"
"In post","2023","Declared disabled","Security","Heterosexual / straight","605","585","34610","32520"
"In post","2023","Declared disabled","Security","LGBO","55","55","36790","34170"
"In post","2023","Declared disabled","Security","Undeclared","85","80","37850","34650"
"In post","2023","Declared disabled","Security","Unknown","55","55","38240","36310"
"In post","2023","Declared disabled","Social Research","Heterosexual / straight","100","90","43510","40980"
"In post","2023","Declared disabled","Social Research","LGBO","35","35","40840","39300"
"In post","2023","Declared disabled","Social Research","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Social Research","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Statistics","Heterosexual / straight","200","190","44660","40670"
"In post","2023","Declared disabled","Statistics","LGBO","50","50","40790","39300"
"In post","2023","Declared disabled","Statistics","Undeclared","30","30","42200","36810"
"In post","2023","Declared disabled","Statistics","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Tax","Heterosexual / straight","1130","1045","39030","35000"
"In post","2023","Declared disabled","Tax","LGBO","160","155","37300","35000"
"In post","2023","Declared disabled","Tax","Undeclared","135","120","39530","35000"
"In post","2023","Declared disabled","Tax","Unknown","105","95","37890","35000"
"In post","2023","Declared disabled","Unknown","Heterosexual / straight","1700","1625","40870","35000"
"In post","2023","Declared disabled","Unknown","LGBO","445","430","38960","34700"
"In post","2023","Declared disabled","Unknown","Undeclared","180","170","41550","35020"
"In post","2023","Declared disabled","Unknown","Unknown","270","260","34580","30130"
"In post","2023","Declared disabled","Veterinarian","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Heterosexual / straight","3955","3825","48530","42620"
"In post","2023","Declared non-disabled","Commercial","LGBO","180","180","44990","40560"
"In post","2023","Declared non-disabled","Commercial","Undeclared","255","240","44700","41500"
"In post","2023","Declared non-disabled","Commercial","Unknown","410","395","54340","56000"
"In post","2023","Declared non-disabled","Communications","Heterosexual / straight","2100","2010","44400","41200"
"In post","2023","Declared non-disabled","Communications","LGBO","155","155","45310","43250"
"In post","2023","Declared non-disabled","Communications","Undeclared","150","145","43880","40850"
"In post","2023","Declared non-disabled","Communications","Unknown","125","115","42590","41710"
"In post","2023","Declared non-disabled","Corporate Finance","Heterosexual / straight","55","50","51530","45340"
"In post","2023","Declared non-disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Heterosexual / straight","5160","4800","31780","28120"
"In post","2023","Declared non-disabled","Counter Fraud","LGBO","250","240","31840","28130"
"In post","2023","Declared non-disabled","Counter Fraud","Undeclared","440","390","30820","28120"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","875","760","30670","28120"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Heterosexual / straight","11870","11565","45280","41800"
"In post","2023","Declared non-disabled","Digital, Data and Technology","LGBO","655","650","44550","41000"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Undeclared","1095","1060","44630","41800"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Unknown","915","870","42650","38470"
"In post","2023","Declared non-disabled","Economics","Heterosexual / straight","1125","1095","51100","53550"
"In post","2023","Declared non-disabled","Economics","LGBO","100","95","48660","43660"
"In post","2023","Declared non-disabled","Economics","Undeclared","85","85","53120","55190"
"In post","2023","Declared non-disabled","Economics","Unknown","35","35","56450","53960"
"In post","2023","Declared non-disabled","Finance","Heterosexual / straight","5870","5625","43880","39820"
"In post","2023","Declared non-disabled","Finance","LGBO","225","215","44060","40010"
"In post","2023","Declared non-disabled","Finance","Undeclared","455","435","43690","41180"
"In post","2023","Declared non-disabled","Finance","Unknown","365","345","42490","38470"
"In post","2023","Declared non-disabled","Geography","Heterosexual / straight","260","245","34160","34370"
"In post","2023","Declared non-disabled","Geography","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Heterosexual / straight","7150","6835","40400","36180"
"In post","2023","Declared non-disabled","Human Resources","LGBO","340","330","43160","38470"
"In post","2023","Declared non-disabled","Human Resources","Undeclared","415","400","37830","34300"
"In post","2023","Declared non-disabled","Human Resources","Unknown","265","250","40640","37520"
"In post","2023","Declared non-disabled","Inspector of Education and Training","Heterosexual / straight","835","825","67000","72470"
"In post","2023","Declared non-disabled","Inspector of Education and Training","LGBO","60","60","70770","77470"
"In post","2023","Declared non-disabled","Inspector of Education and Training","Undeclared","35","35","66710","66170"
"In post","2023","Declared non-disabled","Inspector of Education and Training","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","Heterosexual / straight","1860","1785","35010","32000"
"In post","2023","Declared non-disabled","Intelligence Analysis","LGBO","85","85","34730","30960"
"In post","2023","Declared non-disabled","Intelligence Analysis","Undeclared","175","165","34220","31230"
"In post","2023","Declared non-disabled","Intelligence Analysis","Unknown","70","65","38410","34170"
"In post","2023","Declared non-disabled","Internal Audit","Heterosexual / straight","440","420","48780","46110"
"In post","2023","Declared non-disabled","Internal Audit","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Undeclared","45","45","49520","44930"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","Heterosexual / straight","865","850","48880","42940"
"In post","2023","Declared non-disabled","International Trade","LGBO","80","80","48410","41750"
"In post","2023","Declared non-disabled","International Trade","Undeclared","50","50","50250","55370"
"In post","2023","Declared non-disabled","International Trade","Unknown","55","55","47120","42370"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Heterosexual / straight","1290","1225","36740","34110"
"In post","2023","Declared non-disabled","Knowledge and Information Management","LGBO","95","95","38150","34970"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Undeclared","160","155","35770","32870"
"In post","2023","Declared non-disabled","Knowledge and Information Management","Unknown","115","110","34910","32520"
"In post","2023","Declared non-disabled","Legal","Heterosexual / straight","6205","5815","53270","52790"
"In post","2023","Declared non-disabled","Legal","LGBO","325","315","55590","55130"
"In post","2023","Declared non-disabled","Legal","Undeclared","450","415","53250","52360"
"In post","2023","Declared non-disabled","Legal","Unknown","855","770","58490","58030"
"In post","2023","Declared non-disabled","Medicine","Heterosexual / straight","1175","1040","56340","43810"
"In post","2023","Declared non-disabled","Medicine","LGBO","35","30","62610","49370"
"In post","2023","Declared non-disabled","Medicine","Undeclared","100","90","65460","55270"
"In post","2023","Declared non-disabled","Medicine","Unknown","45","40","49490","39780"
"In post","2023","Declared non-disabled","Operational Delivery","Heterosexual / straight","137210","126670","30500","28120"
"In post","2023","Declared non-disabled","Operational Delivery","LGBO","7225","6970","30220","28120"
"In post","2023","Declared non-disabled","Operational Delivery","Undeclared","11960","10690","29760","28120"
"In post","2023","Declared non-disabled","Operational Delivery","Unknown","14565","12410","28510","28120"
"In post","2023","Declared non-disabled","Operational Research","Heterosexual / straight","520","500","48510","49260"
"In post","2023","Declared non-disabled","Operational Research","LGBO","35","35","41930","39790"
"In post","2023","Declared non-disabled","Operational Research","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Operational Research","Unknown","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other","Heterosexual / straight","7780","7270","34410","28120"
"In post","2023","Declared non-disabled","Other","LGBO","340","330","34270","28120"
"In post","2023","Declared non-disabled","Other","Undeclared","705","665","33910","28120"
"In post","2023","Declared non-disabled","Other","Unknown","645","570","29540","26760"
"In post","2023","Declared non-disabled","Planning","Heterosexual / straight","150","140","47470","44180"
"In post","2023","Declared non-disabled","Planning","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Planning","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Planning Inspectors","Heterosexual / straight","330","300","58340","60050"
"In post","2023","Declared non-disabled","Planning Inspectors","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Planning Inspectors","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Planning Inspectors","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Policy","Heterosexual / straight","17475","16945","50250","49400"
"In post","2023","Declared non-disabled","Policy","LGBO","1605","1585","49680","47820"
"In post","2023","Declared non-disabled","Policy","Undeclared","1345","1300","49020","46250"
"In post","2023","Declared non-disabled","Policy","Unknown","845","810","51190","50160"
"In post","2023","Declared non-disabled","Project Delivery","Heterosexual / straight","10125","9760","46830","42510"
"In post","2023","Declared non-disabled","Project Delivery","LGBO","460","455","46380","42160"
"In post","2023","Declared non-disabled","Project Delivery","Undeclared","710","685","48010","42880"
"In post","2023","Declared non-disabled","Project Delivery","Unknown","520","490","44000","40560"
"In post","2023","Declared non-disabled","Property","Heterosexual / straight","3840","3675","39440","35250"
"In post","2023","Declared non-disabled","Property","LGBO","140","135","36580","33400"
"In post","2023","Declared non-disabled","Property","Undeclared","300","280","38540","35020"
"In post","2023","Declared non-disabled","Property","Unknown","235","215","36220","33850"
"In post","2023","Declared non-disabled","Psychology","Heterosexual / straight","995","960","38350","32420"
"In post","2023","Declared non-disabled","Psychology","LGBO","55","50","35940","30940"
"In post","2023","Declared non-disabled","Psychology","Undeclared","50","45","37360","32420"
"In post","2023","Declared non-disabled","Psychology","Unknown","45","40","43160","40220"
"In post","2023","Declared non-disabled","Science and Engineering","Heterosexual / straight","6850","6610","42350","40720"
"In post","2023","Declared non-disabled","Science and Engineering","LGBO","305","300","38360","34260"
"In post","2023","Declared non-disabled","Science and Engineering","Undeclared","695","660","41960","40200"
"In post","2023","Declared non-disabled","Science and Engineering","Unknown","455","435","42240","39890"
"In post","2023","Declared non-disabled","Security","Heterosexual / straight","4750","4630","34860","31560"
"In post","2023","Declared non-disabled","Security","LGBO","175","175","37130","34170"
"In post","2023","Declared non-disabled","Security","Undeclared","395","380","36200","35010"
"In post","2023","Declared non-disabled","Security","Unknown","260","250","37340","35000"
"In post","2023","Declared non-disabled","Social Research","Heterosexual / straight","780","740","47110","43690"
"In post","2023","Declared non-disabled","Social Research","LGBO","90","90","44430","39300"
"In post","2023","Declared non-disabled","Social Research","Undeclared","60","55","45500","40860"
"In post","2023","Declared non-disabled","Social Research","Unknown","35","30","48190","51460"
"In post","2023","Declared non-disabled","Statistics","Heterosexual / straight","1515","1450","47030","43650"
"In post","2023","Declared non-disabled","Statistics","LGBO","145","145","44870","40920"
"In post","2023","Declared non-disabled","Statistics","Undeclared","100","95","45670","43650"
"In post","2023","Declared non-disabled","Statistics","Unknown","95","90","47510","46720"
"In post","2023","Declared non-disabled","Tax","Heterosexual / straight","8910","8475","39210","35000"
"In post","2023","Declared non-disabled","Tax","LGBO","585","565","36870","34700"
"In post","2023","Declared non-disabled","Tax","Undeclared","520","485","40710","35070"
"In post","2023","Declared non-disabled","Tax","Unknown","595","540","39410","35000"
"In post","2023","Declared non-disabled","Unknown","Heterosexual / straight","12215","11805","44090","38330"
"In post","2023","Declared non-disabled","Unknown","LGBO","965","950","42470","35740"
"In post","2023","Declared non-disabled","Unknown","Undeclared","715","695","46170","41950"
"In post","2023","Declared non-disabled","Unknown","Unknown","1440","1350","42020","36940"
"In post","2023","Declared non-disabled","Veterinarian","Heterosexual / straight","230","220","43900","39230"
"In post","2023","Declared non-disabled","Veterinarian","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinarian","Undeclared","40","40","46950","49400"
"In post","2023","Declared non-disabled","Veterinarian","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Commercial","Heterosexual / straight","220","210","49770","43300"
"In post","2023","Undeclared","Commercial","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","Commercial","Undeclared","175","170","47380","42750"
"In post","2023","Undeclared","Commercial","Unknown","60","60","54460","52690"
"In post","2023","Undeclared","Communications","Heterosexual / straight","95","95","42370","39120"
"In post","2023","Undeclared","Communications","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","Undeclared","75","70","41540","39640"
"In post","2023","Undeclared","Communications","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Heterosexual / straight","205","195","31100","28120"
"In post","2023","Undeclared","Counter Fraud","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Undeclared","195","185","33130","30120"
"In post","2023","Undeclared","Counter Fraud","Unknown","50","45","31310","28120"
"In post","2023","Undeclared","Digital, Data and Technology","Heterosexual / straight","485","470","43980","41040"
"In post","2023","Undeclared","Digital, Data and Technology","LGBO","50","50","44240","41480"
"In post","2023","Undeclared","Digital, Data and Technology","Undeclared","590","575","44350","41800"
"In post","2023","Undeclared","Digital, Data and Technology","Unknown","130","130","46700","42490"
"In post","2023","Undeclared","Economics","Heterosexual / straight","75","75","46760","44090"
"In post","2023","Undeclared","Economics","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Economics","Undeclared","45","45","49900","47670"
"In post","2023","Undeclared","Economics","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","Heterosexual / straight","250","240","43350","38470"
"In post","2023","Undeclared","Finance","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Finance","Undeclared","210","200","43780","41030"
"In post","2023","Undeclared","Finance","Unknown","40","40","48110","42550"
"In post","2023","Undeclared","Geography","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Geography","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Heterosexual / straight","350","340","39350","35790"
"In post","2023","Undeclared","Human Resources","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Undeclared","270","265","39070","34450"
"In post","2023","Undeclared","Human Resources","Unknown","55","55","37140","34170"
"In post","2023","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Heterosexual / straight","110","105","34940","32420"
"In post","2023","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Intelligence Analysis","Undeclared","120","115","35880","33410"
"In post","2023","Undeclared","Intelligence Analysis","Unknown","20","20","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Undeclared","20","20","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","International Trade","Undeclared","25","25","[c]","[c]"
"In post","2023","Undeclared","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","Heterosexual / straight","60","55","31900","28970"
"In post","2023","Undeclared","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Knowledge and Information Management","Undeclared","80","75","37850","34410"
"In post","2023","Undeclared","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Legal","Heterosexual / straight","180","170","51630","52020"
"In post","2023","Undeclared","Legal","LGBO","20","20","[c]","[c]"
"In post","2023","Undeclared","Legal","Undeclared","245","225","48920","44920"
"In post","2023","Undeclared","Legal","Unknown","40","40","53890","57820"
"In post","2023","Undeclared","Medicine","Heterosexual / straight","85","75","70640","51430"
"In post","2023","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicine","Undeclared","45","40","72870","48530"
"In post","2023","Undeclared","Medicine","Unknown","50","45","115720","121300"
"In post","2023","Undeclared","Operational Delivery","Heterosexual / straight","7350","6725","30810","28120"
"In post","2023","Undeclared","Operational Delivery","LGBO","660","635","30680","28120"
"In post","2023","Undeclared","Operational Delivery","Undeclared","5100","4700","31560","28480"
"In post","2023","Undeclared","Operational Delivery","Unknown","2550","2265","33720","32920"
"In post","2023","Undeclared","Operational Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Operational Research","Undeclared","15","15","[c]","[c]"
"In post","2023","Undeclared","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Other","Heterosexual / straight","330","310","29250","25620"
"In post","2023","Undeclared","Other","LGBO","25","25","[c]","[c]"
"In post","2023","Undeclared","Other","Undeclared","275","260","33090","28120"
"In post","2023","Undeclared","Other","Unknown","50","45","31690","28120"
"In post","2023","Undeclared","Planning","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectors","Undeclared","15","10","[c]","[c]"
"In post","2023","Undeclared","Policy","Heterosexual / straight","780","755","48640","45170"
"In post","2023","Undeclared","Policy","LGBO","110","110","45120","40540"
"In post","2023","Undeclared","Policy","Undeclared","630","615","48840","47070"
"In post","2023","Undeclared","Policy","Unknown","155","150","54830","54090"
"In post","2023","Undeclared","Project Delivery","Heterosexual / straight","370","355","45020","41800"
"In post","2023","Undeclared","Project Delivery","LGBO","35","35","47590","48010"
"In post","2023","Undeclared","Project Delivery","Undeclared","350","340","47960","43210"
"In post","2023","Undeclared","Project Delivery","Unknown","30","30","46170","42130"
"In post","2023","Undeclared","Property","Heterosexual / straight","185","180","37180","35320"
"In post","2023","Undeclared","Property","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","Undeclared","200","185","41730","39140"
"In post","2023","Undeclared","Property","Unknown","75","70","37030","32590"
"In post","2023","Undeclared","Psychology","Heterosexual / straight","70","65","40210","32420"
"In post","2023","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Psychology","Undeclared","30","30","[c]","[c]"
"In post","2023","Undeclared","Psychology","Unknown","20","15","[c]","[c]"
"In post","2023","Undeclared","Science and Engineering","Heterosexual / straight","375","360","44340","42620"
