"Status","Year","Disability","Ethnicity","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","South East (England)","Female","65","60","32670","31280"
"In post","2023","Declared disabled","Black","South East (England)","Male","30","30","33400","31280"
"In post","2023","Declared disabled","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","South West (England)","Female","35","35","33370","29990"
"In post","2023","Declared disabled","Black","South West (England)","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Wales","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Wales","Male","15","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","West Midlands (England)","Female","175","155","29190","28120"
"In post","2023","Declared disabled","Black","West Midlands (England)","Male","50","50","31620","28130"
"In post","2023","Declared disabled","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Yorkshire and The Humber","Female","45","45","30080","28120"
"In post","2023","Declared disabled","Black","Yorkshire and The Humber","Male","30","30","27770","25750"
"In post","2023","Declared disabled","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","East Midlands (England)","Female","60","55","28770","28120"
"In post","2023","Declared disabled","Mixed","East Midlands (England)","Male","30","30","30080","28120"
"In post","2023","Declared disabled","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","East of England","Female","60","55","33520","31280"
"In post","2023","Declared disabled","Mixed","East of England","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","London","Female","350","330","40010","35220"
"In post","2023","Declared disabled","Mixed","London","Male","195","190","43570","38580"
"In post","2023","Declared disabled","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","North East (England)","Female","35","35","31550","28170"
"In post","2023","Declared disabled","Mixed","North East (England)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","North West (England)","Female","125","115","31040","28120"
"In post","2023","Declared disabled","Mixed","North West (England)","Male","70","65","30230","28120"
"In post","2023","Declared disabled","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scotland","Female","35","35","33580","28120"
"In post","2023","Declared disabled","Mixed","Scotland","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","South East (England)","Female","85","75","34190","30730"
"In post","2023","Declared disabled","Mixed","South East (England)","Male","65","65","33500","30390"
"In post","2023","Declared disabled","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","South West (England)","Female","55","50","32950","28120"
"In post","2023","Declared disabled","Mixed","South West (England)","Male","65","60","38530","37710"
"In post","2023","Declared disabled","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Wales","Female","55","50","30370","28120"
"In post","2023","Declared disabled","Mixed","Wales","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","West Midlands (England)","Female","75","65","28590","26440"
"In post","2023","Declared disabled","Mixed","West Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Yorkshire and The Humber","Female","80","70","32730","28120"
"In post","2023","Declared disabled","Mixed","Yorkshire and The Humber","Male","45","45","31270","28880"
"In post","2023","Declared disabled","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East of England","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East of England","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","London","Female","115","105","39530","35240"
"In post","2023","Declared disabled","Other ethnicity","London","Male","75","75","46290","39150"
"In post","2023","Declared disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North West (England)","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North West (England)","Male","25","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Scotland","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Scotland","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","South East (England)","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","South East (England)","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Wales","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Midlands (England)","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Midlands (England)","Male","15","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","East Midlands (England)","Female","60","50","29070","28120"
"In post","2023","Declared disabled","Undeclared","East Midlands (England)","Male","75","70","30490","28120"
"In post","2023","Declared disabled","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","East of England","Female","50","45","30800","29920"
"In post","2023","Declared disabled","Undeclared","East of England","Male","60","60","31480","31050"
"In post","2023","Declared disabled","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","London","Female","240","225","37160","32520"
"In post","2023","Declared disabled","Undeclared","London","Male","210","200","44510","38580"
"In post","2023","Declared disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","North East (England)","Female","45","40","31670","28120"
"In post","2023","Declared disabled","Undeclared","North East (England)","Male","75","70","30620","28120"
"In post","2023","Declared disabled","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","North West (England)","Female","135","115","29140","28120"
"In post","2023","Declared disabled","Undeclared","North West (England)","Male","150","140","31360","28120"
"In post","2023","Declared disabled","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Scotland","Female","70","65","31090","28120"
"In post","2023","Declared disabled","Undeclared","Scotland","Male","70","65","35450","35000"
"In post","2023","Declared disabled","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","South East (England)","Female","100","90","30650","28120"
"In post","2023","Declared disabled","Undeclared","South East (England)","Male","155","140","37590","34440"
"In post","2023","Declared disabled","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","South West (England)","Female","115","100","34150","31250"
"In post","2023","Declared disabled","Undeclared","South West (England)","Male","225","215","39180","38730"
"In post","2023","Declared disabled","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Wales","Female","60","50","28170","27760"
"In post","2023","Declared disabled","Undeclared","Wales","Male","65","60","34410","32170"
"In post","2023","Declared disabled","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","West Midlands (England)","Female","85","75","29130","28120"
"In post","2023","Declared disabled","Undeclared","West Midlands (England)","Male","75","70","29890","28120"
"In post","2023","Declared disabled","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Yorkshire and The Humber","Female","85","70","30380","28120"
"In post","2023","Declared disabled","Undeclared","Yorkshire and The Humber","Male","90","85","32480","28120"
"In post","2023","Declared disabled","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Midlands (England)","Female","35","30","30810","28120"
"In post","2023","Declared disabled","Unknown","East Midlands (England)","Male","25","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East of England","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East of England","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","London","Female","155","145","40680","35550"
"In post","2023","Declared disabled","Unknown","London","Male","125","120","42880","39450"
"In post","2023","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North East (England)","Female","60","45","26820","23390"
"In post","2023","Declared disabled","Unknown","North East (England)","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North West (England)","Female","120","105","29500","27690"
"In post","2023","Declared disabled","Unknown","North West (England)","Male","60","55","31620","28120"
"In post","2023","Declared disabled","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scotland","Female","140","130","33000","31290"
"In post","2023","Declared disabled","Unknown","Scotland","Male","145","130","36810","37060"
"In post","2023","Declared disabled","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South East (England)","Female","50","45","32450","28120"
"In post","2023","Declared disabled","Unknown","South East (England)","Male","75","70","36530","33910"
"In post","2023","Declared disabled","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South West (England)","Female","70","65","34530","29050"
"In post","2023","Declared disabled","Unknown","South West (England)","Male","65","65","40130","35540"
"In post","2023","Declared disabled","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wales","Female","35","30","29300","22520"
"In post","2023","Declared disabled","Unknown","Wales","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Female","50","45","29620","28120"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Female","40","40","30530","27800"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","East Midlands (England)","Female","1720","1540","30730","28120"
"In post","2023","Declared disabled","White","East Midlands (England)","Male","965","915","31050","28120"
"In post","2023","Declared disabled","White","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","East of England","Female","1515","1345","30840","28120"
"In post","2023","Declared disabled","White","East of England","Male","900","855","32570","30930"
"In post","2023","Declared disabled","White","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","London","Female","3460","3270","45580","40800"
"In post","2023","Declared disabled","White","London","Male","2685","2610","47290","42060"
"In post","2023","Declared disabled","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","North East (England)","Female","2525","2180","29230","28120"
"In post","2023","Declared disabled","White","North East (England)","Male","1430","1330","30770","28120"
"In post","2023","Declared disabled","White","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","North West (England)","Female","4815","4265","30470","28120"
"In post","2023","Declared disabled","White","North West (England)","Male","2700","2550","32000","28120"
"In post","2023","Declared disabled","White","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Northern Ireland","Female","200","185","32920","28130"
"In post","2023","Declared disabled","White","Northern Ireland","Male","155","150","29870","27890"
"In post","2023","Declared disabled","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","Female","55","55","49370","49960"
"In post","2023","Declared disabled","White","Overseas","Male","90","90","49650","45680"
"In post","2023","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Scotland","Female","2885","2570","32440","28120"
"In post","2023","Declared disabled","White","Scotland","Male","1845","1755","33630","28920"
"In post","2023","Declared disabled","White","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","South East (England)","Female","2685","2410","31740","28480"
"In post","2023","Declared disabled","White","South East (England)","Male","1890","1790","33770","31280"
"In post","2023","Declared disabled","White","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","South West (England)","Female","2900","2620","33160","29570"
"In post","2023","Declared disabled","White","South West (England)","Male","2275","2185","36540","33470"
"In post","2023","Declared disabled","White","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Female","60","55","34850","28120"
"In post","2023","Declared disabled","White","Unknown","Male","35","35","34550","28120"
"In post","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Wales","Female","2505","2205","30020","28120"
"In post","2023","Declared disabled","White","Wales","Male","1380","1310","32000","28120"
"In post","2023","Declared disabled","White","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","West Midlands (England)","Female","2060","1835","31180","28120"
"In post","2023","Declared disabled","White","West Midlands (England)","Male","1205","1145","33300","28480"
"In post","2023","Declared disabled","White","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Yorkshire and The Humber","Female","2695","2395","32280","28120"
"In post","2023","Declared disabled","White","Yorkshire and The Humber","Male","1535","1450","33560","29570"
"In post","2023","Declared disabled","White","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","East Midlands (England)","Female","905","790","29420","27890"
"In post","2023","Declared non-disabled","Asian","East Midlands (England)","Male","690","665","30030","28120"
"In post","2023","Declared non-disabled","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","East of England","Female","565","490","30450","28120"
"In post","2023","Declared non-disabled","Asian","East of England","Male","370","355","33340","30880"
"In post","2023","Declared non-disabled","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","London","Female","6615","6105","39230","34670"
"In post","2023","Declared non-disabled","Asian","London","Male","4510","4425","41010","36180"
"In post","2023","Declared non-disabled","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","North East (England)","Female","280","255","29810","27650"
"In post","2023","Declared non-disabled","Asian","North East (England)","Male","260","250","32850","28120"
"In post","2023","Declared non-disabled","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","North West (England)","Female","1165","1025","29670","27890"
"In post","2023","Declared non-disabled","Asian","North West (England)","Male","1485","1445","30830","28120"
"In post","2023","Declared non-disabled","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","Female","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","Female","50","50","45210","35810"
"In post","2023","Declared non-disabled","Asian","Overseas","Male","55","55","50150","53970"
"In post","2023","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Scotland","Female","330","300","31830","28120"
"In post","2023","Declared non-disabled","Asian","Scotland","Male","275","265","35760","30440"
"In post","2023","Declared non-disabled","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","South East (England)","Female","655","590","31120","29080"
"In post","2023","Declared non-disabled","Asian","South East (England)","Male","515","495","33600","30880"
"In post","2023","Declared non-disabled","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","South West (England)","Female","350","325","34670","31920"
"In post","2023","Declared non-disabled","Asian","South West (England)","Male","365","355","38090","35000"
"In post","2023","Declared non-disabled","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Female","25","25","[c]","[c]"
