"Status","Year","Disability","Region_ITL3","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Barnet","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Male","Heterosexual / straight","45","40","40780","33330"
"In post","2023","Declared disabled","Barnet","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Female","Heterosexual / straight","275","230","28760","28120"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Male","Heterosexual / straight","115","105","30190","28480"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Heterosexual / straight","570","525","37060","33800"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","LGBO","55","50","35670","32500"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Undeclared","75","70","36390","32920"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Unknown","35","35","33190","28480"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Heterosexual / straight","615","600","41110","39500"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","LGBO","40","35","35510","34310"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Undeclared","115","110","43690","42260"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","30","30","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Female","Heterosexual / straight","60","50","32550","28900"
"In post","2023","Declared disabled","Bedford","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Female","Heterosexual / straight","130","115","34130","31710"
"In post","2023","Declared disabled","Belfast","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Male","Heterosexual / straight","90","85","32680","28130"
"In post","2023","Declared disabled","Belfast","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Female","Heterosexual / straight","150","140","34010","31280"
"In post","2023","Declared disabled","Berkshire","Female","LGBO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Male","Heterosexual / straight","110","105","36380","32260"
"In post","2023","Declared disabled","Berkshire","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Female","Heterosexual / straight","95","90","32170","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Male","Heterosexual / straight","50","50","34290","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Female","Heterosexual / straight","800","715","31530","28120"
"In post","2023","Declared disabled","Birmingham","Female","LGBO","75","70","33680","28120"
"In post","2023","Declared disabled","Birmingham","Female","Undeclared","95","80","29660","28120"
"In post","2023","Declared disabled","Birmingham","Female","Unknown","80","65","28450","27100"
"In post","2023","Declared disabled","Birmingham","Male","Heterosexual / straight","455","435","33490","28130"
"In post","2023","Declared disabled","Birmingham","Male","LGBO","55","55","32440","28880"
"In post","2023","Declared disabled","Birmingham","Male","Undeclared","55","50","30390","28120"
"In post","2023","Declared disabled","Birmingham","Male","Unknown","40","35","30740","28120"
"In post","2023","Declared disabled","Birmingham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Female","Heterosexual / straight","40","35","30330","28120"
"In post","2023","Declared disabled","Blackburn with Darwen","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Female","Heterosexual / straight","495","430","29680","28120"
"In post","2023","Declared disabled","Blackpool","Female","LGBO","50","45","27970","28120"
"In post","2023","Declared disabled","Blackpool","Female","Undeclared","65","55","30300","28120"
"In post","2023","Declared disabled","Blackpool","Female","Unknown","45","40","27660","21690"
"In post","2023","Declared disabled","Blackpool","Male","Heterosexual / straight","210","200","30780","28120"
"In post","2023","Declared disabled","Blackpool","Male","LGBO","40","40","28910","28120"
"In post","2023","Declared disabled","Blackpool","Male","Undeclared","30","30","28750","24900"
"In post","2023","Declared disabled","Blackpool","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Female","Heterosexual / straight","70","60","27100","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Male","Heterosexual / straight","40","35","27780","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Female","Heterosexual / straight","190","160","27350","26740"
"In post","2023","Declared disabled","Bradford","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Male","Heterosexual / straight","90","85","28080","22520"
"In post","2023","Declared disabled","Bradford","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Male","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Female","Heterosexual / straight","35","30","29220","28120"
"In post","2023","Declared disabled","Breckland and South Norfolk","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Male","Heterosexual / straight","30","30","32000","32050"
"In post","2023","Declared disabled","Breckland and South Norfolk","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Female","Heterosexual / straight","40","35","32840","32520"
"In post","2023","Declared disabled","Brent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared disabled","Brent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Female","Heterosexual / straight","70","60","27710","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Female","Heterosexual / straight","60","50","31990","28120"
"In post","2023","Declared disabled","Brighton and Hove","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Female","Heterosexual / straight","365","330","33860","30320"
"In post","2023","Declared disabled","Bristol, City of","Female","LGBO","60","60","37950","34400"
"In post","2023","Declared disabled","Bristol, City of","Female","Undeclared","50","45","32720","30340"
"In post","2023","Declared disabled","Bristol, City of","Female","Unknown","30","25","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Male","Heterosexual / straight","245","235","37340","33950"
"In post","2023","Declared disabled","Bristol, City of","Male","LGBO","40","40","36090","32540"
"In post","2023","Declared disabled","Bristol, City of","Male","Undeclared","40","40","30290","27890"
"In post","2023","Declared disabled","Bristol, City of","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","Female","Heterosexual / straight","80","75","32350","32520"
"In post","2023","Declared disabled","Bromley","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","Female","Undeclared","5","5","[c]","[c]"
