"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","180","170","33600","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","165","160","34150","31690"
"In post","2023","Charity Commission","Charity Commission","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","EO","Female","75","75","25640","25300"
"In post","2023","Charity Commission","Charity Commission","EO","Male","45","40","25840","25300"
"In post","2023","Charity Commission","Charity Commission","G6/G7","Female","55","50","55960","52240"
"In post","2023","Charity Commission","Charity Commission","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","SEO/HEO","Female","155","145","33930","30410"
"In post","2023","Charity Commission","Charity Commission","SEO/HEO","Male","115","115","33880","30170"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","Female","285","240","22610","23240"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","Male","150","150","22620","23080"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","EO","Female","160","145","27380","25700"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","EO","Male","135","135","28870","28070"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","Female","50","50","58820","58610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","Male","50","50","57700","55830"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","180","170","38760","39300"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","190","185","40450","40680"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","EO","Female","35","35","28560","28000"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","EO","Male","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G6/G7","Female","230","220","67240","66140"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G6/G7","Male","240","235","67590","66600"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SCS level","Female","55","50","109130","102320"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SCS level","Male","70","70","110250","102320"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","Female","120","115","37830","35920"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","Male","110","110","38700","35920"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","Female","75","65","21680","21780"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","Male","60","55","21590","21780"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Female","50","45","25940","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Male","40","40","26050","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","Female","50","45","32280","31270"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","Male","50","50","32970","31270"
"In post","2023","Crown Commercial Service","Cabinet Office","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","EO","Female","55","50","26540","26410"
"In post","2023","Crown Commercial Service","Cabinet Office","EO","Male","40","40","26570","26410"
"In post","2023","Crown Commercial Service","Cabinet Office","G6/G7","Female","105","105","56070","53160"
"In post","2023","Crown Commercial Service","Cabinet Office","G6/G7","Male","85","85","57230","56060"
"In post","2023","Crown Commercial Service","Cabinet Office","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","SEO/HEO","Female","240","230","36250","35150"
"In post","2023","Crown Commercial Service","Cabinet Office","SEO/HEO","Male","195","195","37300","40150"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","Female","565","505","24020","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","Male","215","205","23940","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Female","305","290","30180","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Male","100","100","30480","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","Female","520","480","62030","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","Male","220","220","61320","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","Female","340","320","37370","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","Male","160","155","38310","37940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","AA/AO","Female","1160","1050","23190","22870"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","AA/AO","Male","430","420","23070","22870"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","EO","Female","1160","1065","28380","28200"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","EO","Male","400","395","28550","28200"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","G6/G7","Female","1955","1775","57750","56450"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","G6/G7","Male","1180","1135","59850","56450"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","SCS level","Female","50","50","94830","87870"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","SCS level","Male","40","40","97200","88440"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","Female","745","710","36520","35550"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","Male","400","395","36440","35550"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","Male","70","70","20590","22210"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","EO","Female","30","30","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","EO","Male","205","200","29100","28710"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","Male","80","75","36740","34680"
"In post","2023","Defence Equipment and Support","Ministry of Defence","AA/AO","Female","660","605","22620","22000"
"In post","2023","Defence Equipment and Support","Ministry of Defence","AA/AO","Male","1010","995","22570","21550"
"In post","2023","Defence Equipment and Support","Ministry of Defence","EO","Female","285","260","26990","26520"
"In post","2023","Defence Equipment and Support","Ministry of Defence","EO","Male","460","450","27650","27640"
"In post","2023","Defence Equipment and Support","Ministry of Defence","G6/G7","Female","585","560","56960","55480"
"In post","2023","Defence Equipment and Support","Ministry of Defence","G6/G7","Male","1365","1330","59030","56610"
"In post","2023","Defence Equipment and Support","Ministry of Defence","SCS level","Female","35","30","95250","93730"
"In post","2023","Defence Equipment and Support","Ministry of Defence","SCS level","Male","80","80","105840","97720"
"In post","2023","Defence Equipment and Support","Ministry of Defence","SEO/HEO","Female","2190","2050","36710","34570"
"In post","2023","Defence Equipment and Support","Ministry of Defence","SEO/HEO","Male","4050","3960","38910","38990"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","Female","45","40","20150","19430"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","Male","100","100","21000","19430"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","EO","Female","160","145","24550","24630"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","EO","Male","120","120","24990","24630"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","Female","695","655","52840","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","Male","1535","1480","54450","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","Female","910","860","34540","30650"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","Male","1395","1375","35170","36940"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","Male","40","40","24880","25900"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","Female","235","230","28300","28720"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","Male","140","140","28460","28720"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","Female","1400","1345","59080","55540"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","Male","1525","1505","59700","57710"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","Female","170","155","83830","77500"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","Male","175","175","87170","78160"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","1335","1310","39000","39580"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","1235","1230","39360","39820"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","Female","90","85","28220","27780"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","Male","60","60","27640","27780"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G6/G7","Female","440","425","57370","54560"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G6/G7","Male","380","380","57620","55910"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SCS level","Female","60","55","86670","77160"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SCS level","Male","50","50","87860","81500"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","355","350","36880","35620"
"In post","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","265","265","37200","35620"
"In post","2023","Department for Education (excl. agencies)","Department for Education","AA/AO","Female","55","50","22960","22020"
"In post","2023","Department for Education (excl. agencies)","Department for Education","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Department for Education","EO","Female","440","415","27520","26940"
"In post","2023","Department for Education (excl. agencies)","Department for Education","EO","Male","235","235","27610","26940"
"In post","2023","Department for Education (excl. agencies)","Department for Education","G6/G7","Female","1620","1535","57130","55020"
"In post","2023","Department for Education (excl. agencies)","Department for Education","G6/G7","Male","1225","1210","58290","55380"
"In post","2023","Department for Education (excl. agencies)","Department for Education","SCS level","Female","160","150","84490","76510"
"In post","2023","Department for Education (excl. agencies)","Department for Education","SCS level","Male","100","100","84600","76510"
"In post","2023","Department for Education (excl. agencies)","Department for Education","SEO/HEO","Female","2055","1955","36740","37590"
"In post","2023","Department for Education (excl. agencies)","Department for Education","SEO/HEO","Male","1240","1230","37040","37590"
"In post","2023","Department for Education (excl. agencies)","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Department for Education","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","Female","70","60","23470","22150"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","Male","45","45","23220","22150"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","Female","340","320","27220","25960"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","Male","200","195","27200","26170"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","Female","1250","1185","54590","54330"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","Male","1150","1135","54940","54330"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","Female","105","100","83440","76760"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","Male","105","105","84110","78360"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","1730","1650","35830","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","1325","1310","36070","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Department for International Trade","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Department for International Trade","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Department for International Trade","EO","Female","175","170","29020","29280"
"In post","2023","Department for International Trade","Department for International Trade","EO","Male","125","125","29040","29280"
"In post","2023","Department for International Trade","Department for International Trade","G6/G7","Female","635","625","58740","55500"
"In post","2023","Department for International Trade","Department for International Trade","G6/G7","Male","720","715","59640","56370"
"In post","2023","Department for International Trade","Department for International Trade","SCS level","Female","85","80","83960","77110"
"In post","2023","Department for International Trade","Department for International Trade","SCS level","Male","105","100","91750","80010"
"In post","2023","Department for International Trade","Department for International Trade","SEO/HEO","Female","810","795","38870","39700"
"In post","2023","Department for International Trade","Department for International Trade","SEO/HEO","Male","850","845","39300","41310"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","Female","135","130","28970","28850"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","Male","120","115","29130","28850"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","Female","750","720","57640","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","Male","685","675","57690","54700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","Female","95","85","85190","79080"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","Male","80","80","89920","80620"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","720","700","36630","36880"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","620","615","37550","37540"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","AA/AO","Female","45","40","25850","26510"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","AA/AO","Male","110","95","32290","34390"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","EO","Female","190","185","30260","30920"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","EO","Male","140","140","30470","30920"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","G6/G7","Female","650","625","60170","56340"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","G6/G7","Male","940","930","62330","58210"
"In post","2023","Department for Transport (excl. agencies)","Department for Transport","SCS level","Female","115","110","85580","78410"
