"Status","Year","Age","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Counter Fraud","Female","955","885","30660","28120"
"In post","2023","30-39","Counter Fraud","Male","780","775","32130","28920"
"In post","2023","30-39","Digital, Data and Technology","Female","2095","2020","43780","41110"
"In post","2023","30-39","Digital, Data and Technology","Male","3540","3520","44000","41200"
"In post","2023","30-39","Economics","Female","195","180","56880","57320"
"In post","2023","30-39","Economics","Male","315","310","58580","58960"
"In post","2023","30-39","Finance","Female","1160","1095","42170","39450"
"In post","2023","30-39","Finance","Male","985","980","44810","41490"
"In post","2023","30-39","Geography","Female","40","40","34890","34370"
"In post","2023","30-39","Geography","Male","90","90","34400","34370"
"In post","2023","30-39","Human Resources","Female","1885","1785","39390","36490"
"In post","2023","30-39","Human Resources","Male","825","820","39410","37300"
"In post","2023","30-39","Inspector of Education and Training","Female","115","110","55830","52750"
"In post","2023","30-39","Inspector of Education and Training","Male","35","35","69490","77470"
"In post","2023","30-39","Intelligence Analysis","Female","385","365","33270","30170"
"In post","2023","30-39","Intelligence Analysis","Male","440","440","37000","34300"
"In post","2023","30-39","Internal Audit","Female","80","75","42120","41780"
"In post","2023","30-39","Internal Audit","Male","60","60","47480","43160"
"In post","2023","30-39","International Trade","Female","300","290","50490","55370"
"In post","2023","30-39","International Trade","Male","330","330","51120","55370"
"In post","2023","30-39","Knowledge and Information Management","Female","285","270","36240","34140"
"In post","2023","30-39","Knowledge and Information Management","Male","215","215","38260","34170"
"In post","2023","30-39","Legal","Female","1900","1795","51230","52360"
"In post","2023","30-39","Legal","Male","1090","1085","48860","52020"
"In post","2023","30-39","Medicine","Female","430","370","45090","40590"
"In post","2023","30-39","Medicine","Male","130","120","57730","48820"
"In post","2023","30-39","Operational Delivery","Female","31015","28055","29570","28120"
"In post","2023","30-39","Operational Delivery","Male","24650","24345","30630","28490"
"In post","2023","30-39","Operational Research","Female","140","130","45010","43610"
"In post","2023","30-39","Operational Research","Male","200","195","47360","46470"
"In post","2023","30-39","Other","Female","1585","1435","34420","31290"
"In post","2023","30-39","Other","Male","1375","1360","36780","34170"
"In post","2023","30-39","Planning","Female","30","30","39080","39690"
"In post","2023","30-39","Planning","Male","35","35","43340","40800"
"In post","2023","30-39","Planning Inspectors","Female","25","20","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Male","45","45","52200","48660"
"In post","2023","30-39","Policy","Female","5405","5205","50300","53030"
"In post","2023","30-39","Policy","Male","4540","4510","50970","53770"
"In post","2023","30-39","Project Delivery","Female","2330","2225","43810","41200"
"In post","2023","30-39","Project Delivery","Male","1940","1935","45260","42140"
"In post","2023","30-39","Property","Female","475","445","36710","34300"
"In post","2023","30-39","Property","Male","495","490","37860","34440"
"In post","2023","30-39","Psychology","Female","570","545","36950","32420"
"In post","2023","30-39","Psychology","Male","60","60","37050","32420"
"In post","2023","30-39","Science and Engineering","Female","1075","1025","40100","39650"
"In post","2023","30-39","Science and Engineering","Male","1830","1820","42180","42110"
"In post","2023","30-39","Security","Female","445","430","36670","34640"
"In post","2023","30-39","Security","Male","1300","1295","35370","34170"
"In post","2023","30-39","Social Research","Female","340","320","46110","43630"
"In post","2023","30-39","Social Research","Male","150","145","47250","43660"
"In post","2023","30-39","Statistics","Female","425","395","46740","43760"
"In post","2023","30-39","Statistics","Male","430","425","45730","43250"
"In post","2023","30-39","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Tax","Female","2200","2050","35770","34700"
"In post","2023","30-39","Tax","Male","2955","2930","38160","35000"
"In post","2023","30-39","Unknown","Female","4730","4480","42110","38330"
"In post","2023","30-39","Unknown","Male","3755","3720","41400","36990"
"In post","2023","30-39","Veterinarian","Female","60","60","39470","37520"
"In post","2023","30-39","Veterinarian","Male","25","25","[c]","[c]"
"In post","2023","40-49","Commercial","Female","1135","1080","49470","42700"
"In post","2023","40-49","Commercial","Male","855","850","53730","50160"
"In post","2023","40-49","Communications","Female","645","590","48220","44010"
"In post","2023","40-49","Communications","Male","435","430","50050","45730"
"In post","2023","40-49","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2023","40-49","Corporate Finance","Male","15","15","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Female","1185","1075","31830","28120"
"In post","2023","40-49","Counter Fraud","Male","880","875","33970","32260"
"In post","2023","40-49","Digital, Data and Technology","Female","2220","2120","46480","42670"
"In post","2023","40-49","Digital, Data and Technology","Male","4050","4030","48360","44870"
"In post","2023","40-49","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Economics","Female","100","90","68430","66730"
"In post","2023","40-49","Economics","Male","145","145","65000","63900"
"In post","2023","40-49","Finance","Female","1555","1450","44260","41130"
"In post","2023","40-49","Finance","Male","1130","1125","48360","43310"
"In post","2023","40-49","Geography","Female","35","35","33960","34370"
"In post","2023","40-49","Geography","Male","65","60","36010","34370"
"In post","2023","40-49","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Female","2245","2110","42460","38640"
"In post","2023","40-49","Human Resources","Male","1025","1020","43220","38460"
"In post","2023","40-49","Inspector of Education and Training","Female","265","265","63210","52750"
"In post","2023","40-49","Inspector of Education and Training","Male","100","100","75020","77470"
"In post","2023","40-49","Intelligence Analysis","Female","390","360","34880","30940"
"In post","2023","40-49","Intelligence Analysis","Male","405","400","37970","33960"
"In post","2023","40-49","Internal Audit","Female","105","100","46430","44100"
"In post","2023","40-49","Internal Audit","Male","80","80","52430","51350"
"In post","2023","40-49","International Trade","Female","180","175","52260","52520"
"In post","2023","40-49","International Trade","Male","195","190","55860","55500"
"In post","2023","40-49","Knowledge and Information Management","Female","315","295","37160","34170"
"In post","2023","40-49","Knowledge and Information Management","Male","250","245","39890","36310"
"In post","2023","40-49","Legal","Female","2160","1920","55980","55700"
"In post","2023","40-49","Legal","Male","1125","1110","54840","54800"
"In post","2023","40-49","Medicine","Female","550","475","56180","47670"
"In post","2023","40-49","Medicine","Male","210","190","69380","68050"
"In post","2023","40-49","Operational Delivery","Female","35685","31660","30580","28120"
"In post","2023","40-49","Operational Delivery","Male","24060","23630","32320","28880"
"In post","2023","40-49","Operational Research","Female","125","110","48930","49260"
"In post","2023","40-49","Operational Research","Male","120","115","51400","49260"
"In post","2023","40-49","Other","Female","1905","1710","35840","31470"
"In post","2023","40-49","Other","Male","1635","1610","39720","34170"
"In post","2023","40-49","Planning","Female","35","30","47940","39690"
"In post","2023","40-49","Planning","Male","25","25","[c]","[c]"
"In post","2023","40-49","Planning Inspectors","Female","60","55","55040","48660"
"In post","2023","40-49","Planning Inspectors","Male","95","95","56960","60050"
"In post","2023","40-49","Policy","Female","4005","3740","54530","54690"
"In post","2023","40-49","Policy","Male","3280","3245","56290","55780"
"In post","2023","40-49","Project Delivery","Female","2565","2430","47250","42510"
"In post","2023","40-49","Project Delivery","Male","2230","2220","50390","47220"
"In post","2023","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Female","685","640","39110","35410"
"In post","2023","40-49","Property","Male","795","790","41050","38560"
"In post","2023","40-49","Psychology","Female","305","285","46810","48640"
"In post","2023","40-49","Psychology","Male","50","50","44420","39290"
"In post","2023","40-49","Science and Engineering","Female","1025","945","45710","42910"
"In post","2023","40-49","Science and Engineering","Male","1785","1755","47050","46300"
"In post","2023","40-49","Security","Female","530","510","38440","36240"
"In post","2023","40-49","Security","Male","1510","1505","37720","38470"
"In post","2023","40-49","Social Research","Female","220","195","51000","51460"
"In post","2023","40-49","Social Research","Male","85","85","51810","51960"
"In post","2023","40-49","Statistics","Female","290","255","52820","52150"
"In post","2023","40-49","Statistics","Male","305","300","51720","51360"
"In post","2023","40-49","Tax","Female","1705","1580","38730","35000"
"In post","2023","40-49","Tax","Male","1925","1905","40200","35000"
"In post","2023","40-49","Unknown","Female","3980","3700","46380","41640"
"In post","2023","40-49","Unknown","Male","3135","3105","48350","43320"
"In post","2023","40-49","Veterinarian","Female","85","80","46220","48060"
"In post","2023","40-49","Veterinarian","Male","60","60","44280","38840"
"In post","2023","50-59","Commercial","Female","1110","1065","48130","42620"
"In post","2023","50-59","Commercial","Male","1000","990","57330","51640"
"In post","2023","50-59","Communications","Female","435","415","44450","41050"
"In post","2023","50-59","Communications","Male","355","350","43440","39000"
"In post","2023","50-59","Corporate Finance","Female","15","15","[c]","[c]"
"In post","2023","50-59","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Female","1790","1635","30770","28120"
"In post","2023","50-59","Counter Fraud","Male","1385","1350","34700","32520"
"In post","2023","50-59","Digital, Data and Technology","Female","2020","1925","45320","41800"
"In post","2023","50-59","Digital, Data and Technology","Male","3970","3930","47870","43760"
"In post","2023","50-59","Economics","Female","40","35","60600","61840"
"In post","2023","50-59","Economics","Male","80","80","75330","72410"
"In post","2023","50-59","Finance","Female","1675","1590","42660","38470"
"In post","2023","50-59","Finance","Male","1300","1280","48740","44990"
"In post","2023","50-59","Geography","Female","35","30","33640","34370"
"In post","2023","50-59","Geography","Male","65","60","33620","34370"
"In post","2023","50-59","Human Resources","Female","2350","2255","42820","38640"
"In post","2023","50-59","Human Resources","Male","1655","1640","40720","35140"
"In post","2023","50-59","Inspector of Education and Training","Female","335","325","65810","66170"
"In post","2023","50-59","Inspector of Education and Training","Male","125","125","74440","77470"
"In post","2023","50-59","Intelligence Analysis","Female","345","325","32850","29790"
"In post","2023","50-59","Intelligence Analysis","Male","505","500","36740","32640"
"In post","2023","50-59","Internal Audit","Female","145","140","50260","46290"
"In post","2023","50-59","Internal Audit","Male","135","135","52690","50690"
"In post","2023","50-59","International Trade","Female","175","165","50320","44800"
"In post","2023","50-59","International Trade","Male","225","225","53470","52000"
"In post","2023","50-59","Knowledge and Information Management","Female","435","415","34900","31920"
"In post","2023","50-59","Knowledge and Information Management","Male","340","340","37440","34170"
"In post","2023","50-59","Legal","Female","1850","1675","55530","56450"
"In post","2023","50-59","Legal","Male","1375","1350","56050","56450"
"In post","2023","50-59","Medicine","Female","505","450","59830","47670"
"In post","2023","50-59","Medicine","Male","215","200","70850","71020"
"In post","2023","50-59","Operational Delivery","Female","47280","42370","29640","28120"
"In post","2023","50-59","Operational Delivery","Male","31935","30725","32890","29120"
"In post","2023","50-59","Operational Research","Female","50","45","44160","41750"
"In post","2023","50-59","Operational Research","Male","110","105","50810","49260"
"In post","2023","50-59","Other","Female","2475","2275","33370","28120"
"In post","2023","50-59","Other","Male","2700","2655","36730","30140"
"In post","2023","50-59","Planning","Female","25","25","[c]","[c]"
"In post","2023","50-59","Planning","Male","35","35","52310","50420"
"In post","2023","50-59","Planning Inspectors","Female","70","65","60610","60050"
"In post","2023","50-59","Planning Inspectors","Male","75","70","62180","60050"
"In post","2023","50-59","Policy","Female","2980","2855","50740","47950"
"In post","2023","50-59","Policy","Male","2865","2835","54860","54490"
"In post","2023","50-59","Project Delivery","Female","2600","2500","46870","42390"
"In post","2023","50-59","Project Delivery","Male","2515","2480","52200","50150"
"In post","2023","50-59","Property","Female","975","915","38190","34300"
"In post","2023","50-59","Property","Male","1470","1455","42330","40330"
"In post","2023","50-59","Psychology","Female","110","105","44920","40400"
"In post","2023","50-59","Psychology","Male","50","50","39370","32420"
"In post","2023","50-59","Science and Engineering","Female","745","690","46020","43810"
"In post","2023","50-59","Science and Engineering","Male","2430","2395","46090","44580"
"In post","2023","50-59","Security","Female","775","750","36410","34170"
"In post","2023","50-59","Security","Male","2550","2525","36160","34300"
"In post","2023","50-59","Social Research","Female","90","85","52550","51460"
"In post","2023","50-59","Social Research","Male","45","45","55270","57490"
"In post","2023","50-59","Statistics","Female","140","130","50310","47410"
"In post","2023","50-59","Statistics","Male","230","225","51270","46240"
"In post","2023","50-59","Tax","Female","2155","2020","39620","35070"
"In post","2023","50-59","Tax","Male","1955","1915","43030","39790"
"In post","2023","50-59","Unknown","Female","3335","3160","46130","40690"
"In post","2023","50-59","Unknown","Male","2745","2705","49180","42770"
"In post","2023","50-59","Veterinarian","Female","45","45","49200","49500"
"In post","2023","50-59","Veterinarian","Male","45","45","48470","52720"
"In post","2023","60-64","Commercial","Female","200","170","41350","39090"
"In post","2023","60-64","Commercial","Male","250","225","53580","44410"
"In post","2023","60-64","Communications","Female","90","80","42140","39220"
"In post","2023","60-64","Communications","Male","80","75","41610","37110"
"In post","2023","60-64","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Corporate Finance","Male","5","5","[c]","[c]"
"In post","2023","60-64","Counter Fraud","Female","575","430","29780","28120"
"In post","2023","60-64","Counter Fraud","Male","455","365","32600","28120"
"In post","2023","60-64","Digital, Data and Technology","Female","405","350","42050","38570"
"In post","2023","60-64","Digital, Data and Technology","Male","910","825","44680","41200"
"In post","2023","60-64","Economics","Female","5","5","[c]","[c]"
"In post","2023","60-64","Economics","Male","10","10","[c]","[c]"
"In post","2023","60-64","Finance","Female","390","335","37580","34170"
"In post","2023","60-64","Finance","Male","335","295","46780","42510"
"In post","2023","60-64","Geography","Female","10","10","[c]","[c]"
"In post","2023","60-64","Geography","Male","25","15","[c]","[c]"
"In post","2023","60-64","Human Resources","Female","520","450","38450","35000"
"In post","2023","60-64","Human Resources","Male","595","560","36850","34300"
"In post","2023","60-64","Inspector of Education and Training","Female","70","65","71320","77470"
"In post","2023","60-64","Inspector of Education and Training","Male","25","25","[c]","[c]"
"In post","2023","60-64","Intelligence Analysis","Female","75","60","30610","29310"
"In post","2023","60-64","Intelligence Analysis","Male","135","120","36720","32790"
"In post","2023","60-64","Internal Audit","Female","40","35","46830","45140"
"In post","2023","60-64","Internal Audit","Male","50","40","48970","46560"
"In post","2023","60-64","International Trade","Female","35","35","49960","42560"
"In post","2023","60-64","International Trade","Male","60","55","54060","46250"
"In post","2023","60-64","Knowledge and Information Management","Female","145","130","32730","29470"
"In post","2023","60-64","Knowledge and Information Management","Male","115","105","36330","33750"
"In post","2023","60-64","Legal","Female","365","295","55990","56450"
"In post","2023","60-64","Legal","Male","370","320","55960","56450"
"In post","2023","60-64","Medicine","Female","135","115","57500","41190"
"In post","2023","60-64","Medicine","Male","85","75","77890","79390"
"In post","2023","60-64","Operational Delivery","Female","15905","12465","27520","26400"
"In post","2023","60-64","Operational Delivery","Male","10765","8975","31070","28120"
"In post","2023","60-64","Operational Research","Female","10","10","[c]","[c]"
"In post","2023","60-64","Operational Research","Male","25","20","[c]","[c]"
"In post","2023","60-64","Other","Female","790","655","30600","28120"
"In post","2023","60-64","Other","Male","1005","935","32250","25650"
"In post","2023","60-64","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning Inspectors","Female","15","10","[c]","[c]"
"In post","2023","60-64","Planning Inspectors","Male","30","25","[c]","[c]"
"In post","2023","60-64","Policy","Female","610","555","46430","41190"
"In post","2023","60-64","Policy","Male","580","525","54740","53450"
"In post","2023","60-64","Project Delivery","Female","515","430","42720","38880"
"In post","2023","60-64","Project Delivery","Male","600","530","49260","44360"
"In post","2023","60-64","Property","Female","280","240","34000","31770"
"In post","2023","60-64","Property","Male","545","495","38790","35390"
"In post","2023","60-64","Psychology","Female","15","15","[c]","[c]"
"In post","2023","60-64","Psychology","Male","10","10","[c]","[c]"
"In post","2023","60-64","Science and Engineering","Female","145","125","45580","40860"
"In post","2023","60-64","Science and Engineering","Male","920","835","43660","42620"
"In post","2023","60-64","Security","Female","155","135","32620","28950"
"In post","2023","60-64","Security","Male","800","730","30950","24380"
"In post","2023","60-64","Social Research","Female","10","10","[c]","[c]"
"In post","2023","60-64","Social Research","Male","10","10","[c]","[c]"
"In post","2023","60-64","Statistics","Female","20","15","[c]","[c]"
"In post","2023","60-64","Statistics","Male","45","45","47210","41800"
"In post","2023","60-64","Tax","Female","590","450","38500","35000"
"In post","2023","60-64","Tax","Male","625","510","43220","39450"
"In post","2023","60-64","Unknown","Female","635","555","40520","33520"
"In post","2023","60-64","Unknown","Male","730","665","46130","38530"
"In post","2023","60-64","Veterinarian","Female","10","10","[c]","[c]"
"In post","2023","60-64","Veterinarian","Male","15","15","[c]","[c]"
"In post","2023","65+","Commercial","Female","45","35","44140","40170"
"In post","2023","65+","Commercial","Male","70","60","49340","43490"
"In post","2023","65+","Communications","Female","20","20","[c]","[c]"
"In post","2023","65+","Communications","Male","25","25","[c]","[c]"
"In post","2023","65+","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","Female","180","120","28450","28120"
"In post","2023","65+","Counter Fraud","Male","185","130","32520","28120"
"In post","2023","65+","Digital, Data and Technology","Female","100","80","36290","33060"
"In post","2023","65+","Digital, Data and Technology","Male","290","245","43760","41590"
"In post","2023","65+","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Economics","Male","5","5","[c]","[c]"
"In post","2023","65+","Finance","Female","120","95","33380","30440"
"In post","2023","65+","Finance","Male","115","95","42360","41140"
"In post","2023","65+","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Geography","Male","10","5","[c]","[c]"
"In post","2023","65+","Human Resources","Female","135","110","33620","29130"
"In post","2023","65+","Human Resources","Male","200","175","35510","33910"
"In post","2023","65+","Inspector of Education and Training","Female","10","5","[c]","[c]"
"In post","2023","65+","Inspector of Education and Training","Male","5","5","[c]","[c]"
"In post","2023","65+","Intelligence Analysis","Female","15","15","[c]","[c]"
"In post","2023","65+","Intelligence Analysis","Male","40","30","35700","31950"
"In post","2023","65+","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","Male","10","5","[c]","[c]"
"In post","2023","65+","International Trade","Female","5","5","[c]","[c]"
"In post","2023","65+","International Trade","Male","45","40","49480","43040"
"In post","2023","65+","Knowledge and Information Management","Female","40","30","33710","27470"
"In post","2023","65+","Knowledge and Information Management","Male","60","45","46010","54660"
"In post","2023","65+","Legal","Female","85","65","52580","56450"
"In post","2023","65+","Legal","Male","115","90","57710","58780"
"In post","2023","65+","Medicine","Female","40","35","64280","46020"
"In post","2023","65+","Medicine","Male","35","25","99580","93060"
"In post","2023","65+","Operational Delivery","Female","4840","3510","26660","25480"
"In post","2023","65+","Operational Delivery","Male","3855","2950","29400","27450"
"In post","2023","65+","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Operational Research","Male","5","5","[c]","[c]"
"In post","2023","65+","Other","Female","230","180","29110","26650"
"In post","2023","65+","Other","Male","350","305","30130","22330"
"In post","2023","65+","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning Inspectors","Female","10","5","[c]","[c]"
"In post","2023","65+","Planning Inspectors","Male","40","25","66180","66510"
"In post","2023","65+","Policy","Female","155","135","41240","36020"
"In post","2023","65+","Policy","Male","200","170","52000","47720"
"In post","2023","65+","Project Delivery","Female","85","65","40500","36000"
"In post","2023","65+","Project Delivery","Male","180","150","50160","44930"
"In post","2023","65+","Property","Female","80","65","31650","27850"
"In post","2023","65+","Property","Male","265","235","36550","34640"
"In post","2023","65+","Psychology","Female","5","5","[c]","[c]"
"In post","2023","65+","Psychology","Male","5","5","[c]","[c]"
"In post","2023","65+","Science and Engineering","Female","40","30","42550","38930"
"In post","2023","65+","Science and Engineering","Male","365","300","42800","40790"
"In post","2023","65+","Security","Female","50","40","30780","27470"
"In post","2023","65+","Security","Male","280","245","29680","24380"
