"Status","Year","Age","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Animal and Plant Health Agency","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Animal and Plant Health Agency","Male","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Crown Prosecution Service","Female","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Crown Prosecution Service","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Electronics and Components Agency","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Equipment and Support","Male","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
