"Status","Year","Age","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared non-disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Economics","Female","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Economics","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Female","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Operational Delivery","Female","245","240","23640","22520"
"In post","2023","16-19","Declared non-disabled","Operational Delivery","Male","190","180","24280","23110"
"In post","2023","16-19","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Other","Female","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Other","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Policy","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Policy","Male","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Male","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Science and Engineering","Male","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Female","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Male","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2023","16-19","Undeclared","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Economics","Female","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Economics","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Female","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","Male","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Delivery","Female","225","210","23630","22520"
"In post","2023","16-19","Unknown","Operational Delivery","Male","200","190","23490","22520"
"In post","2023","16-19","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Female","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Male","35","35","19430","19460"
"In post","2023","16-19","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Female","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Male","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","Male","70","70","19590","18780"
"In post","2023","16-19","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Statistics","Male","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Female","30","30","23780","22350"
"In post","2023","16-19","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Female","65","65","35000","31670"
"In post","2023","20-29","Declared disabled","Commercial","Male","35","35","36550","30130"
"In post","2023","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Female","35","30","34380","34250"
"In post","2023","20-29","Declared disabled","Communications","Male","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Counter Fraud","Female","70","65","29270","28120"
"In post","2023","20-29","Declared disabled","Counter Fraud","Male","40","40","28250","28120"
"In post","2023","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","Female","130","125","35960","34240"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","Male","140","140","35350","33610"
"In post","2023","20-29","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Economics","Female","30","30","37490","36090"
"In post","2023","20-29","Declared disabled","Economics","Male","30","30","42340","39070"
"In post","2023","20-29","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Finance","Female","40","40","33490","28480"
"In post","2023","20-29","Declared disabled","Finance","Male","55","55","30860","29080"
"In post","2023","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Human Resources","Female","125","125","34980","32560"
"In post","2023","20-29","Declared disabled","Human Resources","Male","30","30","31400","29660"
"In post","2023","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Intelligence Analysis","Female","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Intelligence Analysis","Male","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","International Trade","Female","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","International Trade","Male","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Legal","Female","45","45","38410","37420"
"In post","2023","20-29","Declared disabled","Legal","Male","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Delivery","Female","2010","1950","27120","25920"
"In post","2023","20-29","Declared disabled","Operational Delivery","Male","1045","1030","26690","25830"
"In post","2023","20-29","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Research","Female","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Research","Male","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other","Female","95","95","27200","25620"
"In post","2023","20-29","Declared disabled","Other","Male","60","55","26710","24760"
"In post","2023","20-29","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Policy","Female","460","460","39810","37300"
"In post","2023","20-29","Declared disabled","Policy","Male","275","275","40240","37300"
"In post","2023","20-29","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Project Delivery","Female","155","155","34230","32550"
"In post","2023","20-29","Declared disabled","Project Delivery","Male","85","85","34770","33400"
"In post","2023","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","Female","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","Male","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Psychology","Female","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Science and Engineering","Female","135","130","30700","30650"
"In post","2023","20-29","Declared disabled","Science and Engineering","Male","180","180","31080","30650"
"In post","2023","20-29","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Security","Female","30","30","34750","35410"
"In post","2023","20-29","Declared disabled","Security","Male","45","45","32490","30560"
"In post","2023","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Research","Female","30","30","38970","36710"
"In post","2023","20-29","Declared disabled","Social Research","Male","15","15","[c]","[c]"
