"Status","Year","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Mixed","G6/G7","90","[c]","57260","56360"
"Leaver Dept.","2023","Mixed","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","195","[c]","37460","35650"
"Leaver Dept.","2023","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","45","[c]","37700","36620"
"Leaver Dept.","2023","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","85","[c]","22900","21780"
"Leaver Dept.","2023","Undeclared","EO","115","[c]","28530","28120"
"Leaver Dept.","2023","Undeclared","G6/G7","80","[c]","57560","56430"
"Leaver Dept.","2023","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","160","[c]","37660","36740"
"Leaver Dept.","2023","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","570","[c]","22650","22180"
"Leaver Dept.","2023","Unknown","EO","535","[c]","27920","27610"
"Leaver Dept.","2023","Unknown","G6/G7","570","[c]","58940","56430"
"Leaver Dept.","2023","Unknown","SCS level","90","[c]","87070","76650"
"Leaver Dept.","2023","Unknown","SEO/HEO","1580","[c]","34990","33250"
"Leaver Dept.","2023","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","AA/AO","1655","[c]","22100","21690"
"Leaver Dept.","2023","White","EO","2125","[c]","27840","27930"
"Leaver Dept.","2023","White","G6/G7","1600","[c]","58110","56020"
"Leaver Dept.","2023","White","SCS level","260","[c]","90910","81830"
"Leaver Dept.","2023","White","SEO/HEO","3205","[c]","37040","36310"
"Leaver Dept.","2023","White","Unknown","110","[c]","[c]","[c]"
"New entrant CS","2023","Asian","AA/AO","1765","[c]","23360","22520"
"New entrant CS","2023","Asian","EO","720","[c]","28010","27890"
"New entrant CS","2023","Asian","G6/G7","260","[c]","58970","55790"
"New entrant CS","2023","Asian","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SEO/HEO","860","[c]","36840","36000"
"New entrant CS","2023","Asian","Unknown","210","[c]","23260","23640"
"New entrant CS","2023","Black","AA/AO","770","[c]","25460","23230"
"New entrant CS","2023","Black","EO","300","[c]","28040","28120"
"New entrant CS","2023","Black","G6/G7","105","[c]","58140","55130"
"New entrant CS","2023","Black","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","SEO/HEO","445","[c]","37220","37020"
"New entrant CS","2023","Black","Unknown","195","[c]","25030","23640"
"New entrant CS","2023","Mixed","AA/AO","470","[c]","24330","22520"
"New entrant CS","2023","Mixed","EO","230","[c]","27930","27860"
"New entrant CS","2023","Mixed","G6/G7","85","[c]","57700","55660"
"New entrant CS","2023","Mixed","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SEO/HEO","300","[c]","35670","34400"
"New entrant CS","2023","Mixed","Unknown","150","[c]","24610","23640"
"New entrant CS","2023","Other ethnicity","AA/AO","120","[c]","24240","22520"
"New entrant CS","2023","Other ethnicity","EO","75","[c]","27700","27820"
"New entrant CS","2023","Other ethnicity","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO/HEO","90","[c]","35720","35190"
"New entrant CS","2023","Other ethnicity","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","255","[c]","23810","22180"
"New entrant CS","2023","Undeclared","EO","115","[c]","28260","27760"
"New entrant CS","2023","Undeclared","G6/G7","80","[c]","59610","57290"
"New entrant CS","2023","Undeclared","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","170","[c]","37680","37150"
"New entrant CS","2023","Undeclared","Unknown","50","[c]","24080","23640"
"New entrant CS","2023","Unknown","AA/AO","11205","[c]","23880","22500"
"New entrant CS","2023","Unknown","EO","4745","[c]","27590","26780"
"New entrant CS","2023","Unknown","G6/G7","870","[c]","59370","55780"
"New entrant CS","2023","Unknown","SCS level","105","[c]","107720","97920"
"New entrant CS","2023","Unknown","SEO/HEO","3100","[c]","36860","35570"
"New entrant CS","2023","Unknown","Unknown","1335","[c]","23340","23640"
"New entrant CS","2023","White","AA/AO","11365","[c]","23950","22520"
"New entrant CS","2023","White","EO","4650","[c]","27800","27650"
"New entrant CS","2023","White","G6/G7","2190","[c]","58330","55000"
"New entrant CS","2023","White","SCS level","155","[c]","99900","90000"
"New entrant CS","2023","White","SEO/HEO","6600","[c]","36400","35000"
"New entrant CS","2023","White","Unknown","2535","[c]","23840","23640"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
