"Status","Year","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Female","Heterosexual / straight","2925","2505","24910","22520"
"In post","2023","Debt","Female","LGBO","155","150","24800","22520"
"In post","2023","Debt","Female","Undeclared","300","250","24520","22520"
"In post","2023","Debt","Female","Unknown","1300","1130","24220","22520"
"In post","2023","Debt","Male","Heterosexual / straight","1725","1645","25010","22520"
"In post","2023","Debt","Male","LGBO","210","205","24610","22520"
"In post","2023","Debt","Male","Undeclared","195","180","24680","22520"
"In post","2023","Debt","Male","Unknown","950","910","24310","22520"
"In post","2023","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Female","Heterosexual / straight","6760","6440","42170","38980"
"In post","2023","Digital, Data & Technology","Female","LGBO","540","530","41740","37690"
"In post","2023","Digital, Data & Technology","Female","Undeclared","865","820","42500","39650"
"In post","2023","Digital, Data & Technology","Female","Unknown","1640","1570","41940","38470"
"In post","2023","Digital, Data & Technology","Male","Heterosexual / straight","10835","10665","44630","41480"
"In post","2023","Digital, Data & Technology","Male","LGBO","690","680","43320","39650"
"In post","2023","Digital, Data & Technology","Male","Undeclared","1645","1605","43490","41000"
"In post","2023","Digital, Data & Technology","Male","Unknown","3370","3325","43400","39460"
"In post","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Female","Heterosexual / straight","5205","4835","39930","36620"
"In post","2023","Finance","Female","LGBO","200","195","38240","34300"
"In post","2023","Finance","Female","Undeclared","585","530","38320","34300"
"In post","2023","Finance","Female","Unknown","1195","1080","36170","31200"
"In post","2023","Finance","Male","Heterosexual / straight","3910","3830","44270","40350"
"In post","2023","Finance","Male","LGBO","235","235","42840","38120"
"In post","2023","Finance","Male","Undeclared","505","495","43970","41430"
"In post","2023","Finance","Male","Unknown","1030","1000","40290","35010"
"In post","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Female","Heterosexual / straight","1045","930","26620","22150"
"In post","2023","Grants Management","Female","LGBO","80","75","27300","22150"
"In post","2023","Grants Management","Female","Undeclared","130","115","25240","22150"
"In post","2023","Grants Management","Female","Unknown","255","220","26160","22150"
"In post","2023","Grants Management","Male","Heterosexual / straight","675","655","26680","22150"
"In post","2023","Grants Management","Male","LGBO","75","75","26010","22150"
"In post","2023","Grants Management","Male","Undeclared","115","110","27240","22150"
"In post","2023","Grants Management","Male","Unknown","245","240","26690","22150"
"In post","2023","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Female","Heterosexual / straight","7010","6590","39980","35410"
"In post","2023","Human Resources","Female","LGBO","330","320","38530","34700"
"In post","2023","Human Resources","Female","Undeclared","565","535","37760","34300"
"In post","2023","Human Resources","Female","Unknown","1175","1115","39610","35000"
"In post","2023","Human Resources","Male","Heterosexual / straight","3760","3680","38970","34300"
"In post","2023","Human Resources","Male","LGBO","345","345","42930","38460"
"In post","2023","Human Resources","Male","Undeclared","470","460","37180","34170"
"In post","2023","Human Resources","Male","Unknown","760","745","38480","34400"
"In post","2023","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Female","Heterosexual / straight","305","285","45840","43330"
"In post","2023","Internal Audit","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Internal Audit","Female","Undeclared","40","40","47380","43960"
"In post","2023","Internal Audit","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Internal Audit","Male","Heterosexual / straight","260","250","50850","49920"
"In post","2023","Internal Audit","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Internal Audit","Male","Undeclared","35","35","52520","49960"
"In post","2023","Internal Audit","Male","Unknown","35","30","45240","42090"
"In post","2023","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Female","Heterosexual / straight","6325","5845","46350","49050"
"In post","2023","Legal","Female","LGBO","315","300","41660","34460"
"In post","2023","Legal","Female","Undeclared","425","395","49600","52360"
"In post","2023","Legal","Female","Unknown","1710","1510","47710","52020"
"In post","2023","Legal","Male","Heterosexual / straight","3060","2975","49720","52020"
"In post","2023","Legal","Male","LGBO","340","335","51140","52790"
"In post","2023","Legal","Male","Undeclared","290","280","52600","54100"
"In post","2023","Legal","Male","Unknown","915","880","50810","54750"
"In post","2023","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Female","Heterosexual / straight","128550","116150","32650","28120"
"In post","2023","No function","Female","LGBO","8115","7805","33180","29660"
"In post","2023","No function","Female","Undeclared","14885","13190","32550","28120"
"In post","2023","No function","Female","Unknown","36280","32445","30400","27890"
"In post","2023","No function","Male","Heterosexual / straight","93645","90390","35190","31510"
"In post","2023","No function","Male","LGBO","7065","6900","35640","31120"
"In post","2023","No function","Male","Undeclared","12510","11870","35450","31980"
"In post","2023","No function","Male","Unknown","29630","28330","32500","28480"
"In post","2023","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Female","Heterosexual / straight","8300","7845","44940","41200"
"In post","2023","Project Delivery","Female","LGBO","435","425","42740","39500"
"In post","2023","Project Delivery","Female","Undeclared","785","740","45480","41520"
"In post","2023","Project Delivery","Female","Unknown","1850","1760","43080","39890"
"In post","2023","Project Delivery","Male","Heterosexual / straight","7800","7640","48020","42920"
"In post","2023","Project Delivery","Male","LGBO","510","505","47590","42510"
"In post","2023","Project Delivery","Male","Undeclared","890","865","49440","44930"
"In post","2023","Project Delivery","Male","Unknown","1735","1695","45930","42060"
"In post","2023","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Female","Heterosexual / straight","2720","2550","36920","34170"
"In post","2023","Property","Female","LGBO","125","120","34370","32260"
"In post","2023","Property","Female","Undeclared","305","280","37610","34300"
"In post","2023","Property","Female","Unknown","800","735","31280","27740"
"In post","2023","Property","Male","Heterosexual / straight","3300","3220","39940","36660"
"In post","2023","Property","Male","LGBO","145","145","39370","34300"
"In post","2023","Property","Male","Undeclared","400","380","39990","37300"
"In post","2023","Property","Male","Unknown","1115","1095","34810","31490"
"In post","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Female","Heterosexual / straight","1790","1710","35510","33020"
"In post","2023","Security","Female","LGBO","165","160","33240","30700"
"In post","2023","Security","Female","Undeclared","195","185","33990","31920"
"In post","2023","Security","Female","Unknown","450","435","34650","30700"
"In post","2023","Security","Male","Heterosexual / straight","5155","5055","34140","30200"
"In post","2023","Security","Male","LGBO","145","145","37730","35100"
"In post","2023","Security","Male","Undeclared","715","695","37820","40880"
"In post","2023","Security","Male","Unknown","1415","1400","34670","30500"
"In post","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Female","Heterosexual / straight","10265","9640","43210","39690"
"In post","2023","Unknown","Female","LGBO","770","745","38970","34730"
"In post","2023","Unknown","Female","Undeclared","850","795","43160","39690"
"In post","2023","Unknown","Female","Unknown","4390","4140","37100","31380"
"In post","2023","Unknown","Male","Heterosexual / straight","7710","7555","44550","39890"
"In post","2023","Unknown","Male","LGBO","780","765","42200","38330"
"In post","2023","Unknown","Male","Undeclared","690","670","45200","39730"
"In post","2023","Unknown","Male","Unknown","5370","5280","39940","36330"
"In post","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Female","Heterosexual / straight","160","[c]","38500","35500"
"Leaver CS","2023","Analysis","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Female","Unknown","130","[c]","33050","29750"
"Leaver CS","2023","Analysis","Male","Heterosexual / straight","225","[c]","38080","33530"
"Leaver CS","2023","Analysis","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Male","Undeclared","35","[c]","42930","32520"
"Leaver CS","2023","Analysis","Male","Unknown","255","[c]","35380","30850"
"Leaver CS","2023","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Female","Heterosexual / straight","170","[c]","42850","37510"
"Leaver CS","2023","Commercial","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Female","Unknown","125","[c]","56120","58300"
"Leaver CS","2023","Commercial","Male","Heterosexual / straight","155","[c]","47620","42620"
"Leaver CS","2023","Commercial","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Male","Unknown","125","[c]","63480","57630"
"Leaver CS","2023","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Female","Heterosexual / straight","180","[c]","42970","41340"
"Leaver CS","2023","Communications","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Female","Unknown","55","[c]","39800","38480"
"Leaver CS","2023","Communications","Male","Heterosexual / straight","90","[c]","46510","40600"
"Leaver CS","2023","Communications","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Male","Unknown","45","[c]","39500","36590"
"Leaver CS","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Female","Heterosexual / straight","165","[c]","28900","28120"
"Leaver CS","2023","Counter Fraud","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Female","Undeclared","30","[c]","28140","28120"
"Leaver CS","2023","Counter Fraud","Female","Unknown","255","[c]","28740","26490"
"Leaver CS","2023","Counter Fraud","Male","Heterosexual / straight","130","[c]","31790","28120"
"Leaver CS","2023","Counter Fraud","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Male","Unknown","295","[c]","31900","28120"
"Leaver CS","2023","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Female","Heterosexual / straight","140","[c]","22530","21690"
"Leaver CS","2023","Debt","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Female","Unknown","340","[c]","22430","21690"
"Leaver CS","2023","Debt","Male","Heterosexual / straight","65","[c]","23210","21690"
"Leaver CS","2023","Debt","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Male","Unknown","255","[c]","22790","21690"
"Leaver CS","2023","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Female","Heterosexual / straight","410","[c]","42920","39650"
"Leaver CS","2023","Digital, Data & Technology","Female","LGBO","65","[c]","40060","37080"
"Leaver CS","2023","Digital, Data & Technology","Female","Undeclared","70","[c]","41550","39520"
"Leaver CS","2023","Digital, Data & Technology","Female","Unknown","215","[c]","44370","41450"
"Leaver CS","2023","Digital, Data & Technology","Male","Heterosexual / straight","820","[c]","45060","40970"
"Leaver CS","2023","Digital, Data & Technology","Male","LGBO","60","[c]","42290","41200"
"Leaver CS","2023","Digital, Data & Technology","Male","Undeclared","100","[c]","43580","39830"
"Leaver CS","2023","Digital, Data & Technology","Male","Unknown","460","[c]","42560","39330"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Female","Heterosexual / straight","230","[c]","39840","35140"
"Leaver CS","2023","Finance","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Female","Undeclared","35","[c]","39540","38470"
"Leaver CS","2023","Finance","Female","Unknown","155","[c]","38440","34170"
"Leaver CS","2023","Finance","Male","Heterosexual / straight","235","[c]","42520","39000"
"Leaver CS","2023","Finance","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Male","Undeclared","40","[c]","49150","43780"
"Leaver CS","2023","Finance","Male","Unknown","145","[c]","41600","38780"
"Leaver CS","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Female","Heterosexual / straight","40","[c]","23440","22150"
"Leaver CS","2023","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Female","Unknown","70","[c]","23460","22150"
"Leaver CS","2023","Grants Management","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Male","Unknown","55","[c]","23580","22150"
"Leaver CS","2023","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Female","Heterosexual / straight","630","[c]","34250","28120"
"Leaver CS","2023","Human Resources","Female","LGBO","45","[c]","37180","31310"
"Leaver CS","2023","Human Resources","Female","Undeclared","50","[c]","33270","26670"
"Leaver CS","2023","Human Resources","Female","Unknown","185","[c]","35190","30650"
"Leaver CS","2023","Human Resources","Male","Heterosexual / straight","395","[c]","35690","31470"
"Leaver CS","2023","Human Resources","Male","LGBO","45","[c]","44690","35040"
"Leaver CS","2023","Human Resources","Male","Undeclared","55","[c]","36610","33630"
"Leaver CS","2023","Human Resources","Male","Unknown","90","[c]","37790","32840"
"Leaver CS","2023","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Female","Heterosexual / straight","395","[c]","42420","38760"
"Leaver CS","2023","Legal","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Female","Unknown","125","[c]","47190","52310"
"Leaver CS","2023","Legal","Male","Heterosexual / straight","210","[c]","50860","52790"
"Leaver CS","2023","Legal","Male","LGBO","30","[c]","49410","52400"
"Leaver CS","2023","Legal","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Male","Unknown","70","[c]","51760","55720"
"Leaver CS","2023","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Female","Heterosexual / straight","10060","[c]","30750","27570"
"Leaver CS","2023","No function","Female","LGBO","875","[c]","31310","28120"
"Leaver CS","2023","No function","Female","Undeclared","1140","[c]","29830","26750"
"Leaver CS","2023","No function","Female","Unknown","5125","[c]","29630","25480"
"Leaver CS","2023","No function","Male","Heterosexual / straight","7600","[c]","33790","28120"
"Leaver CS","2023","No function","Male","LGBO","635","[c]","33950","28120"
"Leaver CS","2023","No function","Male","Undeclared","1015","[c]","33790","28520"
"Leaver CS","2023","No function","Male","Unknown","4290","[c]","31890","26780"
"Leaver CS","2023","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Female","Heterosexual / straight","340","[c]","42830","39460"
"Leaver CS","2023","Project Delivery","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Female","Undeclared","40","[c]","40690","39150"
"Leaver CS","2023","Project Delivery","Female","Unknown","205","[c]","38560","34510"
"Leaver CS","2023","Project Delivery","Male","Heterosexual / straight","460","[c]","45310","41200"
"Leaver CS","2023","Project Delivery","Male","LGBO","35","[c]","41570","36650"
"Leaver CS","2023","Project Delivery","Male","Undeclared","55","[c]","44710","43800"
"Leaver CS","2023","Project Delivery","Male","Unknown","215","[c]","42610","39890"
"Leaver CS","2023","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Female","Heterosexual / straight","170","[c]","35040","31270"
"Leaver CS","2023","Property","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","Female","Unknown","75","[c]","29320","25830"
"Leaver CS","2023","Property","Male","Heterosexual / straight","260","[c]","37650","34300"
"Leaver CS","2023","Property","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Male","Undeclared","35","[c]","39260","36300"
"Leaver CS","2023","Property","Male","Unknown","110","[c]","34540","28490"
"Leaver CS","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Female","Heterosexual / straight","130","[c]","30870","28780"
"Leaver CS","2023","Security","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Female","Unknown","40","[c]","29680","25680"
"Leaver CS","2023","Security","Male","Heterosexual / straight","475","[c]","33000","27500"
"Leaver CS","2023","Security","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Male","Undeclared","55","[c]","37150","39070"
"Leaver CS","2023","Security","Male","Unknown","180","[c]","31100","27500"
"Leaver CS","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Female","Heterosexual / straight","770","[c]","40940","34730"
"Leaver CS","2023","Unknown","Female","LGBO","80","[c]","37330","31720"
"Leaver CS","2023","Unknown","Female","Undeclared","220","[c]","42650","38400"
"Leaver CS","2023","Unknown","Female","Unknown","450","[c]","35480","30650"
"Leaver CS","2023","Unknown","Male","Heterosexual / straight","555","[c]","43650","38160"
"Leaver CS","2023","Unknown","Male","LGBO","65","[c]","40680","38330"
"Leaver CS","2023","Unknown","Male","Undeclared","140","[c]","47250","46180"
"Leaver CS","2023","Unknown","Male","Unknown","630","[c]","38210","33460"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Female","Heterosexual / straight","140","[c]","41880","40720"
"Leaver Dept.","2023","Analysis","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Female","Unknown","95","[c]","35420","33250"
"Leaver Dept.","2023","Analysis","Male","Heterosexual / straight","150","[c]","44650","38020"
"Leaver Dept.","2023","Analysis","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Male","Unknown","100","[c]","38330","34250"
"Leaver Dept.","2023","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Female","Heterosexual / straight","95","[c]","38360","39000"
"Leaver Dept.","2023","Commercial","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Female","Unknown","40","[c]","42230","38550"
"Leaver Dept.","2023","Commercial","Male","Heterosexual / straight","95","[c]","39740","39090"
"Leaver Dept.","2023","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Male","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Female","Heterosexual / straight","105","[c]","41180","37870"
"Leaver Dept.","2023","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Female","Unknown","65","[c]","39330","35410"
"Leaver Dept.","2023","Communications","Male","Heterosexual / straight","65","[c]","40790","37910"
"Leaver Dept.","2023","Communications","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Male","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Female","Heterosexual / straight","90","[c]","30130","28120"
"Leaver Dept.","2023","Counter Fraud","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Female","Unknown","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Male","Heterosexual / straight","70","[c]","32030","28120"
"Leaver Dept.","2023","Counter Fraud","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Male","Unknown","70","[c]","[c]","[c]"
