"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Analysis","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","Female","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","Male","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","Female","50","50","44500","40850"
"In post","2023","Asian","Analysis","Social Research","Male","15","15","[c]","[c]"
"In post","2023","Asian","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Statistics","Female","105","100","44490","41540"
"In post","2023","Asian","Analysis","Statistics","Male","125","125","42220","40640"
"In post","2023","Asian","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Commercial","Female","165","160","45780","39590"
"In post","2023","Asian","Commercial","Commercial","Male","150","150","50710","46000"
"In post","2023","Asian","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Female","25","20","[c]","[c]"
"In post","2023","Asian","Commercial","Operational Delivery","Male","30","30","48040","36540"
"In post","2023","Asian","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Male","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Female","100","100","39200","36860"
"In post","2023","Asian","Communications","Communications","Male","50","50","43000","41220"
"In post","2023","Asian","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","Female","470","425","30030","28120"
"In post","2023","Asian","Counter Fraud","Counter Fraud","Male","370","360","31600","28130"
"In post","2023","Asian","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","Female","55","50","35320","32540"
"In post","2023","Asian","Counter Fraud","Legal","Male","60","60","35100","34370"
"In post","2023","Asian","Counter Fraud","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Delivery","Female","135","125","32140","31280"
"In post","2023","Asian","Counter Fraud","Operational Delivery","Male","115","110","32300","32260"
"In post","2023","Asian","Counter Fraud","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","Female","20","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","Male","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","Female","80","75","37940","35030"
"In post","2023","Asian","Counter Fraud","Tax","Male","90","90","38090","35000"
"In post","2023","Asian","Counter Fraud","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","Female","345","300","24820","22520"
"In post","2023","Asian","Debt","Operational Delivery","Male","260","245","24460","22520"
"In post","2023","Asian","Debt","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Other","Female","255","205","23300","21690"
"In post","2023","Asian","Debt","Other","Male","155","145","22910","21690"
"In post","2023","Asian","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","Female","40","35","23300","22520"
"In post","2023","Asian","Debt","Tax","Male","35","30","24070","22520"
"In post","2023","Asian","Debt","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","Female","630","615","43590","40680"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","Male","1020","1010","44740","41780"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","Female","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","Female","30","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","Female","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","Male","30","30","40190","37680"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","Female","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","Male","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","Female","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","Female","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","Male","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","Female","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Female","40","40","46250","41960"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Male","60","60","45390","41870"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","Female","35","30","36980","34170"
"In post","2023","Asian","Finance","Commercial","Male","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Finance","Female","425","410","41500","38680"
"In post","2023","Asian","Finance","Finance","Male","455","450","43320","39450"
