"Status","Year","Disability","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Unknown","Inner London - West","G6/G7","55","50","60270","58120"
"In post","2023","Declared disabled","Unknown","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Inner London - West","SEO/HEO","55","55","38890","37900"
"In post","2023","Declared disabled","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Kent","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Kent","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancashire","AA/AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancashire","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancashire","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Merseyside","AA/AO","35","25","22460","22520"
"In post","2023","Declared disabled","Unknown","Merseyside","EO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Merseyside","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","AA/AO","30","25","22380","22520"
"In post","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - South","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - South","EO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - South","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - South","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - West and North West","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - West and North West","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire and Staffordshire","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southern Scotland","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tees Valley and Durham","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Central Scotland","AA/AO","30","25","25040","22520"
"In post","2023","Declared disabled","Unknown","West Central Scotland","EO","55","50","33600","37060"
"In post","2023","Declared disabled","Unknown","West Central Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Central Scotland","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Wales and The Valleys","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Yorkshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Bedfordshire and Hertfordshire","AA/AO","95","90","25490","24360"
"In post","2023","Declared disabled","White","Bedfordshire and Hertfordshire","EO","140","125","30180","31280"
"In post","2023","Declared disabled","White","Bedfordshire and Hertfordshire","G6/G7","25","20","[c]","[c]"
"In post","2023","Declared disabled","White","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Bedfordshire and Hertfordshire","SEO/HEO","85","80","40720","39340"
"In post","2023","Declared disabled","White","Bedfordshire and Hertfordshire","Unknown","55","55","31520","30810"
"In post","2023","Declared disabled","White","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","255","240","27080","25340"
"In post","2023","Declared disabled","White","Berkshire, Buckinghamshire and Oxfordshire","EO","250","230","30400","28540"
"In post","2023","Declared disabled","White","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","55","50","61670","58880"
"In post","2023","Declared disabled","White","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","235","220","38840","37520"
"In post","2023","Declared disabled","White","Berkshire, Buckinghamshire and Oxfordshire","Unknown","95","90","31730","29220"
"In post","2023","Declared disabled","White","Cheshire","AA/AO","150","130","23880","22150"
"In post","2023","Declared disabled","White","Cheshire","EO","150","130","29220","28120"
"In post","2023","Declared disabled","White","Cheshire","G6/G7","30","30","59000","56450"
"In post","2023","Declared disabled","White","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Cheshire","SEO/HEO","100","95","38740","38630"
"In post","2023","Declared disabled","White","Cheshire","Unknown","55","50","29410","27130"
"In post","2023","Declared disabled","White","Cornwall and Isles of Scilly","AA/AO","90","80","21840","21690"
"In post","2023","Declared disabled","White","Cornwall and Isles of Scilly","EO","75","65","28030","28120"
"In post","2023","Declared disabled","White","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Cornwall and Isles of Scilly","SEO/HEO","40","35","36530","34170"
"In post","2023","Declared disabled","White","Cornwall and Isles of Scilly","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","White","Cumbria","AA/AO","145","125","22390","22150"
"In post","2023","Declared disabled","White","Cumbria","EO","85","75","27370","28090"
"In post","2023","Declared disabled","White","Cumbria","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","White","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Cumbria","SEO/HEO","50","50","35720","34170"
"In post","2023","Declared disabled","White","Cumbria","Unknown","35","35","36820","32830"
"In post","2023","Declared disabled","White","Derbyshire and Nottinghamshire","AA/AO","465","420","23710","22500"
"In post","2023","Declared disabled","White","Derbyshire and Nottinghamshire","EO","470","425","28080","28120"
"In post","2023","Declared disabled","White","Derbyshire and Nottinghamshire","G6/G7","120","115","59760","57970"
"In post","2023","Declared disabled","White","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Derbyshire and Nottinghamshire","SEO/HEO","415","395","37340","35000"
"In post","2023","Declared disabled","White","Derbyshire and Nottinghamshire","Unknown","155","140","30290","29050"
"In post","2023","Declared disabled","White","Devon","AA/AO","360","310","23340","22040"
"In post","2023","Declared disabled","White","Devon","EO","320","290","28330","28120"
"In post","2023","Declared disabled","White","Devon","G6/G7","70","70","54480","50160"
"In post","2023","Declared disabled","White","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Devon","SEO/HEO","290","270","37740","37420"
"In post","2023","Declared disabled","White","Devon","Unknown","85","80","31760","29050"
"In post","2023","Declared disabled","White","Dorset and Somerset","AA/AO","200","185","24020","22220"
"In post","2023","Declared disabled","White","Dorset and Somerset","EO","195","175","28410","28120"
"In post","2023","Declared disabled","White","Dorset and Somerset","G6/G7","30","25","[c]","[c]"
"In post","2023","Declared disabled","White","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Dorset and Somerset","SEO/HEO","165","155","38140","36050"
"In post","2023","Declared disabled","White","Dorset and Somerset","Unknown","80","70","30300","29050"
"In post","2023","Declared disabled","White","East Anglia","AA/AO","485","435","25050","22670"
"In post","2023","Declared disabled","White","East Anglia","EO","420","375","28560","28120"
"In post","2023","Declared disabled","White","East Anglia","G6/G7","50","45","59700","56310"
"In post","2023","Declared disabled","White","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","East Anglia","SEO/HEO","345","330","38040","35190"
"In post","2023","Declared disabled","White","East Anglia","Unknown","160","145","29050","26840"
"In post","2023","Declared disabled","White","East Wales","AA/AO","500","445","23110","22520"
"In post","2023","Declared disabled","White","East Wales","EO","460","425","28070","28120"
"In post","2023","Declared disabled","White","East Wales","G6/G7","195","190","59170","57970"
"In post","2023","Declared disabled","White","East Wales","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","East Wales","SEO/HEO","555","525","37540","37260"
"In post","2023","Declared disabled","White","East Wales","Unknown","95","85","31510","30810"
"In post","2023","Declared disabled","White","East Yorkshire and Northern Lincolnshire","AA/AO","205","180","24140","22220"
"In post","2023","Declared disabled","White","East Yorkshire and Northern Lincolnshire","EO","210","185","28690","28120"
"In post","2023","Declared disabled","White","East Yorkshire and Northern Lincolnshire","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","East Yorkshire and Northern Lincolnshire","SEO/HEO","80","80","37510","34850"
"In post","2023","Declared disabled","White","East Yorkshire and Northern Lincolnshire","Unknown","80","75","30520","29050"
"In post","2023","Declared disabled","White","Eastern Scotland","AA/AO","525","475","23440","22520"
"In post","2023","Declared disabled","White","Eastern Scotland","EO","625","570","29880","28130"
"In post","2023","Declared disabled","White","Eastern Scotland","G6/G7","240","225","64360","65280"
"In post","2023","Declared disabled","White","Eastern Scotland","SCS level","15","10","[c]","[c]"
"In post","2023","Declared disabled","White","Eastern Scotland","SEO/HEO","560","535","40010","38330"
"In post","2023","Declared disabled","White","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Essex","AA/AO","135","115","24860","25470"
"In post","2023","Declared disabled","White","Essex","EO","240","220","30540","31280"
"In post","2023","Declared disabled","White","Essex","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Essex","SEO/HEO","70","65","38780","37520"
"In post","2023","Declared disabled","White","Essex","Unknown","80","70","29200","29050"
"In post","2023","Declared disabled","White","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","485","445","23280","22220"
"In post","2023","Declared disabled","White","Gloucestershire, Wiltshire and Bath/Bristol area","EO","510","470","27770","28120"
"In post","2023","Declared disabled","White","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","530","510","56790","55450"
"In post","2023","Declared disabled","White","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","25","25","[c]","[c]"
"In post","2023","Declared disabled","White","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","1300","1245","37080","36420"
"In post","2023","Declared disabled","White","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","295","280","36580","33340"
"In post","2023","Declared disabled","White","Greater Manchester","AA/AO","575","510","22700","21690"
"In post","2023","Declared disabled","White","Greater Manchester","EO","600","545","27910","28120"
"In post","2023","Declared disabled","White","Greater Manchester","G6/G7","270","260","58950","57970"
"In post","2023","Declared disabled","White","Greater Manchester","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","White","Greater Manchester","SEO/HEO","565","540","36910","35000"
"In post","2023","Declared disabled","White","Greater Manchester","Unknown","195","185","30870","29050"
"In post","2023","Declared disabled","White","Hampshire and Isle of Wight","AA/AO","475","405","23200","21860"
"In post","2023","Declared disabled","White","Hampshire and Isle of Wight","EO","390","355","28110","28120"
"In post","2023","Declared disabled","White","Hampshire and Isle of Wight","G6/G7","200","190","56270","53980"
"In post","2023","Declared disabled","White","Hampshire and Isle of Wight","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Hampshire and Isle of Wight","SEO/HEO","530","505","37020","35230"
"In post","2023","Declared disabled","White","Hampshire and Isle of Wight","Unknown","115","105","29560","29050"
"In post","2023","Declared disabled","White","Herefordshire, Worcestershire and Warwickshire","AA/AO","180","155","24450","22150"
"In post","2023","Declared disabled","White","Herefordshire, Worcestershire and Warwickshire","EO","125","115","28410","28120"
"In post","2023","Declared disabled","White","Herefordshire, Worcestershire and Warwickshire","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","White","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","70","65","38010","37300"
"In post","2023","Declared disabled","White","Herefordshire, Worcestershire and Warwickshire","Unknown","75","70","30610","29050"
"In post","2023","Declared disabled","White","Highlands and Islands","AA/AO","60","55","23270","21690"
"In post","2023","Declared disabled","White","Highlands and Islands","EO","85","80","29380","28120"
"In post","2023","Declared disabled","White","Highlands and Islands","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","White","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Highlands and Islands","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","White","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Inner London - East","AA/AO","110","100","28080","26920"
"In post","2023","Declared disabled","White","Inner London - East","EO","185","175","32570","32520"
"In post","2023","Declared disabled","White","Inner London - East","G6/G7","260","250","63470","62290"
"In post","2023","Declared disabled","White","Inner London - East","SCS level","30","30","[c]","[c]"
"In post","2023","Declared disabled","White","Inner London - East","SEO/HEO","335","325","41670","41870"
"In post","2023","Declared disabled","White","Inner London - East","Unknown","75","70","39760","35030"
"In post","2023","Declared disabled","White","Inner London - West","AA/AO","230","215","26570","25480"
"In post","2023","Declared disabled","White","Inner London - West","EO","405","390","30880","30210"
"In post","2023","Declared disabled","White","Inner London - West","G6/G7","1400","1355","61690","59430"
"In post","2023","Declared disabled","White","Inner London - West","SCS level","255","245","92900","82070"
"In post","2023","Declared disabled","White","Inner London - West","SEO/HEO","1515","1480","39310","39150"
"In post","2023","Declared disabled","White","Inner London - West","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","White","Kent","AA/AO","305","275","25920","25610"
"In post","2023","Declared disabled","White","Kent","EO","355","320","30010","31280"
"In post","2023","Declared disabled","White","Kent","G6/G7","30","30","64120","59260"
"In post","2023","Declared disabled","White","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Kent","SEO/HEO","165","160","39130","37680"
"In post","2023","Declared disabled","White","Kent","Unknown","110","105","30310","29050"
"In post","2023","Declared disabled","White","Lancashire","AA/AO","765","660","22830","21690"
"In post","2023","Declared disabled","White","Lancashire","EO","685","610","28130","28120"
"In post","2023","Declared disabled","White","Lancashire","G6/G7","110","105","56440","52610"
"In post","2023","Declared disabled","White","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Lancashire","SEO/HEO","350","330","36740","34970"
"In post","2023","Declared disabled","White","Lancashire","Unknown","110","105","30080","29050"
"In post","2023","Declared disabled","White","Leicestershire, Rutland and Northamptonshire","AA/AO","255","225","23210","21780"
"In post","2023","Declared disabled","White","Leicestershire, Rutland and Northamptonshire","EO","180","160","28140","28120"
"In post","2023","Declared disabled","White","Leicestershire, Rutland and Northamptonshire","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Leicestershire, Rutland and Northamptonshire","SEO/HEO","80","75","38520","35200"
"In post","2023","Declared disabled","White","Leicestershire, Rutland and Northamptonshire","Unknown","75","70","31360","30810"
"In post","2023","Declared disabled","White","Lincolnshire","AA/AO","185","165","23980","22220"
"In post","2023","Declared disabled","White","Lincolnshire","EO","115","100","28390","28120"
"In post","2023","Declared disabled","White","Lincolnshire","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","White","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Lincolnshire","SEO/HEO","70","70","36460","34300"
"In post","2023","Declared disabled","White","Lincolnshire","Unknown","60","55","30680","29050"
"In post","2023","Declared disabled","White","Merseyside","AA/AO","825","710","22200","21780"
"In post","2023","Declared disabled","White","Merseyside","EO","755","665","27630","28120"
"In post","2023","Declared disabled","White","Merseyside","G6/G7","170","165","58670","56910"
"In post","2023","Declared disabled","White","Merseyside","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Merseyside","SEO/HEO","520","495","37090","35000"
"In post","2023","Declared disabled","White","Merseyside","Unknown","165","160","30180","26840"
"In post","2023","Declared disabled","White","North Eastern Scotland","AA/AO","35","35","24700","22180"
"In post","2023","Declared disabled","White","North Eastern Scotland","EO","45","45","29690","28120"
"In post","2023","Declared disabled","White","North Eastern Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","North Eastern Scotland","SEO/HEO","40","40","43850","38330"
"In post","2023","Declared disabled","White","North Yorkshire","AA/AO","120","110","23060","22150"
"In post","2023","Declared disabled","White","North Yorkshire","EO","135","125","27420","27470"
"In post","2023","Declared disabled","White","North Yorkshire","G6/G7","65","65","56180","52590"
"In post","2023","Declared disabled","White","North Yorkshire","SCS level","5","5","[c]","[c]"
