"Status","Year","Age","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Female","28505","27985","31390","29080"
"In post","2023","20-29","White","Male","21085","20985","32010","30080"
"In post","2023","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Female","5020","4610","35570","32260"
"In post","2023","30-39","Asian","Male","4670","4595","36310","32520"
"In post","2023","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Female","2275","2165","35270","32520"
"In post","2023","30-39","Black","Male","1285","1275","35210","32540"
"In post","2023","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Female","1625","1520","38260","34170"
"In post","2023","30-39","Mixed","Male","1165","1145","39410","35180"
"In post","2023","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Female","415","395","40150","36000"
"In post","2023","30-39","Other ethnicity","Male","295","290","40510","35880"
"In post","2023","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Female","1170","1080","36870","33010"
"In post","2023","30-39","Undeclared","Male","2160","2135","39120","35000"
"In post","2023","30-39","Unknown","Female","10570","9805","34670","30140"
"In post","2023","30-39","Unknown","Male","10785","10660","35780","32110"
"In post","2023","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","White","Female","41360","38220","36720","33020"
"In post","2023","30-39","White","Male","33540","33275","38190","34520"
"In post","2023","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Female","5405","4800","36790","32360"
"In post","2023","40-49","Asian","Male","4145","4030","37740","33170"
"In post","2023","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Female","2335","2190","36100","32520"
"In post","2023","40-49","Black","Male","1580","1565","36570","33240"
"In post","2023","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Female","1265","1165","40370","34700"
"In post","2023","40-49","Mixed","Male","825","810","42330","37540"
"In post","2023","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other ethnicity","Female","350","320","40130","35410"
"In post","2023","40-49","Other ethnicity","Male","305","300","43660","37510"
"In post","2023","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Undeclared","Female","1820","1650","37740","32890"
"In post","2023","40-49","Undeclared","Male","2700","2660","40270","35710"
"In post","2023","40-49","Unknown","Female","7645","6960","36210","29750"
"In post","2023","40-49","Unknown","Male","6800","6685","38760","34170"
"In post","2023","40-49","White","Female","47495","42995","38220","33400"
"In post","2023","40-49","White","Male","35715","35315","41300","35710"
"In post","2023","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Female","3805","3470","35330","31050"
"In post","2023","50-59","Asian","Male","2600","2530","37160","32520"
"In post","2023","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Female","3425","3275","35540","32520"
"In post","2023","50-59","Black","Male","2010","1975","36920","32540"
"In post","2023","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Female","975","900","37100","32520"
"In post","2023","50-59","Mixed","Male","760","735","40830","35240"
"In post","2023","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Female","300","285","38900","32520"
"In post","2023","50-59","Other ethnicity","Male","330","320","40520","35590"
"In post","2023","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Female","3055","2790","34310","29830"
"In post","2023","50-59","Undeclared","Male","4115","3995","39240","34850"
"In post","2023","50-59","Unknown","Female","6500","5950","34060","28120"
"In post","2023","50-59","Unknown","Male","6965","6720","38660","34330"
"In post","2023","50-59","White","Female","59055","53820","35320","29050"
"In post","2023","50-59","White","Male","47715","46535","40040","34710"
"In post","2023","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Female","1030","845","32250","29660"
"In post","2023","60-64","Asian","Male","685","625","35900","31280"
"In post","2023","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Female","1010","910","32620","30200"
"In post","2023","60-64","Black","Male","635","595","35100","32520"
"In post","2023","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Female","260","215","32000","28120"
"In post","2023","60-64","Mixed","Male","200","180","39570","34170"
"In post","2023","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Female","95","80","35670","32520"
"In post","2023","60-64","Other ethnicity","Male","110","95","41580","33360"
"In post","2023","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Undeclared","Female","1035","840","32210","28120"
"In post","2023","60-64","Undeclared","Male","1250","1055","37250","33470"
"In post","2023","60-64","Unknown","Female","1785","1480","30590","26150"
"In post","2023","60-64","Unknown","Male","2065","1810","36030","31940"
"In post","2023","60-64","White","Female","17575","13890","31060","28120"
"In post","2023","60-64","White","Male","15265","13080","36500","32310"
"In post","2023","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Female","440","325","29480","26920"
"In post","2023","65+","Asian","Male","390","325","34180","29730"
"In post","2023","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Female","280","235","30520","27950"
"In post","2023","65+","Black","Male","210","185","33020","29660"
"In post","2023","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Female","80","65","29440","28120"
"In post","2023","65+","Mixed","Male","75","65","37350","32520"
"In post","2023","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Female","35","25","31970","29450"
"In post","2023","65+","Other ethnicity","Male","35","30","35010","32100"
"In post","2023","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Female","305","230","30650","28120"
"In post","2023","65+","Undeclared","Male","435","345","36680","31950"
"In post","2023","65+","Unknown","Female","550","415","31280","26400"
"In post","2023","65+","Unknown","Male","720","560","34550","29730"
"In post","2023","65+","White","Female","4945","3625","29160","26580"
"In post","2023","65+","White","Male","5360","4230","35080","29570"
"In post","2023","65+","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Unknown","White","Female","10","10","[c]","[c]"
"In post","2023","Unknown","White","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Female","50","[c]","22090","21780"
"Leaver CS","2023","16-19","Unknown","Male","50","[c]","20180","20510"
"Leaver CS","2023","16-19","White","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Female","525","[c]","27920","27570"
"Leaver CS","2023","20-29","Asian","Male","475","[c]","29020","27570"
"Leaver CS","2023","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Female","345","[c]","29870","29290"
"Leaver CS","2023","20-29","Black","Male","145","[c]","29820","27570"
"Leaver CS","2023","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Female","240","[c]","29700","27960"
"Leaver CS","2023","20-29","Mixed","Male","155","[c]","29620","27960"
"Leaver CS","2023","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Female","80","[c]","28180","26750"
"Leaver CS","2023","20-29","Other ethnicity","Male","45","[c]","30950","28500"
"Leaver CS","2023","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Female","70","[c]","27430","25690"
"Leaver CS","2023","20-29","Undeclared","Male","130","[c]","30980","28370"
"Leaver CS","2023","20-29","Unknown","Female","1825","[c]","27300","25060"
"Leaver CS","2023","20-29","Unknown","Male","1685","[c]","27960","25880"
"Leaver CS","2023","20-29","White","Female","3205","[c]","28680","27140"
"Leaver CS","2023","20-29","White","Male","2515","[c]","29410","27570"
"Leaver CS","2023","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","Female","355","[c]","36390","32520"
"Leaver CS","2023","30-39","Asian","Male","360","[c]","37110","32320"
"Leaver CS","2023","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","Female","335","[c]","34290","31120"
"Leaver CS","2023","30-39","Black","Male","195","[c]","35200","32970"
"Leaver CS","2023","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","Female","170","[c]","37520","33620"
"Leaver CS","2023","30-39","Mixed","Male","125","[c]","39610","37660"
"Leaver CS","2023","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Female","35","[c]","36590","32730"
"Leaver CS","2023","30-39","Other ethnicity","Male","40","[c]","41970","38260"
"Leaver CS","2023","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Female","90","[c]","34790","31670"
"Leaver CS","2023","30-39","Undeclared","Male","160","[c]","38970","37680"
"Leaver CS","2023","30-39","Unknown","Female","1125","[c]","34910","31060"
"Leaver CS","2023","30-39","Unknown","Male","1155","[c]","37100","32140"
"Leaver CS","2023","30-39","White","Female","2560","[c]","35530","31060"
"Leaver CS","2023","30-39","White","Male","2490","[c]","38650","35050"
"Leaver CS","2023","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","Female","240","[c]","38240","32520"
"Leaver CS","2023","40-49","Asian","Male","220","[c]","41110","32520"
"Leaver CS","2023","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","Female","210","[c]","36290","32510"
"Leaver CS","2023","40-49","Black","Male","135","[c]","38830","35160"
"Leaver CS","2023","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Female","70","[c]","39950","37000"
"Leaver CS","2023","40-49","Mixed","Male","70","[c]","42220","31660"
"Leaver CS","2023","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Female","85","[c]","38400","32720"
"Leaver CS","2023","40-49","Undeclared","Male","130","[c]","38690","33070"
"Leaver CS","2023","40-49","Unknown","Female","710","[c]","38690","31060"
"Leaver CS","2023","40-49","Unknown","Male","635","[c]","43280","36650"
"Leaver CS","2023","40-49","White","Female","2265","[c]","37040","29290"
"Leaver CS","2023","40-49","White","Male","1695","[c]","42690","37000"
"Leaver CS","2023","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","Female","140","[c]","35890","28390"
"Leaver CS","2023","50-59","Asian","Male","125","[c]","37740","31280"
"Leaver CS","2023","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","Female","170","[c]","33590","29290"
"Leaver CS","2023","50-59","Black","Male","90","[c]","38640","33660"
"Leaver CS","2023","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Female","50","[c]","35530","28120"
"Leaver CS","2023","50-59","Mixed","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Female","170","[c]","34690","29050"
"Leaver CS","2023","50-59","Undeclared","Male","200","[c]","41440","35720"
"Leaver CS","2023","50-59","Unknown","Female","630","[c]","36600","28120"
"Leaver CS","2023","50-59","Unknown","Male","715","[c]","37500","28680"
"Leaver CS","2023","50-59","White","Female","3190","[c]","34710","28120"
"Leaver CS","2023","50-59","White","Male","2620","[c]","40180","33990"
"Leaver CS","2023","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Female","80","[c]","33830","30400"
"Leaver CS","2023","60-64","Asian","Male","45","[c]","34830","30050"
"Leaver CS","2023","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Female","75","[c]","34600","30410"
"Leaver CS","2023","60-64","Black","Male","50","[c]","37970","32410"
"Leaver CS","2023","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Female","130","[c]","29920","27610"
"Leaver CS","2023","60-64","Undeclared","Male","190","[c]","39030","36460"
"Leaver CS","2023","60-64","Unknown","Female","300","[c]","33200","28120"
"Leaver CS","2023","60-64","Unknown","Male","365","[c]","38210","32210"
"Leaver CS","2023","60-64","White","Female","2435","[c]","32900","28080"
"Leaver CS","2023","60-64","White","Male","2070","[c]","40540","34300"
"Leaver CS","2023","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Female","95","[c]","28250","26400"
"Leaver CS","2023","65+","Asian","Male","75","[c]","34100","29710"
"Leaver CS","2023","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Female","60","[c]","27720","25730"
"Leaver CS","2023","65+","Black","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Female","95","[c]","27790","22730"
"Leaver CS","2023","65+","Undeclared","Male","140","[c]","33370","29960"
"Leaver CS","2023","65+","Unknown","Female","195","[c]","31000","24920"
"Leaver CS","2023","65+","Unknown","Male","230","[c]","35990","28490"
"Leaver CS","2023","65+","White","Female","1850","[c]","28870","25610"
"Leaver CS","2023","65+","White","Male","1805","[c]","33260","28120"
"Leaver CS","2023","65+","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Female","305","[c]","31830","31060"
"Leaver Dept.","2023","20-29","Asian","Male","220","[c]","31510","31060"
"Leaver Dept.","2023","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Female","105","[c]","31650","31470"
"Leaver Dept.","2023","20-29","Black","Male","50","[c]","33680","32020"
"Leaver Dept.","2023","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Female","130","[c]","32210","30920"
"Leaver Dept.","2023","20-29","Mixed","Male","75","[c]","35340","34550"
"Leaver Dept.","2023","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Female","35","[c]","29330","28270"
"Leaver Dept.","2023","20-29","Undeclared","Male","55","[c]","34780","32260"
"Leaver Dept.","2023","20-29","Unknown","Female","860","[c]","32450","32000"
"Leaver Dept.","2023","20-29","Unknown","Male","665","[c]","33110","32000"
"Leaver Dept.","2023","20-29","White","Female","1580","[c]","32610","31060"
"Leaver Dept.","2023","20-29","White","Male","1070","[c]","32590","31270"
"Leaver Dept.","2023","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Female","235","[c]","37890","34280"
"Leaver Dept.","2023","30-39","Asian","Male","205","[c]","35850","32520"
"Leaver Dept.","2023","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Female","140","[c]","33890","32590"
"Leaver Dept.","2023","30-39","Black","Male","60","[c]","35280","32520"
"Leaver Dept.","2023","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Female","100","[c]","39430","35620"
"Leaver Dept.","2023","30-39","Mixed","Male","75","[c]","43340","40330"
"Leaver Dept.","2023","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Female","55","[c]","36750","35310"
"Leaver Dept.","2023","30-39","Undeclared","Male","100","[c]","41910","37590"
"Leaver Dept.","2023","30-39","Unknown","Female","490","[c]","39560","35530"
"Leaver Dept.","2023","30-39","Unknown","Male","505","[c]","40320","35750"
"Leaver Dept.","2023","30-39","White","Female","1555","[c]","39520","35720"
"Leaver Dept.","2023","30-39","White","Male","1240","[c]","39750","36180"
"Leaver Dept.","2023","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Female","155","[c]","40900","34030"
"Leaver Dept.","2023","40-49","Asian","Male","130","[c]","38760","32520"
"Leaver Dept.","2023","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Female","105","[c]","35510","32900"
"Leaver Dept.","2023","40-49","Black","Male","55","[c]","34910","31060"
"Leaver Dept.","2023","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Female","50","[c]","33900","28300"
"Leaver Dept.","2023","40-49","Undeclared","Male","55","[c]","41930","40630"
"Leaver Dept.","2023","40-49","Unknown","Female","265","[c]","41850","34690"
"Leaver Dept.","2023","40-49","Unknown","Male","215","[c]","45900","38220"
"Leaver Dept.","2023","40-49","White","Female","1140","[c]","39920","34170"
