"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","International Trade","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Tower Hamlets","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","Westminster","25","20","52000","49940"
"In post","2023","Analysis","Knowledge and Information Management","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","Plymouth","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","Croydon","20","20","42100","36310"
"In post","2023","Analysis","Operational Delivery","London","Hackney and Newham","10","10","34240","34270"
"In post","2023","Analysis","Operational Delivery","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","Tower Hamlets","45","45","29010","27840"
"In post","2023","Analysis","Operational Delivery","London","Westminster","60","60","42130","35860"
"In post","2023","Analysis","Operational Delivery","North East (England)","Darlington","15","15","37910","31560"
"In post","2023","Analysis","Operational Delivery","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","Tyneside","15","15","34260","34170"
"In post","2023","Analysis","Operational Delivery","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","East Cumbria","10","10","33400","33810"
"In post","2023","Analysis","Operational Delivery","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Greater Manchester South West","10","10","38920","35330"
"In post","2023","Analysis","Operational Delivery","North West (England)","Liverpool","20","20","41940","39190"
"In post","2023","Analysis","Operational Delivery","North West (England)","Manchester","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","West Cumbria","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","South Hampshire","110","105","33570","31060"
"In post","2023","Analysis","Operational Delivery","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Devon CC","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","Monmouthshire and Newport","345","330","33920","31660"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","Leeds","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","Sheffield","15","15","37830","32160"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","Nottingham","10","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Croydon","25","25","51380","46560"
"In post","2023","Analysis","Operational Research","London","Hackney and Newham","20","20","48330","45560"
"In post","2023","Analysis","Operational Research","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","Tower Hamlets","80","75","51270","47680"
"In post","2023","Analysis","Operational Research","London","Westminster","195","190","51370","48570"
"In post","2023","Analysis","Operational Research","North East (England)","Darlington","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","Tyneside","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Greater Manchester South West","40","35","49140","42510"
"In post","2023","Analysis","Operational Research","North West (England)","Liverpool","20","20","49640","55780"
"In post","2023","Analysis","Operational Research","North West (England)","Manchester","20","20","39600","35130"
"In post","2023","Analysis","Operational Research","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Central Hampshire","165","160","42400","39890"
"In post","2023","Analysis","Operational Research","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Bristol, City of","20","20","36160","34020"
"In post","2023","Analysis","Operational Research","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","Wiltshire","30","30","43960","49260"
"In post","2023","Analysis","Operational Research","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","Monmouthshire and Newport","15","15","35570","33110"
"In post","2023","Analysis","Operational Research","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Birmingham","10","10","32230","32670"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","Leeds","35","35","40520","37680"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","Sheffield","50","45","46110","43690"
"In post","2023","Analysis","Other","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","Nottingham","15","15","38380","35840"
"In post","2023","Analysis","Other","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","Suffolk CC","35","35","38430","37310"
"In post","2023","Analysis","Other","London","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","London","Camden and City of London","170","160","72380","67430"
"In post","2023","Analysis","Other","London","Croydon","20","15","37620","36180"
"In post","2023","Analysis","Other","London","Tower Hamlets","70","70","41750","39000"
"In post","2023","Analysis","Other","London","Westminster","130","125","48020","43650"
"In post","2023","Analysis","Other","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","Tyneside","15","10","36190","37110"
"In post","2023","Analysis","Other","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Liverpool","10","10","34130","34920"
"In post","2023","Analysis","Other","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","City of Edinburgh","15","10","70680","70000"
"In post","2023","Analysis","Other","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Dorset","10","10","35540","26190"
"In post","2023","Analysis","Other","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Other","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","Leeds","35","30","36040","34170"
"In post","2023","Analysis","Other","Yorkshire and The Humber","Sheffield","10","5","[c]","[c]"
"In post","2023","Analysis","Other","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2023","Analysis","Planning","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","London","Croydon","[c]","[c]","[c]","[c]"
