"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","50","45","35160","34060"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","55","55","38030","35000"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","30","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","100","100","45720","41870"
"In post","2023","Asian","Finance","Commercial","60","55","37840","34570"
"In post","2023","Asian","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Corporate Finance","20","15","[c]","[c]"
"In post","2023","Asian","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Finance","880","860","42440","39150"
"In post","2023","Asian","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Operational Delivery","115","110","30160","27890"
"In post","2023","Asian","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Other","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Security","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Tax","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","50","50","41530","39450"
"In post","2023","Asian","Grants Management","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Operational Delivery","50","50","23340","22150"
"In post","2023","Asian","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Human Resources","615","595","38830","36180"
"In post","2023","Asian","Human Resources","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Operational Delivery","105","100","32890","28130"
"In post","2023","Asian","Human Resources","Other","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Tax","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","30","30","42640","39790"
"In post","2023","Asian","Internal Audit","Internal Audit","105","100","46820","43290"
"In post","2023","Asian","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Finance","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Legal","830","780","54460","54100"
"In post","2023","Asian","Legal","Operational Delivery","490","460","27720","26900"
"In post","2023","Asian","Legal","Other","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Policy","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Tax","25","25","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","No function","Commercial","35","35","41630","38880"
"In post","2023","Asian","No function","Communications","20","20","[c]","[c]"
"In post","2023","Asian","No function","Corporate Finance","5","5","[c]","[c]"
"In post","2023","Asian","No function","Counter Fraud","15","10","[c]","[c]"
"In post","2023","Asian","No function","Digital, Data and Technology","95","90","54450","59040"
"In post","2023","Asian","No function","Economics","30","30","[c]","[c]"
"In post","2023","Asian","No function","Finance","30","30","42210","38780"
"In post","2023","Asian","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Human Resources","30","30","[c]","[c]"
"In post","2023","Asian","No function","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2023","Asian","No function","Intelligence Analysis","165","155","31810","30140"
"In post","2023","Asian","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","International Trade","165","165","47410","41750"
"In post","2023","Asian","No function","Knowledge and Information Management","55","50","36940","35010"
"In post","2023","Asian","No function","Legal","135","125","43660","43650"
"In post","2023","Asian","No function","Medicine","145","130","75310","82390"
"In post","2023","Asian","No function","Operational Delivery","16620","15155","29140","28120"
"In post","2023","Asian","No function","Operational Research","5","5","[c]","[c]"
"In post","2023","Asian","No function","Other","420","400","33460","30410"
"In post","2023","Asian","No function","Planning","5","5","[c]","[c]"
"In post","2023","Asian","No function","Planning Inspectors","10","10","[c]","[c]"
"In post","2023","Asian","No function","Policy","2075","2040","45960","41870"
"In post","2023","Asian","No function","Project Delivery","195","195","43890","43000"
"In post","2023","Asian","No function","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Psychology","45","45","37740","32420"
"In post","2023","Asian","No function","Science and Engineering","415","405","39240","37990"
"In post","2023","Asian","No function","Security","10","10","[c]","[c]"
"In post","2023","Asian","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","No function","Tax","1450","1390","36090","34700"
"In post","2023","Asian","No function","Unknown","685","665","39050","34700"
"In post","2023","Asian","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Finance","5","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Medicine","10","5","[c]","[c]"
"In post","2023","Asian","Project Delivery","Operational Delivery","90","90","38440","34700"
"In post","2023","Asian","Project Delivery","Operational Research","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Other","10","10","[c]","[c]"
"In post","2023","Asian","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Policy","160","155","51480","45960"
"In post","2023","Asian","Project Delivery","Project Delivery","955","935","43900","40900"
"In post","2023","Asian","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Science and Engineering","95","95","44200","41480"
"In post","2023","Asian","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Tax","65","65","37860","35000"
"In post","2023","Asian","Project Delivery","Unknown","40","35","51000","43850"
"In post","2023","Asian","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Asian","Property","Finance","10","10","[c]","[c]"
"In post","2023","Asian","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Operational Delivery","60","55","34820","31590"
"In post","2023","Asian","Property","Other","10","10","[c]","[c]"
"In post","2023","Asian","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Project Delivery","5","5","[c]","[c]"
"In post","2023","Asian","Property","Property","310","300","37250","33570"
"In post","2023","Asian","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Asian","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Intelligence Analysis","15","15","[c]","[c]"
"In post","2023","Asian","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Other","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Policy","5","5","[c]","[c]"
"In post","2023","Asian","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Security","320","310","33050","29890"
"In post","2023","Asian","Security","Unknown","30","30","38100","34940"
"In post","2023","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Finance","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Human Resources","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Medicine","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Operational Delivery","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","Other","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Policy","120","115","42650","39150"
"In post","2023","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Science and Engineering","50","50","40700","39890"
"In post","2023","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","445","435","35530","31060"
"In post","2023","Asian","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Economics","55","55","42750","39110"
"In post","2023","Black","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Operational Delivery","35","30","31770","31060"
"In post","2023","Black","Analysis","Operational Research","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Other","20","20","[c]","[c]"
"In post","2023","Black","Analysis","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Policy","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Social Research","30","30","42220","39300"
"In post","2023","Black","Analysis","Statistics","75","70","40140","39040"
"In post","2023","Black","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Commercial","Commercial","180","180","45340","41220"
"In post","2023","Black","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Black","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Communications","90","85","40510","36750"
"In post","2023","Black","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Black","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Counter Fraud","455","425","31300","32520"
"In post","2023","Black","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Black","Counter Fraud","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Legal","60","60","35770","32540"
"In post","2023","Black","Counter Fraud","Operational Delivery","100","90","32950","32520"
"In post","2023","Black","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Other","10","10","[c]","[c]"
"In post","2023","Black","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Tax","45","45","37710","35000"
"In post","2023","Black","Counter Fraud","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Debt","Operational Delivery","190","175","26590","26920"
"In post","2023","Black","Debt","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Other","70","65","23300","21690"
"In post","2023","Black","Debt","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Tax","20","20","[c]","[c]"
"In post","2023","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Digital, Data and Technology","730","725","41680","39500"
"In post","2023","Black","Digital, Data & Technology","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Human Resources","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Other","20","15","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
