"Status","Year","Function_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","London","London","5565","5465","50150","45950"
"In post","2023","Digital, Data & Technology","North East (England)","Outside London","2725","2630","43030","38760"
"In post","2023","Digital, Data & Technology","North West (England)","Outside London","3815","3715","42630","38470"
"In post","2023","Digital, Data & Technology","Northern Ireland","Outside London","100","100","36130","34700"
"In post","2023","Digital, Data & Technology","Overseas","Overseas","75","75","39320","37420"
"In post","2023","Digital, Data & Technology","Scotland","Outside London","1115","1090","40260","37950"
"In post","2023","Digital, Data & Technology","South East (England)","Outside London","1600","1545","39820","36990"
"In post","2023","Digital, Data & Technology","South West (England)","Outside London","3975","3825","40430","39460"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","35","35","47610","44720"
"In post","2023","Digital, Data & Technology","Wales","Outside London","2320","2265","42570","39820"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Outside London","1930","1890","41860","38300"
"In post","2023","Digital, Data & Technology","Yorkshire and The Humber","Outside London","1950","1890","44040","40290"
"In post","2023","Finance","East Midlands (England)","Outside London","335","320","37190","34700"
"In post","2023","Finance","East of England","Outside London","310","300","39080","36880"
"In post","2023","Finance","London","London","3155","3070","50420","45560"
"In post","2023","Finance","North East (England)","Outside London","895","840","40200","37300"
"In post","2023","Finance","North West (England)","Outside London","1545","1455","38530","35000"
"In post","2023","Finance","Northern Ireland","Outside London","50","50","40350","38640"
"In post","2023","Finance","Overseas","Overseas","45","45","50250","48980"
"In post","2023","Finance","Scotland","Outside London","1165","1030","31240","27080"
"In post","2023","Finance","South East (England)","Outside London","1260","1195","36740","33990"
"In post","2023","Finance","South West (England)","Outside London","1425","1365","41640","37710"
"In post","2023","Finance","Unknown","Unknown","15","10","39920","37860"
"In post","2023","Finance","Wales","Outside London","485","460","37860","34170"
"In post","2023","Finance","West Midlands (England)","Outside London","600","580","40270","37590"
"In post","2023","Finance","Yorkshire and The Humber","Outside London","1590","1475","37620","34170"
"In post","2023","Grants Management","East Midlands (England)","Outside London","90","85","26640","25920"
"In post","2023","Grants Management","East of England","Outside London","55","50","26440","25920"
"In post","2023","Grants Management","London","London","60","60","51180","48480"
"In post","2023","Grants Management","North East (England)","Outside London","465","435","25560","22150"
"In post","2023","Grants Management","North West (England)","Outside London","990","895","25190","22150"
"In post","2023","Grants Management","South East (England)","Outside London","195","180","28600","25920"
"In post","2023","Grants Management","South West (England)","Outside London","290","265","27090","25920"
"In post","2023","Grants Management","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Grants Management","West Midlands (England)","Outside London","185","170","25550","22150"
"In post","2023","Grants Management","Yorkshire and The Humber","Outside London","285","270","26720","25920"
"In post","2023","Human Resources","East Midlands (England)","Outside London","700","670","37380","34700"
"In post","2023","Human Resources","East of England","Outside London","515","490","35430","32230"
"In post","2023","Human Resources","London","London","3070","2975","48360","43650"
"In post","2023","Human Resources","North East (England)","Outside London","860","805","34060","32420"
"In post","2023","Human Resources","North West (England)","Outside London","1670","1595","38100","34700"
"In post","2023","Human Resources","Northern Ireland","Outside London","80","75","33950","32730"
"In post","2023","Human Resources","Overseas","Overseas","240","240","56720","56420"
"In post","2023","Human Resources","Scotland","Outside London","955","905","35520","34000"
"In post","2023","Human Resources","South East (England)","Outside London","1400","1345","36590","34300"
"In post","2023","Human Resources","South West (England)","Outside London","1615","1540","37460","34300"
"In post","2023","Human Resources","Unknown","Unknown","35","35","44620","41490"
"In post","2023","Human Resources","Wales","Outside London","920","870","36620","32570"
"In post","2023","Human Resources","West Midlands (England)","Outside London","995","950","36330","32570"
"In post","2023","Human Resources","Yorkshire and The Humber","Outside London","1365","1295","36530","33020"
"In post","2023","Internal Audit","East Midlands (England)","Outside London","20","20","45590","45090"
"In post","2023","Internal Audit","East of England","Outside London","15","15","46100","46470"
"In post","2023","Internal Audit","London","London","195","190","54090","53070"
"In post","2023","Internal Audit","North East (England)","Outside London","35","35","51100","46290"
"In post","2023","Internal Audit","North West (England)","Outside London","60","60","46130","42770"
"In post","2023","Internal Audit","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scotland","Outside London","60","60","43330","41660"
"In post","2023","Internal Audit","South East (England)","Outside London","85","85","39020","35000"
"In post","2023","Internal Audit","South West (England)","Outside London","95","85","44830","43890"
"In post","2023","Internal Audit","Unknown","Unknown","20","20","49540","44070"
"In post","2023","Internal Audit","Wales","Outside London","30","30","47620","47020"
"In post","2023","Internal Audit","West Midlands (England)","Outside London","55","50","50810","46340"
"In post","2023","Internal Audit","Yorkshire and The Humber","Outside London","50","45","51010","50350"
"In post","2023","Legal","East Midlands (England)","Outside London","625","580","39010","34850"
"In post","2023","Legal","East of England","Outside London","575","525","42730","38760"
"In post","2023","Legal","London","London","5285","4985","53880","54100"
"In post","2023","Legal","North East (England)","Outside London","485","445","39640","34850"
"In post","2023","Legal","North West (England)","Outside London","1510","1410","41450","37250"
"In post","2023","Legal","Northern Ireland","Outside London","40","40","37050","34850"
"In post","2023","Legal","Overseas","Overseas","10","10","76790","72370"
"In post","2023","Legal","Scotland","Outside London","890","840","59300","55990"
"In post","2023","Legal","South East (England)","Outside London","905","840","42970","37680"
"In post","2023","Legal","South West (England)","Outside London","600","555","45300","49050"
"In post","2023","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Wales","Outside London","540","505","42820","42510"
"In post","2023","Legal","West Midlands (England)","Outside London","770","730","41930","38760"
"In post","2023","Legal","Yorkshire and The Humber","Outside London","1135","1055","42200","38470"
"In post","2023","No function","East Midlands (England)","Outside London","18065","16735","30960","28120"
"In post","2023","No function","East of England","Outside London","16825","15540","31090","28740"
"In post","2023","No function","London","London","63245","60620","43180","37640"
"In post","2023","No function","North East (England)","Outside London","23510","21115","28920","27890"
"In post","2023","No function","North West (England)","Outside London","48710","45030","29680","28120"
"In post","2023","No function","Northern Ireland","Outside London","3110","2920","30260","26910"
"In post","2023","No function","Overseas","Overseas","2685","2675","53730","53970"
"In post","2023","No function","Scotland","Outside London","24700","22700","30640","28120"
"In post","2023","No function","South East (England)","Outside London","29025","26705","31640","28480"
"In post","2023","No function","South West (England)","Outside London","24930","23090","33700","29570"
"In post","2023","No function","Unknown","Unknown","725","675","33530","28120"
"In post","2023","No function","Wales","Outside London","23340","21335","29060","27450"
"In post","2023","No function","West Midlands (England)","Outside London","24340","22510","30860","28120"
"In post","2023","No function","Yorkshire and The Humber","Outside London","27470","25430","31480","28120"
"In post","2023","Project Delivery","East Midlands (England)","Outside London","530","510","42860","41000"
"In post","2023","Project Delivery","East of England","Outside London","670","645","45050","41800"
"In post","2023","Project Delivery","London","London","5475","5300","54450","54090"
"In post","2023","Project Delivery","North East (England)","Outside London","1430","1365","44050","42140"
"In post","2023","Project Delivery","North West (England)","Outside London","2480","2365","43720","41780"
"In post","2023","Project Delivery","Northern Ireland","Outside London","110","110","44420","42140"
"In post","2023","Project Delivery","Overseas","Overseas","145","145","57760","56100"
"In post","2023","Project Delivery","Scotland","Outside London","970","930","43640","41570"
"In post","2023","Project Delivery","South East (England)","Outside London","1675","1620","43230","41000"
"In post","2023","Project Delivery","South West (England)","Outside London","6010","5805","42640","41000"
"In post","2023","Project Delivery","Unknown","Unknown","15","15","48980","50160"
"In post","2023","Project Delivery","Wales","Outside London","715","685","44530","38470"
"In post","2023","Project Delivery","West Midlands (England)","Outside London","1085","1045","43950","41200"
"In post","2023","Project Delivery","Yorkshire and The Humber","Outside London","995","935","42850","38470"
"In post","2023","Property","East Midlands (England)","Outside London","525","495","36130","33960"
"In post","2023","Property","East of England","Outside London","585","555","35450","33990"
"In post","2023","Property","London","London","1365","1315","44910","40180"
"In post","2023","Property","North East (England)","Outside London","750","715","31190","26020"
"In post","2023","Property","North West (England)","Outside London","725","695","37000","34170"
"In post","2023","Property","Northern Ireland","Outside London","95","90","33970","34580"
"In post","2023","Property","Overseas","Overseas","65","65","48250","44680"
"In post","2023","Property","Scotland","Outside London","565","550","36060","34300"
"In post","2023","Property","South East (England)","Outside London","950","910","38210","34450"
"In post","2023","Property","South West (England)","Outside London","1180","1125","33820","32260"
"In post","2023","Property","Unknown","Unknown","45","45","47750","44860"
"In post","2023","Property","Wales","Outside London","530","500","35640","32650"
"In post","2023","Property","West Midlands (England)","Outside London","705","675","38230","34300"
"In post","2023","Property","Yorkshire and The Humber","Outside London","830","785","38030","34450"
"In post","2023","Security","East Midlands (England)","Outside London","165","165","34070","32240"
"In post","2023","Security","East of England","Outside London","545","540","36420","34480"
"In post","2023","Security","London","London","1735","1705","44550","40690"
"In post","2023","Security","North East (England)","Outside London","80","80","34750","32450"
"In post","2023","Security","North West (England)","Outside London","385","370","32840","28190"
"In post","2023","Security","Northern Ireland","Outside London","390","385","23130","22130"
"In post","2023","Security","Overseas","Overseas","150","150","42370","39400"
"In post","2023","Security","Scotland","Outside London","1625","1565","32640","28560"
"In post","2023","Security","South East (England)","Outside London","1850","1815","34180","30650"
"In post","2023","Security","South West (England)","Outside London","1415","1385","31810","27500"
"In post","2023","Security","Unknown","Unknown","70","65","29510","24610"
"In post","2023","Security","Wales","Outside London","335","330","29230","25650"
"In post","2023","Security","West Midlands (England)","Outside London","360","355","32950","28160"
"In post","2023","Security","Yorkshire and The Humber","Outside London","930","885","32770","30700"
"In post","2023","Unknown","East Midlands (England)","Outside London","45","40","32930","28840"
"In post","2023","Unknown","East of England","Outside London","30","25","47330","44120"
"In post","2023","Unknown","London","London","1920","1875","42990","36620"
"In post","2023","Unknown","North East (England)","Outside London","90","85","37080","37380"
"In post","2023","Unknown","North West (England)","Outside London","185","180","36210","30130"
"In post","2023","Unknown","Northern Ireland","Outside London","60","60","38980","37680"
"In post","2023","Unknown","Overseas","Overseas","65","65","60270","60080"
"In post","2023","Unknown","Scotland","Outside London","17690","16955","41480","36330"
"In post","2023","Unknown","South East (England)","Outside London","740","710","42590","39890"
"In post","2023","Unknown","South West (England)","Outside London","1700","1645","42260","39890"
"In post","2023","Unknown","Unknown","Unknown","1715","1715","41920","39880"
"In post","2023","Unknown","Wales","Outside London","6005","5675","43530","39690"
"In post","2023","Unknown","West Midlands (England)","Outside London","165","160","40080","37710"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","420","400","39610","38470"
"Leaver CS","2023","Analysis","East Midlands (England)","Outside London","10","[c]","36230","33130"
"Leaver CS","2023","Analysis","East of England","Outside London","30","[c]","34080","30320"
"Leaver CS","2023","Analysis","London","London","365","[c]","40260","33710"
"Leaver CS","2023","Analysis","North East (England)","Outside London","10","[c]","31880","30210"
"Leaver CS","2023","Analysis","North West (England)","Outside London","30","[c]","37840","37590"
"Leaver CS","2023","Analysis","Scotland","Outside London","10","[c]","46830","51060"
"Leaver CS","2023","Analysis","South East (England)","Outside London","130","[c]","34900","31560"
"Leaver CS","2023","Analysis","South West (England)","Outside London","140","[c]","34750","30650"
"Leaver CS","2023","Analysis","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","Outside London","95","[c]","29940","24860"
"Leaver CS","2023","Analysis","West Midlands (England)","Outside London","15","[c]","47500","39880"
"Leaver CS","2023","Analysis","Yorkshire and The Humber","Outside London","30","[c]","36480","36020"
"Leaver CS","2023","Commercial","East Midlands (England)","Outside London","15","[c]","50210","35610"
"Leaver CS","2023","Commercial","East of England","Outside London","20","[c]","39240","39360"
"Leaver CS","2023","Commercial","London","London","230","[c]","59660","56000"
"Leaver CS","2023","Commercial","North East (England)","Outside London","15","[c]","40240","37590"
"Leaver CS","2023","Commercial","North West (England)","Outside London","45","[c]","47330","41220"
"Leaver CS","2023","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scotland","Outside London","35","[c]","40010","32870"
"Leaver CS","2023","Commercial","South East (England)","Outside London","50","[c]","40940","35220"
"Leaver CS","2023","Commercial","South West (England)","Outside London","140","[c]","44630","42460"
"Leaver CS","2023","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Wales","Outside London","20","[c]","41190","36090"
"Leaver CS","2023","Commercial","West Midlands (England)","Outside London","30","[c]","44350","39380"
"Leaver CS","2023","Commercial","Yorkshire and The Humber","Outside London","35","[c]","54460","56810"
"Leaver CS","2023","Communications","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","London","300","[c]","45480","41450"
"Leaver CS","2023","Communications","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Outside London","20","[c]","37000","30420"
"Leaver CS","2023","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scotland","Outside London","10","[c]","33710","34130"
"Leaver CS","2023","Communications","South East (England)","Outside London","25","[c]","38890","33300"
"Leaver CS","2023","Communications","South West (England)","Outside London","20","[c]","36070","37760"
"Leaver CS","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Wales","Outside London","15","[c]","32740","31160"
"Leaver CS","2023","Communications","West Midlands (England)","Outside London","15","[c]","41160","38820"
"Leaver CS","2023","Communications","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East Midlands (England)","Outside London","45","[c]","31480","28120"
"Leaver CS","2023","Counter Fraud","East of England","Outside London","45","[c]","30520","31280"
"Leaver CS","2023","Counter Fraud","London","London","225","[c]","38240","33100"
"Leaver CS","2023","Counter Fraud","North East (England)","Outside London","40","[c]","28280","28120"
"Leaver CS","2023","Counter Fraud","North West (England)","Outside London","125","[c]","28420","28120"
"Leaver CS","2023","Counter Fraud","Northern Ireland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Scotland","Outside London","120","[c]","25510","24330"
"Leaver CS","2023","Counter Fraud","South East (England)","Outside London","80","[c]","27790","28120"
"Leaver CS","2023","Counter Fraud","South West (England)","Outside London","45","[c]","28390","28120"
"Leaver CS","2023","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Wales","Outside London","45","[c]","25010","23240"
"Leaver CS","2023","Counter Fraud","West Midlands (England)","Outside London","60","[c]","27440","27570"
"Leaver CS","2023","Counter Fraud","Yorkshire and The Humber","Outside London","55","[c]","27680","28120"
"Leaver CS","2023","Debt","East Midlands (England)","Outside London","55","[c]","23030","21690"
"Leaver CS","2023","Debt","East of England","Outside London","20","[c]","29020","25610"
"Leaver CS","2023","Debt","London","London","45","[c]","[c]","[c]"
"Leaver CS","2023","Debt","North East (England)","Outside London","110","[c]","21940","21690"
"Leaver CS","2023","Debt","North West (England)","Outside London","55","[c]","23500","21690"
"Leaver CS","2023","Debt","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Scotland","Outside London","155","[c]","21920","21690"
"Leaver CS","2023","Debt","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","South West (England)","Outside London","20","[c]","22090","21690"
"Leaver CS","2023","Debt","Unknown","Unknown","15","[c]","24310","25110"
"Leaver CS","2023","Debt","Wales","Outside London","70","[c]","22800","21690"
"Leaver CS","2023","Debt","West Midlands (England)","Outside London","200","[c]","21860","21690"
"Leaver CS","2023","Debt","Yorkshire and The Humber","Outside London","100","[c]","22870","21690"
"Leaver CS","2023","Digital, Data & Technology","East Midlands (England)","Outside London","50","[c]","38130","36820"
"Leaver CS","2023","Digital, Data & Technology","East of England","Outside London","80","[c]","34970","33640"
"Leaver CS","2023","Digital, Data & Technology","London","London","655","[c]","49750","48170"
"Leaver CS","2023","Digital, Data & Technology","North East (England)","Outside London","165","[c]","43420","40340"
"Leaver CS","2023","Digital, Data & Technology","North West (England)","Outside London","275","[c]","44480","39370"
"Leaver CS","2023","Digital, Data & Technology","Northern Ireland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scotland","Outside London","65","[c]","37710","35740"
"Leaver CS","2023","Digital, Data & Technology","South East (England)","Outside London","135","[c]","37110","33630"
"Leaver CS","2023","Digital, Data & Technology","South West (England)","Outside London","330","[c]","38540","37300"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Wales","Outside London","165","[c]","40110","37690"
"Leaver CS","2023","Digital, Data & Technology","West Midlands (England)","Outside London","125","[c]","42090","37590"
"Leaver CS","2023","Digital, Data & Technology","Yorkshire and The Humber","Outside London","145","[c]","44770","39460"
"Leaver CS","2023","Finance","East Midlands (England)","Outside London","20","[c]","34450","33460"
"Leaver CS","2023","Finance","East of England","Outside London","30","[c]","36790","37240"
"Leaver CS","2023","Finance","London","London","235","[c]","47880","43650"
"Leaver CS","2023","Finance","North East (England)","Outside London","45","[c]","42240","38340"
"Leaver CS","2023","Finance","North West (England)","Outside London","80","[c]","39010","35310"
"Leaver CS","2023","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Scotland","Outside London","70","[c]","39770","35650"
"Leaver CS","2023","Finance","South East (England)","Outside London","100","[c]","41210","35990"
"Leaver CS","2023","Finance","South West (England)","Outside London","120","[c]","39440","34370"
"Leaver CS","2023","Finance","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Wales","Outside London","35","[c]","31710","27400"
"Leaver CS","2023","Finance","West Midlands (England)","Outside London","35","[c]","36080","30880"
"Leaver CS","2023","Finance","Yorkshire and The Humber","Outside London","80","[c]","38420","34170"
"Leaver CS","2023","Grants Management","East Midlands (England)","Outside London","15","[c]","23610","22150"
"Leaver CS","2023","Grants Management","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","North East (England)","Outside London","20","[c]","24110","22150"
"Leaver CS","2023","Grants Management","North West (England)","Outside London","65","[c]","23560","22150"
"Leaver CS","2023","Grants Management","South East (England)","Outside London","10","[c]","25470","25340"
"Leaver CS","2023","Grants Management","South West (England)","Outside London","30","[c]","23480","22150"
"Leaver CS","2023","Grants Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","West Midlands (England)","Outside London","15","[c]","22590","21720"
"Leaver CS","2023","Grants Management","Yorkshire and The Humber","Outside London","30","[c]","23850","22150"
"Leaver CS","2023","Human Resources","East Midlands (England)","Outside London","75","[c]","27900","27470"
"Leaver CS","2023","Human Resources","East of England","Outside London","70","[c]","28150","25140"
"Leaver CS","2023","Human Resources","London","London","280","[c]","47890","43370"
"Leaver CS","2023","Human Resources","North East (England)","Outside London","60","[c]","28780","23850"
"Leaver CS","2023","Human Resources","North West (England)","Outside London","135","[c]","32060","28870"
"Leaver CS","2023","Human Resources","Northern Ireland","Outside London","15","[c]","28050","22970"
"Leaver CS","2023","Human Resources","Overseas","Overseas","55","[c]","50410","48580"
"Leaver CS","2023","Human Resources","Scotland","Outside London","80","[c]","30840","26040"
"Leaver CS","2023","Human Resources","South East (England)","Outside London","210","[c]","31640","27470"
"Leaver CS","2023","Human Resources","South West (England)","Outside London","225","[c]","32620","27450"
"Leaver CS","2023","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","Outside London","80","[c]","36320","31060"
"Leaver CS","2023","Human Resources","West Midlands (England)","Outside London","105","[c]","31770","29800"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","Outside London","100","[c]","32200","27740"
"Leaver CS","2023","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","London","25","[c]","58400","51290"
"Leaver CS","2023","Internal Audit","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","Outside London","10","[c]","34030","33990"
"Leaver CS","2023","Internal Audit","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","Outside London","55","[c]","39840","36880"
"Leaver CS","2023","Legal","East of England","Outside London","35","[c]","39850","30560"
"Leaver CS","2023","Legal","London","London","440","[c]","50340","52020"
"Leaver CS","2023","Legal","North East (England)","Outside London","30","[c]","41030","38850"
"Leaver CS","2023","Legal","North West (England)","Outside London","65","[c]","41310","37400"
"Leaver CS","2023","Legal","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","Outside London","25","[c]","61710","55990"
"Leaver CS","2023","Legal","South East (England)","Outside London","60","[c]","38150","30560"
"Leaver CS","2023","Legal","South West (England)","Outside London","45","[c]","40240","38280"
"Leaver CS","2023","Legal","Wales","Outside London","35","[c]","41020","38850"
"Leaver CS","2023","Legal","West Midlands (England)","Outside London","45","[c]","40970","37680"
"Leaver CS","2023","Legal","Yorkshire and The Humber","Outside London","55","[c]","39080","28850"
"Leaver CS","2023","No function","East Midlands (England)","Outside London","1860","[c]","28180","27140"
"Leaver CS","2023","No function","East of England","Outside London","1935","[c]","30750","27580"
"Leaver CS","2023","No function","London","London","6280","[c]","40330","33570"
"Leaver CS","2023","No function","North East (England)","Outside London","1805","[c]","27080","22400"
"Leaver CS","2023","No function","North West (England)","Outside London","3955","[c]","27380","23390"
"Leaver CS","2023","No function","Northern Ireland","Outside London","180","[c]","29430","23660"
"Leaver CS","2023","No function","Overseas","Overseas","35","[c]","52900","49800"
"Leaver CS","2023","No function","Scotland","Outside London","1980","[c]","28240","25830"
"Leaver CS","2023","No function","South East (England)","Outside London","3505","[c]","29770","27010"
"Leaver CS","2023","No function","South West (England)","Outside London","2530","[c]","31240","27570"
