"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Chancellor's other departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","EO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Charity Commission","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","G7","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Charity Commission","HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","40-49","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","HEO","Unknown","15","10","[c]","[c]"
"In post","2023","40-49","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Charity Commission","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","G6","Heterosexual / straight","65","60","77770","77400"
"In post","2023","40-49","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","G7","Heterosexual / straight","35","30","60190","58330"
"In post","2023","40-49","Competition and Markets Authority","G7","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","SCS level","Heterosexual / straight","55","55","106980","102320"
"In post","2023","40-49","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","155","140","22680","22180"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AO","Undeclared","15","10","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","AO","Unknown","80","70","22820","22180"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","255","235","26780","25610"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","EO","LGBO","10","5","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","EO","Unknown","75","70","26960","25610"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","295","280","67330","66790"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G6","LGBO","20","15","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G6","Undeclared","45","45","68180","67120"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G6","Unknown","30","25","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","600","575","54960","55350"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G7","LGBO","35","35","54200","55120"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G7","Undeclared","90","85","54010","55120"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","G7","Unknown","90","85","58890","59380"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","405","385","34800","33570"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","65","60","35010","35130"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","HEO","Unknown","95","95","34500","33720"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","140","135","83990","77750"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","580","560","42750","41360"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SEO","LGBO","35","35","42970","41360"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","80","75","42510","41360"
"In post","2023","40-49","Department for Business, Energy and Industrial Strategy","SEO","Unknown","80","75","43580","43300"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G6","Heterosexual / straight","55","50","65920","66020"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G6","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G7","Heterosexual / straight","85","85","55250","53550"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G7","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","G7","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","HEO","Heterosexual / straight","55","50","36270","35620"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","40","35","85980","78040"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Education","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Education","EO","Heterosexual / straight","85","80","27520","26940"
"In post","2023","40-49","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Education","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Department for Education","EO","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Department for Education","G6","Heterosexual / straight","310","290","65510","65410"
"In post","2023","40-49","Department for Education","G6","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Department for Education","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Department for Education","G6","Unknown","35","35","66830","67010"
"In post","2023","40-49","Department for Education","G7","Heterosexual / straight","510","485","53300","52140"
"In post","2023","40-49","Department for Education","G7","LGBO","30","30","[c]","[c]"
"In post","2023","40-49","Department for Education","G7","Undeclared","50","45","53800","51750"
"In post","2023","40-49","Department for Education","G7","Unknown","85","80","53250","51910"
"In post","2023","40-49","Department for Education","HEO","Heterosexual / straight","245","230","32120","31090"
"In post","2023","40-49","Department for Education","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Department for Education","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Department for Education","HEO","Unknown","30","25","[c]","[c]"
"In post","2023","40-49","Department for Education","SCS level","Heterosexual / straight","115","110","83750","76510"
"In post","2023","40-49","Department for Education","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Department for Education","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Department for Education","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Department for Education","SEO","Heterosexual / straight","455","430","39440","38070"
"In post","2023","40-49","Department for Education","SEO","LGBO","30","30","[c]","[c]"
"In post","2023","40-49","Department for Education","SEO","Undeclared","40","35","39550","38110"
"In post","2023","40-49","Department for Education","SEO","Unknown","65","60","40270","38210"
"In post","2023","40-49","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","415","370","22350","22150"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","AO","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","AO","Undeclared","50","50","22330","22150"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","AO","Unknown","105","90","22430","22150"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","370","345","26780","25920"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","EO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","EO","Undeclared","45","40","26680","25920"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","EO","Unknown","85","75","26450","25920"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G6","Heterosexual / straight","215","210","62290","61580"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G6","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G6","Unknown","45","40","63410","62580"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","510","490","51380","49970"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G7","LGBO","30","30","51380","49450"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G7","Undeclared","65","65","51700","50460"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","G7","Unknown","90","90","51500","49970"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","390","365","31420","30350"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","HEO","Undeclared","55","50","31730","30840"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","HEO","Unknown","80","75","31250","30640"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","80","80","83450","78260"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SCS level","LGBO","15","10","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SCS level","Unknown","15","10","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","540","510","38560","37710"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SEO","Undeclared","65","60","38650","38200"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","SEO","Unknown","115","110","38270","37310"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Environment, Food and Rural Affairs","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","EO","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Department for International Trade","G6","Heterosexual / straight","70","70","67750","66400"
"In post","2023","40-49","Department for International Trade","G6","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","G6","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","Department for International Trade","G7","Heterosexual / straight","115","110","56480","55500"
"In post","2023","40-49","Department for International Trade","G7","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Department for International Trade","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Department for International Trade","G7","Unknown","45","40","55770","55390"
"In post","2023","40-49","Department for International Trade","HEO","Heterosexual / straight","40","40","33730","35010"
"In post","2023","40-49","Department for International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for International Trade","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for International Trade","SCS level","Heterosexual / straight","45","45","87810","79350"
"In post","2023","40-49","Department for International Trade","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for International Trade","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Department for International Trade","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Department for International Trade","SEO","Heterosexual / straight","100","95","41770","41750"
"In post","2023","40-49","Department for International Trade","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Department for International Trade","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Department for International Trade","SEO","Unknown","30","30","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","AO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","55","50","28040","27890"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","EO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G6","Heterosexual / straight","170","165","65790","64970"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G6","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G6","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G7","Heterosexual / straight","245","235","52430","54630"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G7","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","G7","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","HEO","Heterosexual / straight","115","110","33740","33450"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","75","70","87010","80070"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SEO","Heterosexual / straight","120","115","40390","40800"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Department for Levelling Up, Housing and Communities","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Department for Transport","AA","Heterosexual / straight","100","80","19480","19000"
"In post","2023","40-49","Department for Transport","AA","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for Transport","AA","Undeclared","75","65","19300","19000"
"In post","2023","40-49","Department for Transport","AA","Unknown","30","25","20020","19000"
"In post","2023","40-49","Department for Transport","AO","Heterosexual / straight","650","585","23390","22500"
"In post","2023","40-49","Department for Transport","AO","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Department for Transport","AO","Undeclared","220","190","22860","22500"
"In post","2023","40-49","Department for Transport","AO","Unknown","110","100","24160","22500"
"In post","2023","40-49","Department for Transport","EO","Heterosexual / straight","540","520","28480","27450"
"In post","2023","40-49","Department for Transport","EO","LGBO","40","40","28110","27400"
"In post","2023","40-49","Department for Transport","EO","Undeclared","140","135","28350","27450"
"In post","2023","40-49","Department for Transport","EO","Unknown","185","180","27870","27190"
"In post","2023","40-49","Department for Transport","G6","Heterosexual / straight","155","145","70830","68020"
"In post","2023","40-49","Department for Transport","G6","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Department for Transport","G6","Undeclared","30","30","[c]","[c]"
"In post","2023","40-49","Department for Transport","G6","Unknown","25","20","[c]","[c]"
"In post","2023","40-49","Department for Transport","G7","Heterosexual / straight","330","320","57100","56240"
"In post","2023","40-49","Department for Transport","G7","LGBO","30","30","[c]","[c]"
"In post","2023","40-49","Department for Transport","G7","Undeclared","35","35","59020","55740"
"In post","2023","40-49","Department for Transport","G7","Unknown","55","55","58810","55740"
"In post","2023","40-49","Department for Transport","HEO","Heterosexual / straight","400","390","33860","32670"
"In post","2023","40-49","Department for Transport","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Department for Transport","HEO","Undeclared","85","85","33800","32810"
"In post","2023","40-49","Department for Transport","HEO","Unknown","45","45","34360","31940"
"In post","2023","40-49","Department for Transport","SCS level","Heterosexual / straight","90","85","87490","82050"
"In post","2023","40-49","Department for Transport","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Department for Transport","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Department for Transport","SCS level","Unknown","20","15","[c]","[c]"
"In post","2023","40-49","Department for Transport","SEO","Heterosexual / straight","335","330","42940","42050"
"In post","2023","40-49","Department for Transport","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Department for Transport","SEO","Undeclared","85","80","43410","42010"
"In post","2023","40-49","Department for Transport","SEO","Unknown","40","40","44250","43750"
"In post","2023","40-49","Department for Work and Pensions","AA","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","AA","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","AA","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","AO","Heterosexual / straight","3445","2940","22000","21690"
"In post","2023","40-49","Department for Work and Pensions","AO","LGBO","190","180","21930","21690"
"In post","2023","40-49","Department for Work and Pensions","AO","Undeclared","440","385","21960","21690"
"In post","2023","40-49","Department for Work and Pensions","AO","Unknown","1255","1020","22010","21690"
"In post","2023","40-49","Department for Work and Pensions","EO","Heterosexual / straight","7000","6400","28730","28120"
"In post","2023","40-49","Department for Work and Pensions","EO","LGBO","390","375","28690","28120"
"In post","2023","40-49","Department for Work and Pensions","EO","Undeclared","730","665","28610","28120"
"In post","2023","40-49","Department for Work and Pensions","EO","Unknown","1690","1470","28760","28120"
"In post","2023","40-49","Department for Work and Pensions","G6","Heterosexual / straight","290","280","70670","70370"
"In post","2023","40-49","Department for Work and Pensions","G6","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","G6","Unknown","60","60","70960","71040"
"In post","2023","40-49","Department for Work and Pensions","G7","Heterosexual / straight","720","700","54200","53190"
"In post","2023","40-49","Department for Work and Pensions","G7","LGBO","45","45","55450","55150"
"In post","2023","40-49","Department for Work and Pensions","G7","Undeclared","65","65","55560","54120"
"In post","2023","40-49","Department for Work and Pensions","G7","Unknown","120","120","54100","53190"
"In post","2023","40-49","Department for Work and Pensions","HEO","Heterosexual / straight","1635","1570","34920","34170"
"In post","2023","40-49","Department for Work and Pensions","HEO","LGBO","105","100","34840","34170"
"In post","2023","40-49","Department for Work and Pensions","HEO","Undeclared","165","160","34970","34170"
"In post","2023","40-49","Department for Work and Pensions","HEO","Unknown","300","285","35230","34170"
"In post","2023","40-49","Department for Work and Pensions","SCS level","Heterosexual / straight","85","85","88670","82690"
"In post","2023","40-49","Department for Work and Pensions","SCS level","LGBO","10","5","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Department for Work and Pensions","SEO","Heterosexual / straight","955","920","42170","38470"
"In post","2023","40-49","Department for Work and Pensions","SEO","LGBO","50","50","40420","38470"
"In post","2023","40-49","Department for Work and Pensions","SEO","Undeclared","110","105","44090","41470"
"In post","2023","40-49","Department for Work and Pensions","SEO","Unknown","150","145","41980","40790"
"In post","2023","40-49","Department of Health and Social Care","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","AO","Heterosexual / straight","60","55","22900","22820"
"In post","2023","40-49","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","AO","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","EO","Heterosexual / straight","110","105","27430","27840"
"In post","2023","40-49","Department of Health and Social Care","EO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","EO","Unknown","35","35","28210","28200"
"In post","2023","40-49","Department of Health and Social Care","G6","Heterosexual / straight","230","215","70360","67890"
"In post","2023","40-49","Department of Health and Social Care","G6","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","G6","Undeclared","70","65","68330","67890"
"In post","2023","40-49","Department of Health and Social Care","G6","Unknown","80","75","68480","67890"
"In post","2023","40-49","Department of Health and Social Care","G7","Heterosexual / straight","445","425","54100","54090"
"In post","2023","40-49","Department of Health and Social Care","G7","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","G7","Undeclared","110","105","54220","54660"
"In post","2023","40-49","Department of Health and Social Care","G7","Unknown","140","135","54100","53620"
