"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","G7","15","15","56910","55360"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","HEO","10","10","31790","31080"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","Tees Valley and Durham","SEO","30","30","41130","41590"
"In post","2023","Commercial","North West (England)","Cheshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire","G7","5","5","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cheshire","HEO","15","15","35420","33200"
"In post","2023","Commercial","North West (England)","Cheshire","SEO","10","10","40500","38940"
"In post","2023","Commercial","North West (England)","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Cumbria","Unknown","15","15","39930","42620"
"In post","2023","Commercial","North West (England)","Greater Manchester","AO","10","10","[c]","[c]"
"In post","2023","Commercial","North West (England)","Greater Manchester","EO","30","30","27610","27650"
"In post","2023","Commercial","North West (England)","Greater Manchester","G6","50","45","75930","72020"
"In post","2023","Commercial","North West (England)","Greater Manchester","G7","90","90","60720","57970"
"In post","2023","Commercial","North West (England)","Greater Manchester","HEO","60","60","32900","33200"
"In post","2023","Commercial","North West (England)","Greater Manchester","SCS level","10","10","98700","94550"
"In post","2023","Commercial","North West (England)","Greater Manchester","SEO","110","110","41520","39180"
"In post","2023","Commercial","North West (England)","Greater Manchester","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","North West (England)","Lancashire","EO","15","15","28270","28120"
"In post","2023","Commercial","North West (England)","Lancashire","G6","15","15","70260","66270"
"In post","2023","Commercial","North West (England)","Lancashire","G7","40","40","56510","56000"
"In post","2023","Commercial","North West (England)","Lancashire","HEO","50","50","33990","34170"
"In post","2023","Commercial","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North West (England)","Lancashire","SEO","70","65","39500","38470"
"In post","2023","Commercial","North West (England)","Merseyside","AO","20","15","21740","21690"
"In post","2023","Commercial","North West (England)","Merseyside","EO","35","30","26850","26410"
"In post","2023","Commercial","North West (England)","Merseyside","G6","20","20","70120","66270"
"In post","2023","Commercial","North West (England)","Merseyside","G7","45","40","58860","56000"
"In post","2023","Commercial","North West (England)","Merseyside","HEO","75","75","31920","32110"
"In post","2023","Commercial","North West (England)","Merseyside","SCS level","10","10","94700","87160"
"In post","2023","Commercial","North West (England)","Merseyside","SEO","115","115","40390","40470"
"In post","2023","Commercial","Northern Ireland","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","SEO","10","10","68790","69790"
"In post","2023","Commercial","Scotland","Eastern Scotland","AA","15","15","23940","22920"
"In post","2023","Commercial","Scotland","Eastern Scotland","AO","20","20","27900","28490"
"In post","2023","Commercial","Scotland","Eastern Scotland","EO","15","15","33470","33290"
"In post","2023","Commercial","Scotland","Eastern Scotland","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Eastern Scotland","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Scotland","Eastern Scotland","HEO","20","20","38310","39360"
"In post","2023","Commercial","Scotland","Eastern Scotland","SEO","15","15","48260","48410"
"In post","2023","Commercial","Scotland","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Highlands and Islands","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","North Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","G7","30","30","58400","56000"
"In post","2023","Commercial","Scotland","Southern Scotland","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","Southern Scotland","SEO","15","15","41520","40810"
"In post","2023","Commercial","Scotland","West Central Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","West Central Scotland","AO","20","15","25990","28490"
"In post","2023","Commercial","Scotland","West Central Scotland","EO","35","35","27650","27080"
"In post","2023","Commercial","Scotland","West Central Scotland","G6","10","10","78210","78600"
"In post","2023","Commercial","Scotland","West Central Scotland","G7","30","25","60540","57050"
"In post","2023","Commercial","Scotland","West Central Scotland","HEO","65","60","34270","33990"
"In post","2023","Commercial","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scotland","West Central Scotland","SEO","45","45","41780","42700"
"In post","2023","Commercial","Scotland","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","40","40","28300","28540"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","30","30","59620","58790"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","45","45","35230","35330"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","70","65","43360","43490"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","AO","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","EO","60","55","27000","27140"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","G6","20","20","74890","71000"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","G7","45","45","58840","56000"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","HEO","75","75","33710","34080"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","SEO","90","90","42070","42620"
"In post","2023","Commercial","South East (England)","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","SEO","10","10","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","G6","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","G7","10","10","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","SEO","15","15","46870","44100"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","EO","5","5","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","G6","10","10","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","G7","20","20","54430","51940"
"In post","2023","Commercial","South West (England)","Devon","HEO","15","10","32950","34170"
"In post","2023","Commercial","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","SEO","25","25","39990","40050"
"In post","2023","Commercial","South West (England)","Devon","Unknown","10","10","41150","42620"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","AO","5","5","[c]","[c]"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","G6","5","5","[c]","[c]"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","G7","10","10","[c]","[c]"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","HEO","15","15","33990","34240"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","SEO","20","15","45390","43710"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","130","125","23470","22220"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","125","120","26810","27080"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","110","105","72630","70890"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","255","245","55150","55500"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","370","355","33390","33830"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","45","45","108150","102820"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","440","420","42110","42620"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","125","43960","42620"
"In post","2023","Commercial","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","East Wales","EO","35","35","27420","27250"
"In post","2023","Commercial","Wales","East Wales","G6","10","10","69480","66860"
"In post","2023","Commercial","Wales","East Wales","G7","30","30","56950","56000"
"In post","2023","Commercial","Wales","East Wales","HEO","60","60","32990","32250"
"In post","2023","Commercial","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","East Wales","SEO","55","55","40580","40450"
"In post","2023","Commercial","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","West Wales and The Valleys","AA","10","10","19000","19000"
"In post","2023","Commercial","Wales","West Wales and The Valleys","AO","30","30","22500","22500"
"In post","2023","Commercial","Wales","West Wales and The Valleys","EO","35","35","27260","26960"
"In post","2023","Commercial","Wales","West Wales and The Valleys","G6","5","5","[c]","[c]"
"In post","2023","Commercial","Wales","West Wales and The Valleys","G7","20","20","54310","53540"
"In post","2023","Commercial","Wales","West Wales and The Valleys","HEO","50","50","32500","31660"
"In post","2023","Commercial","Wales","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","West Wales and The Valleys","SEO","55","50","42090","41000"
"In post","2023","Commercial","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","AO","25","20","22250","21780"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","EO","45","45","26710","26350"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","G6","10","10","76080","72720"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","G7","25","20","60590","58110"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","HEO","35","35","34090","33990"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","SEO","40","40","43760","42320"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","West Midlands","EO","15","15","27530","26780"
"In post","2023","Commercial","West Midlands (England)","West Midlands","G6","20","20","78720","75010"
"In post","2023","Commercial","West Midlands (England)","West Midlands","G7","55","55","62260","65500"
"In post","2023","Commercial","West Midlands (England)","West Midlands","HEO","45","40","32470","31660"
"In post","2023","Commercial","West Midlands (England)","West Midlands","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","West Midlands","SEO","45","45","40770","39240"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","EO","10","10","26720","27020"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","G6","10","10","70240","69680"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","G7","30","30","56680","52740"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","HEO","20","15","32160","32100"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","SEO","25","25","40580","38800"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","AO","20","20","21670","21690"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","EO","30","30","27430","28120"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","G6","20","20","69890","66860"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","G7","55","55","56720","56000"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","HEO","60","55","33570","34170"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","SEO","95","90","39890","38470"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","AO","15","15","21660","21690"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","EO","25","25","27340","26960"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","G6","35","35","72320","70350"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","G7","105","100","61070","60860"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","HEO","80","80","32840","32030"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","SEO","120","115","39860","38470"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","EO","10","10","28740","27670"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","G7","20","20","55640","56100"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","30","30","32960","32950"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","35","35","42050","42510"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","HEO","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","EO","10","10","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","HEO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","SEO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","EO","5","5","[c]","[c]"
