"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","85","85","45610","42910"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","Female","175","170","40250","35800"
"In post","2023","Commercial","South East (England)","Hampshire and Isle of Wight","Male","125","120","45850","41200"
"In post","2023","Commercial","South East (England)","Kent","Female","10","10","[c]","[c]"
"In post","2023","Commercial","South East (England)","Kent","Male","5","5","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","Female","25","25","[c]","[c]"
"In post","2023","Commercial","South East (England)","Surrey, East and West Sussex","Male","20","20","[c]","[c]"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South West (England)","Devon","Female","50","50","42520","40420"
"In post","2023","Commercial","South West (England)","Devon","Male","35","30","48510","43010"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","Female","35","35","41280","42620"
"In post","2023","Commercial","South West (England)","Dorset and Somerset","Male","25","25","[c]","[c]"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","845","790","41530","39470"
"In post","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","755","745","45850","42620"
"In post","2023","Commercial","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Wales","East Wales","Female","105","100","39430","34680"
"In post","2023","Commercial","Wales","East Wales","Male","100","95","41210","37760"
"In post","2023","Commercial","Wales","West Wales and The Valleys","Female","115","105","34760","32660"
"In post","2023","Commercial","Wales","West Wales and The Valleys","Male","100","95","35750","31660"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","5","5","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","Female","95","90","39440","35000"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","Male","90","90","41040","33910"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Female","100","95","48600","40890"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Male","95","95","56040","47380"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","Female","60","60","46030","46350"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","Male","40","35","48120","41200"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","Female","160","150","41730","38470"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","Male","125","120","43390","38470"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","Female","210","200","45930","38470"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","Male","175","170","47010","40870"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Female","65","65","40890","37680"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Male","35","35","41950","41960"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","Female","15","15","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","Male","10","10","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","Female","25","25","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","Male","15","15","[c]","[c]"
"In post","2023","Communications","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Inner London - East","Female","165","160","47100","42230"
"In post","2023","Communications","London","Inner London - East","Male","75","75","51610","44340"
"In post","2023","Communications","London","Inner London - West","Female","995","965","49390","46200"
"In post","2023","Communications","London","Inner London - West","Male","695","695","49620","45180"
"In post","2023","Communications","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - South","Female","20","20","[c]","[c]"
"In post","2023","Communications","London","Outer London - South","Male","15","15","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","Female","20","20","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","Male","15","15","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","Female","45","40","38380","35330"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","Male","30","30","41290","41710"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","Female","35","35","34280","31210"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","Male","15","15","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire","Female","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire","Male","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester","Female","65","65","38490","37590"
"In post","2023","Communications","North West (England)","Greater Manchester","Male","45","45","39610","36400"
"In post","2023","Communications","North West (England)","Lancashire","Female","25","20","[c]","[c]"
"In post","2023","Communications","North West (England)","Lancashire","Male","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Merseyside","Female","50","50","40170","38800"
"In post","2023","Communications","North West (England)","Merseyside","Male","35","35","42070","40790"
"In post","2023","Communications","Northern Ireland","Northern Ireland","Female","20","15","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Eastern Scotland","Female","25","25","[c]","[c]"
"In post","2023","Communications","Scotland","Eastern Scotland","Male","20","20","[c]","[c]"
"In post","2023","Communications","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","Female","25","25","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","Male","20","20","[c]","[c]"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","50","45","34610","33830"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","45","45","35380","31570"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","Female","100","90","35690","34140"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","Male","70","65","35720","33830"
"In post","2023","Communications","South East (England)","Kent","Female","5","5","[c]","[c]"
"In post","2023","Communications","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Surrey, East and West Sussex","Female","15","15","[c]","[c]"
"In post","2023","Communications","South East (England)","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2023","Communications","South West (England)","Cornwall and Isles of Scilly","Female","5","5","[c]","[c]"
"In post","2023","Communications","South West (England)","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2023","Communications","South West (England)","Devon","Female","30","25","[c]","[c]"
"In post","2023","Communications","South West (England)","Devon","Male","20","20","[c]","[c]"
"In post","2023","Communications","South West (England)","Dorset and Somerset","Female","25","25","[c]","[c]"
"In post","2023","Communications","South West (England)","Dorset and Somerset","Male","20","20","[c]","[c]"
"In post","2023","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","130","120","38140","37300"
"In post","2023","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","90","85","40220","38100"
"In post","2023","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","East Wales","Female","190","175","40410","39690"
"In post","2023","Communications","Wales","East Wales","Male","120","120","42720","39690"
"In post","2023","Communications","Wales","West Wales and The Valleys","Female","70","65","33940","31270"
"In post","2023","Communications","Wales","West Wales and The Valleys","Male","50","50","33890","30610"
"In post","2023","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","10","10","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","10","10","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Shropshire and Staffordshire","Female","40","40","37370","33990"
"In post","2023","Communications","West Midlands (England)","Shropshire and Staffordshire","Male","20","20","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","West Midlands","Female","65","60","43430","41190"
"In post","2023","Communications","West Midlands (England)","West Midlands","Male","30","30","41860","39100"
"In post","2023","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","Female","50","45","43240","43250"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","Male","35","35","40170","39090"
"In post","2023","Communications","Yorkshire and The Humber","West Yorkshire","Female","55","50","45040","43620"
"In post","2023","Communications","Yorkshire and The Humber","West Yorkshire","Male","25","25","[c]","[c]"
"In post","2023","Corporate Finance","London","Inner London - East","Female","5","5","[c]","[c]"
"In post","2023","Corporate Finance","London","Inner London - East","Male","10","10","[c]","[c]"
"In post","2023","Corporate Finance","London","Inner London - West","Female","20","15","[c]","[c]"
"In post","2023","Corporate Finance","London","Inner London - West","Male","35","35","67370","65460"
"In post","2023","Corporate Finance","North West (England)","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Dorset and Somerset","Female","5","5","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","West Midlands","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Female","215","190","30660","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Male","205","195","33180","29310"
"In post","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","60","55","28720","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","25","25","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Lincolnshire","Female","20","20","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Lincolnshire","Male","20","15","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Female","60","55","29380","30120"
"In post","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Male","45","40","31020","31280"
"In post","2023","Counter Fraud","East of England","East Anglia","Female","120","110","29340","28120"
"In post","2023","Counter Fraud","East of England","East Anglia","Male","115","105","29440","28120"
"In post","2023","Counter Fraud","East of England","Essex","Female","80","75","31780","31280"
"In post","2023","Counter Fraud","East of England","Essex","Male","45","45","34370","32040"
"In post","2023","Counter Fraud","London","Inner London - East","Female","295","280","36800","34370"
"In post","2023","Counter Fraud","London","Inner London - East","Male","345","335","39110","39150"
"In post","2023","Counter Fraud","London","Inner London - West","Female","175","160","42000","38480"
"In post","2023","Counter Fraud","London","Inner London - West","Male","190","185","48890","41680"
"In post","2023","Counter Fraud","London","Outer London - East and North East","Female","285","250","30030","32520"
"In post","2023","Counter Fraud","London","Outer London - East and North East","Male","175","170","30790","32520"
"In post","2023","Counter Fraud","London","Outer London - South","Female","165","150","35050","32520"
"In post","2023","Counter Fraud","London","Outer London - South","Male","190","180","39480","39150"
"In post","2023","Counter Fraud","London","Outer London - West and North West","Female","90","85","33110","32520"
"In post","2023","Counter Fraud","London","Outer London - West and North West","Male","65","60","34340","32520"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Female","330","300","29820","28120"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Male","230","225","30700","28120"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","Female","165","140","26390","28120"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","Male","80","75","27300","28120"
"In post","2023","Counter Fraud","North West (England)","Cheshire","Female","20","15","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Cheshire","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Cumbria","Female","15","10","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Cumbria","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","Female","245","220","32220","28130"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","Male","265","255","33980","34170"
"In post","2023","Counter Fraud","North West (England)","Lancashire","Female","90","85","29900","28120"
"In post","2023","Counter Fraud","North West (England)","Lancashire","Male","80","75","30460","28120"
"In post","2023","Counter Fraud","North West (England)","Merseyside","Female","175","155","29590","28120"
"In post","2023","Counter Fraud","North West (England)","Merseyside","Male","120","115","32040","28120"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","Female","60","60","31850","28130"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","Male","50","50","31470","28130"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","Female","90","80","29750","28120"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","Male","60","60","28670","28120"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","Female","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","North Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","North Eastern Scotland","Male","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","Female","160","140","24610","21690"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","Male","85","85","25050","21690"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","Female","225","210","28840","28120"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","Male","185","175","29210","28120"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","100","85","30830","31280"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","50","45","33240","31280"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Female","160","135","29270","28120"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Male","85","80","33320","28130"
"In post","2023","Counter Fraud","South East (England)","Kent","Female","245","220","29380","27890"
"In post","2023","Counter Fraud","South East (England)","Kent","Male","130","130","29590","27890"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","Female","125","115","30650","28120"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","Male","75","70","31330","29340"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","Female","35","30","29300","28120"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","Male","15","15","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Devon","Female","55","45","28640","28120"
"In post","2023","Counter Fraud","South West (England)","Devon","Male","40","35","29870","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","Female","100","90","29650","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","Male","45","45","30120","28120"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","125","110","31070","28120"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","95","90","32140","28130"
"In post","2023","Counter Fraud","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","East Wales","Female","190","165","27910","25700"
"In post","2023","Counter Fraud","Wales","East Wales","Male","150","145","31460","28070"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Female","210","185","28010","28120"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","Male","190","175","28750","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","45","35","29620","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","25","20","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Female","50","45","28850","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Male","35","35","28970","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Female","340","300","30310","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","Male","260","250","32490","28130"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","75","60","27730","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","55","55","28300","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Female","45","45","32710","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Male","45","45","33570","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Female","90","80","28810","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Male","45","45","30880","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Female","250","225","32070","28130"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Male","250","240","34550","29730"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Female","110","105","41890","38920"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Male","175","170","40720","37440"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","35","35","40270","37300"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","55","55","37100","35610"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Lincolnshire","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Lincolnshire","Male","40","35","35410","31810"
"In post","2023","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","Female","40","35","38260","36140"
"In post","2023","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","Male","115","115","39680","37300"
"In post","2023","Digital, Data and Technology","East of England","East Anglia","Female","105","100","37010","34300"
"In post","2023","Digital, Data and Technology","East of England","East Anglia","Male","190","185","37640","34300"
"In post","2023","Digital, Data and Technology","East of England","Essex","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data and Technology","East of England","Essex","Male","65","60","38170","36600"
"In post","2023","Digital, Data and Technology","London","Inner London - East","Female","580","565","51880","54270"
"In post","2023","Digital, Data and Technology","London","Inner London - East","Male","920","910","52490","55130"
"In post","2023","Digital, Data and Technology","London","Inner London - West","Female","920","895","50570","46400"
"In post","2023","Digital, Data and Technology","London","Inner London - West","Male","1575","1565","52230","50320"
"In post","2023","Digital, Data and Technology","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","London","Outer London - East and North East","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","London","Outer London - East and North East","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data and Technology","London","Outer London - South","Female","345","340","52550","46210"
"In post","2023","Digital, Data and Technology","London","Outer London - South","Male","570","560","54330","50030"
"In post","2023","Digital, Data and Technology","London","Outer London - West and North West","Female","125","120","43510","41870"
"In post","2023","Digital, Data and Technology","London","Outer London - West and North West","Male","230","230","44900","43210"
"In post","2023","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","Female","750","700","42370","38470"
"In post","2023","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","Male","1480","1450","44660","41480"
"In post","2023","Digital, Data and Technology","North East (England)","Tees Valley and Durham","Female","95","95","38410","37590"
"In post","2023","Digital, Data and Technology","North East (England)","Tees Valley and Durham","Male","105","105","39320","34850"
"In post","2023","Digital, Data and Technology","North West (England)","Cheshire","Female","110","105","43080","41050"
"In post","2023","Digital, Data and Technology","North West (England)","Cheshire","Male","135","135","41350","38640"
"In post","2023","Digital, Data and Technology","North West (England)","Cumbria","Female","10","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","North West (England)","Cumbria","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data and Technology","North West (England)","Greater Manchester","Female","515","505","42460","38470"
"In post","2023","Digital, Data and Technology","North West (England)","Greater Manchester","Male","1020","1010","45340","41480"
"In post","2023","Digital, Data and Technology","North West (England)","Lancashire","Female","395","370","41260","38470"
