"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Inner London - West","Female","40","35","45040","40540"
"In post","2023","Attorney General's Departments","Communications","Inner London - West","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","Inner London - West","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","Inner London - West","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Counter Fraud","Inner London - West","Female","95","95","43360","38480"
"In post","2023","Attorney General's Departments","Counter Fraud","Inner London - West","Male","135","135","50430","43430"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Wales","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Female","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Inner London - West","Male","75","75","51980","46230"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Merseyside","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","Female","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Northumberland, and Tyne and Wear","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Wales and The Valleys","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Female","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Anglia","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Greater Manchester","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Inner London - West","Female","45","45","36880","30560"
"In post","2023","Attorney General's Departments","Finance","Inner London - West","Male","45","45","42730","32890"
"In post","2023","Attorney General's Departments","Finance","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Merseyside","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Inner London - West","Female","100","100","41910","35860"
"In post","2023","Attorney General's Departments","Human Resources","Inner London - West","Male","35","35","46840","40540"
"In post","2023","Attorney General's Departments","Human Resources","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Merseyside","Female","30","30","34680","31180"
"In post","2023","Attorney General's Departments","Human Resources","Merseyside","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North Yorkshire","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Inner London - West","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Inner London - West","Female","30","30","45530","40940"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Inner London - West","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","Female","60","50","59760","61920"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","Male","45","40","59040","61920"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","Female","40","35","53960","55170"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cheshire","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cheshire","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cumbria","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cumbria","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","Female","85","75","54040","53750"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","Male","45","45","51920","51270"
"In post","2023","Attorney General's Departments","Legal","Devon","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Devon","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Anglia","Female","35","30","47580","49050"
"In post","2023","Attorney General's Departments","Legal","East Anglia","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Wales","Female","110","95","51270","51270"
"In post","2023","Attorney General's Departments","Legal","East Wales","Male","60","55","55440","56450"
"In post","2023","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","East Yorkshire and Northern Lincolnshire","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Essex","Female","85","75","55410","55170"
"In post","2023","Attorney General's Departments","Legal","Essex","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Female","105","90","55910","53170"
"In post","2023","Attorney General's Departments","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Male","60","60","56010","55470"
"In post","2023","Attorney General's Departments","Legal","Greater Manchester","Female","115","105","53470","54390"
