"Status","Year","Disability","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education (excl. agencies)","Female","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","30","30","37590","33830"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions (excl. agencies)","Female","760","645","29130","28120"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions (excl. agencies)","Male","450","425","29260","28120"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Driver and Vehicle Standards Agency","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Education Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Education Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Education and Skills Funding Agency","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Commercial Organisation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Commercial Organisation","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Internal Audit Agency","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Legal Department","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Legal Department","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Courts and Tribunals Service","Female","155","130","27310","25480"
"In post","2023","Declared disabled","Asian","HM Courts and Tribunals Service","Male","85","80","27440","25480"
"In post","2023","Declared disabled","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Prison and Probation Service","Female","160","150","32580","29130"
"In post","2023","Declared disabled","Asian","HM Prison and Probation Service","Male","130","125","32720","31540"
"In post","2023","Declared disabled","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs (excl. agencies)","Female","220","200","35860","34370"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs (excl. agencies)","Male","240","230","35730","34700"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Female","215","190","34500","30200"
"In post","2023","Declared disabled","Asian","Home Office","Male","165","155","34270","30410"
"In post","2023","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Legal Aid Agency","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Medicines and Healthcare Products Regulatory Agency","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence (excl. agencies)","Female","35","35","40150","37940"
"In post","2023","Declared disabled","Asian","Ministry of Defence (excl. agencies)","Male","30","30","39820","33990"
"In post","2023","Declared disabled","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice (excl. agencies)","Female","35","35","40500","35410"
"In post","2023","Declared disabled","Asian","Ministry of Justice (excl. agencies)","Male","30","30","44700","41280"
"In post","2023","Declared disabled","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Public Guardian","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Public Guardian","Male","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Serious Fraud Office","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Security Scotland","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
