"Status","Year","Disability","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Female","65","60","38670","39890"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Male","120","115","44170","39890"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Female","105","100","43260","39940"
"In post","2023","Declared disabled","Analysis","Social Research","Male","35","35","40900","39740"
"In post","2023","Declared disabled","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Statistics","Female","140","135","43030","39300"
"In post","2023","Declared disabled","Analysis","Statistics","Male","140","135","44090","39300"
"In post","2023","Declared disabled","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Commercial","Female","375","355","44890","40620"
"In post","2023","Declared disabled","Commercial","Commercial","Male","290","290","51080","43640"
"In post","2023","Declared disabled","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Communications","Female","190","180","42440","39730"
"In post","2023","Declared disabled","Communications","Communications","Male","110","105","40170","37710"
"In post","2023","Declared disabled","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","Female","860","760","29990","28120"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","Male","520","485","30800","28120"
"In post","2023","Declared disabled","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Legal","Female","85","75","32870","29730"
"In post","2023","Declared disabled","Counter Fraud","Legal","Male","80","80","37660","35000"
"In post","2023","Declared disabled","Counter Fraud","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","Female","260","230","33490","31280"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","Male","150","145","32110","29730"
"In post","2023","Declared disabled","Counter Fraud","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Tax","Female","75","65","42740","35330"
"In post","2023","Declared disabled","Counter Fraud","Tax","Male","70","65","45480","38430"
"In post","2023","Declared disabled","Counter Fraud","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Delivery","Female","240","210","26240","22520"
"In post","2023","Declared disabled","Debt","Operational Delivery","Male","155","145","25300","22520"
"In post","2023","Declared disabled","Debt","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Other","Female","320","265","23410","21690"
"In post","2023","Declared disabled","Debt","Other","Male","160","145","23110","21690"
"In post","2023","Declared disabled","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tax","Female","25","20","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tax","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Female","875","835","41460","38470"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Male","1225","1195","42620","38590"
"In post","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Finance","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Finance","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Human Resources","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Female","80","75","31470","27470"
"In post","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Male","70","70","34360","28820"
"In post","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Delivery","Female","55","50","36260","35000"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Delivery","Male","50","50","37980","34700"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Other","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Other","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Policy","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Project Delivery","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Project Delivery","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Science and Engineering","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Science and Engineering","Male","30","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Tax","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Female","40","40","45610","41830"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","Male","35","35","49000","44930"
