"Status","Year","Organisation","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Accountant in Bankruptcy","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Active Travel England","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Active Travel England","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Active Travel England","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Active Travel England","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Female","Heterosexual / straight","115","100","26170","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Female","Unknown","40","40","25400","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Male","Heterosexual / straight","65","65","26000","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Male","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Male","Unknown","35","35","25450","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Female","Heterosexual / straight","200","180","33890","32600"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Female","Undeclared","35","30","35250","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Female","Unknown","25","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Male","Heterosexual / straight","115","105","34190","34960"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Female","Heterosexual / straight","60","55","43700","42680"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Male","Heterosexual / straight","65","60","44150","43920"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AO","Female","Heterosexual / straight","440","400","22860","22150"
"In post","2023","Animal and Plant Health Agency","AO","Female","LGBO","35","35","23250","22150"
"In post","2023","Animal and Plant Health Agency","AO","Female","Undeclared","55","50","22970","22150"
"In post","2023","Animal and Plant Health Agency","AO","Female","Unknown","80","70","22940","22150"
"In post","2023","Animal and Plant Health Agency","AO","Male","Heterosexual / straight","215","210","23130","22150"
"In post","2023","Animal and Plant Health Agency","AO","Male","LGBO","40","40","23010","22150"
"In post","2023","Animal and Plant Health Agency","AO","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AO","Male","Unknown","50","50","23110","22150"
"In post","2023","Animal and Plant Health Agency","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","EO","Female","Heterosexual / straight","390","370","27130","25920"
"In post","2023","Animal and Plant Health Agency","EO","Female","LGBO","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","EO","Female","Undeclared","45","40","27530","26180"
"In post","2023","Animal and Plant Health Agency","EO","Female","Unknown","30","25","27140","26850"
"In post","2023","Animal and Plant Health Agency","EO","Male","Heterosexual / straight","230","225","27450","25920"
"In post","2023","Animal and Plant Health Agency","EO","Male","LGBO","35","35","26920","25920"
"In post","2023","Animal and Plant Health Agency","EO","Male","Undeclared","50","45","27410","26460"
"In post","2023","Animal and Plant Health Agency","EO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G7","Female","Heterosexual / straight","80","80","51570","49770"
"In post","2023","Animal and Plant Health Agency","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G7","Female","Unknown","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G7","Male","Heterosexual / straight","65","65","52090","51470"
"In post","2023","Animal and Plant Health Agency","G7","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G7","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G7","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","HEO","Female","Heterosexual / straight","250","240","31770","30320"
"In post","2023","Animal and Plant Health Agency","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","HEO","Female","Undeclared","30","30","32220","32290"
"In post","2023","Animal and Plant Health Agency","HEO","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","HEO","Male","Heterosexual / straight","150","150","31720","30840"
"In post","2023","Animal and Plant Health Agency","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","HEO","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","HEO","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO","Female","Heterosexual / straight","210","195","39270","37980"
"In post","2023","Animal and Plant Health Agency","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO","Female","Undeclared","45","40","40000","38200"
"In post","2023","Animal and Plant Health Agency","SEO","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO","Male","Heterosexual / straight","155","150","39860","38430"
"In post","2023","Animal and Plant Health Agency","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO","Male","Undeclared","35","30","40940","39160"
"In post","2023","Animal and Plant Health Agency","SEO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
