"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for International Trade","SEO","10","10","42430","41750"
"In post","2023","30-39","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","10","10","55040","54630"
"In post","2023","30-39","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","10","10","41070","40800"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","G7","20","20","55830","55740"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Transport (excl. agencies)","SEO","15","15","43170","43750"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","HEO","15","15","40090","39730"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department for Work and Pensions (excl. agencies)","SEO","15","15","46930","48790"
"In post","2023","30-39","Communications","Department of Health and Social Care (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Department of Health and Social Care (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Driver and Vehicle Licensing Agency","EO","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Driver and Vehicle Licensing Agency","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Driver and Vehicle Standards Agency","EO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Food Standards Agency","HEO","10","10","32040","31260"
"In post","2023","30-39","Communications","Food Standards Agency","SEO","10","10","38980","38670"
"In post","2023","30-39","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","G7","15","15","56590","57850"
"In post","2023","30-39","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","10","10","46140","46450"
"In post","2023","30-39","Communications","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Land Registry","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Prison and Probation Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Prison and Probation Service","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","HM Prison and Probation Service","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Communications","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Revenue and Customs (excl. agencies)","G7","15","15","59830","57970"
"In post","2023","30-39","Communications","HM Revenue and Customs (excl. agencies)","HEO","10","10","35250","34700"
"In post","2023","30-39","Communications","HM Revenue and Customs (excl. agencies)","SEO","15","15","43330","42510"
"In post","2023","30-39","Communications","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Treasury (excl. agencies)","G7","10","10","54690","54090"
"In post","2023","30-39","Communications","HM Treasury (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","HM Treasury (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Health and Safety Executive","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Health and Safety Executive","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Home Office","G6","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Home Office","G7","20","20","59300","59290"
"In post","2023","30-39","Communications","Home Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Home Office","SEO","20","20","44950","44940"
"In post","2023","30-39","Communications","Institute for Apprenticeships and Technical Education","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Intellectual Property Office","EO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Intellectual Property Office","G7","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Medicines and Healthcare Products Regulatory Agency","G7","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Medicines and Healthcare Products Regulatory Agency","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Met Office","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Met Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Ministry of Defence (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Ministry of Defence (excl. agencies)","EO","20","20","27030","27140"
"In post","2023","30-39","Communications","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Ministry of Defence (excl. agencies)","G7","15","15","60800","62530"
"In post","2023","30-39","Communications","Ministry of Defence (excl. agencies)","HEO","30","30","35840","34300"
"In post","2023","30-39","Communications","Ministry of Defence (excl. agencies)","SEO","30","30","44260","44500"
"In post","2023","30-39","Communications","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Ministry of Justice (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Ministry of Justice (excl. agencies)","G7","15","15","56740","56080"
"In post","2023","30-39","Communications","Ministry of Justice (excl. agencies)","HEO","10","10","34470","35410"
"In post","2023","30-39","Communications","Ministry of Justice (excl. agencies)","SEO","25","25","44150","43650"
"In post","2023","30-39","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office for Standards in Education, Children's Services and Skills","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Office for Standards in Education, Children's Services and Skills","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of Gas and Electricity Markets","G7","10","10","[c]","[c]"
"In post","2023","30-39","Communications","Office of Gas and Electricity Markets","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Office of Gas and Electricity Markets","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Registers of Scotland","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Rural Payments Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Export Finance","G6","5","5","[c]","[c]"
"In post","2023","30-39","Communications","UK Export Finance","G7","5","5","[c]","[c]"
"In post","2023","30-39","Communications","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Export Finance","SEO","10","10","44580","43160"
"In post","2023","30-39","Communications","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Health Security Agency","G7","10","10","56220","55760"
"In post","2023","30-39","Communications","UK Health Security Agency","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Health Security Agency","SEO","15","10","42730","41280"
"In post","2023","30-39","Communications","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","UK Statistics Authority","G7","5","5","[c]","[c]"
"In post","2023","30-39","Communications","UK Statistics Authority","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","UK Statistics Authority","SEO","10","10","37780","37760"
"In post","2023","30-39","Communications","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Valuation Office Agency","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Valuation Office Agency","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Welsh Revenue Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Wilton Park","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Building Digital UK","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","G7","10","10","53680","53000"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Cabinet Office (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Companies House","AO","20","20","22760","23240"
"In post","2023","30-39","Counter Fraud","Companies House","EO","20","15","25910","25610"
"In post","2023","30-39","Counter Fraud","Companies House","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Companies House","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","AO","180","165","23190","21690"
"In post","2023","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","605","570","29010","28120"
"In post","2023","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","HEO","190","185","35020","34170"
"In post","2023","30-39","Counter Fraud","Department for Work and Pensions (excl. agencies)","SEO","15","15","40420","38470"
"In post","2023","30-39","Counter Fraud","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","AO","85","80","22940","22520"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","EO","945","925","28930","28130"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","G6","25","25","72060","71300"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","G7","220","215","58530","57970"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","HEO","845","825","35720","35000"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","SEO","230","230","42930","42140"
"In post","2023","30-39","Counter Fraud","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Serious Fraud Office","EO","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Serious Fraud Office","G6","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Serious Fraud Office","G7","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Serious Fraud Office","HEO","10","10","35340","34500"
"In post","2023","30-39","Counter Fraud","Serious Fraud Office","SEO","25","25","41760","41400"
"In post","2023","30-39","Counter Fraud","The Insolvency Service","HEO","20","20","34770","34870"
"In post","2023","30-39","Counter Fraud","The Insolvency Service","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Debt","Department for Work and Pensions (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Department for Work and Pensions (excl. agencies)","AO","380","325","21710","21690"
"In post","2023","30-39","Debt","Department for Work and Pensions (excl. agencies)","EO","75","70","28160","28120"
"In post","2023","30-39","Debt","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Department for Work and Pensions (excl. agencies)","HEO","20","15","34170","34170"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","AO","840","770","22790","22520"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","EO","210","205","28160","28120"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","HEO","45","40","34760","34700"
"In post","2023","30-39","Debt","HM Revenue and Customs (excl. agencies)","SEO","20","20","42180","42140"
"In post","2023","30-39","Debt","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Active Travel England","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Building Digital UK","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","EO","10","10","27650","28370"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","G6","50","45","66240","66530"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","G7","220","215","55930","56430"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","HEO","50","50","35300","35650"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","SCS level","10","10","98430","91980"
"In post","2023","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","SEO","70","70","40450","41870"
"In post","2023","30-39","Digital, Data & Technology","Central Civil Service Fast Stream","HEO","30","30","31170","30130"
"In post","2023","30-39","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Companies House","EO","10","10","34050","33440"
"In post","2023","30-39","Digital, Data & Technology","Companies House","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Companies House","G7","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Companies House","HEO","30","30","37610","38000"
"In post","2023","30-39","Digital, Data & Technology","Companies House","SEO","20","20","45100","42990"
"In post","2023","30-39","Digital, Data & Technology","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Competition and Markets Authority","G6","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Competition and Markets Authority","G7","10","10","60090","60010"
"In post","2023","30-39","Digital, Data & Technology","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Competition and Markets Authority","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Commercial Service","G7","15","15","54720","53070"
"In post","2023","30-39","Digital, Data & Technology","Crown Commercial Service","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Commercial Service","SEO","10","10","40260","40540"
"In post","2023","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","EO","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","EO","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","HEO","15","15","32570","32660"
"In post","2023","30-39","Digital, Data & Technology","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
