"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Commercial","AO","10","10","23910","23190"
"In post","2023","65+","Commercial","EO","15","15","28360","27450"
"In post","2023","65+","Commercial","G6","10","10","78700","75150"
"In post","2023","65+","Commercial","G7","15","15","59190","58080"
"In post","2023","65+","Commercial","HEO","15","15","34440","34300"
"In post","2023","65+","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Commercial","SEO","30","25","44380","43780"
"In post","2023","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","AO","5","5","[c]","[c]"
"In post","2023","65+","Communications","EO","10","10","28910","29560"
"In post","2023","65+","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","HEO","15","10","36520","36030"
"In post","2023","65+","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Communications","SEO","10","5","[c]","[c]"
"In post","2023","65+","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Counter Fraud","AO","135","100","23510","22520"
"In post","2023","65+","Counter Fraud","EO","255","170","29410","28120"
"In post","2023","65+","Counter Fraud","G6","10","5","75000","72920"
"In post","2023","65+","Counter Fraud","G7","15","10","61520","59290"
"In post","2023","65+","Counter Fraud","HEO","85","60","37090","36990"
"In post","2023","65+","Counter Fraud","SEO","35","25","44880","44930"
"In post","2023","65+","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Debt","AO","180","130","23280","22520"
"In post","2023","65+","Debt","EO","40","30","29580","29730"
"In post","2023","65+","Debt","HEO","10","5","36870","36940"
"In post","2023","65+","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","AO","45","40","24230","23390"
"In post","2023","65+","Digital, Data & Technology","EO","100","75","29100","28120"
"In post","2023","65+","Digital, Data & Technology","G6","15","10","69820","69730"
"In post","2023","65+","Digital, Data & Technology","G7","70","60","57310","57180"
"In post","2023","65+","Digital, Data & Technology","HEO","110","90","36230","35370"
"In post","2023","65+","Digital, Data & Technology","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Digital, Data & Technology","SEO","95","80","44870","44480"
"In post","2023","65+","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","AA","10","5","22560","22520"
"In post","2023","65+","Finance","AO","85","65","23280","22520"
"In post","2023","65+","Finance","EO","65","60","29360","29730"
"In post","2023","65+","Finance","G6","5","5","[c]","[c]"
"In post","2023","65+","Finance","G7","25","20","57890","59290"
"In post","2023","65+","Finance","HEO","50","40","36740","35320"
"In post","2023","65+","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Finance","SEO","55","45","43710","42510"
"In post","2023","65+","Grants Management","AO","45","35","22150","22150"
"In post","2023","65+","Grants Management","EO","20","15","26420","26540"
"In post","2023","65+","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","AA","5","5","[c]","[c]"
"In post","2023","65+","Human Resources","AO","60","50","23050","22330"
"In post","2023","65+","Human Resources","EO","145","120","29680","29230"
"In post","2023","65+","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","G7","25","20","56960","59290"
"In post","2023","65+","Human Resources","HEO","95","80","35830","35000"
"In post","2023","65+","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Human Resources","SEO","40","35","45690","44990"
"In post","2023","65+","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","AO","40","35","24320","24480"
"In post","2023","65+","Legal","EO","45","35","29450","29730"
"In post","2023","65+","Legal","G6","30","25","76760","77330"
"In post","2023","65+","Legal","G7","115","80","60770","61540"
"In post","2023","65+","Legal","HEO","15","10","36100","35360"
"In post","2023","65+","Legal","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Legal","SEO","10","5","[c]","[c]"
"In post","2023","65+","No function","AA","1125","825","21630","21380"
"In post","2023","65+","No function","AO","3490","2675","23610","22400"
"In post","2023","65+","No function","EO","2655","1930","29390","28120"
"In post","2023","65+","No function","G6","150","115","75270","73100"
"In post","2023","65+","No function","G7","250","210","59690","59290"
"In post","2023","65+","No function","HEO","850","650","36610","35200"
"In post","2023","65+","No function","SCS level","50","40","127290","119130"
"In post","2023","65+","No function","SEO","460","365","46320","44930"
"In post","2023","65+","No function","Unknown","630","480","31510","29050"
"In post","2023","65+","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","AO","15","10","24340","24520"
"In post","2023","65+","Project Delivery","EO","45","35","29550","29650"
"In post","2023","65+","Project Delivery","G6","40","30","74120","75360"
"In post","2023","65+","Project Delivery","G7","65","50","57730","57970"
"In post","2023","65+","Project Delivery","HEO","85","65","36380","35300"
"In post","2023","65+","Project Delivery","SCS level","20","15","107390","96090"
"In post","2023","65+","Project Delivery","SEO","90","70","44000","43150"
"In post","2023","65+","Project Delivery","Unknown","40","35","46310","43590"
"In post","2023","65+","Property","AA","85","80","19410","18830"
"In post","2023","65+","Property","AO","45","35","24360","22520"
"In post","2023","65+","Property","EO","75","60","29000","27810"
"In post","2023","65+","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","G7","35","30","58690","59290"
"In post","2023","65+","Property","HEO","70","60","35790","35020"
"In post","2023","65+","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","SEO","70","60","45860","46340"
"In post","2023","65+","Security","AA","155","135","22490","21380"
"In post","2023","65+","Security","AO","75","65","29300","25900"
"In post","2023","65+","Security","EO","35","30","31160","29730"
"In post","2023","65+","Security","G6","5","5","[c]","[c]"
"In post","2023","65+","Security","G7","10","10","[c]","[c]"
"In post","2023","65+","Security","HEO","30","25","37640","35250"
"In post","2023","65+","Security","SEO","20","15","45420","44760"
"In post","2023","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","AA","55","50","24560","24890"
"In post","2023","65+","Unknown","AO","110","90","27470","26220"
"In post","2023","65+","Unknown","EO","95","75","31510","30610"
"In post","2023","65+","Unknown","G6","45","35","74170","79000"
"In post","2023","65+","Unknown","G7","75","60","60720","63900"
"In post","2023","65+","Unknown","HEO","90","70","39070","39690"
"In post","2023","65+","Unknown","SCS level","20","15","96710","90680"
"In post","2023","65+","Unknown","SEO","80","65","48630","49370"
"In post","2023","65+","Unknown","Unknown","25","25","44250","38810"
"In post","2023","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","EO","10","5","[c]","[c]"
"In post","2023","Unknown","No function","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","AA","30","[c]","18850","19000"
"Leaver CS","2023","16-19","No function","AO","80","[c]","22480","21800"
"Leaver CS","2023","16-19","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","10","[c]","17650","16680"
"Leaver CS","2023","20-29","Analysis","AA","70","[c]","20820","19390"
"Leaver CS","2023","20-29","Analysis","AO","135","[c]","22040","22080"
"Leaver CS","2023","20-29","Analysis","EO","60","[c]","27330","26250"
"Leaver CS","2023","20-29","Analysis","G7","25","[c]","55570","55130"
"Leaver CS","2023","20-29","Analysis","HEO","160","[c]","32030","31440"
"Leaver CS","2023","20-29","Analysis","SEO","45","[c]","41270","39890"
"Leaver CS","2023","20-29","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","AO","15","[c]","23880","22980"
"Leaver CS","2023","20-29","Commercial","EO","35","[c]","26300","26750"
"Leaver CS","2023","20-29","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","G7","15","[c]","61120","58960"
"Leaver CS","2023","20-29","Commercial","HEO","45","[c]","32830","33000"
"Leaver CS","2023","20-29","Commercial","SEO","25","[c]","40770","41370"
"Leaver CS","2023","20-29","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","AO","25","[c]","23100","23510"
"Leaver CS","2023","20-29","Communications","EO","30","[c]","27920","28200"
"Leaver CS","2023","20-29","Communications","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","HEO","50","[c]","35600","34310"
"Leaver CS","2023","20-29","Communications","SEO","25","[c]","41010","41550"
"Leaver CS","2023","20-29","Counter Fraud","AO","40","[c]","23480","22970"
"Leaver CS","2023","20-29","Counter Fraud","EO","65","[c]","29140","28120"
"Leaver CS","2023","20-29","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","AO","220","[c]","21670","21690"
"Leaver CS","2023","20-29","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","AA","20","[c]","20060","19080"
"Leaver CS","2023","20-29","Digital, Data & Technology","AO","50","[c]","20820","20910"
"Leaver CS","2023","20-29","Digital, Data & Technology","EO","135","[c]","27780","27480"
"Leaver CS","2023","20-29","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","G7","45","[c]","54690","54700"
"Leaver CS","2023","20-29","Digital, Data & Technology","HEO","150","[c]","33090","33000"
"Leaver CS","2023","20-29","Digital, Data & Technology","SEO","95","[c]","41090","40650"
"Leaver CS","2023","20-29","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","AO","50","[c]","22880","21840"
"Leaver CS","2023","20-29","Finance","EO","45","[c]","26250","27140"
"Leaver CS","2023","20-29","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HEO","40","[c]","33720","33300"
"Leaver CS","2023","20-29","Finance","SEO","25","[c]","40600","40330"
"Leaver CS","2023","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","AO","30","[c]","21670","21300"
"Leaver CS","2023","20-29","Grants Management","EO","15","[c]","23700","24920"
"Leaver CS","2023","20-29","Human Resources","AA","15","[c]","19500","20750"
"Leaver CS","2023","20-29","Human Resources","AO","60","[c]","22210","21990"
"Leaver CS","2023","20-29","Human Resources","EO","70","[c]","25460","26050"
"Leaver CS","2023","20-29","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","G7","15","[c]","54390","52670"
"Leaver CS","2023","20-29","Human Resources","HEO","35","[c]","31670","32000"
"Leaver CS","2023","20-29","Human Resources","SEO","15","[c]","41250","41520"
"Leaver CS","2023","20-29","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AO","90","[c]","22980","22870"
"Leaver CS","2023","20-29","Legal","EO","70","[c]","27840","27760"
"Leaver CS","2023","20-29","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G7","15","[c]","52900","52020"
"Leaver CS","2023","20-29","Legal","HEO","15","[c]","40020","43920"
"Leaver CS","2023","20-29","Legal","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","AA","560","[c]","20170","19930"
"Leaver CS","2023","20-29","No function","AO","3695","[c]","22420","21780"
"Leaver CS","2023","20-29","No function","EO","1700","[c]","28450","28120"
"Leaver CS","2023","20-29","No function","G6","20","[c]","63840","65800"
"Leaver CS","2023","20-29","No function","G7","185","[c]","54490","53720"
"Leaver CS","2023","20-29","No function","HEO","780","[c]","33440","33570"
"Leaver CS","2023","20-29","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","SEO","300","[c]","40850","40650"
"Leaver CS","2023","20-29","No function","Unknown","530","[c]","22620","20760"
"Leaver CS","2023","20-29","Project Delivery","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","AO","35","[c]","22370","22500"
"Leaver CS","2023","20-29","Project Delivery","EO","55","[c]","26200","26180"
"Leaver CS","2023","20-29","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","HEO","120","[c]","32640","32550"
"Leaver CS","2023","20-29","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","SEO","45","[c]","41090","41200"
"Leaver CS","2023","20-29","Project Delivery","Unknown","35","[c]","30690","31920"
"Leaver CS","2023","20-29","Property","AA","15","[c]","19880","19770"
"Leaver CS","2023","20-29","Property","AO","30","[c]","23110","22520"
"Leaver CS","2023","20-29","Property","EO","40","[c]","26890","26030"
"Leaver CS","2023","20-29","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","HEO","25","[c]","32390","32930"
"Leaver CS","2023","20-29","Property","SEO","15","[c]","44610","45230"
"Leaver CS","2023","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","AA","50","[c]","24690","24720"
"Leaver CS","2023","20-29","Security","AO","90","[c]","27620","27480"
"Leaver CS","2023","20-29","Security","EO","20","[c]","28530","27320"
"Leaver CS","2023","20-29","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","AA","95","[c]","22640","22460"
"Leaver CS","2023","20-29","Unknown","AO","135","[c]","23520","22960"
"Leaver CS","2023","20-29","Unknown","EO","200","[c]","26120","27480"
"Leaver CS","2023","20-29","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G7","30","[c]","51980","50160"
"Leaver CS","2023","20-29","Unknown","HEO","195","[c]","32950","32960"
"Leaver CS","2023","20-29","Unknown","SEO","50","[c]","41400","41480"
"Leaver CS","2023","20-29","Unknown","Unknown","50","[c]","27810","29530"
"Leaver CS","2023","30-39","Analysis","EO","15","[c]","27880","28120"
"Leaver CS","2023","30-39","Analysis","G6","10","[c]","69500","67430"
"Leaver CS","2023","30-39","Analysis","G7","55","[c]","54330","53380"
"Leaver CS","2023","30-39","Analysis","HEO","45","[c]","33830","32260"
"Leaver CS","2023","30-39","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Analysis","SEO","50","[c]","40290","39890"
"Leaver CS","2023","30-39","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","EO","15","[c]","28410","27140"
"Leaver CS","2023","30-39","Commercial","G6","10","[c]","74630","72580"
"Leaver CS","2023","30-39","Commercial","G7","35","[c]","59790","58290"
"Leaver CS","2023","30-39","Commercial","HEO","25","[c]","33830","33670"
"Leaver CS","2023","30-39","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","SEO","55","[c]","41090","41500"
"Leaver CS","2023","30-39","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","EO","10","[c]","27710","27070"
"Leaver CS","2023","30-39","Communications","G6","10","[c]","66940","65820"
"Leaver CS","2023","30-39","Communications","G7","25","[c]","56070","56430"
"Leaver CS","2023","30-39","Communications","HEO","45","[c]","35730","34670"
"Leaver CS","2023","30-39","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","SEO","50","[c]","43220","42310"
"Leaver CS","2023","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","AO","15","[c]","22720","21690"
"Leaver CS","2023","30-39","Counter Fraud","EO","55","[c]","28800","28120"
"Leaver CS","2023","30-39","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","AO","135","[c]","21610","21690"
"Leaver CS","2023","30-39","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","AO","20","[c]","22590","21690"
"Leaver CS","2023","30-39","Digital, Data & Technology","EO","75","[c]","28210","27570"
"Leaver CS","2023","30-39","Digital, Data & Technology","G6","45","[c]","69330","67860"
"Leaver CS","2023","30-39","Digital, Data & Technology","G7","200","[c]","56410","55190"
"Leaver CS","2023","30-39","Digital, Data & Technology","HEO","115","[c]","34720","34290"
"Leaver CS","2023","30-39","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","SEO","170","[c]","41330","40820"
"Leaver CS","2023","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","EO","20","[c]","27300","26960"
"Leaver CS","2023","30-39","Finance","G6","10","[c]","69890","69310"
"Leaver CS","2023","30-39","Finance","G7","30","[c]","54320","53380"
"Leaver CS","2023","30-39","Finance","HEO","35","[c]","34280","33900"
"Leaver CS","2023","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","SEO","35","[c]","42890","42910"
"Leaver CS","2023","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Grants Management","AO","20","[c]","21630","21300"
"Leaver CS","2023","30-39","Grants Management","EO","15","[c]","25140","25010"
"Leaver CS","2023","30-39","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","AO","50","[c]","22000","22170"
"Leaver CS","2023","30-39","Human Resources","EO","55","[c]","27700","27140"
"Leaver CS","2023","30-39","Human Resources","G6","15","[c]","67740","65820"
"Leaver CS","2023","30-39","Human Resources","G7","35","[c]","53810","54540"
"Leaver CS","2023","30-39","Human Resources","HEO","60","[c]","36090","33950"
"Leaver CS","2023","30-39","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","SEO","35","[c]","40680","39960"
"Leaver CS","2023","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","AO","25","[c]","23310","24460"
"Leaver CS","2023","30-39","Legal","EO","15","[c]","27670","27350"
"Leaver CS","2023","30-39","Legal","G6","30","[c]","68600","67610"
"Leaver CS","2023","30-39","Legal","G7","95","[c]","53590","52790"
"Leaver CS","2023","30-39","Legal","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","SEO","20","[c]","39010","38760"
"Leaver CS","2023","30-39","No function","AA","300","[c]","20170","19770"
"Leaver CS","2023","30-39","No function","AO","2160","[c]","22460","21780"
"Leaver CS","2023","30-39","No function","EO","1425","[c]","28690","28120"
"Leaver CS","2023","30-39","No function","G6","140","[c]","66080","65490"
"Leaver CS","2023","30-39","No function","G7","405","[c]","54880","53910"
"Leaver CS","2023","30-39","No function","HEO","590","[c]","33910","33570"
"Leaver CS","2023","30-39","No function","SCS level","45","[c]","81690","78110"
"Leaver CS","2023","30-39","No function","SEO","525","[c]","41360","41000"
"Leaver CS","2023","30-39","No function","Unknown","395","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","EO","20","[c]","27190","26940"
"Leaver CS","2023","30-39","Project Delivery","G6","20","[c]","69340","67180"
"Leaver CS","2023","30-39","Project Delivery","G7","65","[c]","53570","53030"
"Leaver CS","2023","30-39","Project Delivery","HEO","70","[c]","33500","33280"
"Leaver CS","2023","30-39","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","SEO","75","[c]","41210","41200"
"Leaver CS","2023","30-39","Project Delivery","Unknown","40","[c]","37850","38790"
"Leaver CS","2023","30-39","Property","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","AO","25","[c]","22960","22520"
"Leaver CS","2023","30-39","Property","EO","20","[c]","28230","26930"
"Leaver CS","2023","30-39","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","G7","15","[c]","54700","54700"
"Leaver CS","2023","30-39","Property","HEO","20","[c]","35150","34160"
"Leaver CS","2023","30-39","Property","SEO","25","[c]","44670","44620"
"Leaver CS","2023","30-39","Security","AA","30","[c]","23820","23710"
"Leaver CS","2023","30-39","Security","AO","65","[c]","31150","29840"
"Leaver CS","2023","30-39","Security","EO","10","[c]","30820","29190"
"Leaver CS","2023","30-39","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","HEO","15","[c]","35160","33020"
"Leaver CS","2023","30-39","Security","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","AA","30","[c]","23070","22460"
"Leaver CS","2023","30-39","Unknown","AO","35","[c]","26040","26220"
"Leaver CS","2023","30-39","Unknown","EO","105","[c]","29090","29430"
"Leaver CS","2023","30-39","Unknown","G6","40","[c]","69100","68670"
"Leaver CS","2023","30-39","Unknown","G7","120","[c]","54640","54570"
"Leaver CS","2023","30-39","Unknown","HEO","125","[c]","35690","34730"
"Leaver CS","2023","30-39","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","SEO","120","[c]","42760","41970"
"Leaver CS","2023","30-39","Unknown","Unknown","45","[c]","40080","38090"
"Leaver CS","2023","40-49","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","G6","15","[c]","79400","69380"
"Leaver CS","2023","40-49","Analysis","G7","25","[c]","51040","49400"
"Leaver CS","2023","40-49","Analysis","HEO","15","[c]","32830","32500"
"Leaver CS","2023","40-49","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","SEO","25","[c]","42540","40000"
"Leaver CS","2023","40-49","Commercial","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","G6","25","[c]","76820","75000"
"Leaver CS","2023","40-49","Commercial","G7","45","[c]","62330","61710"
"Leaver CS","2023","40-49","Commercial","HEO","10","[c]","35010","35130"
"Leaver CS","2023","40-49","Commercial","SCS level","10","[c]","136690","126090"
"Leaver CS","2023","40-49","Commercial","SEO","20","[c]","41850","41850"
"Leaver CS","2023","40-49","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","AO","[c]","[c]","[c]","[c]"
