"Status","Year","Parent_department","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","SEO","Female","Heterosexual / straight","355","340","40250","40000"
"In post","2023","Attorney General's Departments","SEO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","SEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","SEO","Female","Unknown","50","45","40790","40540"
"In post","2023","Attorney General's Departments","SEO","Male","Heterosexual / straight","210","210","40720","40080"
"In post","2023","Attorney General's Departments","SEO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","SEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","SEO","Male","Unknown","30","30","41250","40890"
"In post","2023","Attorney General's Departments","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","AO","Female","Heterosexual / straight","180","160","22360","21720"
"In post","2023","Cabinet Office","AO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","AO","Female","Unknown","35","35","22640","21830"
"In post","2023","Cabinet Office","AO","Male","Heterosexual / straight","125","125","22580","21720"
"In post","2023","Cabinet Office","AO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","AO","Male","Unknown","40","40","22860","21830"
"In post","2023","Cabinet Office","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","EO","Female","Heterosexual / straight","375","350","27090","27110"
"In post","2023","Cabinet Office","EO","Female","LGBO","35","35","26110","24840"
"In post","2023","Cabinet Office","EO","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Cabinet Office","EO","Female","Unknown","75","70","27500","27740"
"In post","2023","Cabinet Office","EO","Male","Heterosexual / straight","200","195","26940","27100"
"In post","2023","Cabinet Office","EO","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Cabinet Office","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Cabinet Office","EO","Male","Unknown","110","110","26690","27100"
"In post","2023","Cabinet Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","G6","Female","Heterosexual / straight","400","395","69470","66530"
"In post","2023","Cabinet Office","G6","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","G6","Female","Undeclared","35","35","69380","66530"
"In post","2023","Cabinet Office","G6","Female","Unknown","85","85","70610","66530"
"In post","2023","Cabinet Office","G6","Male","Heterosexual / straight","405","400","71260","66610"
"In post","2023","Cabinet Office","G6","Male","LGBO","30","30","68990","66530"
"In post","2023","Cabinet Office","G6","Male","Undeclared","40","40","69420","66530"
"In post","2023","Cabinet Office","G6","Male","Unknown","100","100","71040","66530"
"In post","2023","Cabinet Office","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","G7","Female","Heterosexual / straight","915","885","57220","56430"
"In post","2023","Cabinet Office","G7","Female","LGBO","90","90","56850","56430"
"In post","2023","Cabinet Office","G7","Female","Undeclared","95","95","56880","56430"
"In post","2023","Cabinet Office","G7","Female","Unknown","260","250","58750","56430"
"In post","2023","Cabinet Office","G7","Male","Heterosexual / straight","870","855","58410","56430"
"In post","2023","Cabinet Office","G7","Male","LGBO","110","110","57040","56430"
"In post","2023","Cabinet Office","G7","Male","Undeclared","105","100","57110","56430"
"In post","2023","Cabinet Office","G7","Male","Unknown","290","285","59670","56430"
"In post","2023","Cabinet Office","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","HEO","Female","Heterosexual / straight","800","780","33700","33020"
"In post","2023","Cabinet Office","HEO","Female","LGBO","80","80","33110","32960"
"In post","2023","Cabinet Office","HEO","Female","Undeclared","70","70","33580","32960"
"In post","2023","Cabinet Office","HEO","Female","Unknown","805","800","30540","30130"
"In post","2023","Cabinet Office","HEO","Male","Heterosexual / straight","555","550","33940","33020"
"In post","2023","Cabinet Office","HEO","Male","LGBO","90","90","33750","33020"
"In post","2023","Cabinet Office","HEO","Male","Undeclared","60","60","33890","33980"
"In post","2023","Cabinet Office","HEO","Male","Unknown","570","565","30860","30130"
"In post","2023","Cabinet Office","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Female","Heterosexual / straight","225","215","97870","93950"
"In post","2023","Cabinet Office","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Female","Unknown","70","70","100930","95000"
"In post","2023","Cabinet Office","SCS level","Male","Heterosexual / straight","280","280","108260","100540"
"In post","2023","Cabinet Office","SCS level","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Male","Unknown","85","80","111240","99600"
"In post","2023","Cabinet Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","SEO","Female","Heterosexual / straight","515","495","40460","40620"
"In post","2023","Cabinet Office","SEO","Female","LGBO","40","40","40910","41410"
"In post","2023","Cabinet Office","SEO","Female","Undeclared","40","35","41260","41870"
"In post","2023","Cabinet Office","SEO","Female","Unknown","125","125","41040","41410"
"In post","2023","Cabinet Office","SEO","Male","Heterosexual / straight","405","400","40770","41160"
"In post","2023","Cabinet Office","SEO","Male","LGBO","45","45","40740","41840"
"In post","2023","Cabinet Office","SEO","Male","Undeclared","45","45","41240","41870"
"In post","2023","Cabinet Office","SEO","Male","Unknown","90","90","41020","41580"
"In post","2023","Cabinet Office","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6","Female","Heterosexual / straight","45","40","86910","80480"
"In post","2023","Chancellor's other departments","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6","Male","Heterosexual / straight","55","55","93010","90000"
"In post","2023","Chancellor's other departments","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","G6","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Male","Heterosexual / straight","35","35","56620","58240"
"In post","2023","Chancellor's other departments","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Female","Heterosexual / straight","30","30","47290","45690"
"In post","2023","Chancellor's other departments","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AO","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Female","Heterosexual / straight","40","35","25610","25300"
"In post","2023","Charity Commission","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Female","Unknown","35","35","25640","25300"
"In post","2023","Charity Commission","EO","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Charity Commission","EO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Charity Commission","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Charity Commission","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Charity Commission","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Charity Commission","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G7","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Charity Commission","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G7","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Charity Commission","G7","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Charity Commission","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","HEO","Female","Heterosexual / straight","50","50","30360","30170"
"In post","2023","Charity Commission","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","HEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Charity Commission","HEO","Female","Unknown","35","30","30650","30170"
"In post","2023","Charity Commission","HEO","Male","Heterosexual / straight","50","45","30360","30170"
"In post","2023","Charity Commission","HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Charity Commission","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","HEO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Charity Commission","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO","Female","Heterosexual / straight","40","40","39000","38800"
"In post","2023","Charity Commission","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Charity Commission","SEO","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Charity Commission","SEO","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Charity Commission","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Charity Commission","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Female","Heterosexual / straight","30","30","28490","27980"
"In post","2023","Competition and Markets Authority","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6","Female","Heterosexual / straight","95","90","76770","76720"
"In post","2023","Competition and Markets Authority","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","G6","Male","Heterosexual / straight","85","85","77430","76720"
"In post","2023","Competition and Markets Authority","G6","Male","LGBO","10","10","[c]","[c]"
