"Status","Year","Age","Disability","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Undeclared","Outer London - South","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - South","EO","5","5","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - West and North West","AA/AO","15","15","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - West and North West","EO","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - West and North West","G6/G7","10","5","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - West and North West","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Shropshire and Staffordshire","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","Shropshire and Staffordshire","EO","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Surrey, East and West Sussex","AA/AO","15","15","[c]","[c]"
"In post","2023","65+","Undeclared","Surrey, East and West Sussex","EO","5","5","[c]","[c]"
"In post","2023","65+","Undeclared","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Tees Valley and Durham","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","Undeclared","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Central Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","West Central Scotland","EO","5","5","[c]","[c]"
"In post","2023","65+","Undeclared","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Midlands","AA/AO","20","15","[c]","[c]"
"In post","2023","65+","Undeclared","West Midlands","EO","5","5","[c]","[c]"
"In post","2023","65+","Undeclared","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Wales and The Valleys","AA/AO","15","10","[c]","[c]"
"In post","2023","65+","Undeclared","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","65+","Undeclared","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Undeclared","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Bedfordshire and Hertfordshire","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Bedfordshire and Hertfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Berkshire, Buckinghamshire and Oxfordshire","EO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cumbria","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Derbyshire and Nottinghamshire","AA/AO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Devon","AA/AO","15","15","[c]","[c]"
"In post","2023","65+","Unknown","Devon","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Dorset and Somerset","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Dorset and Somerset","EO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Dorset and Somerset","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","East Anglia","AA/AO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","East Anglia","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","East Anglia","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","East Wales","AA/AO","30","25","22260","22520"
"In post","2023","65+","Unknown","East Wales","EO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","East Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Eastern Scotland","AA/AO","80","65","25920","24890"
"In post","2023","65+","Unknown","Eastern Scotland","EO","35","25","33940","32510"
"In post","2023","65+","Unknown","Eastern Scotland","G6/G7","15","15","[c]","[c]"
"In post","2023","65+","Unknown","Eastern Scotland","SEO/HEO","25","20","[c]","[c]"
"In post","2023","65+","Unknown","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Essex","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","20","20","[c]","[c]"
"In post","2023","65+","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","[c]","[c]"
"In post","2023","65+","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Greater Manchester","AA/AO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Greater Manchester","SEO/HEO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Hampshire and Isle of Wight","AA/AO","85","55","21890","21200"
"In post","2023","65+","Unknown","Hampshire and Isle of Wight","EO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Hampshire and Isle of Wight","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Hampshire and Isle of Wight","SEO/HEO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - East","AA/AO","45","35","29300","26920"
"In post","2023","65+","Unknown","Inner London - East","EO","25","20","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - East","G6/G7","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - East","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - East","SEO/HEO","30","25","43650","42060"
"In post","2023","65+","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - West","AA/AO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - West","EO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - West","G6/G7","50","40","65740","65600"
"In post","2023","65+","Unknown","Inner London - West","SCS level","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - West","SEO/HEO","25","25","[c]","[c]"
"In post","2023","65+","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Kent","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Kent","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Lancashire","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Lancashire","EO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Merseyside","AA/AO","45","35","22400","22520"
"In post","2023","65+","Unknown","Merseyside","EO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Merseyside","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Merseyside","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Merseyside","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Unknown","North Eastern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","North Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","North Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Northern Ireland","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Northumberland, and Tyne and Wear","AA/AO","60","45","22340","22520"
"In post","2023","65+","Unknown","Northumberland, and Tyne and Wear","EO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Northumberland, and Tyne and Wear","SEO/HEO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - South","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - South","EO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - South","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - West and North West","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - West and North West","EO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - West and North West","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Shropshire and Staffordshire","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","South Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Southern Scotland","AA/AO","20","20","[c]","[c]"
"In post","2023","65+","Unknown","Southern Scotland","EO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Southern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Surrey, East and West Sussex","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Surrey, East and West Sussex","EO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Surrey, East and West Sussex","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Surrey, East and West Sussex","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Tees Valley and Durham","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","65+","Unknown","West Central Scotland","AA/AO","50","40","24050","22920"
"In post","2023","65+","Unknown","West Central Scotland","EO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","West Central Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","Unknown","West Central Scotland","SEO/HEO","20","15","[c]","[c]"
"In post","2023","65+","Unknown","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","West Midlands","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","West Midlands","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","West Midlands","SEO/HEO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","West Midlands","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Unknown","West Wales and The Valleys","AA/AO","15","15","[c]","[c]"
"In post","2023","65+","Unknown","West Wales and The Valleys","EO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","West Wales and The Valleys","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","West Yorkshire","AA/AO","15","10","[c]","[c]"
"In post","2023","65+","Unknown","West Yorkshire","EO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Inner London - West","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
