"Status","Year","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","South East (England)","Unknown","35","35","39980","34300"
"In post","2023","Communications","South West (England)","Heterosexual / straight","240","225","37920","37180"
"In post","2023","Communications","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Communications","South West (England)","Undeclared","35","30","33310","32930"
"In post","2023","Communications","South West (England)","Unknown","40","40","37930","34500"
"In post","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Heterosexual / straight","305","290","39010","37690"
"In post","2023","Communications","Wales","LGBO","20","20","[c]","[c]"
"In post","2023","Communications","Wales","Undeclared","45","40","41280","39690"
"In post","2023","Communications","Wales","Unknown","60","60","38130","36990"
"In post","2023","Communications","West Midlands (England)","Heterosexual / straight","135","130","39950","37460"
"In post","2023","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Undeclared","15","10","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Heterosexual / straight","130","125","43130","40790"
"In post","2023","Communications","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Unknown","30","30","43110","43250"
"In post","2023","Corporate Finance","London","Heterosexual / straight","40","40","55680","54180"
"In post","2023","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","Unknown","30","25","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Heterosexual / straight","360","325","31210","28120"
"In post","2023","Counter Fraud","East Midlands (England)","LGBO","30","25","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Undeclared","50","40","30330","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Unknown","110","100","32240","28130"
"In post","2023","Counter Fraud","East of England","Heterosexual / straight","315","295","30460","31280"
"In post","2023","Counter Fraud","East of England","LGBO","25","25","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Undeclared","45","40","29910","30120"
"In post","2023","Counter Fraud","East of England","Unknown","85","75","30220","28130"
"In post","2023","Counter Fraud","London","Heterosexual / straight","1290","1225","37250","32520"
"In post","2023","Counter Fraud","London","LGBO","70","70","36050","32530"
"In post","2023","Counter Fraud","London","Undeclared","170","155","38020","34370"
"In post","2023","Counter Fraud","London","Unknown","440","415","36740","32540"
"In post","2023","Counter Fraud","North East (England)","Heterosexual / straight","580","535","29380","28120"
"In post","2023","Counter Fraud","North East (England)","LGBO","35","30","29100","28120"
"In post","2023","Counter Fraud","North East (England)","Undeclared","65","60","27310","28120"
"In post","2023","Counter Fraud","North East (England)","Unknown","125","110","28880","28120"
"In post","2023","Counter Fraud","North West (England)","Heterosexual / straight","650","600","31530","28120"
"In post","2023","Counter Fraud","North West (England)","LGBO","35","30","33360","34170"
"In post","2023","Counter Fraud","North West (England)","Undeclared","90","85","31880","28120"
"In post","2023","Counter Fraud","North West (England)","Unknown","250","230","31950","28130"
"In post","2023","Counter Fraud","Northern Ireland","Heterosexual / straight","75","75","31240","28130"
"In post","2023","Counter Fraud","Northern Ireland","LGBO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Unknown","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Heterosexual / straight","630","580","27780","28120"
"In post","2023","Counter Fraud","Scotland","LGBO","40","35","26340","27650"
"In post","2023","Counter Fraud","Scotland","Undeclared","70","65","27640","28120"
"In post","2023","Counter Fraud","Scotland","Unknown","90","80","28880","28120"
"In post","2023","Counter Fraud","South East (England)","Heterosexual / straight","670","615","30310","28120"
"In post","2023","Counter Fraud","South East (England)","LGBO","60","60","31090","28120"
"In post","2023","Counter Fraud","South East (England)","Undeclared","90","80","29850","28120"
"In post","2023","Counter Fraud","South East (England)","Unknown","150","130","30860","28130"
"In post","2023","Counter Fraud","South West (England)","Heterosexual / straight","355","325","30370","28120"
"In post","2023","Counter Fraud","South West (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Undeclared","35","30","29490","28120"
"In post","2023","Counter Fraud","South West (England)","Unknown","105","90","31060","28120"
"In post","2023","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Heterosexual / straight","510","465","29060","28120"
"In post","2023","Counter Fraud","Wales","LGBO","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Undeclared","80","70","28500","28120"
"In post","2023","Counter Fraud","Wales","Unknown","125","110","28180","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Heterosexual / straight","510","470","30950","28120"
"In post","2023","Counter Fraud","West Midlands (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Undeclared","55","45","29560","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Unknown","170","145","30890","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","580","535","31710","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","LGBO","40","40","32140","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Undeclared","70","65","32020","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Unknown","170","155","32300","28120"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Heterosexual / straight","275","270","40620","37680"
"In post","2023","Digital, Data and Technology","East Midlands (England)","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Undeclared","50","50","38490","35960"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Unknown","70","65","37190","33710"
"In post","2023","Digital, Data and Technology","East of England","Heterosexual / straight","360","350","38660","36000"
"In post","2023","Digital, Data and Technology","East of England","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data and Technology","East of England","Undeclared","60","60","36660","36000"
"In post","2023","Digital, Data and Technology","East of England","Unknown","90","85","37060","35800"
"In post","2023","Digital, Data and Technology","London","Heterosexual / straight","3320","3260","52550","51950"
"In post","2023","Digital, Data and Technology","London","LGBO","315","315","52630","54690"
"In post","2023","Digital, Data and Technology","London","Undeclared","460","450","51700","50180"
"In post","2023","Digital, Data and Technology","London","Unknown","1210","1190","48660","43650"
"In post","2023","Digital, Data and Technology","North East (England)","Heterosexual / straight","1700","1635","43590","39260"
"In post","2023","Digital, Data and Technology","North East (England)","LGBO","90","90","42410","38470"
"In post","2023","Digital, Data and Technology","North East (England)","Undeclared","185","180","45050","42140"
"In post","2023","Digital, Data and Technology","North East (England)","Unknown","455","445","42630","38530"
"In post","2023","Digital, Data and Technology","North West (England)","Heterosexual / straight","2390","2330","43390","39190"
"In post","2023","Digital, Data and Technology","North West (England)","LGBO","165","160","40520","37680"
"In post","2023","Digital, Data and Technology","North West (England)","Undeclared","270","265","42650","38470"
"In post","2023","Digital, Data and Technology","North West (England)","Unknown","635","620","42440","38470"
"In post","2023","Digital, Data and Technology","Northern Ireland","Heterosexual / straight","50","50","40990","35000"
"In post","2023","Digital, Data and Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Heterosexual / straight","30","30","45170","43730"
"In post","2023","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Scotland","Heterosexual / straight","615","605","41130","38120"
"In post","2023","Digital, Data and Technology","Scotland","LGBO","45","45","39420","35000"
"In post","2023","Digital, Data and Technology","Scotland","Undeclared","65","65","40190","36540"
"In post","2023","Digital, Data and Technology","Scotland","Unknown","320","315","41150","37950"
"In post","2023","Digital, Data and Technology","South East (England)","Heterosexual / straight","860","830","40810","37690"
"In post","2023","Digital, Data and Technology","South East (England)","LGBO","55","50","39250","36360"
"In post","2023","Digital, Data and Technology","South East (England)","Undeclared","125","120","42460","38380"
"In post","2023","Digital, Data and Technology","South East (England)","Unknown","190","185","42470","37720"
"In post","2023","Digital, Data and Technology","South West (England)","Heterosexual / straight","1940","1880","41890","39480"
"In post","2023","Digital, Data and Technology","South West (England)","LGBO","110","105","37330","34700"
"In post","2023","Digital, Data and Technology","South West (England)","Undeclared","355","340","40820","39460"
"In post","2023","Digital, Data and Technology","South West (England)","Unknown","425","415","40020","38000"
"In post","2023","Digital, Data and Technology","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Wales","Heterosexual / straight","1640","1600","42730","39820"
"In post","2023","Digital, Data and Technology","Wales","LGBO","95","95","38040","35570"
"In post","2023","Digital, Data and Technology","Wales","Undeclared","280","270","42490","41130"
"In post","2023","Digital, Data and Technology","Wales","Unknown","430","420","42420","38560"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","1025","1000","42680","40000"
"In post","2023","Digital, Data and Technology","West Midlands (England)","LGBO","60","60","40610","36160"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Undeclared","105","105","44930","41510"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Unknown","330","325","41370","37900"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","1185","1145","45190","41500"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","LGBO","90","85","42610","38470"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Undeclared","140","135","42880","39660"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Unknown","375","365","44710","40960"
"In post","2023","Economics","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Economics","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","London","Heterosexual / straight","1085","1060","52440","54780"
"In post","2023","Economics","London","LGBO","110","110","49630","46600"
"In post","2023","Economics","London","Undeclared","120","120","53870","55410"
"In post","2023","Economics","London","Unknown","290","290","48590","43320"
"In post","2023","Economics","North East (England)","Heterosexual / straight","40","40","34830","30780"
"In post","2023","Economics","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Economics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North West (England)","Heterosexual / straight","85","80","39830","34700"
"In post","2023","Economics","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Economics","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Economics","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Economics","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Economics","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Economics","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Economics","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Economics","South West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Economics","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Wales","Heterosexual / straight","115","110","42350","36590"
"In post","2023","Economics","Wales","LGBO","15","15","[c]","[c]"
"In post","2023","Economics","Wales","Undeclared","15","15","[c]","[c]"
"In post","2023","Economics","Wales","Unknown","20","20","[c]","[c]"
"In post","2023","Economics","West Midlands (England)","Heterosexual / straight","35","35","52290","47490"
"In post","2023","Economics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Economics","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","Heterosexual / straight","45","45","49390","51840"
"In post","2023","Economics","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2023","Economics","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","East Midlands (England)","Heterosexual / straight","175","170","37570","34400"
"In post","2023","Finance","East Midlands (England)","LGBO","10","5","[c]","[c]"
"In post","2023","Finance","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","Finance","East Midlands (England)","Unknown","30","30","[c]","[c]"
"In post","2023","Finance","East of England","Heterosexual / straight","235","225","39730","36880"
"In post","2023","Finance","East of England","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","East of England","Undeclared","25","25","[c]","[c]"
"In post","2023","Finance","East of England","Unknown","40","40","35970","34850"
"In post","2023","Finance","London","Heterosexual / straight","1870","1820","51920","47220"
"In post","2023","Finance","London","LGBO","95","95","49860","46380"
"In post","2023","Finance","London","Undeclared","220","215","49980","46300"
"In post","2023","Finance","London","Unknown","450","440","48790","43750"
"In post","2023","Finance","North East (England)","Heterosexual / straight","435","415","43330","38470"
"In post","2023","Finance","North East (England)","LGBO","20","15","[c]","[c]"
"In post","2023","Finance","North East (England)","Undeclared","35","30","42620","34700"
"In post","2023","Finance","North East (England)","Unknown","80","80","40840","38470"
"In post","2023","Finance","North West (England)","Heterosexual / straight","825","775","40070","38470"
"In post","2023","Finance","North West (England)","LGBO","55","50","38090","34250"
"In post","2023","Finance","North West (England)","Undeclared","80","75","35820","34170"
"In post","2023","Finance","North West (England)","Unknown","145","135","37540","34170"
"In post","2023","Finance","Northern Ireland","Heterosexual / straight","35","35","40490","38640"
"In post","2023","Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Heterosexual / straight","35","35","47870","45780"
"In post","2023","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Scotland","Heterosexual / straight","315","295","36330","33990"
"In post","2023","Finance","Scotland","LGBO","20","15","[c]","[c]"
"In post","2023","Finance","Scotland","Undeclared","25","20","[c]","[c]"
"In post","2023","Finance","Scotland","Unknown","205","190","34550","28490"
"In post","2023","Finance","South East (England)","Heterosexual / straight","835","805","37970","34300"
"In post","2023","Finance","South East (England)","LGBO","25","25","[c]","[c]"
"In post","2023","Finance","South East (England)","Undeclared","100","95","41490","39090"
"In post","2023","Finance","South East (England)","Unknown","140","135","34640","29730"
"In post","2023","Finance","South West (England)","Heterosexual / straight","1105","1060","42530","39620"
"In post","2023","Finance","South West (England)","LGBO","35","35","37310","31350"
"In post","2023","Finance","South West (England)","Undeclared","125","120","41310","38000"
"In post","2023","Finance","South West (England)","Unknown","115","110","35640","32550"
"In post","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Wales","Heterosexual / straight","605","570","40800","37680"
"In post","2023","Finance","Wales","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","Wales","Undeclared","85","80","39460","38690"
"In post","2023","Finance","Wales","Unknown","70","65","37570","32550"
"In post","2023","Finance","West Midlands (England)","Heterosexual / straight","450","435","41000","37730"
"In post","2023","Finance","West Midlands (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Finance","West Midlands (England)","Undeclared","40","40","42840","37680"
"In post","2023","Finance","West Midlands (England)","Unknown","75","75","40430","37590"
"In post","2023","Finance","Yorkshire and The Humber","Heterosexual / straight","640","605","41910","38470"
"In post","2023","Finance","Yorkshire and The Humber","LGBO","30","30","39770","34970"
"In post","2023","Finance","Yorkshire and The Humber","Undeclared","70","65","41500","38940"
"In post","2023","Finance","Yorkshire and The Humber","Unknown","130","125","40680","37680"
"In post","2023","Geography","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Geography","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Geography","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Geography","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Geography","South West (England)","Heterosexual / straight","300","285","34100","34370"
"In post","2023","Geography","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Geography","South West (England)","Undeclared","35","30","33760","34370"
"In post","2023","Geography","South West (England)","Unknown","125","120","30410","28070"
"In post","2023","Geography","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","East Midlands (England)","Heterosexual / straight","435","415","38820","35000"
"In post","2023","Human Resources","East Midlands (England)","LGBO","20","20","[c]","[c]"
