"Status","Year","Age","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Declared disabled","Unknown","495","380","31080","28120"
"In post","2023","60-64","Declared non-disabled","Heterosexual / straight","21565","18100","34340","28850"
"In post","2023","60-64","Declared non-disabled","LGBO","520","440","36040","30610"
"In post","2023","60-64","Declared non-disabled","Undeclared","2590","2085","33100","28120"
"In post","2023","60-64","Declared non-disabled","Unknown","3055","2380","31750","28120"
"In post","2023","60-64","Undeclared","Heterosexual / straight","1365","1135","32230","28120"
"In post","2023","60-64","Undeclared","LGBO","40","35","35130","32310"
"In post","2023","60-64","Undeclared","Undeclared","1145","955","34880","31270"
"In post","2023","60-64","Undeclared","Unknown","470","365","38160","32920"
"In post","2023","60-64","Unknown","Heterosexual / straight","1475","1255","36880","32540"
"In post","2023","60-64","Unknown","LGBO","40","35","39440","34700"
"In post","2023","60-64","Unknown","Undeclared","235","205","41210","35000"
"In post","2023","60-64","Unknown","Unknown","3515","3000","33710","28880"
"In post","2023","65+","Declared disabled","Heterosexual / straight","1700","1280","30690","28120"
"In post","2023","65+","Declared disabled","LGBO","45","35","32400","29050"
"In post","2023","65+","Declared disabled","Undeclared","275","205","29030","28120"
"In post","2023","65+","Declared disabled","Unknown","195","140","28860","27810"
"In post","2023","65+","Declared non-disabled","Heterosexual / straight","6785","5305","32460","28120"
"In post","2023","65+","Declared non-disabled","LGBO","155","120","31770","28120"
"In post","2023","65+","Declared non-disabled","Undeclared","945","700","32150","28120"
"In post","2023","65+","Declared non-disabled","Unknown","1115","800","31310","28120"
"In post","2023","65+","Undeclared","Heterosexual / straight","415","325","31750","27740"
"In post","2023","65+","Undeclared","LGBO","10","10","[c]","[c]"
"In post","2023","65+","Undeclared","Undeclared","350","270","35690","30130"
"In post","2023","65+","Undeclared","Unknown","180","135","34730","28260"
"In post","2023","65+","Unknown","Heterosexual / straight","470","375","35700","29730"
"In post","2023","65+","Unknown","LGBO","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Undeclared","85","70","41530","35000"
"In post","2023","65+","Unknown","Unknown","1130","865","33890","28490"
"In post","2023","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Heterosexual / straight","35","[c]","21920","21820"
"Leaver CS","2023","16-19","Declared non-disabled","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","100","[c]","21120","21780"
"Leaver CS","2023","20-29","Declared disabled","Heterosexual / straight","435","[c]","27740","26070"
"Leaver CS","2023","20-29","Declared disabled","LGBO","210","[c]","27930","27320"
"Leaver CS","2023","20-29","Declared disabled","Undeclared","50","[c]","29320","27190"
"Leaver CS","2023","20-29","Declared disabled","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Heterosexual / straight","4460","[c]","28890","27570"
"Leaver CS","2023","20-29","Declared non-disabled","LGBO","595","[c]","30010","27980"
"Leaver CS","2023","20-29","Declared non-disabled","Undeclared","290","[c]","29390","27570"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","665","[c]","28260","25680"
"Leaver CS","2023","20-29","Undeclared","Heterosexual / straight","155","[c]","29710","28120"
"Leaver CS","2023","20-29","Undeclared","LGBO","50","[c]","29730","27570"
"Leaver CS","2023","20-29","Undeclared","Undeclared","115","[c]","29300","26350"
"Leaver CS","2023","20-29","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Heterosexual / straight","620","[c]","29500","26950"
"Leaver CS","2023","20-29","Unknown","LGBO","100","[c]","30140","27850"
"Leaver CS","2023","20-29","Unknown","Undeclared","140","[c]","30710","27680"
"Leaver CS","2023","20-29","Unknown","Unknown","3460","[c]","27740","25540"
"Leaver CS","2023","30-39","Declared disabled","Heterosexual / straight","470","[c]","33870","28410"
"Leaver CS","2023","30-39","Declared disabled","LGBO","140","[c]","35730","31060"
"Leaver CS","2023","30-39","Declared disabled","Undeclared","50","[c]","33660","31060"
"Leaver CS","2023","30-39","Declared disabled","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Heterosexual / straight","3955","[c]","36930","32830"
"Leaver CS","2023","30-39","Declared non-disabled","LGBO","385","[c]","38320","34410"
"Leaver CS","2023","30-39","Declared non-disabled","Undeclared","265","[c]","36420","32520"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","610","[c]","34000","28120"
"Leaver CS","2023","30-39","Undeclared","Heterosexual / straight","205","[c]","34470","31060"
"Leaver CS","2023","30-39","Undeclared","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Undeclared","135","[c]","38180","34310"
"Leaver CS","2023","30-39","Undeclared","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Heterosexual / straight","515","[c]","37890","34700"
"Leaver CS","2023","30-39","Unknown","LGBO","70","[c]","40460","38720"
"Leaver CS","2023","30-39","Unknown","Undeclared","105","[c]","43450","41190"
"Leaver CS","2023","30-39","Unknown","Unknown","2165","[c]","36880","32520"
"Leaver CS","2023","40-49","Declared disabled","Heterosexual / straight","500","[c]","34530","28120"
"Leaver CS","2023","40-49","Declared disabled","LGBO","65","[c]","42220","34300"
"Leaver CS","2023","40-49","Declared disabled","Undeclared","60","[c]","34800","27840"
"Leaver CS","2023","40-49","Declared disabled","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","Heterosexual / straight","2845","[c]","39390","31920"
"Leaver CS","2023","40-49","Declared non-disabled","LGBO","155","[c]","43360","36050"
"Leaver CS","2023","40-49","Declared non-disabled","Undeclared","240","[c]","40660","34140"
"Leaver CS","2023","40-49","Declared non-disabled","Unknown","520","[c]","34520","27570"
"Leaver CS","2023","40-49","Undeclared","Heterosexual / straight","170","[c]","39170","33450"
"Leaver CS","2023","40-49","Undeclared","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Undeclared","90","[c]","39420","33000"
"Leaver CS","2023","40-49","Undeclared","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Heterosexual / straight","360","[c]","42900","38760"
"Leaver CS","2023","40-49","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Undeclared","70","[c]","44110","41200"
"Leaver CS","2023","40-49","Unknown","Unknown","1275","[c]","41990","34260"
"Leaver CS","2023","50-59","Declared disabled","Heterosexual / straight","835","[c]","33970","28120"
"Leaver CS","2023","50-59","Declared disabled","LGBO","65","[c]","31750","28120"
"Leaver CS","2023","50-59","Declared disabled","Undeclared","90","[c]","33340","28120"
"Leaver CS","2023","50-59","Declared disabled","Unknown","175","[c]","33410","28120"
"Leaver CS","2023","50-59","Declared non-disabled","Heterosexual / straight","3320","[c]","37840","29840"
"Leaver CS","2023","50-59","Declared non-disabled","LGBO","115","[c]","43700","35160"
"Leaver CS","2023","50-59","Declared non-disabled","Undeclared","340","[c]","34730","29730"
"Leaver CS","2023","50-59","Declared non-disabled","Unknown","920","[c]","32740","27360"
"Leaver CS","2023","50-59","Undeclared","Heterosexual / straight","225","[c]","34290","27570"
"Leaver CS","2023","50-59","Undeclared","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Undeclared","165","[c]","41390","37060"
"Leaver CS","2023","50-59","Undeclared","Unknown","145","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Heterosexual / straight","395","[c]","39200","37060"
"Leaver CS","2023","50-59","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Undeclared","60","[c]","39530","37590"
"Leaver CS","2023","50-59","Unknown","Unknown","1285","[c]","38610","29890"
"Leaver CS","2023","60-64","Declared disabled","Heterosexual / straight","580","[c]","32550","28120"
"Leaver CS","2023","60-64","Declared disabled","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Undeclared","95","[c]","33530","28120"
"Leaver CS","2023","60-64","Declared disabled","Unknown","160","[c]","29040","28120"
"Leaver CS","2023","60-64","Declared non-disabled","Heterosexual / straight","2420","[c]","37170","29890"
"Leaver CS","2023","60-64","Declared non-disabled","LGBO","60","[c]","45200","40000"
"Leaver CS","2023","60-64","Declared non-disabled","Undeclared","285","[c]","34920","29100"
"Leaver CS","2023","60-64","Declared non-disabled","Unknown","840","[c]","32080","28120"
"Leaver CS","2023","60-64","Undeclared","Heterosexual / straight","155","[c]","34110","28300"
"Leaver CS","2023","60-64","Undeclared","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Undeclared","130","[c]","37390","33370"
"Leaver CS","2023","60-64","Undeclared","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Heterosexual / straight","240","[c]","40580","37060"
"Leaver CS","2023","60-64","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","660","[c]","39410","33480"
"Leaver CS","2023","65+","Declared disabled","Heterosexual / straight","545","[c]","28250","26650"
"Leaver CS","2023","65+","Declared disabled","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Undeclared","90","[c]","27680","26930"
"Leaver CS","2023","65+","Declared disabled","Unknown","150","[c]","28100","26410"
"Leaver CS","2023","65+","Declared non-disabled","Heterosexual / straight","1940","[c]","31760","27470"
"Leaver CS","2023","65+","Declared non-disabled","LGBO","35","[c]","27890","25270"
"Leaver CS","2023","65+","Declared non-disabled","Undeclared","280","[c]","29980","27370"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","640","[c]","31170","27130"
"Leaver CS","2023","65+","Undeclared","Heterosexual / straight","150","[c]","32360","27740"
"Leaver CS","2023","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Undeclared","95","[c]","32120","27480"
"Leaver CS","2023","65+","Undeclared","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Heterosexual / straight","135","[c]","33990","29570"
"Leaver CS","2023","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","415","[c]","34340","28090"
"Leaver CS","2023","Unknown","Declared disabled","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Heterosexual / straight","245","[c]","31740","30130"
"Leaver Dept.","2023","20-29","Declared disabled","LGBO","100","[c]","32530","32160"
"Leaver Dept.","2023","20-29","Declared disabled","Undeclared","35","[c]","32080","33570"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Heterosexual / straight","1960","[c]","32270","31060"
"Leaver Dept.","2023","20-29","Declared non-disabled","LGBO","245","[c]","33430","32240"
"Leaver Dept.","2023","20-29","Declared non-disabled","Undeclared","145","[c]","33890","32320"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","315","[c]","29550","28120"
"Leaver Dept.","2023","20-29","Undeclared","Heterosexual / straight","90","[c]","33740","32660"
"Leaver Dept.","2023","20-29","Undeclared","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Undeclared","45","[c]","35500","32990"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Heterosexual / straight","340","[c]","32180","30330"
"Leaver Dept.","2023","20-29","Unknown","LGBO","45","[c]","32680","31660"
"Leaver Dept.","2023","20-29","Unknown","Undeclared","95","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","1445","[c]","32820","32000"
"Leaver Dept.","2023","30-39","Declared disabled","Heterosexual / straight","280","[c]","38360","34170"
"Leaver Dept.","2023","30-39","Declared disabled","LGBO","55","[c]","36570","31990"
"Leaver Dept.","2023","30-39","Declared disabled","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Heterosexual / straight","2165","[c]","39090","34620"
"Leaver Dept.","2023","30-39","Declared non-disabled","LGBO","205","[c]","40150","37960"
"Leaver Dept.","2023","30-39","Declared non-disabled","Undeclared","135","[c]","40620","37890"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","335","[c]","35510","31060"
"Leaver Dept.","2023","30-39","Undeclared","Heterosexual / straight","105","[c]","35990","32280"
"Leaver Dept.","2023","30-39","Undeclared","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Undeclared","80","[c]","44400","41920"
"Leaver Dept.","2023","30-39","Undeclared","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Heterosexual / straight","310","[c]","39280","37590"
"Leaver Dept.","2023","30-39","Unknown","LGBO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Undeclared","75","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","895","[c]","40520","36840"
"Leaver Dept.","2023","40-49","Declared disabled","Heterosexual / straight","240","[c]","37490","32050"
"Leaver Dept.","2023","40-49","Declared disabled","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Heterosexual / straight","1515","[c]","41800","35610"
"Leaver Dept.","2023","40-49","Declared non-disabled","LGBO","75","[c]","44080","37760"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","100","[c]","38500","34170"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","250","[c]","35620","28750"
"Leaver Dept.","2023","40-49","Undeclared","Heterosexual / straight","60","[c]","37470","34300"
"Leaver Dept.","2023","40-49","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Undeclared","50","[c]","37160","32860"
"Leaver Dept.","2023","40-49","Undeclared","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Heterosexual / straight","170","[c]","44110","38590"
"Leaver Dept.","2023","40-49","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","425","[c]","45230","39520"
"Leaver Dept.","2023","50-59","Declared disabled","Heterosexual / straight","205","[c]","37080","29890"
"Leaver Dept.","2023","50-59","Declared disabled","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared non-disabled","Heterosexual / straight","895","[c]","40650","32700"
"Leaver Dept.","2023","50-59","Declared non-disabled","LGBO","55","[c]","44310","37350"
"Leaver Dept.","2023","50-59","Declared non-disabled","Undeclared","90","[c]","40280","34170"
"Leaver Dept.","2023","50-59","Declared non-disabled","Unknown","170","[c]","33960","27570"
"Leaver Dept.","2023","50-59","Undeclared","Heterosexual / straight","65","[c]","37150","31850"
"Leaver Dept.","2023","50-59","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Undeclared","45","[c]","40850","33790"
"Leaver Dept.","2023","50-59","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Heterosexual / straight","100","[c]","41490","37590"
"Leaver Dept.","2023","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","255","[c]","44010","39210"
"Leaver Dept.","2023","60-64","Declared disabled","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Heterosexual / straight","110","[c]","35180","28120"
"Leaver Dept.","2023","60-64","Declared non-disabled","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Declared non-disabled","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Undeclared","Undeclared","5","[c]","[c]","[c]"
