"Status","Year","Age","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Animal and Plant Health Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Animal and Plant Health Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Building Digital UK","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Female","Heterosexual / straight","35","35","21530","20980"
"In post","2023","16-19","Crown Prosecution Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Female","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Male","Heterosexual / straight","35","35","19820","19460"
"In post","2023","16-19","Defence Equipment and Support","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Male","Unknown","45","45","18650","18280"
"In post","2023","16-19","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Male","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Male","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Female","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Female","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Female","Unknown","15","10","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Male","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","FCDO Services","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Male","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","FCDO Services","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
